Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/03/2015;446489052;1991042;4257564;11574944;23378438;12603732;162669;0;53968389;1530208;1379282;3062254;3563005;217377;53;249;9752427;323008;1379626;3280307;4756229;699919;43;0;10439131;1761260;11065848;29554978;66330836;52081291;133627955;47156989;341579157;1779290;6382523;1679445;125526;480;0;0;9967264;145238;1826883;635260;387355;317985;156367;0;3469089;1923449;4426860;4074093;3247473;1766015;1772897;102808;17313595;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/03/2015;272854795;197259;4212054;11817227;23524051;12806111;7197027;97764;59851492;444850;2708049;7589649;8696188;3326563;1526854;133837;24425991;56433;1180533;3030913;4295077;680997;113;5617;9249681;16054;445104;955544;2573878;2468718;11445296;12175444;30080037;1128895;17320944;2706295;89794;15;0;155120;21401063;1195254;10217254;39696612;25519764;19266976;22869860;25075;118790795;274588;1593135;3374455;925167;452982;391531;30688;7042546;2013189
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/03/2015;203663664;232910;3906037;10210046;19116586;8791111;2347683;0;44604373;656221;3619077;6239964;3418036;195520;87192;0;14216010;659108;3708549;8748625;11478875;1414117;2306;0;26011580;79950;458918;1406907;2895585;2703854;10506526;9090331;27142070;4643292;38035305;13456257;196286;0;0;0;56331140;1093;42893;138822;108195;99593;51394;0;441989;1356153;5984430;3008945;4390723;1009434;66984;0;15816669;19099833
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/03/2015;140272927;177391;3200428;8510203;13565111;4810228;1080200;0;31343560;741111;4364217;5161135;2849357;245459;10841;12;13372132;369808;3707212;8828279;9895170;989042;6355;4;23795869;39361;296229;835961;2143838;1959678;7365308;5548529;18188905;3387490;14653756;6203451;184064;1362;8;0;24430129;148611;2024640;7956026;3993990;1873814;856971;1;16854052;1201587;5123242;2093174;2115078;694385;261709;7508;11496683;791596
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/03/2015;124502084;345477;1402409;3528986;5106579;1519020;351582;170;12254223;586864;1047928;2349585;3364083;649349;64412;79;8062301;612344;4823417;11531428;14412419;1707887;7156;1975;33096626;34396;931672;2227303;4638171;3385526;8177383;3361795;22756247;1224349;13009855;2762083;478617;126285;26096;18;17627303;28374;309837;1833997;882181;399294;185016;0;3638698;1475092;4741366;3028506;3353917;1290896;390485;927;14281189;12785498
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/03/2015;36898660;110757;774723;1837829;2279945;589797;131146;0;5724197;8919;19462;49683;23223;914;1324;0;103526;811201;4547820;10354278;12710142;1288099;339;0;29711879;0;0;0;0;0;0;0;0;177732;829465;25689;2;0;0;0;1032888;67;10835;18128;50734;61994;8587;0;150346;1087;8559;87560;74353;4264;0;0;175824;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/03/2015;20331093;12792;117030;302265;511075;94192;3058;8;1040421;532198;1304151;1856096;1377129;261246;5;1086;5331912;37477;270086;629698;859051;137601;300;0;1934213;7590;104571;240673;619938;326047;2579838;1627745;5506401;406130;2640738;422100;15;0;0;0;3468982;22579;185294;1070785;211068;4255;0;0;1493982;223306;517338;710225;58609;11058;30533;4113;1555183;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/03/2015;15087966;105923;715743;1940707;3416607;1307817;374807;123;7861728;38638;364509;615031;196940;13857;43089;3;1272067;643;17339;45574;72412;18946;177;0;155091;2478;41373;121139;307993;280762;1088758;812761;2655264;40381;69223;6027;1;0;0;0;115632;14970;521640;249351;352253;223167;310804;22750;1694935;101490;650037;216282;217402;85924;62002;110;1333248;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/03/2015;13469925;41381;372394;1027434;1954912;983470;332407;0;4711998;6684;10567;22215;12678;48;0;0;52192;205633;693290;1753968;3256205;501992;781;0;6411868;1856;10086;25012;55853;42375;101263;23937;260383;156484;895468;143837;13169;465;8;0;1209431;0;0;0;0;0;0;0;0;4351;86872;164068;277787;104908;171987;14081;824054;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/03/2015;10152165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72165;1435391;3553563;4484763;605569;714;0;10152165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
