Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43344;86187;12943310;4765244;67112;0;17861852;16075163;0;518248;0;0;0;518248;9102135;43557399;534;2540546;46098478;0;1277283;47375761
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43344;182225;0;0;3312524;0;3494749;4803557;0;0;448213;0;713396;1161609;7472621;16932536;5338016;14693820;36964372;27956;3903482;40895810
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43344;7905;0;0;277580;0;285485;65168;0;48985;298926;0;0;347911;5019703;5718266;604974;24843399;31166639;541;1614736;32781916
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43344;43650;0;696513;4608414;0;5348577;400065;1010951;2552007;5228105;0;50933;8841996;7078584;21669222;775713;5235518;27680454;31074;3618851;31330379
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43344;909203;2821852;187553;7027271;8541;10954420;14453036;414810;236591;0;0;0;651401;321423;26380281;0;820417;27200698;4872;1440684;28646254
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43344;20853;0;0;430736;0;451589;493048;2297719;338024;0;0;0;2635743;17978227;21558607;465460;3481781;25505848;252;2703244;28209344
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43344;21719;0;8312091;8494772;0;16828583;257342;712309;36439;631482;0;4024;1384255;0;18470180;159130;5194926;23824236;27;4047182;27871445
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43344;523839;0;476435;4094490;7744;5102507;2426940;724445;692549;7082566;1976560;0;10476120;2376127;20381695;30146;3789735;24201575;100409;3344071;27646056
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43344;81388;3337;248873;2623849;0;2957447;6989785;31329;643894;528818;55066;0;1259107;7279137;18485477;45629;4435081;22966186;27964;1788077;24782227
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43344;752418;0;201629;7052132;0;8006179;921959;0;0;0;0;0;0;0;8928138;5000940;7151151;21080230;1555;2528719;23610503
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43344;5128;0;60073;230837;0;296037;531311;0;0;0;0;0;0;6717168;7544515;843365;13582550;21970431;12832;1414289;23397552
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43344;56656;0;6630;2642648;0;2705934;105486;0;50312;0;0;0;50312;5175081;8036812;1009810;12130540;21177162;1902;1500491;22679555
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43344;0;0;0;1723787;0;1723787;3164417;0;0;0;0;2792249;2792249;608502;8288955;5169806;5665322;19124083;0;3117482;22241565
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43344;309;0;71871;2049806;0;2121985;0;0;0;0;0;0;0;6155571;8277556;360374;12644616;21282547;2196;899674;22184416
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43344;836760;573826;11229;1410792;1297803;4130411;104989;0;272643;0;0;0;272643;828092;5336135;0;11810596;17146731;0;1906041;19052772
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43344;31062;0;847;9332985;0;9364894;0;35311;94720;427922;45309;0;603262;511927;10480084;149364;3586677;14216126;0;2790083;17006209
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;13257009;13257009;0;954946;14211955;7099;2645558;16864612
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43344;0;0;239224;4695523;0;4934747;0;0;0;1443905;0;0;1443905;3143171;9521822;0;3485749;13007572;122156;3065004;16194732
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43344;0;0;3414;479639;0;483053;954401;0;0;0;0;0;0;3737198;5174652;7134527;1529031;13838210;0;1754972;15593182
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43344;688048;1823658;190171;7289510;4391;9995778;715663;192296;0;0;0;0;192296;190378;11094115;0;2509138;13603252;69;1591590;15194911
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43344;21268;0;23133;65213;0;109615;1495234;0;595681;5802456;0;1533753;7931890;1287526;10824265;161320;411215;11396800;25464;2407983;13830247
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43344;0;0;10187;0;0;10187;0;0;0;0;0;0;0;0;10187;0;12541905;12552092;0;393904;12945996
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43344;0;0;2015643;2792356;0;4807998;0;0;0;1890479;0;0;1890479;0;6698477;0;3133343;9831820;195860;2201612;12229291
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43344;0;0;0;0;0;0;5505621;0;0;0;0;0;0;163604;5669225;134947;4940064;10744236;57;1268864;12013157
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9422111;9422111;0;627714;10049825
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43344;261937;190682;69937;6258494;0;6781050;133116;26530;250797;10282;0;0;287609;0;7201774;0;1674766;8876541;453;847842;9724836
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43344;179440;0;147224;3697943;0;4024608;25606;919079;1725798;72033;0;481;2717391;15013;6782618;41360;461768;7285746;13887;2157075;9456708
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43344;95903;0;115223;5184504;0;5395630;378312;483946;354996;86072;0;0;925015;442710;7141667;1110088;172134;8423890;41451;934398;9399738
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43344;0;0;1552357;682634;0;2234991;0;0;0;315836;0;0;315836;4388648;6939475;0;614974;7554449;12251;1658022;9224722
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43344;376869;0;2700;1662144;0;2041714;65009;0;0;236058;0;0;236058;1539090;3881870;313540;3121443;7316852;5370;1600455;8922678
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43344;0;0;0;616789;0;616789;0;701821;16413;138743;0;0;856977;5306201;6779968;3083;167381;6950432;197125;1426866;8574423
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;C;2;SAO PAULO;SP;43344;0;0;0;0;1546541;1546541;0;0;0;0;0;0;0;391914;1938455;0;5733232;7671687;34659;784294;8490641
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43344;0;0;209576;0;991870;1201446;0;394016;0;0;0;0;394016;0;1595461;0;114379;1709840;0;6671683;8381523
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43344;5980;0;0;0;0;5980;0;0;0;1183064;0;0;1183064;0;1189044;0;4859113;6048156;0;2238722;8286878
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7838787;7838787;0;228801;8067588
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43344;85;0;0;2092932;686;2093704;0;0;0;0;0;0;0;40985;2134689;0;5037144;7171833;0;353381;7525213
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43344;0;0;0;1420298;0;1420298;0;0;0;0;0;0;0;672781;2093080;202292;4903175;7198547;0;310128;7508675
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43344;72436;0;256416;49577;0;378429;0;0;0;0;0;0;0;5774534;6152963;375;105035;6258373;6109;1095648;7360130
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43344;637570;946776;286197;3394070;0;5264613;419626;0;0;92653;0;0;92653;386;5777278;0;323149;6100427;0;1163983;7264410
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43344;0;0;503336;210903;0;714240;1500;0;0;1869376;0;0;1869376;3212440;5797555;67094;536847;6401496;47736;742885;7192117
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43344;71033;0;0;2103123;954;2175110;0;0;0;0;0;0;0;2331570;4506680;131626;1544157;6182463;4144;984427;7171034
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;256039;256039;0;6395447;6651486;0;511322;7162808
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43344;0;0;758260;0;0;758260;0;0;0;1047880;0;0;1047880;165348;1971488;0;4417037;6388525;0;744522;7133047
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43344;412;0;78660;61161;0;140232;0;0;296374;51852;0;0;348226;3910686;4399144;126;614349;5013619;11420;1753216;6778255
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43344;63;0;0;0;0;63;0;0;0;0;0;0;0;0;63;0;1399252;1399316;0;5253402;6652718
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43344;51135;0;5208;3821962;0;3878305;134857;197957;253232;722;0;0;451911;340009;4805083;65680;669987;5540751;8110;989854;6538715
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43344;0;0;2691283;33475;0;2724758;0;0;0;204710;0;0;204710;758144;3687613;8643;841281;4537537;33420;1641607;6212564
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43344;382;0;0;357174;0;357556;44006;0;0;892;0;0;892;1752868;2155322;876243;1700552;4732117;43;1044987;5777148
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43344;560974;0;0;1898659;23679;2483312;0;0;976999;0;0;0;976999;1592;3461903;0;678371;4140274;0;1494875;5635149
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43344;6009;0;102264;1976218;0;2084491;29345;29722;0;1906647;0;0;1936368;8372;4058577;0;159507;4218084;0;1383032;5601116
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43344;190136;0;34548;3088823;0;3313507;368378;154140;59516;502371;20757;0;736785;126418;4545087;48;284907;4830041;830;735730;5566601
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43344;106794;0;3528;839979;0;950300;112054;99489;1361749;1458665;0;0;2919904;589394;4571652;70670;297484;4939806;9398;605146;5554350
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43344;0;0;0;86313;0;86313;0;0;0;0;0;0;0;4182464;4268777;0;230768;4499545;102697;911843;5514085
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43344;634835;1327789;170821;2002906;981;4137332;25656;46114;0;50392;0;0;96506;69545;4329039;0;623809;4952847;11826;427805;5392479
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43344;11454;0;0;15739;3551;30744;0;0;0;0;0;0;0;2749;33492;0;517182;550674;3;4828274;5378951
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43344;0;0;0;1568;0;1568;0;0;0;0;0;0;0;0;1568;0;5025384;5026952;0;210610;5237562
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43344;0;0;0;4711780;0;4711780;0;0;0;0;0;0;0;0;4711780;0;172708;4884488;0;266890;5151378
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43344;512158;0;102883;2856448;31390;3502880;0;0;0;0;0;0;0;2535;3505415;0;330530;3835945;0;1287366;5123312
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43344;0;0;891387;1507095;0;2398482;0;993856;0;589386;0;0;1583243;5526;3987251;151;417479;4404881;34;690011;5094926
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43344;21307;0;180505;1623252;155;1825219;23694;95511;0;1499;0;0;97010;2006;1947929;0;2798026;4745955;138;316191;5062284
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43344;468460;22007;41;1515785;33461;2039754;24434;1542124;0;12191;0;0;1554315;32311;3650815;5016;402990;4058821;11625;936337;5006782
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43344;15476;0;46030;1265400;0;1326906;159230;0;0;0;0;0;0;1452234;2938371;186140;808005;3932516;689;671203;4604409
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43344;2993;0;0;103911;0;106904;0;285816;175470;0;0;0;461286;1377245;1945436;199862;1624283;3769581;0;506971;4276551
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43344;0;0;0;0;0;0;0;0;0;176874;0;1194916;1371790;0;1371790;0;2004799;3376589;0;731144;4107733
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3856782;3856782;0;123283;3980065
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43344;0;0;29860;468675;0;498536;1604747;0;0;675577;0;1280;676857;205581;2985721;185245;213632;3384598;898;519721;3905218
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;173511;173511;0;3307931;3481442;0;308201;3789643
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43344;0;0;0;3934;0;3934;0;0;0;0;0;0;0;2387873;2391807;0;110707;2502515;13475;931076;3447066
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43344;262688;0;0;1253446;6639;1522773;0;0;475415;0;0;0;475415;3061;2001248;1117;926141;2928507;0;466099;3394606
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43344;0;0;0;16208;0;16208;0;0;0;0;0;0;0;318793;335001;0;2848292;3183293;0;122307;3305600
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43344;80542;0;15516;647740;50189;793987;1246167;17504;56195;0;0;0;73700;38480;2152333;0;888260;3040593;0;262558;3303151
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43344;78942;0;59595;1346806;0;1485343;15804;224871;0;377225;0;0;602096;505196;2608438;108;121615;2730161;1245;504140;3235546
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;2234652;2234652;0;113591;2348243;29;711930;3060203
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43344;0;0;131466;0;0;131466;0;0;0;0;0;0;0;1918345;2049811;0;878630;2928441;0;124368;3052809
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43344;44563;0;0;1331249;0;1375812;322863;138153;0;0;0;0;138153;5956;1842784;23462;728042;2594288;0;344244;2938532
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43344;396074;0;105;1233888;10803;1640869;0;0;0;0;0;0;0;21075;1661944;0;862129;2524073;0;355159;2879232
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2755913;2755913;0;96027;2851939
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43344;427;0;0;103191;0;103619;0;0;327952;342042;0;0;669994;1076045;1849658;1820;370744;2222221;8742;588050;2819013
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43344;84145;0;2012;1197318;138542;1422017;0;56120;9883;0;0;0;66003;125751;1613771;129;885220;2499120;396;303781;2803298
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43344;1488;0;0;1129815;0;1131303;2001;0;0;0;0;815820;815820;0;1949124;0;511750;2460874;2430;304527;2767831
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2659558;2659558;0;107135;2766692
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2599467;2599467;0;158224;2757691
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43344;19045;0;0;1806163;0;1825208;226323;52581;255619;0;0;0;308200;8959;2368690;0;251409;2620099;1672;128942;2750713
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43344;214591;0;90388;808424;24818;1138220;0;107356;0;422406;0;0;529762;133222;1801204;0;469758;2270962;1507;451549;2724017
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43344;0;0;0;1859893;0;1859893;0;0;0;0;0;0;0;0;1859893;0;321879;2181772;0;529499;2711272
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43344;0;0;381315;0;0;381315;0;0;0;0;0;0;0;1193401;1574716;6384;123752;1704853;6011;966233;2677096
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43344;0;0;0;0;0;0;0;0;0;0;0;576046;576046;0;576046;0;1534626;2110672;0;561730;2672402
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43344;9868;0;45418;216286;0;271572;0;300146;0;104804;0;0;404950;234310;910832;14687;524047;1449566;2913;1200131;2652609
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43344;0;0;0;384563;0;384563;0;0;0;0;0;0;0;1554593;1939156;0;263992;2203148;2100;325924;2531172
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43344;309580;0;0;1255886;5540;1571006;0;0;0;0;0;0;0;21462;1592468;0;513005;2105474;0;369552;2475025
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43344;124355;0;834908;780208;0;1739470;0;0;0;0;0;0;0;16861;1756331;0;66959;1823290;615;643134;2467040
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43344;247043;0;0;1567981;14532;1829557;0;0;0;0;0;0;0;17465;1847021;0;241117;2088138;0;378683;2466821
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43344;300781;0;0;1649575;33678;1984034;0;0;21144;0;0;0;21144;0;2005178;0;48095;2053273;0;357220;2410493
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43344;235524;0;0;1331883;5539;1572946;0;0;0;0;0;0;0;1498;1574444;0;124775;1699219;0;662558;2361777
