Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/03/2017;333187749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2160289;16793580;34877308;75693825;61207251;115186238;26181523;332100014;0;55606;128259;318616;287936;297318;0;1087736;0;0;0;0;0;0;0;0;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/03/2017;314901491;3403492;7272256;12642670;16633624;10173901;3228973;1514417;54869333;205544;538297;1260263;5160879;4401889;20093170;3106034;34766077;268574;1579655;1352861;222755;0;0;118765;3542608;338807;4420986;1128490;504201;75970;44454;63;6512971;414462;8567975;10892197;11087092;5748984;4051869;0;40762580;2459525;3949547;5363590;14388332;15891695;6696026;843518;49592234;978210;4674489;12226654;18609481;9011390;15766827;8334602;69601654;74319;3221414;7964953;4102661;1044669;1815269;9805;18233090;158083;584538;2090912;2644603;89679;41422;17730;5626968;31393977
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/03/2017;302285126;1356999;7368477;11507625;12900004;2054038;547982;2300;35737426;63363;968044;1790141;2166726;408079;5684;0;5402035;874878;6990149;109412;0;0;0;0;7974440;63784;8837369;2577852;129181;48167;31402;0;11687755;67763;3927561;6094870;4354090;1737445;418956;0;16600686;846406;1942650;3244431;3286979;1342198;1134056;0;11796719;402997;2580959;7340309;11365966;4993090;4518853;316299;31518474;1074;1724659;3931106;981010;191455;256063;0;7085368;280293;783093;2057370;2479504;305907;19803;328;5926299;168555925
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/03/2017;251820331;1654871;9280968;14370113;14921680;3086345;492245;0;43806222;304937;1594661;3049744;2744779;379155;88896;0;8162173;762061;7714814;1034697;194;0;0;0;9511766;214908;4671024;624492;36167;1236;12;0;5547839;264258;8475605;11491315;6517326;1985896;619949;0;29354348;2702452;6650525;4873860;4165524;1257550;764345;12219;20426475;44781;2649571;7094110;12966160;5048199;7926736;698062;36427618;11018;526781;1845054;2273741;925938;135243;0;5717775;66023;369410;1877448;5898449;1931542;77074;402;10220348;82645767
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/03/2017;192106339;2468276;16068287;11438246;24319465;1213;0;7863;54303349;99025;489038;579713;846471;9316;509;1810;2025882;607149;770422;2466458;12026;0;0;0;3856054;78490;713223;42353;0;0;0;0;834066;39920;4144856;3919710;4812108;3315685;0;0;16232279;2846467;1391848;1997021;3261192;76705;119774;0;9693007;450121;4926932;10875840;20506469;12154330;31523813;9294201;89731706;15374;925891;2035316;56758;3436;4402;0;3041176;312666;4049473;3872804;3540878;317353;295541;105;12388819;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/03/2017;123035536;1297586;7528891;7798685;8734675;2402795;1137470;16268;28916370;61651;800562;1716956;1689062;233959;578505;682;5081377;295751;4332686;1145703;372717;145426;52818;1426;6346527;292917;11876794;4653333;521865;39106;5263;13335;17402612;60123;4892098;5206168;2551971;433015;159420;0;13302795;720133;1626618;2698899;3167462;997071;224773;56102;9491058;106540;833658;2777617;5673802;1668532;1837274;1912177;14809600;9472;999305;2920051;655138;164214;60365;1830;4810374;326423;1344434;2986132;1523375;135575;1194985;1308;7512233;15362591
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/03/2017;43113394;94358;2971187;3870206;3273362;418503;24241;0;10651857;9190;727361;1116161;649640;109837;38556;0;2650745;31976;821743;51808;0;20158;0;0;925685;1075;3288668;784923;8399;187;43675;0;4126927;4482;1783430;2330198;1457722;623229;187500;0;6386560;4822;501519;260454;50958;29192;0;0;846944;17537;399651;1090227;2779000;644341;361365;0;5292121;915;327380;1409104;268788;48960;31805;0;2086952;579;103201;250828;134544;0;0;0;489152;9656449
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/03/2017;13896721;150510;2312056;793320;625684;71610;0;0;3953180;1403;11616;31762;28824;977;0;0;74581;60;181074;135233;0;0;0;0;316367;12162;1828453;370451;92973;2;0;0;2304040;21995;1426790;1856180;756925;239291;0;0;4301182;133853;757628;48303;1981;0;0;0;941766;0;14438;88801;546067;65588;0;0;714893;9824;458412;707936;114484;55;0;0;1290712;0;0;0;0;0;0;0;0;0
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/03/2017;13208840;67177;288655;526806;1005961;285243;121658;0;2295499;34572;189687;426836;435044;30978;11;0;1117128;0;4474;0;0;0;0;0;4474;0;864840;222946;66767;76305;85843;0;1316701;131574;510261;1002133;1711892;367065;26074;0;3749000;3636;170;339;1307;1549;3608;0;10607;2850;133641;374862;1118824;538875;683541;0;2852593;0;45945;139496;124119;37817;3870;0;351247;0;0;0;0;0;0;0;0;1511591
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;11663395;75106;804195;1485036;1093768;99451;19353;0;3576908;0;41522;138219;190503;45553;1228;0;417025;2263;76018;60470;0;0;0;0;138752;297;269383;119274;22773;8555;0;0;420281;1514;596723;856548;604364;101394;0;0;2160543;42256;81041;98445;49946;31147;11040;10;313884;558;64828;188350;383225;128749;62425;0;828134;0;200930;725458;642930;100743;111489;0;1781550;0;0;0;0;0;0;0;0;2026318
