Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;15893599;1817969;3841761;7355140;1026303;1203591;265040;12265;18680;352850;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;13874551;367651;8335468;2111094;1367073;585127;276356;188304;114264;529214;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/03/2017;13500448;6007518;6085351;519026;278710;169168;60643;113038;73772;193223;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;12890447;148;5837495;4563426;1117109;224177;125900;172339;207471;423976;218408
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;12359888;1727294;8498846;1097140;235269;96807;60736;182243;58021;403532;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/03/2017;12356113;5110003;3435400;718141;683477;650851;322765;202334;142607;1090536;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;11962646;406953;3733997;3652655;1470556;198984;149498;129599;34723;62532;2123148
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2017;11773113;6011992;5222053;291287;214821;13118;4068;4613;1183;9980;0
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/03/2017;11508848;1157883;2663440;1077245;616000;1335001;122833;401475;2284;575522;3557167
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/03/2017;9303579;5326696;1224566;1392621;544198;218916;71464;56594;44200;424311;11
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;8199203;130285;6503968;479631;759960;105796;38255;27672;24887;128750;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;7799195;0;6684103;279520;114193;192873;68508;103488;56347;300163;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/03/2017;7752138;134261;3299891;2778168;611529;396226;223808;48586;49140;210530;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/03/2017;7336079;817842;2416926;1579775;1206260;999070;38126;44128;52721;181229;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/03/2017;7162814;388137;3007645;2142327;1059130;185540;109838;56921;60150;153126;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;7101120;256257;2970995;433732;597752;184696;383223;178362;74420;263831;1757852
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;6718258;1049071;3784960;1323211;334691;96226;58880;13259;4880;53080;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2017;6303975;513152;3388658;468416;469173;579353;246753;98399;83885;456185;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/03/2017;5995060;2128846;724048;1230826;1160100;261237;353828;37069;12428;86679;0
CREDIT SUISSE;30771;b1;C;3;S2;199;SAO PAULO;SP;01/03/2017;5382997;0;2305525;318779;70931;99884;149912;0;37516;226042;2174409
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/03/2017;5367099;0;4022254;123986;118434;163959;117726;107061;94057;619623;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2017;5008138;31657;4402561;109392;96710;63900;61299;37534;26514;178570;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;4859572;860124;2076474;663456;341676;113157;169744;75577;125702;236020;197642
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2017;4669424;0;3088781;905252;436805;34984;41136;32603;16880;112983;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;4051900;542185;457724;813092;1318872;332138;42316;174072;47976;15961;307563
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;3893594;253248;2675027;474012;383035;53233;21028;6032;5394;22585;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2017;3800316;197849;491924;1810013;258726;164428;134345;70747;30392;11972;629920
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2017;3781127;0;3164121;164323;206345;35718;34704;34284;20400;121232;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2017;3753898;1795164;757975;404943;209982;221808;97216;33302;39084;194423;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/03/2017;3724960;0;3467539;15182;90058;11595;11813;20892;7878;100003;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2017;3707535;774058;1654359;775363;99122;101845;52950;65558;40017;144263;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/03/2017;3433343;507611;1028020;997226;451769;166576;62186;35451;86914;97590;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;3397728;2167826;667817;233840;0;0;328245;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2017;3377880;88;1507721;472128;864549;276080;62256;42477;34353;118227;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2017;3072647;657667;1008500;669236;275983;84541;129788;52330;51936;142666;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2017;2968399;1138042;435598;923861;332125;70833;8529;3371;5072;50969;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2017;2785295;1387211;400318;481075;108176;177347;88847;2318;44761;95242;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2777454;0;1753618;147631;147208;107149;74405;66911;65991;414541;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2017;2674807;134178;1747860;443549;196717;48909;31162;15984;7453;48995;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;2378287;497618;957529;424541;206630;71027;44521;16162;36322;123938;0
INTERMEDIUM;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2017;2367174;260645;1717512;139614;85269;41581;23038;24529;21922;53063;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;2353866;1293994;2745;28966;77264;0;36629;0;0;0;914268
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;2346769;1170730;813995;10763;16540;80901;148241;92322;3757;9521;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;2334215;0;1366482;492107;358152;67052;29982;5354;1052;14036;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2250650;NI;1416161;109217;108294;105487;65250;57868;81206;307166;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2017;2237422;546997;901898;480507;138260;61358;13072;17016;32257;46057;0
DEUTSCHE;51183;b1;I;3;S3;199;SAO PAULO;SP;01/03/2017;2235433;2011198;128931;64780;19280;0;11244;0;0;0;0
OMNI;50940;n1;C;2;S4;197;SAO PAULO;SP;01/03/2017;2200128;0;778205;526460;268475;138431;73178;51894;44382;319104;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2017;2110801;0;1446690;282093;118912;83999;44101;45172;19522;70312;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;2021893;0;1069340;67241;166792;74194;100946;72620;63581;407178;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2017;2019098;384524;944924;379831;158891;51002;269;25138;10400;1698;62423
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;1776287;670552;835813;170663;43186;35371;1563;8039;5797;5303;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2017;1723833;698136;615749;124164;44738;27170;169229;12088;8877;23682;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2017;1558954;40752;337494;1018964;90770;9974;13537;3581;21737;22146;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2017;1553668;0;869342;309800;160528;86911;18618;59409;14131;34929;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1538685;402779;512048;482876;65253;6774;40768;4854;2257;21076;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2017;1447540;62575;967550;118472;143040;28855;19157;13360;12843;81690;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2017;1432660;0;1273511;58301;26549;23662;9571;8240;9030;23796;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2017;1352993;231828;406138;269938;159919;172172;93116;2705;7676;9502;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2017;1351490;364036;629646;140373;89310;60256;22097;14666;6649;24457;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2017;1314315;13;881356;210893;77082;46301;23352;18033;7164;50123;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2017;1230596;29326;133211;728217;201242;72838;17481;28496;4921;14862;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2017;1205228;39884;577122;423987;104499;32583;10924;11278;491;4460;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2017;1203632;192621;822804;102872;53156;10112;9186;1499;2064;9318;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1162348;1100114;0;62234;0;0;0;0;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2017;1150026;688334;128230;123866;111717;19972;8833;24252;10829;33992;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;1125534;101814;358015;280985;187004;46667;0;5050;6259;68900;70840
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;1121421;697531;138948;233830;49170;1942;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/03/2017;1076425;64618;540649;189332;138038;42708;22218;16253;16556;46054;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;1070014;479762;463469;0;0;8614;0;118169;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2017;1068994;0;709903;210457;53213;36882;15493;12712;5090;25244;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2017;974510;742218;18;232273;0;0;0;0;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2017;918272;0;199348;530403;133259;39290;5149;1031;3790;6002;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2017;908588;0;761810;46440;37463;15176;8434;5727;4950;28588;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2017;896373;0;218813;346015;71079;97316;52612;45266;4836;60437;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;878457;808600;20295;32007;8740;8814;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2017;865474;28002;472886;203542;37702;17605;26176;4669;20216;54676;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2017;861831;19513;248755;287117;130306;57310;22368;18921;14683;62858;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2017;855311;2;313642;272340;139986;49129;21183;16388;5145;37497;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2017;830856;14829;141966;284296;252239;28886;14411;29947;5128;59153;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/03/2017;807145;0;343833;202231;80759;168039;4496;1653;623;5512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2017;783673;0;289458;364518;48859;29026;13177;10846;5611;22176;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/03/2017;774679;157514;180948;213327;157861;8134;14667;2294;1941;37995;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;742101;71118;661371;0;9612;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/03/2017;741482;209925;69569;231195;100891;18471;14881;6447;12370;77733;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2017;719153;2;167362;220548;199522;60596;23373;11604;6819;29327;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S5;9;RIBEIRAO PRETO;SP;01/03/2017;718139;395;469301;170739;33798;21703;14902;1819;246;5235;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2017;717322;59482;213593;172549;126190;56627;29941;26888;3384;28667;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2017;707113;0;480210;19395;20683;17159;14052;14088;14377;127150;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/03/2017;706566;7109;122899;322037;104684;39785;35899;34663;4740;34749;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2017;704015;0;339344;224172;63833;20596;10992;12844;6834;25400;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2017;694911;0;251999;247682;98363;43427;20044;8846;3254;21297;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2017;690908;0;256644;264350;90967;34194;16036;10321;3133;15263;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2017;669370;0;142987;276058;166517;31761;14842;12559;2338;22308;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2017;667878;0;112641;296982;142784;76373;12090;8593;6672;11744;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/03/2017;666086;0;377710;37576;32314;23996;19061;19576;18924;136929;0
AGIPLAN;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2017;665589;0;425718;25479;38720;21577;25625;18298;13549;96623;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2017;660325;69964;360484;115172;71408;23948;0;4598;0;10256;4495
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2017;653769;0;126628;282345;142414;41675;12961;14298;5567;27881;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2017;641771;5745;222243;214649;83730;47780;10455;27529;11745;17895;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2017;626821;0;340783;205132;49741;6199;10380;3217;1523;9846;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2017;625886;0;250709;227864;61863;31214;15301;10412;4391;24132;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2017;613734;143;257507;240137;50503;28424;13279;8717;3569;11453;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/03/2017;601370;23988;120718;266005;58956;10373;14997;56999;0;49335;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S4;9;BELO HORIZONTE;MG;01/03/2017;598320;42297;277154;88469;160252;22323;1625;2854;1694;1652;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2017;594260;0;306296;114520;115819;40230;9540;2602;3030;2223;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2017;585897;0;375447;84305;60353;23694;18050;7869;2004;14175;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2017;578655;0;316483;105304;88195;9200;24222;14093;11473;9686;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2017;577568;493645;4619;0;0;0;0;9128;0;0;70176
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2017;560827;1;215841;211583;50425;41543;14259;11374;2407;13394;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2017;548411;360;2710;349454;147009;11457;6094;4303;3434;23589;0
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/03/2017;542008;0;389302;49346;26956;14557;8408;7446;10056;35936;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2017;511649;0;207879;158315;57283;29612;26266;19327;3756;9211;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2017;494872;7286;148824;188814;93175;13945;15695;8793;2257;16083;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2017;494250;1;191344;154390;37794;37956;16819;13544;7857;34545;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/03/2017;493319;40422;311262;61317;0;25365;31811;0;0;23142;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2017;487567;0;139335;182479;62177;29237;31724;15047;4063;23506;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;483499;0;311811;82916;69756;4532;515;167;4800;9002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2017;482732;0;177722;130369;110537;28458;11764;5487;6288;12108;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/03/2017;478465;12195;235858;141129;46603;22367;5672;2651;2629;9361;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/03/2017;471287;8018;101444;233718;70883;16115;6616;7792;5502;21199;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;I;2;S5;9;ITAJAI;SC;01/03/2017;470929;0;150911;178137;66117;23773;22923;9095;3848;16125;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2017;469918;16620;149751;202895;33208;26453;3692;5407;2756;29136;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/03/2017;456446;99296;192042;20381;28647;90865;2854;0;7963;0;14398
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/03/2017;449606;0;85668;221601;110140;16563;6614;4484;0;4536;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/03/2017;446962;0;0;287985;146662;1710;9075;0;256;1275;0
