Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/03/2017;509060892;2010937;6015276;15278531;25184071;11707809;5399610;458;65596692;948206;1156284;2029044;1477682;1877;0;6765;5619859;430897;1485206;3451745;4121425;357754;86;1037;9848150;1633681;12117233;32829255;74896930;59464454;158006213;58848717;397796483;1984560;5687516;1643622;129542;1509;1069;0;9447818;212681;1329946;903648;928320;439186;155057;0;3968839;2326126;4282260;3833032;3467476;1371330;1419866;82962;16783052;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/03/2017;307270011;199785;4283409;11880218;23658743;14713371;7505587;381965;62623077;649981;2694699;7643030;8872114;4014903;1590905;1149939;26615570;63256;725484;1757486;2196848;312235;102;26748;5082160;48460;590810;1201723;3196906;3131953;15179224;18709182;42058259;1125385;18856538;3048303;74084;54;0;740021;23844385;2249139;12391914;46537143;33246167;21360983;21033205;1067070;137885621;367482;982148;2497536;1400144;945615;831311;297910;7322145;1838793
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/03/2017;223487485;423016;4048540;10103705;18663790;9560926;2050070;27;44850076;587708;1455212;2442658;4126155;943890;27223;0;9582845;261252;1879579;4556880;6978276;1147403;1563;0;14824953;72186;600334;1440602;3721965;3500697;14071528;12160749;35568061;4623810;38454376;12939128;200255;8;0;0;56217576;1192;107916;461489;172320;81044;26670;0;850631;1872198;5582088;3156348;4844765;1750612;204157;0;17410168;44183176
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/03/2017;169230645;255708;4217419;10886745;16752242;6475859;1289412;438;39877824;1265354;4876840;5745934;2941277;202368;8766;48;15040587;396875;3111267;7256368;7995972;762145;4071;0;19526698;84703;620815;1362675;3484731;3227555;12608751;9751072;31140303;5288186;19060388;8393164;214535;497;0;0;32956769;340606;1485453;7165909;3479596;1467032;814576;14;14753185;2072893;5877444;3113058;3173669;867805;285896;23310;15414074;521205
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/03/2017;132793709;319489;2031610;5124894;7750962;2965951;1079170;223;19272298;362729;1011158;2193728;3100305;921534;58620;103;7648176;570517;4486084;10649360;13188996;1679411;12644;2367;30589380;45513;1080506;2659036;5595524;4059078;9697125;3922530;27059312;1353419;15028592;4291620;468828;121997;40927;23;21305404;46504;726225;1348135;1018013;430880;290165;0;3859923;1575439;4355305;3163872;3528152;1440740;567473;841;14631822;8427392
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/03/2017;33155587;79281;458737;1051077;1337565;421629;57728;0;3406016;8841;14754;125861;17634;0;0;0;167091;668659;4160799;9645694;11779919;1410033;622;0;27665727;0;0;0;0;0;0;0;0;319890;1022378;314346;4837;0;0;0;1661452;18;12379;18457;54169;12716;5635;0;103375;413;24467;31709;81974;7239;6125;0;151927;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/03/2017;18063179;123875;798629;2116335;3596204;1743787;820184;81;9199095;75384;330656;445659;155958;61509;33512;12;1102690;454;8297;20353;27067;2579;47;0;58797;2877;49211;136505;352786;328752;1280534;961268;3111932;46752;733610;167601;195;0;0;0;948158;28587;574752;252292;371783;288711;310294;8986;1835404;118090;1021893;226219;239064;117688;84090;60;1807103;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/03/2017;16143153;75054;672457;1811166;3190536;1534309;596281;0;7879803;15418;56268;123886;132452;10422;3;0;338448;189597;732286;1662384;2038857;261178;160;0;4884463;1034;5977;15391;33185;25170;55541;10450;146747;287653;1647435;142419;17502;1435;669;0;2097113;0;0;0;0;0;0;0;0;18060;91079;133972;253881;117202;173255;9131;796579;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/03/2017;9157424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52968;608306;1821042;1113274;528972;324727;0;4449288;52748;708904;1328168;1669734;742306;206276;0;4708136;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/03/2017;8906109;10283;325913;872788;1575762;791890;167013;0;3743649;4353;159579;211777;154695;32003;2553;0;564961;37834;597860;1467855;1809166;181324;68;0;4094108;47;95;525;1006;1029;630;0;3332;1623;128250;34102;23;0;0;0;163998;1;28787;41089;31149;16711;3655;0;121393;3141;164897;21512;12246;2286;772;0;204854;9814
