Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;16951952;4809987;9716801;1511605;226924;82876;54036;175269;45816;328639;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;14490957;1000057;8723122;2167653;1506544;432012;187118;152209;43408;278835;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/03/2019;13531772;6400779;5330496;893590;390464;239623;21639;20047;61812;173322;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;13009754;1133308;3982408;4022634;1478776;262577;280699;43411;47136;51321;1707484
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/03/2019;11421161;5368644;4714178;780033;314170;176277;4334;1179;383;61964;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/03/2019;10839490;10540165;276394;15869;6227;527;53;51;51;153;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/03/2019;10306416;3524001;4635518;621036;737259;188269;55986;45593;41521;457233;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/03/2019;10204505;405162;5963623;2313204;660492;266832;281363;80922;202947;29959;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;9630750;43104;6953595;997300;1268264;179667;47409;26291;20131;94991;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/03/2019;9188269;1280522;3028667;2268888;1357918;857517;68838;14499;22120;289300;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;9122128;0;7810375;211619;110343;68086;115349;50641;60201;337140;358375
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/03/2019;8732961;5099703;1594852;811765;584940;157997;57955;81673;57607;286469;0
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/03/2019;8335121;827660;2734344;2624992;1744398;123857;70098;30073;38667;141032;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;7946666;0;6352078;157892;159618;191814;202870;138110;113133;631151;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2019;7910619;610148;5740940;849175;528514;159253;10137;2429;1647;8377;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;7864970;464841;2516742;914899;180514;48069;59361;79430;96635;201035;3303445
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;7706114;1595861;4591965;1048915;389357;32215;5204;6733;14421;21442;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/03/2019;7368710;0;6698040;118463;129230;67600;46888;42281;40349;225859;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;6393532;255785;4217800;1044435;770357;73217;10551;5026;3627;12735;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2019;6352278;118155;5209846;116265;365536;119924;69807;59282;48057;245407;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;6030170;1013358;3960386;378847;321964;54402;152617;787;21026;89513;37270
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2019;5443842;598570;3205660;314481;144055;269539;187307;170211;48787;469896;35335
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2019;5416468;0;3624524;1159068;478817;25459;22719;14666;28424;62792;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/03/2019;5109564;0;3140194;1467868;401212;90173;4013;9;6056;39;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/03/2019;4902618;2072188;671156;589128;641664;394669;66505;52308;32573;382426;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/03/2019;4336656;0;4140774;10145;37350;12330;13503;18626;17968;85960;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;4109038;0;2622754;185184;199078;133882;111454;107882;108072;640732;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2019;4046907;2006664;974975;423213;181973;136001;50353;47680;55748;170299;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/03/2019;3768734;795394;1525265;575712;104488;0;4854;1328;15613;16308;729773
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/03/2019;3742576;0;1692011;349151;1339386;137382;55596;32438;26495;110117;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;3544823;510745;2558330;231513;86699;48428;27738;23032;14872;43467;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/03/2019;3462935;440018;1202895;1197446;405664;167223;8601;5270;8283;27535;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;3442368;149901;2443109;0;366013;7605;51691;0;0;137529;286521
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;3426531;1146993;140484;1951731;111152;0;76172;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;3291364;295755;595939;1026132;618569;135402;192835;0;184808;141970;99955
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2019;3226545;903684;399383;979949;71708;121321;15639;16560;117377;22788;578135
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;3210558;0;2235582;791026;104856;28363;29449;3243;2674;15366;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/03/2019;3161958;0;2834866;67393;43754;18077;39274;17031;111776;29787;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2019;3090296;247130;1170978;822782;430549;46991;56192;25800;26419;263455;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2019;3000931;200886;1454776;778754;222420;104431;107779;43472;11050;77364;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2858269;2192711;247166;325019;0;0;93373;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2019;2796994;0;1803409;457136;216522;100376;54079;37154;29125;99193;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2793902;2793902;0;0;0;0;0;0;0;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;2743312;0;1846631;141489;152934;119864;77141;72043;63291;269918;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2019;2678808;99932;899654;1550333;113300;8595;5001;394;897;702;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2568551;0;626585;828558;425147;216788;66423;50952;42167;311931;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2019;2398827;5753;1099181;707796;306346;141927;57239;23322;7011;50252;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2019;2360948;416059;1008113;570032;239533;49440;19246;6480;23607;28438;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2290182;0;988166;124430;216565;276156;100273;93853;55942;434798;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2019;2240049;1617365;268442;105929;128613;232;38713;5256;64864;10636;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;2218885;1062081;831695;165629;43309;10891;1972;3772;1384;20778;77374
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2019;2197477;168;1109580;663890;252167;75114;21872;16281;14303;44102;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2019;2164846;482041;643087;485691;188521;107063;24139;5472;24317;204515;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2078464;835631;749167;429388;22670;4208;4551;4679;3315;24856;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;2052742;1987196;0;61357;1011;3177;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2019;1927990;253;597085;822021;275035;81054;54389;24248;24025;49881;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2019;1847215;68;721878;723648;265309;70911;18071;8872;9250;29209;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2019;1817375;310396;899051;184469;228443;39877;19405;20343;16988;98404;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;1805679;1640121;50349;0;0;0;0;0;115209;0;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/03/2019;1767794;0;922727;73053;98365;66933;86033;77967;69578;373138;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;1736673;434566;835160;255141;0;6544;87126;55829;0;62305;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1657687;1542158;15036;97091;0;0;0;0;0;3403;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/03/2019;1636568;942920;368399;95467;55438;16275;83444;4222;2978;67425;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/03/2019;1626367;99415;1083596;147207;115397;62657;32984;23616;19399;42096;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1543414;159251;959094;239820;93019;24915;13353;8810;4850;40302;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2019;1517771;412;573249;615396;198090;58160;15979;18028;9775;28682;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/03/2019;1508935;0;1071725;77703;63332;59063;35497;30281;28332;143002;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2019;1483584;24581;591833;479008;324582;46546;6326;2161;1180;7367;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2019;1458940;98076;608920;380294;163536;63252;54908;26648;42170;21135;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2019;1425101;903529;0;0;0;0;0;0;0;0;521572
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2019;1355808;315;565789;414871;268360;40473;12538;11011;6032;36419;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2019;1346149;29441;364557;490490;251595;70608;39305;22372;14015;63767;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/03/2019;1344740;0;864524;39281;51447;188756;45883;37723;20811;96316;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2019;1287458;201854;559387;168645;155177;84723;6738;14092;43457;53385;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2019;1235215;4899;120099;746565;257294;32255;13641;41167;1188;18107;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/03/2019;1197000;16104;615778;464030;59010;23184;6097;4577;2151;6068;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2019;1184336;56;433782;493545;181358;31725;15781;6150;4947;16991;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1156806;1077392;3220;0;0;0;0;0;0;0;76195
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1151288;0;579318;421450;30466;92378;31;0;0;27646;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2019;1139628;167856;715657;146939;66823;12670;5943;2392;2411;18939;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2019;1137779;202;405792;418182;218435;42777;15500;6881;6241;23769;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2019;1121895;514;484858;434805;132225;29112;12740;5840;5675;16127;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2019;1119646;106;397426;395536;209130;73292;18896;9104;4066;12089;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2019;1105608;51;301656;484993;225252;46978;16928;6564;4674;18512;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;1105241;31013;852238;38640;79027;56382;15874;2412;4543;25111;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/03/2019;1080780;3;227599;464495;287331;45722;11958;8515;12978;22179;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2019;1078667;20627;216727;318637;297236;85989;18676;20500;22206;78070;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2019;1075000;0;875135;70184;45957;20446;11044;8670;6217;37348;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/03/2019;1053938;0;141749;384307;380882;88030;7715;18893;6719;25643;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;1035481;0;379875;424632;119661;87191;4585;1543;2388;15606;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2019;1034741;39066;472293;364625;114438;11645;17515;4143;1226;9791;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/03/2019;1023949;1324;1866;671487;263390;19978;10933;8870;8289;37814;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2019;1015148;777;302221;303211;347146;32294;7198;14024;1670;6606;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/03/2019;998306;59216;501573;204230;85076;38010;17992;15802;17310;59096;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2019;994187;1162;370981;371439;150165;41714;14621;9645;9651;24809;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2019;936909;156;270205;396102;142020;89548;14007;6218;3452;15201;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/03/2019;891617;0;488743;40157;40398;33427;29657;33489;39684;186062;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2019;890674;0;303842;346045;143117;28650;17075;6160;12777;33007;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/03/2019;884113;0;237781;250671;286668;38125;21288;27181;5076;17323;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2019;856146;9813;534086;244515;32034;2666;1328;1052;496;30156;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2019;849080;0;479653;179807;138747;30321;6150;317;4222;9864;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2019;843930;15120;186349;305729;182046;80522;23407;18371;7908;24478;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;843419;540724;302695;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/03/2019;822864;242;213345;355625;120008;63522;21104;7406;11066;30547;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;820303;812810;1523;5969;0;0;0;0;0;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2019;815385;448357;49526;118299;125264;21457;15379;6352;4527;26225;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/03/2019;809800;22185;276034;298434;138800;32237;15105;6854;6049;14103;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;800329;0;388283;277134;103461;17191;4852;371;7694;1343;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/03/2019;795997;62;206559;346230;143045;35361;22920;13330;6381;22110;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2019;781662;5;246878;259480;194521;40410;15866;8340;3991;12171;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2019;777302;24509;482976;181175;52321;15051;8172;3931;2376;6790;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/03/2019;762770;149;319244;270700;98060;34458;9140;6073;4974;19972;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/03/2019;757071;0;270305;366662;80917;14806;7735;5693;2465;8486;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;733833;83397;498728;74908;47781;8698;1358;13067;4706;1191;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/03/2019;700967;9924;115049;212906;121411;60765;38623;38711;34122;69456;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2019;692110;3;405804;100149;62737;63962;20877;10416;9457;18704;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/03/2019;683771;182236;122053;175940;154774;12156;4899;9594;1028;21090;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/03/2019;676675;199610;233659;161790;30664;2630;233;11450;1828;34810;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/03/2019;670762;19216;198750;227761;110846;30481;13820;11178;2983;55727;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2019;669960;16790;173998;235011;140804;27836;23294;25672;3838;22717;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;664396;0;439139;55556;123600;14703;7533;71;17224;6571;0
COOPERATIVA DE CREDITO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/03/2019;652577;8829;353165;109273;30191;27256;30434;4092;5502;83835;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/03/2019;651767;104;226531;266577;109098;19829;9558;5011;4515;10544;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/03/2019;637720;2731;95630;405997;97350;13234;6849;4114;5323;6491;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/03/2019;630582;0;41222;293797;228013;41919;5780;9355;0;10497;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/03/2019;615183;0;161991;255817;149234;27546;7150;2520;2466;8458;0
