Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;3068075;280690;100364;1037475;1437249;112342;0;99955
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/03/2019;2949088;4814;76169;699216;1489970;103815;3;575102
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2851148;37703;43762;470881;2298801;0;0;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/03/2019;2803604;1049929;346088;1294593;112995;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2792565;0;6667;95429;2690470;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2648547;0;30350;187352;2144325;0;0;286521
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/03/2019;2634245;132318;546549;1606499;348019;860;0;0
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/03/2019;2449027;22249;103102;1437089;886587;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/03/2019;2240049;477125;24671;105828;1632425;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;2078175;3613;18017;428522;1628023;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;2052742;3004;0;167781;1881957;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/03/2019;1850682;146558;483493;945329;275298;0;3;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/03/2019;1845812;570597;660840;567903;29662;15619;1191;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;1807132;6410;88791;583733;576565;474259;1;77374
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;1805679;0;0;52769;1752910;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/03/2019;1702426;144215;124050;135950;1298208;0;3;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;1687852;147695;256652;875808;267989;139707;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1657687;35941;91582;840090;690075;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/03/2019;1510088;73160;226296;1080847;129776;0;8;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1507504;181281;161565;763827;400830;0;0;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/03/2019;1501403;65971;360196;829035;245270;920;12;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1457403;31743;189620;699393;536647;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/03/2019;1425101;0;7283;281337;614909;0;0;521572
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/03/2019;1337194;11192;252519;942983;118608;11787;104;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/03/2019;1284224;189766;198266;560280;223430;112477;3;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/03/2019;1283891;85605;128868;807980;261438;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/03/2019;1278107;227430;196577;660075;194024;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/03/2019;1235215;2436;33060;444950;754769;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/03/2019;1156806;5006;3468;574272;497866;0;0;76195
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/03/2019;1151288;0;12997;958577;179714;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/03/2019;1115119;89349;37702;772254;214760;1053;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/03/2019;1064675;115843;145875;565306;237652;0;0;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;989637;308461;203349;460392;17435;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/03/2019;975805;52964;237256;457048;198481;30049;6;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/03/2019;936371;292122;505420;137010;1562;216;42;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/03/2019;915641;184537;327849;288985;114223;0;47;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/03/2019;851708;28562;259300;501952;59924;1955;15;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;843419;0;0;0;843419;0;0;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/03/2019;820303;0;0;253355;566947;0;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/03/2019;814345;1292;47430;305891;459732;0;0;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;781603;42535;117652;460545;160866;0;5;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2019;776764;30931;76797;535483;132804;733;16;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/03/2019;744190;35219;194221;306993;206066;1678;12;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;742464;129567;135737;435406;41751;0;5;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/03/2019;738577;144772;362895;221460;6067;3358;25;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/03/2019;731701;67042;179648;403354;34809;46828;20;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/03/2019;721861;59713;209087;381879;71181;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/03/2019;710516;128649;272446;291325;18079;0;16;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/03/2019;707078;87730;36076;109609;473409;254;0;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/03/2019;687576;43523;117920;506250;19869;0;14;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/03/2019;681830;37568;124944;450077;69241;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/03/2019;669908;13430;67325;483976;105177;0;0;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/03/2019;654195;2011;67182;563471;21532;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/03/2019;640693;104026;302879;212687;21078;0;23;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;621127;0;3584;107992;509551;0;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/03/2019;620106;36514;26074;412053;145465;0;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/03/2019;604632;18411;104351;414322;67539;0;8;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/03/2019;588991;82465;233874;190222;82364;0;67;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;561718;100039;14535;227182;219962;0;0;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2019;557090;59268;151635;341224;4964;0;0;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2019;548587;71640;184145;230185;47992;14602;24;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/03/2019;545157;64323;188660;167318;124461;330;64;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/03/2019;543959;23927;110465;383994;25573;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/03/2019;505993;98917;201173;156168;49712;0;23;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/03/2019;498090;94015;206335;179890;17833;0;17;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;463348;0;0;64274;399075;0;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;454939;14129;4912;205052;230845;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/03/2019;453802;84582;135516;213862;19809;0;33;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/03/2019;452037;23821;157822;253920;9713;6747;13;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2019;433108;175584;59543;177397;20584;0;0;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;01/03/2019;426903;19660;77279;205529;124433;0;0;0
BANCO RANDON S.A.;11476673;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/03/2019;424936;1408;25487;283263;114778;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2019;401013;62396;128946;209515;0;143;14;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/03/2019;400328;34917;77595;281579;6233;0;3;0
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;01/03/2019;362446;0;0;0;362446;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/03/2019;351410;59587;137138;126366;28306;0;12;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2019;351395;17837;85592;218904;29060;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/03/2019;349378;64688;130928;127688;26062;0;13;0
COOPERATIVA DE POUPANÇA E CRÉDITO OURO VERDE – SICOOB OURO VERDE;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/03/2019;343542;31714;112691;145393;52922;801;21;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;S4;9;JOINVILLE;SC;01/03/2019;342128;48595;146027;143342;4146;0;18;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/03/2019;338326;63791;169311;98648;6553;0;22;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/03/2019;330596;69381;147582;106325;7298;0;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/03/2019;325553;34807;73149;162673;54916;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/03/2019;323136;77313;95542;150274;0;0;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/03/2019;319628;53862;129611;112639;23234;274;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;S5;9;GOIANIA;GO;01/03/2019;315026;3948;72938;215405;10430;12303;2;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/03/2019;313631;499;5319;72919;215596;19298;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/03/2019;312561;0;0;100849;211712;0;0;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/03/2019;311328;4069;48417;59974;198868;0;0;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/03/2019;306972;34453;108622;141419;11259;11204;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/03/2019;297325;58372;95553;91545;51845;0;8;0
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;I;2;S5;9;CURITIBA;PR;01/03/2019;288153;19519;136287;127808;0;4527;12;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;I;2;S4;9;LAJEADO;RS;01/03/2019;279905;31537;96503;133066;18795;0;4;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/03/2019;275473;39248;91777;113191;11789;19458;10;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/03/2019;273450;83384;49565;110556;29945;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/03/2019;272670;57649;56187;116095;42739;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;I;2;S4;9;CRICIUMA;SC;01/03/2019;269572;30842;110130;128589;0;0;11;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/03/2019;262694;26842;55974;175884;3989;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;I;2;S5;9;CATAGUASES;MG;01/03/2019;262394;26055;61035;164344;10954;0;7;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;S4;19;BARUERI;SP;01/03/2019;258071;3261;26522;73417;154871;0;0;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2019;253867;37998;114166;100129;0;1565;9;0
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;n1;I;3;S4;19;BARUERI;SP;01/03/2019;251640;0;5960;48696;196984;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/03/2019;251455;58347;83376;76353;33371;0;9;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/03/2019;250179;0;0;96503;153675;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;01/03/2019;249984;65073;121523;63368;0;0;20;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;I;2;S5;9;CAMPINAS;SP;01/03/2019;248451;32669;68918;144862;2002;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/03/2019;248232;7661;107768;128949;3853;0;1;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/03/2019;247162;163004;72234;11859;61;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2019;244290;79273;50576;105348;9088;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;S4;9;SARANDI;RS;01/03/2019;242211;36528;89801;115873;0;0;9;0
COOPERATIVA DE CREDITO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/03/2019;235694;94973;70239;67849;0;2619;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/03/2019;234526;43183;97140;81752;12434;0;17;0
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;I;2;S5;9;CONCORDIA;SC;01/03/2019;232632;29918;100967;88387;9779;3576;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;I;2;S4;9;MARAU;RS;01/03/2019;232440;45587;91400;94834;610;0;8;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2019;230391;8549;36741;123381;61718;0;2;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;S4;9;SAO JOAO;PR;01/03/2019;229316;39607;81823;107875;0;0;11;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL S.A. - SOCIEDADE DE ARRENDAMENTO MERCANTIL;23511655;n1;I;3;S4;19;SAO PAULO;SP;01/03/2019;229230;0;0;229230;0;0;0;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/03/2019;229051;42751;99467;82932;0;3895;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;I;2;S4;9;PASSO FUNDO;RS;01/03/2019;224784;34964;75986;108798;5028;0;8;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;I;2;S5;9;CASCAVEL;PR;01/03/2019;222956;24021;76294;93920;26850;1859;13;0
