cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
1;1 - Público;jun/16;837.439.440;2.240.225;11.404.284;30.922.900;61.573.292;25.161.167;9.816.902;295.660;141.414.429;2.039.893;5.714.005;12.962.245;13.371.236;4.756.465;2.033.004;618.718;41.495.565;575.422;2.571.302;6.227.522;8.061.330;960.671;4.053;25.472;18.425.772;2.097.164;12.460.160;33.017.623;75.692.132;60.481.940;165.526.374;73.316.056;422.591.449;3.449.329;24.742.727;4.538.059;229.541;99;0;463.816;33.423.571;2.695.712;18.832.691;36.538.034;41.045.270;23.108.350;25.479.621;93.170;147.792.847;3.187.906;8.468.905;8.244.855;4.842.188;2.546.148;2.479.508;377.739;30.147.249;2.148.559
1%;1 - Público;jun/16;52,37%;61,98%;45,43%;46,50%;50,94%;49,27%;62,94%;99,61%;49,96%;26,54%;28,19%;38,67%;43,00%;55,14%;75,78%;96,67%;39,70%;16,07%;11,22%;11,60%;12,42%;14,37%;8,36%;91,67%;12,14%;91,06%;84,10%;85,45%;85,28%;84,95%;81,90%;74,25%;81,81%;18,25%;21,70%;13,90%;14,05%;0,06%;0,00%;95,07%;19,91%;78,66%;63,18%;63,15%;72,78%;76,29%;85,65%;99,16%;71,18%;32,23%;28,20%;34,81%;23,82%;31,77%;55,10%;71,58%;31,09%;3,04%
2;2 - Privado Nacional;jun/16;551.783.961;999.880;11.150.572;28.999.928;49.197.598;22.122.116;4.799.627;799;117.270.520;4.555.896;11.903.016;15.716.944;12.705.266;2.751.911;584.722;12.834;48.230.589;2.068.953;12.122.513;27.999.437;34.355.131;3.527.438;28.592;4;80.102.069;146.214;1.117.639;2.668.025;6.782.949;6.250.934;23.658.833;19.302.920;59.927.515;11.857.996;66.102.258;21.803.759;531.982;36.926;3.044;528;100.336.492;374.944;8.529.735;15.581.647;8.671.947;3.978.598;2.996.295;790;40.133.955;4.531.284;15.456.665;9.631.728;9.743.093;3.232.012;1.303.564;100.957;43.999.303;61.783.518
2%;2 - Privado Nacional;jun/16;34,50%;27,66%;44,41%;43,61%;40,70%;43,32%;30,77%;0,27%;41,43%;59,27%;58,73%;46,89%;40,86%;31,90%;21,80%;2,01%;46,15%;57,79%;52,89%;52,16%;52,95%;52,76%;59,00%;0,01%;52,76%;6,35%;7,54%;6,91%;7,64%;8,78%;11,71%;19,55%;11,60%;62,75%;57,99%;66,78%;32,57%;23,03%;7,56%;0,11%;59,77%;10,94%;28,62%;26,93%;15,38%;13,13%;10,07%;0,84%;19,33%;45,81%;51,47%;40,66%;47,93%;40,32%;28,97%;19,13%;45,37%;87,30%
3;3 - Privado com Controle Estrangeiro;jun/16;209.959.588;374.566;2.550.618;6.574.434;10.099.007;3.787.456;980.865;360;24.367.305;1.091.148;2.650.399;4.838.151;5.019.569;1.117.712;64.869;8.461;14.790.309;935.929;8.227.600;19.448.016;22.469.138;2.197.175;15.818;2.312;53.295.989;59.780;1.237.630;2.952.342;6.284.067;4.468.039;12.911.121;6.116.611;34.029.590;3.589.847;23.152.439;6.309.718;871.691;123.294;37.222;23.526;34.107.737;356.506;2.445.255;5.738.760;6.677.114;3.203.321;1.273.430;0;19.694.388;2.172.523;6.106.561;5.811.167;5.743.169;2.237.052;716.912;49.020;22.836.405;6.837.865
3%;3 - Privado com Controle Estrangeiro;jun/16;13,13%;10,36%;10,16%;9,89%;8,36%;7,42%;6,29%;0,12%;8,61%;14,19%;13,08%;14,43%;16,14%;12,96%;2,42%;1,32%;14,15%;26,14%;35,89%;36,23%;34,63%;32,87%;32,64%;8,32%;35,10%;2,60%;8,35%;7,64%;7,08%;6,28%;6,39%;6,19%;6,59%;19,00%;20,31%;19,32%;53,37%;76,91%;92,44%;4,82%;20,32%;10,40%;8,20%;9,92%;11,84%;10,58%;4,28%;0,00%;9,49%;21,96%;20,33%;24,53%;28,25%;27,91%;15,93%;9,29%;23,55%;9,66%
b1;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;jun/16;1.488.445.961;3.580.483;24.513.408;64.872.880;118.460.933;50.129.572;15.230.230;296.325;277.083.831;4.928.444;15.262.625;26.721.134;25.997.074;7.421.572;2.228.240;627.230;83.186.318;3.158.326;18.535.154;43.164.106;53.050.590;5.592.516;43.085;27.788;123.571.565;2.296.189;14.753.707;38.473.144;88.385.220;70.878.472;201.661.992;98.510.794;514.959.517;16.589.644;105.696.868;29.812.411;1.418.287;158.347;40.251;487.342;154.203.150;3.079.488;24.378.050;46.099.729;48.992.542;26.766.061;27.150.811;93.880;176.560.560;9.229.623;26.470.257;20.978.492;19.091.545;7.632.367;4.251.053;457.743;88.111.078;70.769.941
b1%;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;jun/16;93,08%;99,05%;97,64%;97,56%;98,01%;98,16%;97,65%;99,83%;97,89%;64,11%;75,31%;79,72%;83,60%;86,04%;83,06%;98,00%;79,59%;88,21%;80,86%;80,42%;81,76%;83,65%;88,90%;100,00%;81,39%;99,70%;99,58%;99,57%;99,58%;99,55%;99,79%;99,77%;99,69%;87,79%;92,72%;91,30%;86,84%;98,77%;99,96%;99,89%;91,86%;89,86%;81,78%;79,68%;86,87%;88,37%;91,27%;99,91%;85,04%;93,31%;88,14%;88,56%;93,92%;95,22%;94,47%;86,74%;90,85%;100,00%
b2;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;jun/16;34.800.134;819;7.993;21.252;23.318;2.296;0;0;55.678;15.974;17.676;48.050;36.913;3.745;804;0;123.162;294.643;3.548.771;8.447.948;9.301.518;851.510;818;0;22.445.209;0;0;0;0;0;0;0;0;1.037.785;2.784.062;1.014.147;160.240;0;0;0;4.996.233;99.981;386.979;1.666.440;2.853.789;1.498.801;441.072;0;6.947.061;8.075;108.094;50.231;54.284;10.500;1.605;0;232.790;0
b2%;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;jun/16;2,18%;0,02%;0,03%;0,03%;0,02%;0,00%;0,00%;0,00%;0,02%;0,21%;0,09%;0,14%;0,12%;0,04%;0,03%;0,00%;0,12%;8,23%;15,48%;15,74%;14,34%;12,74%;1,69%;0,00%;14,78%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;5,49%;2,44%;3,11%;9,81%;0,00%;0,00%;0,00%;2,98%;2,92%;1,30%;2,88%;5,06%;4,95%;1,48%;0,00%;3,35%;0,08%;0,36%;0,21%;0,27%;0,13%;0,04%;0,00%;0,24%;0,00%
