Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;43800;33622;0;3019;0;0;725;37366;-3298;-2728;0;0;-9065;-15091;22275;4697;963;-9403;-9516;-453;0;3263;-1175;-11624;10651;-88;10563;-241;0;10322;-1711
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;43800;31803;0;5518;0;0;0;37321;-8509;-222;0;0;-3814;-12545;24775;6145;3522;-11404;-10205;-214;0;977;-5701;-16881;7894;-25;7869;0;-2015;5854;-1265
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;43800;26937;0;10346;0;0;0;37283;-11193;-994;0;0;-4073;-16260;21023;3971;1574;-9902;-7200;-323;0;2356;-934;-10458;10565;-47;10519;-138;0;10380;-2614
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2466552;b3S;S5;I;2;FRANCISCO BELTRAO;PR;43800;33510;0;3645;0;0;0;37155;-6733;-2144;0;0;-3136;-12013;25142;4750;3680;-10239;-11180;-303;0;5282;-3049;-11059;14083;35;14117;-342;-1252;12523;-2981
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;S5;I;2;TOLEDO;PR;43800;32233;0;4546;0;0;0;36779;-9134;-1197;0;0;-4777;-15107;21672;3112;2215;-9760;-10516;-214;0;3347;-3328;-15145;6527;-34;6493;130;0;6623;-2618
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;43800;27350;0;8857;0;0;0;36207;-14819;0;0;0;-2813;-17632;18575;4606;1042;-7332;-10172;-78;251;975;-356;-11064;7511;251;7762;-189;0;7574;-1058
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;43800;22180;0;13960;0;0;0;36140;-11729;-909;0;0;-1507;-14145;21996;5736;6607;-8938;-10000;-287;0;3076;-1389;-5195;16801;-9;16792;-695;0;16097;0
COMMERZBANK BRASIL - PRUDENCIAL;1000084583;b1;S4;I;3;SAO PAULO;SP;43800;5654;0;14755;13529;1474;0;35412;-208;-20015;0;0;-1329;-21552;13861;5239;35;-19907;-13832;-810;0;381;-5808;-34703;-20842;0;-20842;1380;0;-19462;0
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;43800;391;0;34746;0;0;0;35138;-32831;0;0;0;17;-32814;2323;26;0;-3730;1295;1;0;3;-5;-2412;-88;23;-65;-8;0;-73;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;43800;32343;0;2108;0;0;663;35114;-2427;-3863;0;0;-9545;-15834;19280;5609;2651;-11058;-10679;-562;0;3128;-2535;-13445;5835;-612;5223;85;0;5308;-5691
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;43800;33768;0;1158;0;0;0;34927;0;0;0;0;-15578;-15578;19348;0;0;-6415;-9929;-1487;0;151;-265;-17944;1404;0;1404;0;0;1404;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;43800;31105;0;3436;0;0;1;34542;-5967;-3497;0;0;-7081;-16545;17997;5263;2095;-7102;-5853;-195;0;1485;-4879;-9187;8809;-60;8749;0;-934;7815;-3244
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;43800;28919;0;5406;0;0;0;34324;-6631;-154;0;0;-9294;-16080;18244;4446;2047;-11849;-10035;-247;0;4311;-1268;-12595;5649;-397;5252;-502;0;4750;-3243
COOPERATIVA SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO.;259231;b3S;S5;I;2;SANTOS;SP;43800;24217;0;9851;0;0;0;34068;-12118;0;0;0;-5547;-17664;16403;2909;166;-8152;-8181;-186;0;2877;-2152;-12718;3685;-104;3582;551;0;4133;-3545
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;43800;20499;0;13253;0;0;0;33752;-12698;-1130;0;0;-1836;-15664;18088;3193;468;-5846;-5785;-259;0;2906;-1287;-6610;11477;-21;11456;466;-754;11168;-2663
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;43800;31463;0;2104;0;0;0;33567;-6605;-4006;0;0;-2364;-12974;20593;1241;455;-6568;-6212;-59;0;1336;-6115;-15920;4672;1;4673;-18;-884;3771;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;43800;29342;0;4121;0;0;42;33506;-3843;-3370;0;0;-4993;-12205;21301;7133;2791;-9933;-9243;-228;0;2196;-5181;-12466;8835;129;8964;0;-1511;7453;-2424
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;43800;28624;0;4738;0;0;0;33362;-7056;-3246;0;0;-8855;-19156;14206;3558;2693;-7310;-7408;-274;0;1628;-1265;-8377;5828;-8;5821;297;0;6118;-2610
COOPERATIVA DE CRÉDITO UNICOOB OURO BRANCO - SICOOB UNICOOB OURO BRANCO;5772229;b3S;S5;I;2;PARANAVAI;PR;43800;30956;0;2390;0;0;0;33346;-4208;-17;0;0;-15542;-19767;13579;2319;4295;-9971;-5667;-151;0;2639;-3549;-10085;3495;-84;3411;-168;0;3243;-1714
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;43800;28944;0;4256;0;0;0;33201;-4083;-4879;0;0;-8429;-17391;15809;6091;4039;-8938;-8399;-592;0;2388;-990;-6400;9409;-22;9387;-1304;-401;7681;-1110
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;43800;15756;0;17420;0;0;0;33177;-16084;-14218;0;0;-3240;-33542;-365;10390;0;-4100;-1883;0;0;5;-4857;-446;-811;132;-679;-5;0;-683;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;43800;28716;0;4115;0;0;19;32850;-3529;-3815;0;0;-4446;-11789;21060;6106;1608;-7007;-3776;-213;0;2210;-4114;-5186;15874;1109;16983;0;-1200;15783;-3773
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;43800;29848;0;2952;0;0;0;32800;-6305;-1541;0;0;-4101;-11948;20853;5133;3846;-7822;-7306;-306;0;2227;-653;-4883;15970;-601;15369;-979;-173;14217;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;43800;27313;0;5300;0;0;0;32613;-6452;-1618;0;0;-4635;-12705;19908;5763;4781;-13365;-9462;-368;0;2896;-1882;-11637;8272;47;8319;-845;0;7474;-592
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;43800;24856;0;6798;0;0;0;31654;-10627;-25;0;0;-2596;-13248;18406;1878;614;-4374;-4180;-125;0;1602;-1061;-5645;12762;142;12903;132;-473;12562;-1743
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;43800;22095;0;9264;0;0;0;31359;-9245;0;0;0;-1026;-10271;21088;2478;177;-8755;-4962;-67;0;3108;-7985;-16006;5082;88;5170;-99;-695;4376;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S5;I;2;ARAPOTI;PR;43800;25411;0;5839;0;0;0;31250;-7863;-2876;0;0;-1629;-12368;18883;5721;2329;-8032;-6884;-217;0;642;-3851;-10292;8590;45;8635;-97;-1012;7526;-1527
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;43800;2356;0;25687;3102;0;0;31145;-21198;0;0;0;7766;-13432;17713;14083;0;-19611;-13134;-2507;-102;1815;-1492;-20948;-3235;13;-3222;-1074;0;-4296;0
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;43800;2984;0;34630;-7126;583;0;31071;-25955;0;0;0;-1356;-27311;3759;17877;191;-87475;-190522;-2260;-6760;11800;-9787;-266937;-263177;0;-263177;133913;-25275;-154540;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;43800;27845;0;3123;0;0;0;30967;-5800;0;0;0;-14837;-20637;10330;3126;2806;-4663;-6868;-121;0;3174;-902;-3449;6881;43;6924;-91;0;6833;-2429
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;S5;I;2;SANTA CRUZ DO SUL;RS;43800;29954;0;975;0;0;0;30929;-4729;0;0;0;-13983;-18713;12216;0;0;-199;-1283;-1432;0;33;-11353;-14234;-2018;0;-2018;0;0;-2018;0
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;43800;25251;0;5525;0;0;0;30776;-6663;-2201;0;0;-2598;-11462;19313;3596;3803;-10304;-9887;-265;0;2815;-1495;-11738;7575;-188;7388;-267;-587;6534;-1618
COOPERATIVA DE CRÉDITO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;43800;27141;0;3619;0;0;0;30760;-8644;-2;0;0;-1166;-9812;20948;1175;805;-7697;-5493;-36;0;944;-6156;-16457;4491;1;4492;0;-300;4192;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;43800;26681;0;4060;0;0;0;30742;-11098;0;0;0;-27482;-38580;-7838;681;565;-8354;-5163;-40;0;6;-287;-12592;-20429;97;-20332;0;0;-20332;-174
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;S4;C;2;SOROCABA;SP;43800;25699;0;4992;0;0;0;30692;-10663;0;0;0;-4550;-15213;15478;15865;42704;-4175;-41512;-8410;0;10829;-17884;-2582;12896;-141;12755;604;0;13360;0
SICOOB UNIMAIS MANTIQUEIRA – COOPERATIVA DE CRÉDITO;71698674;b3S;S5;I;2;TAUBATE;SP;43800;27887;0;2745;0;0;0;30632;-6907;-79;0;0;-3844;-10830;19802;3402;1519;-9496;-9103;-290;0;2872;-2584;-13681;6122;-117;6005;-800;-992;4213;0
COOPERATIVA DE CRÉDITO DAS MATAS DE MINAS LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;43800;28262;0;2357;0;0;0;30619;-4688;-4031;0;0;-11137;-19856;10762;4657;3821;-12311;-9542;-385;0;4765;-1531;-10525;237;-557;-321;-547;0;-867;-826
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;43800;22322;0;8183;0;0;0;30506;-10174;0;0;0;456;-9718;20788;204;84;-5603;-3563;-960;0;344;-1150;-10645;10143;5263;15406;-3224;-288;11894;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;S5;I;2;SAO PAULO;SP;43800;27813;0;1934;0;0;0;29747;-3702;0;0;0;-2654;-6357;23391;626;1797;-12001;-9784;-127;0;4552;-3397;-18333;5057;317;5374;0;-417;4956;-4809
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;971300;b3S;S5;I;2;DOIS VIZINHOS;PR;43800;26887;0;2636;0;0;5;29528;-3077;-9439;0;0;-3889;-16406;13122;3382;2079;-4918;-3684;-26;0;465;-4047;-6749;6373;14;6386;0;-822;5564;-2996
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;43800;28032;0;1399;0;0;0;29431;-2902;-96;0;0;-3076;-6074;23356;1348;303;-5686;-5096;0;0;540;-302;-8892;14465;2;14467;-3;0;14464;-3766
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB UNICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;43800;26830;0;2551;0;0;0;29381;-5249;-2076;0;0;-6423;-13748;15633;2943;3300;-9795;-7077;-181;0;1612;-1821;-11018;4615;-121;4494;50;-857;3687;-1416
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;43800;23602;0;5736;0;0;1;29339;-8260;-1120;0;0;-3495;-12875;16464;3058;483;-5964;-4734;-247;0;2744;-1743;-6402;10062;41;10103;-178;-564;9361;-681
COOPERATIVA REGIONAL DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE MINEIRO E NORDESTE PAULISTA LTDA. - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;43800;25820;0;3206;0;0;0;29026;-7428;-1823;0;0;-4101;-13352;15673;2235;1904;-5085;-5486;-138;0;1974;-1771;-6367;9306;79;9385;-266;-451;8669;0
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;43800;26744;0;2182;0;0;0;28926;-3423;-1950;0;0;-5107;-10479;18447;3665;4267;-9565;-7354;-264;0;2470;-1873;-8655;9793;-315;9477;-492;-260;8726;-337
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;43800;27132;0;1634;0;0;0;28765;-3745;-436;0;0;-1037;-5218;23548;3080;350;-7824;-8328;0;0;855;-579;-12447;11100;-1523;9577;-55;0;9523;-1371
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;43800;17446;0;11045;0;0;0;28491;-12132;0;0;0;-1459;-13591;14900;1270;642;-4631;-3721;-23;0;234;-850;-7078;7821;3;7825;-4;0;7821;-1333
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;43800;23559;0;4628;0;0;0;28187;-6408;-6224;0;0;-743;-13375;14812;3511;2123;-6190;-4258;-516;0;1482;-2327;-6175;8637;27;8665;-779;-322;7564;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;43800;20119;0;7909;0;0;0;28028;-9651;-2;0;0;-2820;-12472;15556;3691;4343;-7142;-8320;-295;0;2546;-1101;-6278;9278;4;9282;-702;-95;8484;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;43800;25875;0;1974;0;0;0;27849;-4930;-2872;0;0;-6092;-13894;13955;4739;2633;-9056;-9379;-449;0;4460;-1779;-8829;5126;-17;5109;-747;0;4362;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;43800;25121;0;2691;0;0;3;27814;-3663;-2164;0;0;-3321;-9148;18666;5654;1296;-8135;-5524;-167;0;2506;-3572;-7942;10724;627;11351;0;-1146;10205;-2777
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO COOPERAÇÃO RS/SC  – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;43800;22857;0;4792;0;0;7;27656;-4471;-3003;0;0;-2258;-9732;17924;6770;2201;-8395;-6602;-215;0;1528;-4211;-8924;9000;852;9852;0;-919;8933;-2221
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA;67096909;b3S;S4;I;2;FRANCA;SP;43800;22660;0;4969;0;0;0;27629;-4600;-3795;0;0;-8484;-16879;10750;1292;555;-4850;-2887;-80;0;3041;-807;-3735;7015;-18;6997;-112;0;6885;-875
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;43800;21000;0;6204;0;0;0;27204;-5719;-463;0;0;-5064;-11246;15959;4212;3350;-4914;-6935;-295;0;2179;-1952;-4355;11604;-2;11602;-57;-492;11053;-1515
TODESCREDI S/A - CFI - PRUDENCIAL;1000083546;n1;S5;I;2;BENTO GONCALVES;RS;43800;27063;0;0;0;0;0;27063;-5457;0;0;0;-8197;-13654;13409;30;0;-1232;-1976;-959;0;462;-1069;-4744;8665;0;8665;-3834;-14;4818;0
RANDON - PRUDENCIAL;1000080800;b2;S4;C;2;CAXIAS DO SUL;RS;43800;25163;0;1625;0;0;0;26789;-6491;-7076;0;0;-444;-14011;12777;89846;1067;-12743;-55642;-11017;0;6400;-3145;14765;27543;-328;27215;-8891;-1535;16788;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;43800;21326;0;5373;0;0;14;26713;-6048;-4456;0;0;-2635;-13138;13575;1760;2659;-7322;-3871;-44;0;381;-3480;-9917;3658;59;3717;0;-723;2994;-1546
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;43800;24090;0;2360;0;0;4;26454;-4085;-1587;0;0;-2656;-8328;18126;4451;2376;-8410;-7760;-199;0;837;-4264;-12968;5158;472;5630;-11;-1130;4488;-868
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;43800;20364;0;5954;0;0;0;26318;-7343;0;0;0;-1205;-8548;17771;1866;899;-7502;-6160;-51;0;210;-258;-10996;6775;-10;6765;0;0;6765;-2851
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;S5;I;2;GOIANIA;GO;43800;23887;0;1886;0;0;493;26266;-3281;-2994;0;0;-37973;-44248;-17982;1889;931;-9473;-8678;-157;0;1842;-2285;-15931;-33913;-638;-34551;57;0;-34494;0
MONEY PLUS SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;C;2;SAO PAULO;SP;43800;25803;0;0;0;0;20;25823;0;0;0;0;-550;-550;25273;515;0;-1856;-18989;-1255;0;61;0;-21524;3749;2546;6296;-1429;0;4867;0
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;43800;21744;0;4063;0;0;0;25807;-2137;0;0;-3;-14072;-16212;9595;72489;29;-11432;-12017;-9099;0;607;-37182;3396;12992;558;13550;3750;0;17300;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;43800;22200;0;3517;0;0;0;25717;-5176;-537;0;0;-4564;-10277;15440;1999;842;-5936;-4198;-219;0;1495;-985;-7002;8438;24;8463;-513;-473;7477;-97
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;43800;23369;0;2309;0;0;0;25678;-3212;-453;0;0;-7060;-10725;14954;4481;2426;-6838;-7477;-33;0;188;-2506;-9759;5195;-47;5148;0;-643;4505;-2321
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;43800;20980;0;4648;0;0;0;25629;-6511;-1275;0;0;-26998;-34783;-9155;2804;3226;-7736;-7261;-181;0;3535;-1786;-7399;-16554;74;-16480;-414;-192;-17086;-183
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72128440;b3S;S5;I;2;RIO DE JANEIRO;RJ;43800;20847;0;4608;0;0;0;25455;-4938;0;0;0;-4740;-9678;15777;2380;1614;-9997;-5007;-86;0;613;-4642;-15124;652;-962;-309;-114;-78;-501;-1397
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;43800;21473;0;3350;0;0;509;25331;-2556;-2199;0;0;-2647;-7402;17929;3582;2476;-7191;-5340;-279;0;1719;-1143;-6176;11753;0;11754;-474;-399;10880;-1264
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;43800;23475;0;1387;0;0;165;25028;-2849;-1791;0;0;-9635;-14275;10752;5451;3587;-8498;-8345;-455;0;3256;-2501;-7505;3248;-114;3134;-331;-310;2493;-1358
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;43800;22290;0;2619;0;0;47;24957;-3532;-2194;0;0;-3466;-9192;15765;2358;1205;-7021;-7049;-188;0;2567;-1096;-9223;6542;-959;5582;-119;-426;5037;-4874
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;43800;21826;0;2999;0;0;0;24825;-5534;-2083;0;0;-4606;-12223;12602;1759;1369;-6173;-5066;-137;0;2277;-1154;-7125;5477;-365;5112;81;0;5193;-777
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;43800;21144;0;3454;0;0;0;24598;-5208;-441;0;0;-2406;-8055;16543;2649;2256;-9172;-5857;-44;0;201;-2308;-12275;4268;-16;4251;0;-612;3639;-2259
SENFF S.A. - CFI - PRUDENCIAL;1000083670;n1;S4;I;2;CURITIBA;PR;43800;23985;0;593;0;0;0;24578;-3266;0;0;0;-11065;-14331;10247;467;4;-80;-9403;-990;0;0;-442;-10444;-197;18;-179;886;0;708;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;43800;19771;0;4784;0;0;0;24555;-6898;0;0;0;-1052;-7951;16604;6495;4179;-9192;-8970;-320;0;1134;-1574;-8248;8356;-177;8179;73;-771;7480;-1107
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;43800;491;0;23795;0;0;0;24286;-23352;0;0;0;0;-23352;934;7;0;-4116;-1753;-17;0;6119;-3;237;1171;3;1174;-5;0;1169;0
SANTANA S.A. - CFI - PRUDENCIAL;1000083474;n1;S5;I;2;SAO PAULO;SP;43800;23449;0;652;0;0;0;24101;-4745;0;0;0;-6682;-11428;12673;6813;0;-993;-13345;-1521;0;53;-1438;-10431;2242;-218;2024;-348;0;1676;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;43800;18642;0;5425;0;0;0;24067;-6755;-252;0;0;-3096;-10103;13964;3383;1851;-6455;-4457;-406;0;1652;-1282;-5712;8251;53;8304;-20;-239;8046;-1630
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;43800;13542;5992;858;3584;0;0;23975;-2529;-8471;-4476;0;-161;-15638;8337;157;8;-4465;-1879;-675;0;2180;-535;-5208;3129;-89;3040;-1094;-231;1715;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;43800;21575;0;2306;0;0;0;23882;-3602;-1728;0;0;-4495;-9825;14056;2630;729;-6663;-5044;-212;0;2943;-1426;-7042;7014;23;7037;-427;-421;6189;-702
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;43800;16577;0;7225;0;0;0;23802;-7067;-1081;0;0;-3669;-11817;11985;2455;1109;-6361;-5916;-145;0;1537;-746;-8067;3917;-106;3812;-159;-175;3478;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;43800;20485;0;3120;0;0;6;23611;-3511;-2200;0;0;-2508;-8220;15391;2308;1010;-4691;-4961;-163;0;2287;-887;-5097;10294;-32;10262;-390;-329;9542;0
