Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43800;1528608478;583847119;1385252348;1006591400;143356131;13093380;140595506;0,1577;0,2788;3105;894
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43800;1472484492;621378288;1373563045;1133767795;98921447;9952524;132150432;0,1858;0,1428;4366;941
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43800;1293491424;693724208;1243091941;1064374550;50399483;11129609;96095699;0,1896;0,1053;3375;766
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43800;1132482047;453399111;998696360;812712511;133785687;10728225;125275405;0,165;0,3826;4507;1455
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43800;855589775;352138188;783278019;537264714;72311756;7552066;71565469;0,15;0,1652;2757;1909
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43800;728165789;279880445;623355197;235135527;104810592;3913478;191684071;0,3678;0,0435;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43800;172817820;76442202;160933446;138151496;11884374;1170800;16809993;0,1395;0,3587;120;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43800;161969621;29479130;140636430;84612439;21333190;2181717;21867256;0,1494;0,43;17;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43800;96808315;55348482;86923832;67835120;9884484;681622;9975245;0,151;0,1765;94;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43800;92190446;13654919;82678961;47157322;9511485;827124;9128665;0,1714;0,0148;127;10
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43800;91579715;70823;78444089;7641925;13135626;714905;NA;NA%;NA%;1;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43800;81604245;36182670;73810140;62875715;7794105;689070;6438996;0,1507;0,0765;522;136
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43800;58630771;10938682;53203366;16328842;5427405;991908;8265588;0,1442;0,0281;296;2
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43800;56428819;11913925;55123812;51108232;1305007;66082;1361463;0,1469;0,0977;7;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43800;53739052;9600928;51822713;44945120;1916339;46140;1910514;0,1696;0,1022;8;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43800;49061888;5964431;44516899;17772774;4544989;555122;5132226;0,2234;0,0168;10;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43800;45729064;2783886;40244378;29378219;5484686;487429;5433264;0,1934;0,0162;11;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43800;41554793;17651325;37176610;18153578;4378183;137679;5027651;0,1674;0,0156;7;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43800;40504934;3985061;39516182;11785862;988752;51336;940158;0,1885;0,0083;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43800;36257309;17199332;32216576;24738464;4040732;276121;5387009;0,1689;0,005;13;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43800;35560143;24605896;31864984;27229743;3695159;641498;3823450;0,1412;0,25;47;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43800;32908950;23471964;27982781;22052035;4926169;302121;2507504;0,1278;0,1739;5;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43800;32165765;22062929;28638300;23135664;3527465;179129;5084805;0,1715;0,0038;19;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;30504806;388;28062695;15855538;2442111;187788;1389653;0,1747;0,1023;6;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;43800;25944074;12386188;24942243;11641586;1001831;-173192;*;*%;*%;3;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43800;23560288;4241587;21951925;21034619;1608362;104745;1542977;0,1402;0,1635;120;39
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43800;23511546;1530013;22249716;6123823;1261830;1645;1239138;0,2419;0,0127;2;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43800;22223506;1147403;18747697;10221517;3475809;198729;3282616;0,2245;0,0057;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43800;21224318;18257865;18597229;13242431;2627089;340508;3352242;0,1816;0,0024;3;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43800;21219997;2236323;19557597;4103568;1662400;44512;1548340;0,2792;0,0226;5;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43800;20478841;3603482;18279635;5567430;2199206;216157;2685013;0,1251;0,056;121;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43800;20014668;586133;17145420;10069643;2869248;288805;2869248;0,2304;0,021;3;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43800;18962274;11481928;14883227;11702024;4079047;237824;2931945;0,2253;0,1188;38;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43800;18467942;10478803;16876954;13433662;1590988;93944;1860273;0,1491;0,0196;14;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43800;17525751;1596874;16079206;3440394;1446546;-13175;1446393;0,4132;0,0036;4;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43800;17118566;11001383;15218170;12493865;1900396;277116;1667529;0,163;0,1162;128;8
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43800;16871850;13523709;13984847;13063036;2887003;168381;2872314;0,1822;0,0137;4;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;43800;16525993;0;15452028;2236334;1073965;317138;*;*%;*%;3;0
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43800;16087016;75637;8485311;1236217;7601705;878934;NA;NA%;NA%;1;0
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43800;14151840;8172184;11605277;10614508;2546564;84615;2502336;0,2006;0,1441;45;2
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43800;13600025;10832315;11035289;7911821;2564736;261436;2425760;0,2286;0,0697;3;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43800;13079839;12571723;11104246;10547776;1975593;177964;1968573;0,1409;0,005;5;0
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43800;12852477;7191766;10577624;9598928;2274853;-15454;1375393;0,1326;0,0967;4;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43800;11435591;0;9515130;1712212;1920461;148550;1920461;0,3288;0,0089;4;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43800;11012346;10098282;8442768;1518001;2569577;299911;1769884;0,1461;0,0242;2;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43800;11000622;0;3351891;125;7648732;132888;7648732;0,4074;0,0446;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43800;10482635;10102121;9232799;8863265;1249835;131439;1245472;0,1239;0,0051;2;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43800;10143577;3507048;9302522;6809891;841056;-47569;675671;0,1233;0,2291;8;0
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43800;10034301;4756329;7832756;6968505;2201545;33978;2123127;0,3849;0,0175;28;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43800;10014061;4869094;9082737;7170588;931324;70436;934923;0,1669;0,2449;161;86
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43800;9716705;2026118;8081506;3075604;1635200;75055;1519497;0,2465;0,0068;2;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43800;9156118;2149635;2304886;2182967;6851232;-23926;775058;0,2786;0,0142;63;0
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43800;8933507;798935;8423686;2729352;509821;7442;406285;0,1156;0,1794;8;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43800;8793048;5383481;7427573;7123337;1365474;174662;1245654;0,224;0,063;125;34
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43800;8765178;8394747;7393458;7251695;1371720;109600;1366186;0,1661;0,0013;4;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43800;8658969;4166474;8005797;7318711;653171;50346;836998;0,151;0,0134;8;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43800;8648342;7353536;7721782;6811294;926560;106113;836167;0,127;0,0112;2;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43800;8352952;8029903;7416958;1618880;935994;97274;934935;0,1062;0,0012;5;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43800;7840410;0;7521840;0;318570;0;229918;0,2732;0,0242;0;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43800;7246915;1537427;5461320;4638335;1785595;21139;1765220;0,389;0,0011;2;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43800;7051601;3434029;5920155;4839306;1131446;124780;714475;0,1267;0,0203;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43800;7003629;104706;6440400;97562;563229;19739;334316;0,1821;0,157;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43800;6934975;129359;6561962;1626857;373013;0;207345;0,153;0,0243;0;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43800;6927695;4965502;5014621;3861782;1913075;170956;1400498;0,246;0,0041;5;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43800;6777389;1485028;6038254;4798416;739135;36735;730009;0,2042;0,0081;2;0
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43800;6432730;4006952;5678601;5425755;754129;59894;657548;0,1465;0,1211;18;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43800;6413565;2267783;5317574;3668750;1095991;71251;1094897;0,272;0,0045;2;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43800;6358313;5990171;5570684;5428401;787629;94412;781962;0,1462;0,0013;3;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43800;6280715;3234905;4769134;4373052;1511581;140744;1511433;0,3215;0,0216;0;93
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43800;6209481;5915097;5202465;4746390;1007016;63454;1007016;0,1855;0,0145;3;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43800;6141409;4504660;4320527;3520668;1820883;76526;1151756;0,2052;0,0159;2;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43800;6138638;2333613;372933;32416;5765704;437583;5749655;0,5937;0,0046;4;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43800;5917368;3284196;4286047;3710965;1631321;82659;1606226;0,3433;0,0567;0;66
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43800;5831965;3017610;5358697;4652813;473268;53208;451255;0,133;0,1953;64;9
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43800;5830752;3715791;4602261;4192755;1228491;116290;778179;0,206;0,1001;4;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43800;5773796;271498;5522263;682;251533;740;143797;0,1241;0,0603;0;1
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43800;5701375;4853585;4668392;2043942;1032983;151040;974253;0,1991;0,0135;2;0
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43800;5187815;4925350;4075750;3917038;1112065;86147;1105627;0,2186;0,0087;3;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43800;4977197;0;4708228;4517584;268970;11865;180680;0,2361;0,0164;0;1
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43800;4609801;205941;3535867;1970215;1073934;25594;1043687;0,472;0,0127;2;0
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43800;4574026;716162;3958060;2083415;615965;18860;609590;0,2725;0,0058;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43800;4518990;0;4118590;0;400400;4;169644;1,0056;0,0331;0;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43800;4449417;96820;4085754;184885;363663;0;296611;0,2453;0,0788;0;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43800;4246771;3917479;3742051;3416976;504721;29966;528024;0,1249;0,0092;3;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43800;4084804;390397;3564648;3165358;520156;2671;421895;0,2099;0,0304;6;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43800;4000887;2720251;3254930;2473503;745957;41264;724637;0,2074;0,0392;0;33
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43800;3890155;19234;3741440;2807355;148715;1226;148715;0,1306;0,2611;0;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43800;3863666;3147063;3517548;2856446;346118;53966;471100;0,1235;0,0257;6;0
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;3748508;1037168;3528933;3223864;219575;30424;215336;0,1082;0,0826;6;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43800;3682327;2447574;3214694;2147460;467633;29208;451226;0,1633;0,2939;0;109
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43800;3630960;3442723;3056762;447852;574198;143058;492662;0,1377;0,0081;2;0
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43800;3577029;66589;3455017;2128543;122011;-80180;NA;NA%;NA%;1;0
PEFISA S.A. - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43800;3498918;2838002;2851130;759642;647788;33301;482577;0,1584;0,0547;2;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43800;3466959;2619191;2926458;2792032;540502;33120;540502;0,151;0,0582;11;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43800;3381245;3286820;2312250;2163974;1068995;40952;1051972;0,2879;0,0079;2;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43800;3348341;91925;2984497;2259857;363844;12902;204945;0,1317;0,1486;6;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43800;3246794;95680;3061640;180189;185154;1249;141549;0,1599;0,1326;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43800;3244366;2135641;2801680;2095204;442686;35283;430180;0,16;0,2468;0;69
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43800;3188344;49584;3038362;0;149982;4764;148293;0,195;0,1391;0;0
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43800;3025419;718918;2639118;2302026;386301;65759;204676;0,1196;0,2225;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43800;3024911;2344051;2350187;1378951;674724;63057;666188;0,2358;0,0479;0;27
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43800;3009055;1316737;2557052;2493701;452003;37109;420230;0,2572;0,0374;0;34
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43800;2902560;1246859;1714331;1081391;1188229;123705;808678;0,2395;0,3662;7;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43800;2889743;1970683;2427099;1759862;462644;13188;428982;0,1486;0,1456;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43800;2850816;1942410;2507889;1754618;342927;36481;367823;0,1493;0,1618;0;92
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43800;2845646;0;2725792;0;119854;-633;119415;0,1578;0,0203;0;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43800;2832280;1054754;2477090;1707941;355190;42309;327562;0,1416;0,077;14;1
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43800;2815022;1634736;2184757;1213872;630265;58416;630151;0,3391;0;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43800;2770911;1408241;2035416;1895762;735495;48702;734207;0,4475;0,0006;0;46
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43800;2736422;1190587;2204150;2010166;532273;37795;530764;0,2101;0,0311;0;28
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43800;2695118;1371133;2249800;1927349;445318;42755;425750;0,2293;0,086;0;42
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43800;2668880;1998643;1936015;1812130;732865;3493;576575;0,2183;0,0465;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43800;2636567;1597895;2123121;2016042;513446;48411;505988;0,2928;0,0644;0;32
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43800;2633852;1665705;2108215;1876214;525636;73614;499300;0,144;0,05;5;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43800;2623637;157896;2462427;0;161210;-597;161197;0,4649;0,0192;0;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43800;2526862;2075744;2024175;1695556;502688;33016;479427;0,3501;0;2;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43800;2525721;1637728;2159586;1900777;366135;46039;342814;0,1858;0,1434;0;76
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43800;2411705;1749685;1815450;1754820;596255;49702;595775;0,2917;0,013;0;5
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43800;2382707;1471592;2030690;1623110;352016;37006;343083;0,1673;0,0672;0;32
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43800;2381790;1589594;1922883;1252257;458907;46299;442206;0,2265;0,0605;0;45
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43800;2317040;1613763;1920029;1040588;397011;9756;230868;0,1333;0,007;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43800;2302341;1472108;2005362;1380567;296979;27124;290750;0,1624;0,2392;0;30
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;43800;2298397;1438920;2083451;1603172;214946;6326;199079;0,126;0,0727;3;10
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;43800;2217177;906562;1999277;1992873;217900;-55;217812;0,1482;0,0055;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;43800;2138469;684846;1665819;1467179;472651;29408;423875;0,3683;0,0858;0;21
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;43800;2115394;1147246;321639;265546;1793756;53596;317456;0,4648;0,0012;2;0
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43800;2097962;567026;1878223;1534987;219739;-17144;198571;0,1314;0,0269;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;43800;2075168;1481429;1806198;1315531;268970;30847;260382;0,1439;0,1743;0;48
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;43800;2051181;1509860;1564441;944810;486740;53924;478668;0,2806;0,0606;0;31
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43800;2020253;1876022;1609867;1486524;410386;17452;410191;0,2117;0,0012;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;43800;1963290;1390657;1505005;786058;458285;45619;453840;0,2582;0,0111;0;24
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;43800;1962813;175217;1683307;1312405;279506;-154540;30771;0,0215;1,0669;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43800;1956474;1120835;1528980;1010516;427493;30584;421618;0,2466;0,076;0;15
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;43800;1902733;1343663;1547630;1515946;355103;5896;344794;0,3133;0,0019;2;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;43800;1832584;1294202;1338670;1115720;493914;49052;463341;0,3407;0,0462;0;20
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;43800;1824818;1311827;1456783;1012343;368035;41363;361636;0,2209;0,082;0;36
