Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/09/2012;4776801;60554;1077320;1437814;2201001;112;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/09/2012;4525521;141065;64668;2497429;1817726;108;4526
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/09/2012;4523594;339275;750120;918296;2132413;0;383491
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;4291057;198672;273940;657803;3160093;550;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2012;4122419;901554;1634961;1360254;225649;1;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/09/2012;3821197;93935;19851;258993;3447517;902;0
BANCO BVA S.A.;32254138;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;3812857;471353;3341501;0;0;3;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2012;2898453;14921;42015;40715;2800801;1;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/09/2012;2883592;83;1295292;352215;1122163;0;113839
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/09/2012;2560048;0;20380;620704;1337222;2;581740
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2012;2496459;803512;881391;723922;87634;2;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2012;2471770;172932;28112;972317;1198979;0;99430
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/09/2012;2294951;49928;425782;544565;1274672;3;0
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/09/2012;2276062;110607;738180;743034;684232;9;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;2239345;3307;62448;1740854;116714;7431;308591
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2012;2178205;17281;5368;256905;1898650;1;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2012;1994846;5221;81981;720458;1187111;75;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2012;1982723;37306;49143;85550;1810724;0;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/09/2012;1810942;552119;212194;618341;428287;1;0
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;1696841;53825;58330;243292;1341360;35;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/09/2012;1692545;96257;241687;1190590;163624;387;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2012;1691177;445864;393952;236095;539960;0;75306
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2012;1615755;106;949189;554636;111807;17;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2012;1554475;0;0;0;1554475;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2012;1416918;169728;1142965;17640;86585;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/09/2012;1395806;0;1931;635318;758556;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2012;1329860;0;367689;68227;893942;2;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/09/2012;1278430;200645;305975;458071;313740;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2012;1278176;955520;0;620;322035;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2012;1244575;92;38737;932936;272809;1;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/09/2012;1217948;679741;101556;392186;44405;60;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2012;1180435;276;739;154280;1010468;0;14673
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/09/2012;1143134;288609;280570;503902;69823;230;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2012;1098942;100117;0;219252;779572;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2012;1077025;2002;50936;303931;720153;3;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/09/2012;963447;0;693744;235563;34135;5;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2012;963036;13173;227652;616506;101361;4345;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2012;962491;0;0;7164;955326;0;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/09/2012;789012;45141;189291;468277;86297;6;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/09/2012;754326;50897;245874;83109;374445;0;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/09/2012;732898;473506;128733;63472;67180;6;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2012;709327;0;158014;104285;447028;0;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2012;688485;157032;218629;299658;13166;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2012;649501;16131;4335;440782;188155;98;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2012;632320;20948;0;227240;384131;0;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/09/2012;628296;70805;229585;190548;137341;17;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2012;568837;0;0;527881;40955;2;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2012;568144;34269;26381;417552;89943;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;552684;16162;65667;426002;44852;1;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/09/2012;515110;87906;79705;143622;203866;10;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2012;506433;4660;51299;103377;347097;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2012;503933;0;0;503932;0;1;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/09/2012;485867;36560;71010;378122;0;175;0
WESTLB;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2012;482463;0;4010;255319;223135;0;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/09/2012;465721;11839;113479;259056;81338;9;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/09/2012;395817;3414;56795;211447;124160;1;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/09/2012;351750;4679;56814;201122;89136;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2012;317612;30199;62032;166199;59182;0;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/09/2012;315757;3009;89728;151590;71416;14;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;294022;0;4079;239139;50804;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2012;286740;50441;92052;106958;37074;215;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/09/2012;285515;99836;170551;14802;326;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2012;284473;32920;47103;190686;13765;0;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2012;283492;24841;17328;173703;67620;0;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;281438;13412;15738;116905;135382;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/09/2012;275257;17824;41689;28040;187680;24;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/09/2012;260274;0;6097;147123;107053;1;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/09/2012;251644;0;302;189;251153;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2012;239105;49774;46480;48576;94232;43;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2012;219415;13788;47065;144087;14442;33;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2012;217350;187;2150;175546;39466;2;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/09/2012;215863;11234;7295;107878;89456;0;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/09/2012;202577;2785;16171;12090;171527;3;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/09/2012;199907;95484;33806;38213;32310;93;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/09/2012;183415;37587;23166;22051;100577;33;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2012;182039;29163;56832;42147;53893;4;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/09/2012;180330;0;1146;161493;17691;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/09/2012;173701;173701;0;0;0;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2012;164695;46781;28426;88831;646;10;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2012;163499;30481;32940;75520;24547;11;0
BANCO VIPAL S.A.;9526594;b2;I;2;;8;PORTO ALEGRE;RS;01/09/2012;162647;29194;44058;47546;41382;466;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2012;161508;19240;35647;53733;52779;109;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/09/2012;158289;3145;25805;89352;39987;0;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2012;157291;80453;17452;46972;12415;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2012;156423;596;8221;135225;12375;6;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2012;153613;22287;52510;78793;0;23;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2012;145795;39714;36320;47338;22323;100;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2012;142113;38660;45716;43173;14466;97;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2012;140325;53035;24794;23044;39411;40;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/09/2012;139009;0;1901;106134;30974;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2012;138099;40228;38714;29099;29911;147;0
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;I;2;;14;ARAUCARIA;PR;01/09/2012;137564;36;3728;91041;42759;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/09/2012;137090;15954;7933;113202;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2012;136225;68344;15047;28678;24120;37;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/09/2012;135690;4826;29076;91900;9876;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/09/2012;135347;26342;36938;30746;41313;8;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/09/2012;134579;131265;1706;1491;79;39;0
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;3183937;n1;I;1;;30;MANAUS;AM;01/09/2012;133880;6124;57622;36184;33950;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2012;133745;32234;49702;49719;2068;22;0
NBC BANK BRASIL S. A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/09/2012;131710;2987;11484;90914;26325;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/09/2012;131678;13984;333;0;117345;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2012;130707;52910;10907;21468;45370;52;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/09/2012;130267;8043;27593;49664;44918;48;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;;8;RIBEIRAO PRETO;SP;01/09/2012;128628;12029;6247;41200;69151;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2012;121577;63185;11894;37744;8706;48;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/09/2012;120121;0;116740;3381;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2012;120076;20275;22703;41046;36028;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2012;118296;21673;20794;39399;36345;85;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/09/2012;111932;32270;32285;28093;19231;53;0
BANCO KEB DO BRASIL S.A.;2318507;b1;I;3;;2;SAO PAULO;SP;01/09/2012;110958;11422;0;54360;45177;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;I;2;;9;CABEDELO;PB;01/09/2012;107083;1220;3133;47927;54804;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ E DO LITORAL NORTE DE SANTA CATARINA - SICOOB BLUCREDI SC;3960819;b3S;I;2;;9;BLUMENAU;SC;01/09/2012;105608;36380;18902;15827;34475;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2012;104822;27933;25350;27759;23701;80;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/09/2012;102222;11628;20520;43157;26865;52;0
BANCO GERADOR S.A.;10664513;b1;I;2;;8;RECIFE;PE;01/09/2012;91028;0;88020;3008;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/09/2012;87606;34475;21556;15635;15875;66;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;I;2;;9;FLORIANOPOLIS;SC;01/09/2012;87345;0;0;0;87345;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82527557;b3S;I;2;;9;CAPANEMA;PR;01/09/2012;85032;14553;20810;33732;15885;51;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2012;84922;61377;7950;6674;8905;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2012;84105;33763;29627;7019;13676;20;0
BANCO CEDULA S.A.;33132044;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;83329;80864;0;2465;0;0;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/09/2012;82737;13975;32169;31104;5165;324;0
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;I;3;;8;SAO PAULO;SP;01/09/2012;82570;13539;6483;38995;23554;0;0
BANCO DE LA NACION ARGENTINA;33042151;b1;I;3;;28;SAO PAULO;SP;01/09/2012;81376;205;21291;21304;38576;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/09/2012;81273;10099;21273;31346;18501;53;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;I;2;;9;PORTO ALEGRE;RS;01/09/2012;79362;10702;20110;33710;14736;104;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2012;77242;4982;11185;53330;7739;6;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/09/2012;77163;18732;17814;30772;9798;47;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA.;73443863;b3S;I;2;;9;BLUMENAU;SC;01/09/2012;74576;6454;28680;39421;0;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/09/2012;73319;13366;25831;29903;4156;64;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS;92555150;b3S;I;2;;9;SANANDUVA;RS;01/09/2012;72767;17835;18926;17384;18581;42;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/09/2012;71993;28074;11689;20493;11692;46;0
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;I;2;;9;SANTA CRUZ DO SUL;RS;01/09/2012;70790;13115;16343;23990;17235;108;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2012;70439;18170;21397;18350;12453;70;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/09/2012;69270;11436;23977;21701;12125;32;0
COOPERATIVA DE CRÉDITO DO SUL DE RONDÔNIA LTDA. - SICOOB CREDISUL;3632872;b3S;I;2;;9;VILHENA;RO;01/09/2012;68660;25138;9675;9875;23960;11;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;I;2;;9;CAMPINAS;SP;01/09/2012;66872;8648;23042;35179;0;3;0
