Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/09/2012;9363156;37473;3286847;5462105;239143;70712;53759;31278;99657;82181;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/09/2012;8725408;279904;2399439;3321206;898863;107316;16949;11185;7937;79909;1602701
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;8649959;2493794;4950922;270097;205722;238471;107842;67912;65662;249536;0
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/09/2012;8501439;366246;4163605;2123976;388946;163768;85227;70881;73132;166600;899059
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/09/2012;8260248;7773970;310904;52729;106074;8801;1814;55;4118;1784;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/09/2012;7981242;1322120;4854539;1633271;128868;11566;5977;4783;3497;16622;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/09/2012;7612293;2928238;3465111;611378;251436;59056;67608;5041;111250;113173;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/09/2012;7507851;104050;3196131;3375573;295864;187173;71362;45345;49772;178055;4526
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/09/2012;7451919;13654;6599981;206978;450007;51280;42794;32397;22651;32177;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2012;7262604;1195006;2302105;1203024;442147;43013;0;0;34239;44255;1998815
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/09/2012;6162273;1091598;1831404;2845792;130734;72388;4100;15735;25512;31170;113839
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/09/2012;6020400;3192685;1104928;937192;269072;189799;80377;38471;48235;159640;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/09/2012;5554908;1112310;3816307;230428;101254;59910;38416;40202;32576;123503;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/09/2012;5221471;187539;468211;424109;1579;0;19603;0;0;15075;4105356
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/09/2012;4921009;3512723;1252443;97969;20997;5687;4343;2154;1542;23151;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/09/2012;4818607;1028442;2586230;504374;303108;136404;42971;33394;29670;154014;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/09/2012;4704221;646342;1062643;1811221;585582;47883;91008;14029;39096;20584;385833
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/09/2012;4315242;1316728;2023748;722233;138797;36592;13054;3346;5615;55128;0
BANCO BVA S.A.;32254138;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;3975169;333751;1288877;1056443;835151;269725;54889;51361;32280;52693;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/09/2012;3515201;1768948;981836;335042;180121;55428;29391;12316;18041;134077;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/09/2012;3510753;427354;2448225;176383;94248;58462;40365;32619;30585;202513;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/09/2012;3301878;156225;1067893;994061;525278;339021;52091;14184;4251;148874;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/09/2012;2939949;78206;1920785;592241;252642;49937;16148;9450;4084;16457;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/09/2012;2921792;522526;1104527;667356;504421;36824;21940;22510;7905;33782;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;2724269;458863;1183090;206320;252489;140393;39890;13747;10823;110063;308591
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/09/2012;2723855;368905;768099;965985;475841;59360;22853;8507;17414;36890;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/09/2012;2691480;32;2263295;115837;136541;61740;13791;21509;14652;64082;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/09/2012;2560969;1318773;20141;448635;159821;19752;0;0;2;12105;581740
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/09/2012;2539496;158196;914759;832367;334358;45828;103536;12365;3865;34792;99430
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/09/2012;2482623;1236311;343065;391900;273347;160804;37317;2477;5671;31732;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/09/2012;2450639;0;1880470;63187;58160;68300;60226;48395;46100;225801;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/09/2012;2447932;378300;1379800;517040;23516;45841;12739;9358;46022;35315;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/09/2012;2383377;238284;1636046;303770;130160;35942;7273;5937;6558;19406;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/09/2012;2295537;0;1814155;322230;69199;17684;14620;10359;8984;38305;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/09/2012;2178205;1214444;516951;254999;105100;60585;17599;5575;1008;1944;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/09/2012;2082452;0;1893418;11621;53167;88057;2918;10839;2254;20178;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/09/2012;2057737;0;1888591;68491;37169;22683;10724;5516;4737;19826;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/09/2012;2007083;578634;861604;359852;77871;47574;40800;3224;13780;23743;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/09/2012;2001294;1935645;41094;3993;0;0;0;0;0;20562;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/09/2012;1998454;5314;872250;365811;564867;63977;30402;21140;15245;59449;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/09/2012;1974060;16889;1766141;47753;35952;21167;15816;13690;10485;46166;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/09/2012;1849382;16104;322910;699342;650621;70784;6434;14418;29748;39021;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/09/2012;1807295;1002357;697267;22298;14394;15098;15753;14650;5983;19495;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/09/2012;1691177;1528949;37796;1428;17576;30121;0;0;0;0;75306
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/09/2012;1554505;1514386;13804;3599;22717;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/09/2012;1543127;379071;620867;416909;48903;40861;10352;3303;3651;19212;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/09/2012;1437250;0;893969;72008;47940;59752;52825;38239;40072;232447;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/09/2012;1366860;546952;701208;89176;10778;5933;3188;3141;1979;4505;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/09/2012;1364085;93343;1102299;51222;51457;21777;7956;5700;5803;24527;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/09/2012;1329909;945769;257781;105835;20524;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/09/2012;1298545;155553;293049;410793;354739;24400;17462;33688;5473;3387;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/09/2012;1291482;0;389736;312660;209216;30045;135644;122771;20310;71100;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/09/2012;1285606;387565;764017;57550;48893;377;0;1561;0;25644;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/09/2012;1258863;83167;225157;639074;249878;3278;122;39776;3315;423;14673
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/09/2012;1244575;744321;281630;104677;65333;21067;7201;4275;6553;9518;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/09/2012;1177977;248849;292225;265545;236133;29506;10955;14627;13976;66160;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/09/2012;1124732;683191;339767;21448;18072;16932;11601;5217;6150;22355;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/09/2012;1098975;664820;197957;134298;69129;32771;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/09/2012;1069072;0;703984;58899;54907;34227;26899;22240;22117;145798;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/09/2012;962491;962491;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/09/2012;959848;0;636848;126850;112822;32649;3283;4050;2872;40474;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/09/2012;941766;342186;447180;51241;21569;7981;1986;12201;17972;39449;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/09/2012;905833;746898;117874;11758;5626;5701;2130;4463;1472;9913;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/09/2012;888766;0;760110;84388;18812;8419;4862;3254;1796;7125;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2012;863132;53838;690564;24237;26885;13917;8893;8944;6365;29490;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/09/2012;765495;0;424884;41152;39957;44557;27886;31742;27316;128001;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/09/2012;760081;0;107680;222862;235158;55066;29781;19606;16036;73892;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/09/2012;759236;4015;540789;128320;43751;10743;5401;10794;2238;13185;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/09/2012;710342;641308;40438;28595;0;0;0;0;0;0;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/09/2012;691374;39850;46868;456888;77173;44783;14767;1580;0;9465;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/09/2012;660050;11430;420720;223543;2184;583;294;176;132;988;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/09/2012;656258;0;470417;41793;23375;14268;13726;13233;13159;66287;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/09/2012;626078;126943;166410;215205;105905;8864;981;227;367;1176;0
WESTLB;51554;b1;I;3;;199;SAO PAULO;SP;01/09/2012;601536;482463;115479;951;514;389;226;154;174;1186;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/09/2012;568992;0;198537;296594;34398;10880;6517;2730;2346;16988;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/09/2012;568837;0;333387;162898;8251;60906;331;173;0;2892;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/09/2012;568144;286579;126285;100047;33530;9141;5770;204;773;5815;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;559760;0;236174;195827;67693;13295;18351;1059;2326;25034;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/09/2012;527266;0;377205;103908;12526;9775;6877;4813;9413;2750;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/09/2012;513458;218930;155838;44884;22511;12503;2102;19736;12257;24697;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/09/2012;484085;0;119190;103375;184787;51767;8927;4271;1852;9917;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/09/2012;474766;0;130039;118995;139191;38555;17520;8496;3300;18669;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/09/2012;471831;0;23680;240141;183656;7209;3722;3328;1093;9003;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/09/2012;465724;101555;179331;165852;15408;113;1754;9;166;1537;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/09/2012;443884;0;388727;17280;12622;4927;2928;2224;1765;13412;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/09/2012;432324;0;206742;182262;18188;8022;4268;3202;1013;8627;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/09/2012;422741;0;17158;109284;268143;14875;2201;3312;2054;5713;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/09/2012;401398;8845;124940;200739;48202;10252;6367;122;803;1127;0
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/09/2012;401309;0;297273;21665;19189;24044;6872;5222;4642;22404;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/09/2012;396848;0;39402;172743;156459;10385;4133;5935;500;7290;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;3;;9;CRUZ ALTA;RS;01/09/2012;379792;0;35878;151137;169198;13132;1207;6676;620;1944;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;3;;9;RIBEIRAO PRETO;SP;01/09/2012;377174;201;334815;15062;5922;3091;1490;4773;1430;10392;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/09/2012;364387;77225;90710;128572;25547;6935;1176;5298;562;28362;0
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/09/2012;359147;0;33944;267358;7404;19170;6012;978;12354;11928;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/09/2012;354037;0;85913;102847;141327;9596;3429;2103;1670;7152;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/09/2012;344097;0;211912;100748;11730;8888;4051;285;145;6338;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/09/2012;344016;254;261722;24593;19487;7331;4429;4964;3367;17869;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/09/2012;339940;0;194135;133244;5699;1958;1159;264;476;3006;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/09/2012;337431;0;269176;35626;18346;3483;3506;1556;893;4844;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/09/2012;328442;13;107394;139595;51513;10652;2491;2936;2456;11391;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/09/2012;323101;0;90812;143906;44729;7319;3265;2642;693;29735;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/09/2012;313869;13453;132154;116877;30071;4498;5009;4716;1181;5910;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/09/2012;303085;62369;236400;3397;800;97;0;19;0;4;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/09/2012;302280;1599;107858;106469;69296;7326;3948;2108;928;2748;0
BANCO SEMEAR S.A.;795423;b1;I;2;;8;BELO HORIZONTE;MG;01/09/2012;296740;0;176279;21253;21541;9789;7392;4757;6437;49292;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/09/2012;294846;0;62015;104324;100773;11040;5641;3157;1116;6780;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/09/2012;294522;89620;110550;44277;31378;18697;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81099491;b3S;I;2;;9;PALOTINA;PR;01/09/2012;290794;0;94159;169039;13730;6110;2138;1356;781;3482;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/09/2012;290587;26549;54829;164207;44900;0;0;0;0;100;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/09/2012;280531;0;85034;108804;58023;15453;4921;2340;1137;4819;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/09/2012;278874;25;165045;73667;27801;2806;1294;1061;1058;6117;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/09/2012;275365;2265;137868;99844;24481;2877;332;4624;387;2687;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/09/2012;270570;0;72773;64205;105277;16819;6445;1310;583;3156;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/09/2012;260848;0;192053;55347;5356;1528;2950;592;289;2732;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/09/2012;260274;237196;8715;218;1980;1180;2774;861;1237;6114;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/09/2012;251644;0;0;0;251153;0;0;0;0;491;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2012;245121;0;142851;75458;16902;3943;1683;746;420;3118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/09/2012;244806;0;65615;61245;78957;28866;6791;1362;509;1460;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/09/2012;243680;0;66867;95014;53858;23646;1557;452;1108;1177;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;3;;9;TANGARA DA SERRA;MT;01/09/2012;240747;0;61090;137570;23189;6522;2362;3001;3052;3962;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/09/2012;240249;29;133644;73602;19245;4845;1294;2489;507;4594;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/09/2012;238786;0;214763;13576;7160;1320;289;173;202;1303;0
COOPERATIVA DE CRÉDITO EM GUAXUPÉ E REGIÃO LTDA - SICOOB AGROCREDI;42873828;b3S;I;2;;9;GUAXUPE;MG;01/09/2012;236891;0;87192;94363;45677;2642;1247;581;719;4470;0
BANCO GERADOR S.A.;10664513;b1;I;2;;8;RECIFE;PE;01/09/2012;235401;0;114444;67638;28412;9860;6502;1113;1286;6147;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/09/2012;234710;0;51235;7106;79826;70679;13617;2666;492;9089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2012;234115;0;154953;56499;13154;1716;1307;938;319;5229;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/09/2012;232767;0;5797;97448;101130;3321;10817;1415;1212;11626;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/09/2012;228160;13;42082;134647;32538;5697;3150;2812;348;6874;0
