Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2012;257093208;974458;10738647;20699488;23113983;4212694;1314963;1;61054233;17777;1214907;2136612;7073435;10872696;6380095;290264;27985784;90606;1962695;824084;11401;0;0;0;2888786;569498;12149337;3883946;1408145;9869;44;2;18020841;272471;6324232;8706962;358891;85346;282;0;15748185;264783;2191705;376640;951724;575412;169649;2154;4532067;284966;4497936;13056783;21227447;7924376;7340858;1595020;55927387;73680;5080390;13754577;12196968;1477823;1017109;41335;33641882;0;17922;147106;852810;48022;4512;772;1071143;36222898
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/09/2012;233164163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313471;8966648;21990028;51145108;40281686;89499313;20967909;233164163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2012;211523462;1153137;12523320;16351125;13643502;1803725;636832;0;46111642;170069;1733324;3910085;5774409;1928871;734465;0;14251224;1290408;11833622;476708;337;0;0;0;13601075;206018;8492104;1759647;35443;1717;0;0;10494928;98940;3685811;3854601;984390;447871;217457;0;9289069;859718;2461402;2382539;3117711;793452;77221;168;9692210;63138;2658548;8418152;14302586;4794120;3220931;257584;33715059;2042;964762;3174196;746899;168001;290594;0;5346495;5512;522523;2284538;3330268;344144;760280;3612;7250876;61770884
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2012;203894489;699370;8790541;13690519;14588549;3453399;1217069;0;42439447;214056;2508093;4982136;5369043;853117;43512;235;13970193;515161;8093078;3117161;502;0;0;0;11725901;375450;9299358;1072878;6328;0;0;0;10754014;33967;3841416;6132970;1947518;1122559;431325;0;13509755;650684;1800068;1825997;2053627;742821;101142;160;7174499;49219;2476448;7971467;12094728;3850958;2284179;431829;29158828;12251;627421;1634905;242699;69895;2186529;0;4773699;5241;119301;1064667;5603770;3277411;1645497;25556;11741442;58646711
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2012;94327951;1161282;6908536;10641070;10254494;1966633;575518;5502;31513036;108751;1845191;2410217;2376035;429770;438848;538265;8147077;721292;6047410;1536523;316674;157700;62207;2298;8844104;108464;3675997;667832;304564;15514;7716;629;4780716;67323;2279210;4587942;1835762;886658;16593;0;9673488;714884;2186424;2095966;2753747;839583;311189;8196;8909989;47198;680235;1424347;2240894;633024;260928;457;5287082;760;495642;1081025;68114;12596;6922;0;1665059;3348;559745;2849405;2631470;318583;1061858;0;7424409;8082992
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2012;89743322;1367946;31015699;597244;3483961;3093482;189388;0;39747720;355511;2097800;15001;125340;268785;29928;0;2892365;289004;556423;2655119;45742;41569;3225;0;3591081;45624;1149981;65394;0;0;0;0;1260999;0;4915;6108;50379;2644435;3432771;0;6138608;60715;289945;54358;1311;3;0;0;406332;207895;3439512;2454770;5176126;3691827;10656684;3683288;29310102;0;0;0;0;0;0;0;0;25893;478333;827655;4691120;269166;93180;10767;6396116;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/09/2012;39848850;204345;4619649;4167442;3268088;863447;158816;0;13281787;36342;1110364;1843135;1613858;447023;428806;0;5479528;52071;1863192;95688;81111;0;0;0;2092062;2458;1479406;252467;160629;17314;81;0;1912355;3284;735306;807358;4849;1412;0;0;1552209;4526;64265;59534;1321;0;0;0;129647;25993;858656;2318811;4227763;1088693;219736;1332;8740984;484;197123;348608;11958;857;1497;0;560528;0;8389;57243;36004;0;0;0;101636;5998113
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/09/2012;39302913;168756;3449151;4085738;3177574;525366;36113;0;11442698;11912;223098;503366;622343;93368;272;0;1454358;139252;1852242;900993;2077;132;0;0;2894697;55980;2156216;249640;17892;569;0;0;2480296;0;75105;95729;6600;1955;0;121;179511;90132;1023946;1039293;976256;212507;50335;398;3392867;254;1779124;2848105;1342607;540550;239114;3960;6753715;2720;527841;1193771;127802;26851;2153;0;1881137;940;261670;528197;423199;1422;0;0;1215427;7608207
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2012;21319401;139921;2027183;2663233;2660990;462403;134273;0;8088003;50736;267847;675209;979269;249037;235;49;2222381;5004;92562;24338;0;0;0;0;121904;6569;104709;8231;0;0;0;0;119509;89766;550036;983839;838428;604871;823442;0;3890381;6655;68368;77251;60230;4258;0;0;216761;9573;403455;1366749;1629266;626256;643262;24406;4702967;904;108874;216119;135456;8427;1240;0;471021;0;0;0;0;0;0;0;0;1486473
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/09/2012;13220558;300;42443;89776;103738;13976;94;0;250326;23511;2430641;1236481;716710;84069;204;0;4491616;0;0;0;0;0;0;0;0;0;6362;0;0;0;0;0;6362;0;0;0;0;0;0;0;0;6979;66857;7368;14337;239;584;0;96365;75290;938074;2423234;3912274;1017919;9099;0;8375889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
