Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44166;155178;0;0;503122;0;5498;663798;0;29561;39337;0;0;0;68899;26;732723;0;48862;781584;2;118109;899696
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;S4;I;2;MARACAJU;MS;44166;150452;0;2648;265963;0;1589;420653;0;0;0;0;0;0;0;3079;423732;0;295529;719261;0;179003;898264
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2466552;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44166;187638;0;0;318353;0;893;506884;0;11979;47429;0;0;0;59408;117;566408;0;240735;807143;0;89882;897025
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;44166;192823;0;0;385358;0;1833;580014;0;9926;67126;0;0;0;77052;2346;659413;0;138411;797824;8;96218;894049
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;44166;19074;0;0;618071;0;0;637145;0;7480;0;38862;0;0;46342;0;683488;0;79373;762860;1089;122404;886353
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;S4;I;2;NOVA LONDRINA;PR;44166;168494;0;22067;319726;0;1226;511513;0;0;0;0;0;0;0;5887;517399;0;244929;762329;0;111921;874249
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;b3S;S5;I;2;VIDEIRA;SC;44166;144723;0;0;444861;0;4142;593727;0;0;25816;0;0;0;25816;19643;639186;0;118261;757447;2;116338;873787
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44166;0;0;368367;207215;0;0;575582;0;0;0;0;0;0;0;0;575582;0;69439;645020;0;228348;873369
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;S5;I;2;CUIABA;MT;44166;194029;0;0;448904;0;0;642933;0;5184;0;0;0;0;5184;0;648117;0;24179;672296;0;191208;863504
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44166;103645;0;0;615447;0;20313;739404;0;5036;0;0;0;0;5036;0;744440;0;7343;751784;0;85058;836842
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;44166;249592;0;0;250912;0;0;500503;0;0;11411;0;0;0;11411;0;511915;0;193673;705587;0;124542;830130
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;S4;C;2;SOROCABA;SP;44166;0;0;35806;230770;146;0;266722;0;0;0;0;0;189137;189137;0;455858;0;295677;751535;938;76252;828725
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44166;262974;0;0;414768;0;4399;682142;0;0;0;0;0;0;0;0;682142;0;39667;721809;0;104910;826719
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;S4;I;2;BRASILIA;DF;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603712;603712;0;210216;813928
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S5;I;2;ARAPOTI;PR;44166;94315;0;62142;406791;0;17;563265;0;0;0;0;0;0;0;7598;570863;0;156714;727577;0;85222;812799
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;44166;162662;0;0;308146;0;3283;474090;0;49;53339;0;0;0;53389;12364;539843;0;181732;721575;0;90590;812165
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;44166;0;0;20205;23026;0;0;43231;0;0;0;0;0;0;0;532392;575623;0;15821;591444;919;218761;811125
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;44166;177003;0;0;266970;0;0;443973;0;0;9823;0;0;0;9823;34907;488704;0;203642;692346;0;98474;790820
CARUANA SCFI - PRUDENCIAL;1000083591;n1;S4;I;2;SAO PAULO;SP;44166;0;0;0;282399;8942;0;291341;0;0;0;2540;0;346387;348928;0;640269;52;36048;676369;0;113677;790046
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44166;153109;0;0;193312;0;0;346421;0;0;70831;0;0;0;70831;50390;467642;0;225179;692821;0;93796;786617
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44166;160776;0;13752;375282;0;1642;551451;0;0;0;0;0;0;0;808;552259;0;149701;701961;0;84322;786283
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;S4;I;2;CAMBARA;PR;44166;104642;0;87814;321363;0;1276;515095;0;0;0;0;0;0;0;5462;520558;0;189027;709585;0;74706;784291
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44166;118805;0;0;551971;0;0;670776;0;0;0;0;0;0;0;9633;680410;0;19018;699427;0;79905;779332
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;44166;159244;0;0;439493;0;0;598738;0;0;0;0;0;0;0;1098;599835;0;58792;658627;0;115525;774153
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;44166;88309;0;36494;144273;0;1569;270646;0;0;0;0;0;0;0;8123;278769;0;286450;565219;0;208630;773849
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;44166;110859;0;6216;172442;0;1658;291175;0;0;0;0;0;0;0;621;291796;0;229551;521346;0;238709;760056
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;S4;I;2;SAO PAULO;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698132;698132;0;58396;756527
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44166;102262;0;4531;256496;0;2123;365412;0;0;0;0;0;0;0;672;366084;0;238234;604318;0;146580;750898
CREDIARE (COLOMBO);1000085427;n1;S4;C;2;FARROUPILHA;RS;44166;0;0;0;423032;0;0;423032;0;0;0;0;0;15558;15558;0;438591;0;117905;556496;0;194307;750803
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44166;225319;0;0;419146;0;0;644464;0;0;0;0;0;0;0;3985;648450;0;17491;665941;2;81169;747112
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;44166;0;0;0;8413;0;131;8544;0;0;0;0;0;0;0;0;8544;0;663226;671770;0;74960;746729
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44166;115214;0;0;360149;0;0;475363;0;301;41227;0;0;0;41528;4031;520922;0;113402;634323;0;110526;744850
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;S4;I;2;GOIANIA;GO;44166;152225;0;41661;286994;0;2;480881;0;0;0;0;0;0;0;2215;483097;0;157946;641043;0;100543;741586
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;44166;138181;190;0;491713;0;2204;632288;0;11049;0;11905;0;0;22954;0;655242;0;14804;670045;0;70903;740949
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44166;262731;0;0;256105;0;586;519422;0;2150;36658;0;0;0;38808;0;558230;0;85738;643968;0;96860;740828
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;44166;4354;0;0;0;0;0;4354;0;0;0;0;0;0;0;0;4354;0;701441;705795;0;32850;738646
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;S4;I;3;SAO PAULO;SP;44166;82590;0;0;519136;0;1083;602809;0;0;0;0;0;0;0;0;602809;0;11882;614691;255;118922;733867
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687546;687546;0;42740;730286
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399373;399373;0;144838;544212;0;178627;722838
MONEY PLUS SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;C;2;SAO PAULO;SP;44166;0;0;0;0;143158;0;143158;0;0;0;0;0;0;0;526975;670133;0;25810;695943;0;21639;717582
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;44166;252549;0;0;124591;0;0;377140;0;1968;32535;0;0;0;34503;26752;438395;0;164697;603091;0;112281;715372
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44166;63079;1;0;304717;0;0;367797;0;0;0;0;0;0;0;0;367797;0;257033;624830;0;88072;712902
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173056;173056;6555;31313;210923;0;500417;711340
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;44166;106973;0;6250;439341;0;1763;554327;0;0;0;0;0;0;0;1356;555683;0;68648;624331;0;82735;707067
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;44166;14748;0;0;339538;0;0;354287;2078;0;6752;0;0;0;6752;0;363117;0;60448;423565;0;283195;706760
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44166;184973;0;0;366191;0;29;551194;0;0;0;0;0;0;0;2526;553720;0;75881;629601;0;72686;702287
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44166;191105;0;0;297262;0;0;488367;0;12398;34177;0;0;0;46574;0;534942;0;40904;575846;0;124545;700392
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;44166;115178;0;5192;242017;0;525;362913;0;0;0;0;0;0;0;6741;369654;0;216917;586571;0;110067;696638
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44166;137184;0;0;360838;0;661;498683;0;2306;38982;0;0;0;41288;0;539971;0;73702;613673;0;82498;696171
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44166;128969;0;41045;235904;0;3340;409259;0;0;0;0;0;0;0;579;409837;0;156243;566080;0;129258;695338
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;S4;I;3;SAO PAULO;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422118;422118;0;272108;694226
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44166;136954;0;0;386177;0;1433;524565;0;0;0;0;0;0;0;27412;551977;0;32064;584040;8;97060;681109
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44166;0;0;0;0;0;103537;103537;0;0;0;0;0;0;0;1;103538;552;442447;546537;0;119748;666284
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;44166;0;0;0;181333;0;0;181333;0;0;0;0;0;245020;245020;0;426354;0;54546;480900;0;183441;664341
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44166;251035;0;0;82317;0;0;333352;0;0;8535;0;0;0;8535;0;341888;0;164842;506729;0;138022;644751
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n4;;I;2;TERESINA;PI;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417705;417705;0;226984;644689
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44166;170785;0;0;279492;0;637;450913;0;0;0;0;0;0;0;14770;465683;0;53627;519311;0;124212;643522
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44166;5577;0;0;227314;0;0;232891;0;142823;0;0;0;0;142823;744;376459;0;23705;400164;105;239862;640130
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44166;171965;0;0;336922;0;0;508887;0;0;15890;0;0;0;15890;2295;527072;0;45285;572357;0;65662;638019
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593370;593370;0;43177;636548
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44166;81041;0;5539;256161;0;3250;345990;0;0;0;0;0;0;0;752;346742;0;168820;515562;0;118664;634227
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44166;81775;0;33425;176511;0;1756;293467;0;0;0;0;0;0;0;10028;303495;0;200491;503986;0;129403;633388
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615059;615059;0;18137;633197
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;44166;300;0;0;0;0;0;300;0;0;0;0;0;0;0;88063;88363;0;59932;148296;0;478555;626850
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44166;0;0;19303;0;0;0;19303;0;0;0;0;0;0;0;249441;268744;0;281221;549965;0;76849;626814
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;44166;0;0;51245;246201;0;0;297446;0;7021;0;0;0;0;7021;0;304466;15457;53456;373379;1218;248817;623414
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44166;0;0;0;9503;0;0;9503;0;0;0;0;0;423747;423747;0;433250;0;64704;497954;2975;104461;605390
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44166;172480;0;0;216709;0;122;389311;0;6125;48413;0;0;0;54538;387;444236;0;98496;542731;0;62361;605093
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;44166;319061;0;0;206237;0;0;525297;23969;0;0;0;0;0;0;0;549267;0;8574;557841;73;44958;602871
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44166;87633;0;0;279427;0;53;367114;0;5862;32602;0;0;0;38464;3026;408604;0;111410;520014;0;81387;601401
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44166;96341;0;98611;201907;0;895;397755;0;0;0;0;0;0;0;4074;401828;0;140179;542008;0;56726;598734
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;I;2;RIO DE JANEIRO;RJ;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524704;524704;0;61451;586154
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44166;119495;0;0;361882;0;5916;487293;0;3056;0;0;0;0;3056;0;490349;0;17167;507515;6;78528;586050
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44166;110403;0;0;258850;0;0;369253;0;0;0;0;0;0;0;117083;486336;0;30303;516639;0;68699;585338
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44166;44917;0;12;408731;0;1677;455337;0;0;0;0;0;0;0;11724;467061;0;28288;495349;0;87847;583196
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544817;544817;0;36955;581772
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44166;106042;0;0;276335;0;212;382588;0;0;62421;0;0;0;62421;6815;451824;0;46675;498499;0;81811;580310
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44166;58649;70;0;169397;0;0;228116;0;0;0;0;0;0;0;0;228116;0;280076;508192;0;71593;579785
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44166;161575;0;0;239618;0;1347;402539;0;3962;7521;0;0;0;11484;11897;425921;0;34201;460122;0;116619;576741
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44166;112331;0;0;217194;0;0;329526;0;0;29405;0;0;0;29405;0;358931;0;139132;498062;0;74382;572444
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44166;76387;573;0;352084;0;2483;431526;0;0;0;2655;0;0;2655;0;434181;0;12031;446212;0;115497;561710
CONCORDIA SA CVMC COMMODITIES - PRUDENCIAL;1000082822;n2;S4;I;2;SAO PAULO;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1856;512000;513856;0;47472;561328
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;44166;0;0;0;61052;0;0;61052;0;0;0;0;0;0;0;0;61052;0;464783;525834;0;34853;560687
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44166;144107;0;0;248921;0;2026;395055;0;0;50016;0;0;0;50016;0;445071;0;49762;494833;0;65023;559855
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44166;77495;0;0;189170;0;0;266665;0;317;60095;0;0;0;60411;0;327077;0;109457;436534;0;118280;554814
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;44166;128901;0;0;322303;0;3048;454252;0;0;0;0;0;0;0;0;454252;0;13686;467938;12;86559;554509
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;44166;172923;0;0;128168;0;0;301091;0;0;0;0;0;0;0;0;301091;0;35964;337055;27;209250;546332
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44166;108179;0;0;325208;0;2284;435671;0;8962;0;0;0;0;8962;0;444633;0;39090;483722;52;61496;545270
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44166;131390;0;0;130786;0;24;262200;0;0;32573;0;0;0;32573;31;294804;0;114962;409766;0;134397;544164
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44166;128511;0;0;256176;0;54;384741;0;2136;25800;0;0;0;27937;18281;430958;0;61577;492535;0;47941;540476
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44166;47061;0;17662;368620;0;25371;458714;0;24260;0;0;0;0;24260;0;482974;0;4442;487416;0;48128;535544
FORTBRASIL IP;1000085245;n4;;C;2;EUSEBIO;CE;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507505;507505;0;27647;535152
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44166;167058;0;0;170316;0;657;338031;0;0;24613;0;0;0;24613;0;362644;0;97621;460264;0;71586;531850
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44166;141441;0;0;208219;0;1;349661;0;0;38063;0;0;0;38063;13288;401012;0;68839;469850;0;58126;527977
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44166;154837;0;0;254311;0;0;409147;0;0;0;0;0;0;0;0;409147;0;15164;424311;0;103361;527673
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44166;74355;0;0;172093;0;0;246448;0;0;34714;0;0;0;34714;12241;293403;0;124266;417668;0;109742;527411
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44166;112301;0;0;130319;0;0;242620;0;0;14266;0;0;0;14266;52926;309811;0;122184;431995;0;93764;525759
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44166;44823;0;0;128295;0;0;173118;0;0;0;0;0;0;0;0;173118;0;300326;473443;0;51676;525119
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297788;297788;70598;51373;419759;29007;74085;522850
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44166;94111;0;0;219107;0;1367;314585;0;0;17132;0;0;0;17132;38055;369772;0;80022;449793;0;68431;518224
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407731;407731;12;46807;454550;697;61973;517220
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44166;49465;13548;0;138294;0;0;201307;0;0;0;0;0;0;0;0;201307;0;237762;439069;0;71621;510690
