Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;44166;433854;0;4042751;21720834;0;0;26197439;15637235;190375;1439983;30288164;8230537;5462;40154521;3745402;85734596;3605659;16590999;105931254;104915;10602224;116638393
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;44166;8886741;0;42952;23658573;0;222195;32810461;4197369;0;0;219179;0;349471;568650;19641250;57217731;8488759;27966889;93673378;39348;10302760;104015487
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;44166;240191;0;171127;11625406;0;0;12036724;5087146;0;0;0;0;402425;402425;48011214;65537509;10868556;15418161;91824225;1902;5948918;97775044
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;44166;4289970;11065557;1478828;45621809;5133;13255;62474551;4362437;897949;0;1542587;0;0;2440536;1898980;71176504;0;12187616;83364121;165056;8345921;91875098
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;44166;0;0;0;0;38889;0;38889;0;0;0;0;0;0;0;6841973;6880862;2079;70526936;77409877;0;12605712;90015589
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;44166;83230;9902359;44633824;819034;0;0;55438447;6777302;0;42227;10149;0;0;52376;3767130;66035256;1;8149476;74184733;100;2036690;76221523
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;44166;19847;0;0;732089;0;0;751936;136015;0;2208;4390;0;0;6598;9595730;10490278;989890;62302020;73782188;483;2368235;76150906
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;44166;0;0;0;3988514;0;0;3988514;32077718;0;0;16389;0;2178459;2194848;10523;38271603;2589359;24003429;64864391;4534;3624262;68493187
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;44166;99450;22200753;5798428;123825;0;0;28222456;13472602;0;2649310;1508093;0;0;4157403;14966740;60819201;48267;5246857;66114325;0;1513197;67627522
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;44166;853237;4050698;1996111;5925799;0;2095837;14921682;8728417;0;0;1178;0;0;1178;2830113;26481390;10479;28960193;55452062;193602;6171975;61817640
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;44166;898787;0;490441;8454584;0;297700;10141512;2302444;0;496569;1245260;0;1396308;3138137;9722127;25304221;3728969;26694653;55727843;14919;4619081;60361844
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;44166;57609;0;0;2748057;0;0;2805666;9193328;0;0;289074;0;1679402;1968476;9154949;23122419;4969688;20904563;48996670;79156;5552616;54628443
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;44166;1673810;0;524881;11874296;0;9386;14082372;1951672;825215;1364528;13865310;2405406;0;18460458;4668752;39163255;43816;6195302;45402373;117522;4425872;49945767
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;;C;2;SAO PAULO;SP;44166;0;0;0;23682169;5519075;0;29201243;0;0;0;312567;0;91928;404495;254696;29860435;0;18478685;48339120;100102;1438348;49877570
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;44166;29646;0;0;1931257;0;0;1960903;801623;960296;654582;1821069;0;0;3435947;24409774;30608247;1649360;10774185;43031792;0;4234877;47266669
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;44166;383383;0;710241;9061704;0;0;10155328;1354314;797760;2774635;6850733;0;8973;10432102;9125966;31067710;1973096;5345736;38386542;22345;4288263;42697151
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;44166;76061;0;8747715;12880144;0;0;21703920;1307042;327371;0;5018678;0;0;5346049;0;28357011;0;4976951;33333962;3;5317468;38651433
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;44166;912;0;261816;1459925;0;0;1722652;0;0;0;0;0;0;0;8685129;10407782;732338;19132965;30273084;1279;823498;31097861
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;44166;1290377;3893366;127113;10650354;0;6010;15967221;11434226;67504;106317;0;0;0;173821;88252;27663520;0;1022702;28686222;4948;1713900;30405069
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;44166;120635;0;0;5111421;0;0;5232056;353839;0;0;0;0;0;0;5051464;10637360;1274045;16138076;28049481;888;1282591;29332961
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;44166;121845;0;36122;12927789;53131;0;13138887;2299294;19060;80647;3714022;0;0;3813728;768781;20020691;103042;3985007;24108740;0;4237283;28346023
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;44166;1038680;0;335977;9286531;0;0;10661188;2058902;0;0;0;0;0;0;207849;12927939;8768543;3027786;24724268;1164;3206984;27932416
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;44166;1156048;2545621;993813;12086902;18841;3322;16804548;317826;225633;91;0;0;0;225724;2599433;19947530;0;3323969;23271499;31345;2142871;25445715
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;44166;0;0;1050;1958962;0;0;1960012;741395;0;0;0;0;4345557;4345557;1349214;8396178;6685993;4900488;19982659;0;4042194;24024852
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;44166;0;0;1509174;6978182;0;0;8487356;0;0;0;5788972;0;0;5788972;1369952;15646279;22805;4645351;20314435;100317;2878337;23293089
PAGSEGURO;1000084813;b1;;C;2;SAO PAULO;SP;44166;0;0;0;4564832;582753;0;5147585;0;0;0;0;0;0;0;0;5147585;0;8611284;13758869;209614;9003732;22972215
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;44166;32718;0;0;176706;0;0;209424;159920;0;0;0;0;0;0;6315695;6685038;1004970;12871306;20561314;3735;1527887;22092937
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;;C;2;SAO PAULO;SP;44166;0;0;0;0;577447;0;577447;0;0;0;0;0;0;0;789446;1366893;2659;15188987;16558539;0;5509549;22068088
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44166;2101873;766226;7505;1635322;0;1318693;5829618;251713;0;213703;0;0;0;213703;791208;7086242;0;11312670;18398911;0;2416797;20815709
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;44166;0;0;0;6280094;0;0;6280094;536436;0;0;0;0;213916;213916;0;7030446;7283727;3974801;18288974;0;2118717;20407691
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;44166;6732362;887666;50232;4842393;0;0;12512653;91377;1728298;0;0;0;0;1728298;27551;14359879;56763;2042192;16458834;0;3335987;19794821
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;44166;73714;0;756917;3201386;0;0;4032017;2446252;41460;463458;6792541;0;197674;7495133;1839558;15812960;552723;534390;16900073;15342;2590683;19506097
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;44166;114597;2935;248863;5557548;0;0;5923943;3499202;2614;278669;411916;0;0;693199;4352900;14469244;82233;2588597;17140074;13622;1110277;18263974
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;44166;515406;0;584742;6655273;1226209;0;8981629;52004;1845076;2120583;544409;0;61467;4571535;5186;13610354;16213;940736;14567303;2946;2277936;16848185
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12414358;12414358;45;1135165;13549568;2627;3099861;16652057
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;44166;21957;0;302865;3396330;0;0;3721153;1453783;0;0;0;0;0;0;796051;5970987;2805401;5424147;14200535;1908;1103717;15306160
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;44166;168881;0;531993;6610431;0;0;7311306;2010735;174717;300746;59711;0;0;535175;59423;9916639;2434448;564852;12915939;20149;792694;13728783
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13243562;13243562;0;320371;13563933
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;44166;0;0;3140930;2266327;0;0;5407257;0;0;0;2883527;0;0;2883527;2608772;10899557;28157;550136;11477850;5823;2052767;13536440
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;44166;0;0;414162;2838250;0;0;3252411;0;0;0;4277291;0;0;4277291;0;7529702;0;2387453;9917155;80084;2899120;12896360
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;44166;581569;0;126885;2581597;0;0;3290051;0;0;0;0;0;0;0;3000983;6291033;1053683;3586958;10931675;4144;1590872;12526691
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;44166;8818;0;315266;6059;0;0;330142;0;0;0;1185911;0;0;1185911;0;1516053;0;8055769;9571823;0;2817047;12388869
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;44166;629320;0;639167;1533845;0;0;2802332;291208;67442;1450829;2298221;0;0;3816492;3462817;10372849;370790;686648;11430286;19900;764327;12214513
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44166;0;0;0;2761117;0;0;2761117;0;14833;145581;890838;0;0;1051252;6441045;10253414;96298;110061;10459773;193816;1394870;12048458
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;44166;314;0;0;0;0;0;314;0;0;0;0;0;0;0;0;314;0;3581619;3581932;0;8350745;11932677
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;44166;330186;0;174208;3640195;68475;205;4213269;0;46025;0;91566;0;0;137591;0;4350860;43;6804859;11155762;31655;535489;11722906
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44166;91;0;0;166730;0;0;166821;937305;0;0;0;0;0;0;3445396;4549522;3706876;2106912;10363310;0;1151917;11515227
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;44166;443117;232987;26753;7425151;0;0;8128007;146853;0;84374;4121;0;0;88495;0;8363355;0;1394920;9758275;312;1033366;10791953
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;44166;988318;1396112;239032;5853358;0;0;8476820;167037;0;0;149745;0;0;149745;13323;8806925;0;295052;9101978;0;1484579;10586556
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44166;0;0;73180;0;0;1900841;1974020;0;125305;0;0;0;0;125305;0;2099325;0;156239;2255564;0;8221894;10477458
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;44166;0;0;972719;212838;0;0;1185557;0;0;0;990100;0;0;990100;0;2175657;0;7006505;9182162;0;1135856;10318018
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105525;105525;0;9450695;9556220;0;604972;10161192
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;44166;367872;0;292863;5111969;0;0;5772704;393660;25698;369269;794823;0;0;1189790;218509;7574663;141580;851113;8567356;10764;1197549;9775670
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44166;168062;0;30365;461210;0;0;659638;0;0;0;301577;0;0;301577;7111977;8073192;0;137947;8211139;7458;1539422;9758018
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;44166;685611;0;0;5250759;63178;0;5999548;0;4184;0;382382;0;0;386566;0;6386114;41604;1229067;7656784;226553;1853336;9736674
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;44166;50553;0;0;1648055;0;755;1699364;0;0;0;0;0;0;0;7900;1707264;0;6944096;8651360;0;542011;9193371
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;44166;6189;0;200516;4583778;0;0;4790483;5540;7216;0;2747922;0;0;2755138;0;7551161;0;418174;7969335;0;1217717;9187053
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44166;0;0;601071;207617;0;0;808688;0;0;455777;0;0;0;455777;4452816;5717282;16943;868337;6602562;19060;1937281;8558903
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44166;119296;0;0;2184229;0;0;2303525;0;0;0;0;0;0;0;3375352;5678878;167694;830106;6676678;2779;1840428;8519885
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;44166;245188;0;41044;4123745;0;0;4409978;108348;167365;467270;1805648;31619;0;2471902;32493;7022721;884;445282;7468886;618;854652;8324156
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44166;0;0;265008;403026;0;0;668034;25100;4876;0;3290989;0;0;3295865;2350736;6339735;132419;693215;7165369;38597;1116745;8320711
MERCADO CRÉDITO;1000084820;n1;;C;2;OSASCO;SP;44166;0;0;0;0;2517267;0;2517267;0;0;0;0;0;0;0;1051044;3568312;33809;4374842;7976963;0;305797;8282759
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;44166;42901;0;73327;1466338;0;0;1582566;725643;0;50;3674;0;0;3724;2740660;5052593;220557;2138192;7411342;967;767929;8180238
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44166;1296001;0;0;2662417;0;6523;3964941;0;3819;1368211;0;0;0;1372030;1084;5338055;0;1010587;6348642;0;1773330;8121972
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;44166;1469877;0;115834;4189656;0;28707;5804075;0;0;0;0;0;0;0;2625;5806700;0;379559;6186259;0;1756062;7942321
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7318181;7318181;0;416563;7734743
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44166;0;0;0;130679;0;0;130679;0;0;0;0;0;0;0;5682781;5813460;15945;455483;6284888;141596;1120656;7547139
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;44166;0;0;0;401;0;0;401;0;0;0;0;0;0;0;0;401;0;7233362;7233763;0;291643;7525406
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;44166;0;0;0;493643;0;0;493643;0;0;0;0;0;0;0;0;493643;0;6482378;6976020;0;262985;7239006
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;44166;1033022;1879391;139907;2414748;1971;240;5469279;7814;33394;0;49178;0;0;82572;130449;5690115;0;904561;6594676;10351;531056;7136083
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44166;0;0;622246;30956;0;0;653202;0;0;0;302944;0;1961501;2264445;502096;3419743;0;2543184;5962928;0;1017010;6979937
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;44166;0;0;1882516;111126;0;0;1993642;0;0;0;213022;0;0;213022;1279836;3486500;98924;1153387;4738811;2923;2132205;6873939
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;44166;0;0;50638;1713394;0;0;1764032;3096539;0;0;413396;0;0;413396;198028;5471996;22848;694413;6189257;340;529224;6718820
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;44166;97532;0;0;433;20709;0;118674;0;0;0;0;0;0;0;0;118674;0;540727;659401;27;5805267;6464695
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;44166;0;0;303858;12989;0;0;316846;0;0;0;140641;0;0;140641;4259357;4716844;0;218533;4935378;6652;1222651;6164680
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;44166;40081;0;0;4423271;6;0;4463358;280905;252668;0;131107;0;0;383775;0;5128038;3538;610389;5741965;0;421724;6163689
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44166;546591;0;0;2222714;0;0;2769305;0;132053;570457;0;0;0;702510;1941;3473756;0;1162268;4636024;0;805904;5441928
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44166;804689;0;241186;2229556;0;8633;3284064;0;0;0;0;0;0;0;18918;3302981;0;1536796;4839777;0;565372;5405149
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44166;0;0;456321;0;0;0;456321;0;0;0;0;0;0;0;3247492;3703813;0;1304064;5007877;0;202484;5210361
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44166;106387;0;401689;1836915;0;0;2344990;12712;81546;210848;907569;0;0;1199963;681457;4239122;283;196367;4435773;1123;592855;5029751
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214292;214292;0;4355928;4570220;0;427401;4997622
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44166;0;0;588020;1667518;0;0;2255537;0;819115;0;790095;0;0;1609210;0;3864748;2890;167261;4034898;2890;907411;4945199
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44166;0;0;12001;1255227;0;0;1267228;0;0;0;0;0;0;0;2694965;3962194;0;380402;4342596;320;593941;4936857
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44166;45490;0;22107;2568288;28358;0;2664243;0;0;0;645386;0;65496;710882;75146;3450271;0;937904;4388175;6648;504517;4899340
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44166;796665;0;0;1287504;0;0;2084169;1412003;0;0;0;0;0;0;0;3496173;16650;715752;4228575;2332;633451;4864358
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;44166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4675720;4675720;0;165839;4841559
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44166;759266;0;139289;2128409;0;3342;3030307;0;0;0;0;0;0;0;9355;3039662;0;1116227;4155889;0;511572;4667461
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;44166;146611;0;20241;3087116;0;0;3253967;71662;17;628352;19227;0;0;647596;4702;3977927;12323;405279;4395529;1709;203194;4600431
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44166;560630;0;86012;1481907;0;5362;2133911;0;0;0;0;0;0;0;22005;2155916;0;1638837;3794753;0;796300;4591053
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44166;542032;0;306489;1762798;0;2103;2613422;0;0;0;0;0;0;0;24753;2638174;0;1112049;3750224;0;445423;4195647
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44166;686;0;335256;280108;7277;0;623328;0;160781;125134;729516;0;0;1015432;201174;1839933;33178;1056701;2929812;1438;1256874;4188123
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;44166;0;0;0;1259;0;0;1259;0;0;0;0;0;0;0;153816;155075;0;3789868;3944943;0;226772;4171715
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;2;SAO PAULO;SP;44166;32034;0;0;2958765;0;0;2990799;0;0;0;0;0;0;0;0;2990799;0;883007;3873806;0;239641;4113447
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44166;791461;0;0;2178875;0;3943;2974279;0;80275;84205;0;0;0;164481;48083;3186843;0;373179;3560022;8;510877;4070907
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44166;0;0;268879;126612;0;0;395491;0;0;0;315203;0;0;315203;51272;761965;0;2563092;3325057;26538;586858;3938453
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44166;4149;0;0;0;0;0;4149;0;6363;0;0;0;0;6363;1974001;1984513;151328;1117444;3253285;0;635789;3889073
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44166;68322;0;478533;1761476;0;0;2308331;2499;0;0;447872;0;0;447872;0;2758702;0;317826;3076528;0;810210;3886738
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44166;618051;0;0;2346519;0;30094;2994665;0;25003;94726;0;0;0;119729;0;3114394;0;67975;3182369;0;511276;3693645
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44166;783946;0;0;2164692;0;2270;2950907;0;563;26825;0;0;0;27387;0;2978294;0;78720;3057014;0;608497;3665512
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44166;668681;0;15901;2070997;0;11246;2766825;0;0;0;0;0;0;0;1069;2767894;0;401303;3169197;0;476791;3645988
