Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;S5;I;2;PORTO ALEGRE;RS;44166;8137;0;276;0;0;0;8413;-970;0;0;0;-438;-1407;7006;0;134;-1819;-1310;-359;0;18;-18;-3355;3651;132;3784;-1230;0;2554;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;44166;7715;0;514;0;0;136;8365;-734;-558;0;0;-111;-1403;6962;662;327;-2091;-1700;-50;0;259;-236;-2829;4133;-26;4107;62;-181;3988;-524
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;S5;I;2;BRASILIA;DF;44166;8041;0;271;0;0;0;8312;-406;-173;0;0;-1708;-2288;6024;1606;1182;-3855;-3530;-110;0;908;-680;-4478;1546;172;1718;-66;0;1652;-595
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS;25363615;b3S;S5;I;2;BELO HORIZONTE;MG;44166;7555;0;756;0;0;0;8311;-1305;0;0;0;-158;-1463;6847;433;66;-2328;-1661;-52;0;354;-625;-3813;3035;-367;2668;17;0;2685;-375
BIORC FINANCEIRA - CFI S.A. - PRUDENCIAL;1000083663;n1;S5;I;2;FLORIANOPOLIS;SC;44166;8284;0;10;0;0;0;8294;-956;0;0;0;-1453;-2410;5884;199;1119;-545;-4323;-458;0;0;-70;-4077;1807;-25;1782;-649;-52;1082;0
COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE;82133182;b3S;S5;I;2;TIMBO;SC;44166;7655;0;565;0;0;0;8221;-855;-206;0;0;-490;-1551;6669;686;883;-3509;-2701;-49;0;625;-336;-4402;2268;86;2354;-54;-255;2045;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;S5;I;2;PARA DE MINAS;MG;44166;5913;0;2284;0;0;0;8197;-1945;0;0;0;-471;-2416;5782;2350;1434;-3531;-2423;-199;0;421;-261;-2209;3573;49;3622;-283;0;3339;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;S5;I;2;ANAPOLIS;GO;44166;7557;0;633;0;0;0;8190;-665;-212;0;0;-438;-1314;6875;1007;921;-3026;-2918;-70;0;655;-391;-3821;3054;-25;3030;0;0;3030;-675
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;S4;I;2;SAO PAULO;SP;44166;0;0;8110;0;0;0;8110;-7763;0;0;0;0;-7763;347;2890;53;-35986;33512;-5;0;0;-5849;-5385;-5037;-190;-5227;0;0;-5227;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;44166;7406;0;702;0;0;0;8108;-723;0;0;0;-778;-1501;6607;928;468;-2787;-3559;-23;186;43;-201;-4945;1662;-48;1614;0;0;1614;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44166;7737;0;336;0;0;0;8073;-613;0;0;0;-1868;-2481;5592;1475;893;-2403;-2358;-153;0;630;-515;-2432;3160;-51;3109;-338;0;2771;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL;18966739;b3S;S5;I;2;TRES PONTAS;MG;44166;7058;0;957;0;0;0;8014;-902;-549;0;0;568;-884;7130;2105;807;-3149;-2084;-168;0;836;-477;-2130;5000;-5;4995;-376;-328;4292;0
COOPERATIVA DE CRÉDITO MONTECREDI LTDA. – SICOOB MONTECREDI;71392047;b3S;S5;I;2;MONTE CARMELO;MG;44166;6768;0;1209;0;0;0;7977;-1171;-1273;0;0;-1420;-3863;4114;873;221;-2056;-1636;-72;0;732;-278;-2216;1898;22;1921;-175;-60;1686;-100
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DA COSTA OESTE - CRESOL COSTA OESTE;11969853;b3S;S5;I;2;SAO MIGUEL DO IGUACU;PR;44166;7771;0;191;0;0;0;7962;-551;-2632;0;0;-512;-3696;4266;1143;741;-2326;-1922;-11;0;89;-1179;-3465;801;5;806;-5;-9;792;-311
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4355489;b3S;S5;I;2;FLORIANOPOLIS;SC;44166;6647;0;1309;0;0;0;7956;-1212;0;0;0;-279;-1491;6466;1122;62;-2118;-2391;-29;23;2;-52;-3380;3085;11;3096;-14;0;3082;0
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4237413;b3S;S5;I;2;PETROLINA;PE;44166;6994;0;917;0;0;0;7911;-993;1;0;0;-696;-1691;6220;1548;468;-3074;-1758;-5;0;529;-1242;-3534;2686;335;3022;0;-145;2877;-756
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC;2587492;b3S;S5;I;2;URUBICI;SC;44166;6761;0;1077;0;0;0;7838;-1111;-383;0;0;-2234;-3728;4110;1688;1161;-3128;-3111;-150;0;1577;-583;-2548;1562;8;1570;-121;0;1450;-95
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;S5;I;2;ROLANDIA;PR;44166;4753;0;3043;0;0;0;7796;-1720;-259;0;0;-266;-2245;5551;542;1156;-4473;-2186;-18;0;586;-128;-4520;1031;0;1030;0;0;1030;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, TÉCNICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA., UNICRED SUL DE MINAS;71418784;b3S;S5;I;2;VARGINHA;MG;44166;6089;0;1622;0;0;0;7711;-1370;0;0;0;-261;-1631;6080;1279;708;-2781;-3265;-24;163;18;-70;-3971;2109;-26;2083;0;0;2083;-140
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21797311;b3S;S5;I;2;BELO HORIZONTE;MG;44166;6272;0;1379;0;0;0;7651;-1627;0;0;0;-69;-1696;5955;770;124;-2717;-1276;-89;0;220;-199;-3166;2788;0;2789;15;0;2804;-593
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;57647653;b3S;S4;I;2;JAGUARIUNA;SP;44166;6460;0;1171;0;0;0;7631;-1260;-234;0;0;-404;-1898;5732;2648;1153;-4451;-3173;-53;0;878;-2104;-5101;632;145;777;0;-66;711;-202
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;S5;I;2;PARA DE MINAS;MG;44166;5832;0;1776;0;0;0;7608;-1883;0;0;0;-276;-2159;5448;1437;1141;-2669;-1949;-110;0;189;-126;-2088;3361;5;3366;-193;0;3172;0
LISTO SCD - PRUDENCIAL;1000084930;n1;S5;I;2;SAO PAULO;SP;44166;7592;0;7;0;0;0;7599;0;0;0;0;-8;-8;7591;3699;788;-981;-1267;-665;0;151;0;1726;9316;-853;8463;-716;-164;7583;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS;4490531;b3S;S5;I;2;ORIZONA;GO;44166;7462;0;102;0;0;7;7571;-296;-3072;0;0;-492;-3859;3712;1227;640;-1773;-752;-8;0;161;-828;-1334;2378;0;2378;-2;-395;1981;-380
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65239402;b3S;S5;I;2;CARMO DO CAJURU;MG;44166;6642;0;861;0;0;0;7503;-835;-227;0;0;-907;-1968;5535;1639;1348;-2959;-2502;-121;0;689;-356;-2262;3273;-36;3237;-213;-95;2930;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;44166;6605;0;847;0;0;0;7452;-752;-102;0;0;-1236;-2090;5362;1594;1488;-3175;-3266;-106;0;1036;-619;-3048;2314;-43;2271;-157;-115;1999;0
COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. – SICOOB UNIÃO CENTRO OESTE;26072728;b3S;S5;I;2;ARCOS;MG;44166;6662;0;760;0;0;0;7422;-794;-593;0;0;160;-1227;6195;1433;805;-2891;-1995;-125;0;513;-342;-2602;3593;-82;3511;-194;-90;3228;-110
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;44166;6800;0;619;0;0;0;7419;-949;-26;0;0;-459;-1434;5985;1747;1116;-3577;-2569;-76;0;668;-421;-3111;2874;113;2987;-321;0;2666;-257
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;44166;6767;0;605;0;0;0;7373;-730;-160;0;0;-152;-1041;6331;661;321;-2540;-1526;-5;0;420;-891;-3559;2772;-2;2770;0;-134;2636;-956
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;44166;6932;0;433;0;0;0;7365;-460;-209;0;0;-1934;-2603;4762;859;484;-2077;-2193;-9;0;107;-919;-3748;1014;-4;1010;0;-181;829;-537
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;S5;I;2;SAO PAULO;SP;44166;7109;0;236;0;0;0;7345;0;0;0;0;-241;-241;7103;5;0;-606;-989;-4;0;0;0;-1594;5509;-5;5504;-1;-3;5500;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45691128;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44166;7076;0;264;0;0;0;7340;0;0;0;0;-155;-155;7185;0;0;-1726;-920;0;0;23;-9;-2631;4553;0;4553;0;-114;4439;-784
GUITTA CC LTDA - PRUDENCIAL;1000082107;n2;S4;I;2;SAO PAULO;SP;44166;0;0;130;0;7094;0;7224;0;0;0;0;0;0;7224;6300;0;-2412;-7762;-903;0;38;-12;-4751;2473;0;2473;-943;0;1530;0
GRAZZIOTIN FINANCIADORA SA CFI - PRUDENCIAL;1000083481;n1;S5;I;2;PASSO FUNDO;RS;44166;7174;0;24;0;0;0;7198;-317;0;0;0;-211;-528;6670;0;4;-641;-372;-319;0;26;1;-1304;5366;1;5366;-2497;0;2868;0
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;44166;6532;0;607;0;0;0;7139;-605;-418;0;0;-758;-1780;5358;1513;1050;-2861;-2534;-81;0;709;-468;-2672;2687;-59;2627;-245;-111;2271;0
COMPANHIA HIPOTECARIA PIRATINI - CHP;1000085520;n1;S4;I;2;PORTO ALEGRE;RS;44166;6944;0;162;0;0;0;7107;-3689;0;0;0;-399;-4088;3019;2121;0;-776;-2482;-141;0;38;-809;-2049;970;-31;939;-463;0;476;0
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;44166;6426;0;670;0;0;0;7095;-677;-995;0;0;-672;-2344;4751;1169;983;-2363;-2678;-100;0;882;-399;-2506;2245;-64;2181;-116;-68;1997;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;44166;89;0;7001;0;0;0;7090;-7508;0;0;0;-60;-7568;-478;94;10;-1729;-1203;-8;196;1332;-270;-1579;-2057;0;-2057;-10;0;-2066;-687
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;44166;220;0;6789;0;0;0;7009;-6717;0;0;0;-61;-6778;231;10;0;-3657;-1455;1;1247;3761;0;-94;137;6;143;-3;0;140;-1113
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;44166;251;0;6748;0;0;0;7000;-6457;0;0;0;23;-6434;566;115;0;-3695;-1368;-28;1562;4467;-3;1050;1616;132;1748;-40;0;1708;-1201
COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;26014175;b3S;S5;I;2;GUARANI;MG;44166;5660;0;1304;0;0;0;6964;-1369;-165;0;0;-221;-1755;5209;1539;687;-3185;-2365;-107;0;423;-245;-3253;1955;-22;1933;-151;0;1782;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;S5;I;2;DONA EMMA;SC;44166;6638;0;272;0;0;13;6923;-970;-1347;0;0;-3;-2320;4603;1072;315;-1727;-1049;1;0;150;-1596;-2835;1767;28;1795;1;-178;1617;-349
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25404542;b3S;S5;I;2;JANAUBA;MG;44166;6270;0;641;0;0;0;6910;-404;-609;0;0;-1682;-2695;4216;1077;1221;-3161;-2176;-79;0;539;-445;-3024;1192;-2;1190;-121;0;1069;0
COOPERATIVA DE CRÉDITO SICOOB UNIDAS;1042487;b3S;S5;I;2;BELEM;PA;44166;6696;0;145;0;0;0;6840;-314;-71;0;0;-2156;-2541;4299;1600;1705;-2637;-3634;-129;0;951;-1642;-3787;512;26;538;-110;0;428;-204
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DAS ENCOSTAS DA SERRA GERAL – CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;S5;I;2;SANTA ROSA DE LIMA;SC;44166;6313;0;488;0;0;7;6809;-813;-664;0;0;220;-1257;5552;638;190;-1841;-1068;1;0;14;-1718;-3785;1767;-128;1639;0;-117;1522;-231
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;44166;6323;0;483;0;0;1;6807;-493;-198;0;0;-165;-856;5951;811;566;-3414;-2244;-30;0;1731;-420;-3000;2951;-56;2895;19;-466;2448;-143
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;S5;I;2;SAO PAULO;SP;44166;6569;0;216;0;0;0;6784;-179;0;0;0;-3651;-3830;2954;417;355;-2922;-2011;-44;0;519;-243;-3929;-974;-41;-1015;-57;0;-1072;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86791837;b3S;S5;I;2;CACADOR;SC;44166;6450;0;311;0;0;0;6760;-589;-97;0;0;-829;-1515;5245;685;1007;-1468;-2249;-54;0;624;-523;-1978;3267;-255;3012;-116;0;2896;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL – SICOOB CENTRO SUL MS;10319386;b3S;S5;I;2;DOURADOS;MS;44166;6434;0;290;0;0;0;6724;-537;-48;0;0;-1441;-2025;4699;1011;1037;-2587;-2447;-74;0;841;-557;-2776;1923;243;2165;-133;-134;1898;-380
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;44166;6345;0;363;0;0;0;6708;-685;-260;0;0;-620;-1564;5144;1014;1270;-2928;-3063;-66;0;1061;-1082;-3794;1350;-90;1260;-4;-176;1081;-465
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44166;6065;0;641;0;0;0;6707;-486;-25;0;0;-881;-1391;5315;1752;1329;-3133;-2888;-76;0;787;-504;-2731;2584;-8;2576;5;0;2581;-402
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;S5;I;2;ALPINOPOLIS;MG;44166;6132;0;511;0;0;0;6644;-551;-627;0;0;-68;-1245;5398;1284;703;-3367;-2056;-98;0;1354;-291;-2471;2927;-2;2925;-170;0;2754;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;S4;I;2;SAO PAULO;SP;44166;0;0;0;0;6609;0;6609;0;0;0;0;0;0;6609;3777;0;-2641;-6674;-678;0;0;-231;-6446;163;0;163;0;0;163;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA. – CREDISIS SUDOESTE/RO;3985375;b3S;S5;I;2;ROLIM DE MOURA;RO;44166;6430;0;164;0;0;0;6593;-360;-52;0;0;-1130;-1542;5051;730;111;-1924;-2501;0;0;237;-347;-3694;1358;0;1357;-4;0;1353;-124
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;44166;5966;0;613;0;0;0;6579;-701;-103;0;0;-740;-1544;5035;935;737;-2039;-2026;-9;0;19;-978;-3361;1674;-12;1661;0;-276;1385;-389
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;44166;332;0;6125;0;0;0;6458;-5895;0;0;0;64;-5831;627;3;0;-3805;-591;-16;226;4580;0;397;1024;-8;1016;1;-158;857;-875
COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;8253539;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44166;6328;0;73;0;0;0;6401;-2131;-609;0;0;0;-2740;3661;40;300;-1652;-1894;0;0;1084;-854;-2977;684;-126;558;6;0;563;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;44166;6081;0;318;0;0;0;6399;-213;0;0;0;-577;-791;5609;411;128;-2198;-1171;-32;0;441;-274;-2695;2914;5;2919;15;0;2934;-540
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;I;2;SANTA CRUZ DAS PALMEIRAS;SP;44166;5457;0;898;0;0;0;6356;-1062;-17;0;0;-1011;-2091;4265;764;838;-2676;-2417;-72;0;542;-584;-3606;659;-742;-83;0;0;-83;-242
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;S5;I;2;JUAZEIRO DO NORTE;CE;44166;5676;0;679;0;0;0;6354;-783;-21;0;0;-136;-940;5414;861;468;-2109;-1810;-4;0;301;-1130;-3422;1992;386;2378;0;-50;2328;-730
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;S5;I;2;OURO;SC;44166;6151;0;106;0;0;0;6257;-700;-92;0;0;2070;1278;7535;57;47;-1016;-948;0;0;143;-255;-1971;5564;1;5565;1;0;5566;0
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44166;4959;0;-990;2282;0;0;6251;-661;0;0;0;-634;-1295;4956;0;15;-505;-1966;-199;0;143;-1151;-3663;1293;337;1630;0;0;1630;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;S5;I;2;TIROS;MG;44166;5781;0;446;0;0;0;6227;-424;-1109;0;0;-354;-1887;4340;841;543;-1803;-950;-70;0;190;-123;-1371;2969;-9;2960;-156;-39;2765;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;44166;5930;0;196;0;0;0;6126;0;0;0;0;-103;-103;6023;1;0;-715;-309;-4;0;2;0;-1026;4997;0;4997;0;-64;4934;-648
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. – SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;44166;5700;0;411;0;0;0;6111;-456;0;0;0;-1292;-1748;4363;1475;1996;-2838;-3125;-141;0;1401;-796;-2029;2335;-77;2258;-282;0;1977;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PAIM FILHO - CRESOL PAIM FILHO;7252614;b3S;S5;I;2;PAIM FILHO;RS;44166;5838;0;215;0;0;21;6075;-544;-1697;0;0;-997;-3237;2837;1190;237;-986;-610;0;0;219;-1250;-1200;1637;32;1669;-1;-184;1483;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;S5;I;2;IJUI;RS;44166;5031;0;980;0;0;0;6011;-987;0;0;0;-246;-1233;4778;507;109;-1508;-1878;-15;113;570;-32;-2134;2643;-3;2640;0;-157;2483;-560
SIMPALA CFI - PRUDENCIAL;1000085070;n1;S4;C;2;PORTO ALEGRE;RS;44166;5855;0;119;0;0;0;5973;-367;0;0;0;-1116;-1483;4490;2639;477;-1433;-4102;-437;0;27;-16;-2846;1644;16;1660;-1109;0;551;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;S4;I;2;BRASILIA;DF;44166;1799;0;4145;0;0;0;5945;-5979;0;0;0;-14;-5993;-49;11;0;-4595;-1847;-22;7244;5352;-10;6133;6085;0;6085;-1;0;6083;0
ELITE - CCVM LTDA - PRUDENCIAL;1000082530;n2;S4;I;2;RIO DE JANEIRO;RJ;44166;0;0;5919;0;0;0;5919;-7;0;0;0;-8;-15;5904;10078;7136;-5525;-14251;-1565;0;217;-18;-3928;1975;-6;1969;-470;-258;1242;0
BCO MAXINVEST S.A. - PRUDENCIAL;1000081775;b2;S4;I;2;CURITIBA;PR;44166;5197;0;711;0;0;0;5908;-1437;0;0;0;-910;-2346;3561;0;1188;-804;-2304;-325;0;60;-9;-2193;1368;0;1368;-719;-80;569;0
COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ;24610065;b3S;S5;I;2;CAMPO GRANDE;MS;44166;5725;0;153;0;0;0;5878;-660;-93;0;0;-953;-1705;4172;1008;525;-1512;-1365;-83;0;220;-301;-1509;2663;0;2663;-78;-61;2524;-177
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44166;5170;0;657;0;0;0;5827;-592;0;0;0;-1853;-2445;3382;187;104;-1418;-1270;-5;0;210;-213;-2405;977;-162;816;0;0;816;-275
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;S5;I;2;NITEROI;RJ;44166;5146;0;670;0;0;0;5816;-636;0;0;0;-184;-820;4996;458;94;-1956;-2593;-12;0;8;-72;-4073;923;-22;901;0;0;901;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7946451;b3S;S5;I;2;TANGARA;SC;44166;5614;0;191;0;0;10;5815;-940;-704;0;0;-91;-1735;4079;901;363;-1743;-927;-8;0;368;-1208;-2253;1826;31;1857;-1;-186;1670;-203
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;44166;133;0;5630;0;0;0;5763;-5502;0;0;0;-41;-5544;219;8;0;-5039;-2170;1;1332;5847;-54;-77;142;0;142;1;-654;-512;0
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;44166;5398;0;327;0;0;0;5725;-712;-47;0;0;147;-612;5112;358;909;-2077;-1568;-1;0;23;-1916;-4272;841;6;846;-3;0;844;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;S5;I;2;PASSO FUNDO;RS;44166;4306;0;1393;0;0;0;5699;-2155;0;0;0;-17;-2172;3528;112;0;-973;-1181;-3;0;0;1;-2046;1482;-19;1463;1;0;1462;-347
COOPERATIVA DE CRÉDITO DE VAZANTE LTDA. – SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;44166;5193;0;505;0;0;0;5697;-582;-485;0;0;-350;-1417;4280;1410;758;-2213;-1714;-141;0;691;-222;-1430;2850;-2;2848;-257;0;2591;0
COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;71154256;b3S;S5;I;2;SACRAMENTO;MG;44166;4959;0;685;0;0;0;5644;-648;-715;0;0;-83;-1447;4197;1306;447;-1599;-1048;-117;0;436;-360;-936;3262;12;3274;-292;0;2982;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;S5;I;2;SAO PAULO;SP;44166;5344;0;291;0;0;0;5635;0;0;0;0;-1002;-1002;4634;5;0;-570;-253;-4;0;3;-49;-868;3766;0;3766;0;0;3766;-1874
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44166;5424;0;183;0;0;23;5629;-631;-1007;0;0;-297;-1935;3694;804;464;-1477;-924;1;0;145;-1030;-2019;1676;-214;1462;0;-174;1288;-241
