Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
PAGSEGURO;1000084813;b1;;C;2;SAO PAULO;SP;44166;222211;749021;1153255;354312;-5124;349188;0;0;0;0;0;1329905;15687015;3481621;22972215;0;22972215
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;44166;305839;4991288;1229629;957009;-3295;953714;83;315369;23550;-15549;323453;14304901;2728;4935;22116488;23550;22092937
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;;C;2;SAO PAULO;SP;44166;256103;535380;2159857;1584468;-284151;1300317;0;124;0;0;124;586680;16555014;674613;22068088;0;22068088
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;44166;73593;565048;12801260;5032252;-285614;4746638;0;0;0;0;0;1788837;570982;269351;20815709;0;20815709
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;44166;4680;5304740;11103245;2397;0;2397;0;0;0;0;0;3978137;1114;13377;20407691;0;20407691
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;44166;486199;2191921;5831839;6235375;-184355;6051020;0;0;0;0;0;3035641;1906747;291455;19794821;0;19794821
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;44166;1165;1950683;5465474;9515828;-111032;9404796;626;597777;133181;-5866;725718;1529962;188428;373053;19639278;133181;19506097
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;44166;168559;887890;4983193;9129130;-495281;8633849;0;87999;20124;-6296;101828;3298366;184154;26259;18284098;20124;18263974
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;44166;60655;1376951;3948443;5207203;-213776;4993427;0;0;0;0;0;3316090;2083703;1068915;16848185;0;16848185
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;44166;42998;540441;2242836;13575737;-356930;13218807;0;0;0;0;0;484620;65955;56399;16652057;0;16652057
HSBC BI - PRUDENCIAL;1000084741;b1;S4;I;3;SAO PAULO;SP;44166;552297;414817;7922789;280018;-980;279039;0;0;0;0;0;6065038;385;71794;15306160;0;15306160
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;44166;155094;75343;7514921;3256707;-279935;2976772;0;0;0;0;0;2456663;422715;127275;13728783;0;13728783
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44166;0;316202;13020879;0;0;0;0;0;0;0;0;161340;118;65394;13563933;0;13563933
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;44166;113257;222528;169524;11761109;-506020;11255088;841;159181;12161;-5234;166950;1601936;11010;8309;13548601;12161;13536440
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;44166;1852;2261523;454965;8452411;-250478;8201933;3;23316;485;-194;23611;1741757;11026;200177;12896845;485;12896360
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;44166;1584967;2930637;2059436;767913;-1220;766693;0;0;0;0;0;5167304;3370;14284;12526691;0;12526691
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;44166;7742;487380;358048;3118121;-1260447;1857673;0;0;0;0;0;8789987;74103;813936;12388869;0;12388869
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;44166;666826;768723;3706815;6509379;-37740;6471639;0;0;0;0;0;484305;79618;36588;12214513;0;12214513
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;44166;227;857900;0;9603190;-344371;9258819;0;3034;1026;-10;4051;1888466;30925;9097;12049484;1026;12048458
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;44166;384;1438000;9892434;0;0;0;0;0;0;0;0;260710;4;341146;11932677;0;11932677
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;44166;107173;770603;1270941;404066;-13014;391052;0;0;0;0;0;669459;8377105;136572;11722906;0;11722906
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;44166;14063;6748959;756447;1625844;-831;1625013;0;0;0;0;0;2360317;988;9439;11515227;0;11515227
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;44166;1426300;651024;1140369;6264458;-411368;5853090;0;0;0;0;0;1099287;260831;361051;10791953;0;10791953
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;44166;199598;1801487;1041071;6269511;-172410;6097101;0;0;0;0;0;626532;621353;199415;10586556;0;10586556
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44166;1;3629472;2332468;2007611;-95033;1912578;0;0;0;0;0;74680;2504689;23570;10477458;0;10477458
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;44166;162526;15277;297847;3137062;-501842;2635220;0;0;0;0;0;7163942;41463;1743;10318018;0;10318018
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44166;28;7214539;2328338;89776;-449;89327;0;0;0;0;0;39950;58433;430577;10161192;0;10161192
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;44166;88357;8822;2455211;4001992;-59529;3942463;0;0;0;0;0;2637510;614883;28423;9775670;0;9775670
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;I;3;INDAIATUBA;SP;44166;16188;1280525;0;8581613;-354752;8226861;0;0;0;0;0;203126;22447;8871;9758018;0;9758018
BANCO C6;1000084844;b1;S4;C;2;SAO PAULO;SP;44166;298413;592498;2305063;4314098;-45025;4269073;0;0;0;0;0;1678945;402080;190601;9736674;0;9736674
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;44166;3;6856321;1687552;201986;-168;201819;0;0;0;0;0;43490;121373;282812;9193371;0;9193371
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;44166;195;2020237;933592;5730495;-147243;5583253;0;0;0;0;0;322042;7276;320458;9187053;0;9187053
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;44166;838925;730704;573803;6035840;-564691;5471149;0;0;0;0;0;829342;76944;38036;8558903;0;8558903
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;44166;119449;2892753;1972780;2120928;-3411;2117517;0;0;0;0;0;970998;439271;7118;8519885;0;8519885
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;44166;496020;199999;1756179;4816510;-64549;4751962;0;0;0;0;0;987502;51182;81314;8324156;0;8324156
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S3;I;3;SAO PAULO;SP;44166;78;1296526;487470;6090350;-106054;5984296;-199;36523;12224;-305;48243;457541;36725;22057;8332935;12224;8320711
MERCADO CRÉDITO;1000084820;n1;;C;2;OSASCO;SP;44166;786002;0;4651937;1;0;1;0;0;0;0;0;680630;1912772;251419;8282759;0;8282759
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;44166;19309;1846519;2299979;1135931;-2341;1133591;0;0;0;0;0;2872297;2198;6345;8180238;0;8180238
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;44166;27138;604149;584325;4175326;-289562;3885764;0;0;0;0;0;163638;2539386;317571;8121972;0;8121972
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;44166;30691;0;0;4796178;-259261;4536917;0;0;0;0;0;34451;2971959;368303;7942321;0;7942321
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;44166;0;276345;7096347;0;0;0;0;0;0;0;0;221732;96;140223;7734743;0;7734743
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;44166;10991;187845;30317;6082820;-116779;5966041;5742;855451;296742;-5841;1152094;472601;3315;20677;7843881;296742;7547139
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;44166;3;4971820;2015201;348338;-2284;346054;0;0;0;0;0;4134;770;187424;7525406;0;7525406
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;44166;4;6995555;79200;3771;-19;3752;0;0;0;0;0;1404;2430;156659;7239006;0;7239006
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;44166;80585;1743984;1250080;2543083;-101192;2441891;0;0;0;0;0;988245;529918;101381;7136083;0;7136083
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;44166;11483;2786396;425749;1686724;-900929;785795;0;0;0;0;0;2803827;2113;164573;6979937;0;6979937
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;44166;10164;659644;1819522;4156383;-288944;3867439;0;0;0;0;0;479227;6125;31816;6873939;0;6873939
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;44166;148711;714645;4266191;668861;-10086;658775;0;0;0;0;0;902921;13701;13876;6718820;0;6718820
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;44166;9670;2649826;2089324;1517325;-516880;1000445;0;0;0;0;0;666117;16066;33248;6464695;0;6464695
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;44166;11870;149250;71242;5867071;-132011;5735060;199;23617;144;-87;23874;145619;2815;25094;6164824;144;6164680
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;44166;76881;246107;972757;1366333;-42748;1323585;0;0;0;0;0;2927167;532493;84699;6163689;0;6163689
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44166;10663;266530;211217;3370322;-243252;3127070;0;0;0;0;0;85942;1571030;169475;5441928;0;5441928
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44166;38302;46426;64240;2796684;-107785;2688899;0;0;0;0;0;210792;2119165;237325;5405149;0;5405149
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44166;52;15000;1089497;77140;-595;76546;0;0;0;0;0;1886;3982235;45145;5210361;0;5210361
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;44166;99200;418494;132890;2505385;-30480;2474905;0;0;0;0;0;1685221;163449;55591;5029751;0;5029751
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;44166;10;749851;3552809;292593;-2579;290014;0;0;0;0;0;28230;310698;66010;4997622;0;4997622
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44166;21543;173901;405696;2318701;-16657;2302044;0;0;0;0;0;2033673;1845;6497;4945199;0;4945199
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44166;1787;16001;134337;4544591;-49756;4494835;0;30683;5252;-191;35743;249528;450;9428;4942109;5252;4936857
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;44166;6804;890688;232804;3157718;-513765;2643953;178;56365;33373;-3963;85953;988009;51835;32666;4932713;33373;4899340
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44166;283732;1773942;1586011;101268;-5550;95718;0;0;0;0;0;470869;494896;159190;4864358;0;4864358
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;44166;231;4230646;490271;71400;-22;71379;0;0;0;0;0;770;234;48028;4841559;0;4841559
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44166;56798;22306;0;2925702;-115816;2809887;0;0;0;0;0;175401;1418447;184623;4667461;0;4667461
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;44166;44588;685915;1900327;854326;-142360;711966;0;0;0;0;0;828600;357883;71152;4600431;0;4600431
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;44166;22703;14243;731728;3028893;-146810;2882083;0;0;0;0;0;158819;656894;124582;4591053;0;4591053
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44166;22501;27842;0;2627297;-99878;2527419;0;0;0;0;0;149048;1348385;120451;4195647;0;4195647
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44166;2780;288041;1455406;1212848;-64847;1148001;12555;230893;0;-5023;238425;581107;76056;398307;4188123;0;4188123
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;44166;7;2338160;1506947;106316;-423;105893;0;0;0;0;0;3826;110858;106024;4171715;0;4171715
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;2;SAO PAULO;SP;44166;7992;1574817;366;1680074;-92903;1587171;0;0;0;0;0;124557;779518;39026;4113447;0;4113447
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44166;48895;198727;50292;2705882;-180024;2525857;0;0;0;0;0;71191;1050494;125450;4070907;0;4070907
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44166;2591;434706;197295;1212418;-523178;689241;0;0;0;0;0;2507368;2365;104887;3938453;0;3938453
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44166;187019;365022;142464;1598425;-134715;1463710;0;0;0;0;0;1730426;317;114;3889073;0;3889073
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44166;121039;404906;968677;2210391;-187457;2022934;0;0;0;0;0;197164;14417;157601;3886738;0;3886738
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44166;8476;583;231863;1855504;-45421;1810083;0;0;0;0;0;20709;1550655;71276;3693645;0;3693645
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44166;22479;328;0;1912386;-136331;1776056;0;0;0;0;0;25581;1754410;86657;3665512;0;3665512
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44166;15362;200188;947587;1874916;-64999;1809917;0;0;0;0;0;126799;442924;103210;3645988;0;3645988
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;44166;949;984829;425239;377152;-3076;374076;0;0;0;0;0;1820933;592;2658;3609277;0;3609277
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44166;3799;596571;130654;1707387;-154982;1552405;0;0;0;0;0;1044615;90277;171230;3589550;0;3589550
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;44166;9;0;3419301;137012;-1037;135975;0;0;0;0;0;17802;166;10461;3583715;0;3583715
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44166;8639;1076796;716395;1638318;-19677;1618641;0;0;0;0;0;7254;28490;1855;3458071;0;3458071
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44166;28295;144112;481707;2229460;-73572;2155888;0;0;0;0;0;109879;447357;71320;3438557;0;3438557
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44166;27180;20697;1292;1914094;-54205;1859890;0;0;0;0;0;113660;1287882;113829;3424429;0;3424429
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;44166;11833;133245;702195;1962700;-74975;1887725;0;0;0;0;0;79747;474881;100408;3390033;0;3390033
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44166;48241;751015;750842;602736;-3682;599054;0;0;0;0;0;1182445;1635;2877;3336110;0;3336110
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44166;371658;932259;286256;727205;-25569;701636;0;0;0;0;0;630202;361690;50946;3334646;0;3334646
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44166;12247;26409;451353;2218034;-59307;2158727;0;0;0;0;0;77570;389436;103910;3219652;0;3219652
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44166;3552;167970;986200;1374877;-60212;1314666;0;0;0;0;0;121583;580406;33770;3208147;0;3208147
