Instituição financeira;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Sujeita à Apuração do Patrimônio de Referência;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);Data da Última Alteração de Segmento;SR
BANCO CBSS - PRUDENCIAL;1000084655;b2;I;3;BARUERI;SP;42979;Sim;Sim;Não;1289961;NI;42736;S4
REALIZE CFI - PRUDENCIAL;1000084703;n1;I;3;PORTO ALEGRE;RS;42979;Não;Sim;Não;918320;NI;42948;S4
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;I;2;SANTA CRUZ DO SUL;RS;42979;Não;Sim;Não;NI;NI;42948;S4
AMAGGI CFI - PRUDENCIAL;1000084734;n1;I;2;CUIABA;MT;42979;Não;Sim;Não;15312;NI;42948;S4
HSBC BI ? PRUDENCIAL;1000084741;b2;I;3;SAO PAULO;SP;42979;Sim;Sim;Não;1480019;NI;42736;S4
SICREDI CRATEÚS - COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO DE CRATEÚS;68389;b3S;I;2;CRATEUS;CE;42979;Não;Sim;Sim;31011;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;I;2;ARAGUARI;MG;42979;Não;Sim;Sim;154843;NI;42736;S5
COOPERATIVA DE CRÉDITO UNICRED SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;I;2;CRICIUMA;SC;42979;Não;Sim;Sim;637920;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;I;2;URUCANIA;MG;42979;Não;Sim;Sim;1188;NI;42736;S5
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA;141155;b3S;I;2;SAO GONCALO;RJ;42979;Não;Sim;Sim;7400;NI;42736;S5
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;I;2;SEARA;SC;42979;Não;Sim;Sim;NI;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - SICOOB UNIMAIS METROPOLITANA;259231;b3S;I;2;SANTOS;SP;42979;Não;Sim;Sim;458421;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL CAZOLA - SICOOB CREDICAZOLA;315406;b3S;I;2;LUCELIA;SP;42979;Não;Sim;Sim;53136;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO;429890;b3S;I;2;CAMPOS ALTOS;MG;42979;Não;Sim;Sim;102873;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEMASA - SICOOB CECRESA;512839;b3S;I;2;SANTO ANDRE;SP;42979;Não;Sim;Sim;10703;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.;548980;b3S;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Sim;1379;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;I;2;SAO JOSE DO CERRITO;SC;42979;Não;Sim;Sim;221212;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694877;b3S;I;2;BRASILIA;DF;42979;Não;Sim;Sim;89796;NI;42736;S5
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;I;2;PARACATU;MG;42979;Não;Sim;Sim;216256;NI;42736;S5
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;I;2;ABDON BATISTA;SC;42979;Não;Sim;Sim;75066;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN;731320;b3S;I;2;ORLANDIA;SP;42979;Não;Sim;Sim;6254;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;I;2;BRASILIA;DF;42979;Não;Sim;Sim;7008;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VAZANTE LTDA. - SICOOB CREDIVAZ;803287;b3S;I;2;VAZANTE;MG;42979;Não;Sim;Sim;85197;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;I;2;CAPITOLIO;MG;42979;Não;Sim;Sim;53824;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;VENDA NOVA DO IMIGRANTE;ES;42979;Não;Sim;Sim;1104678;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;I;2;BOA ESPERANCA;MG;42979;Não;Sim;Sim;95708;NI;42736;S5
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV;881829;b3S;I;2;JABOTICABAL;SP;42979;Não;Sim;Sim;1074;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM;913314;b3S;I;2;CONTAGEM;MG;42979;Não;Sim;Sim;6690;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV. MUNICIPAIS DE SÃO PAULO E MAUÁ, SERV. PÚBLICOS, EMPRESÁRIOS E PROF. LIBERAIS DA REGIÃO METROP. OESTE DA CAPITAL DE SÃO PAULO   SICOOB COOPERCREDI-SP;915950;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Sim;76316;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;I;2;ORLANDIA;SP;42979;Não;Sim;Sim;10593;NI;42736;S5
COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL;952415;b3S;I;2;BRASILIA;DF;42979;Não;Sim;Sim;135312;NI;42736;S5
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;I;2;GOIANESIA;GO;42979;Não;Sim;Sim;246697;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA VALE FERTILIZANTES S/A - COCRESGO LTDA.;968834;b3S;I;2;CATALAO;GO;42979;Não;Sim;Sim;460;NI;42736;S5
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARMELEIRO - CRESOL MARMELEIRO;971297;b3S;I;2;MARMELEIRO;PR;42979;Não;Sim;Sim;51769;NI;42736;S5
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS;971300;b3S;I;2;DOIS VIZINHOS;PR;42979;Não;Sim;Sim;155954;NI;42736;S5
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO COPERSUCAR E CTC - UNICOPER;977212;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Sim;1635;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM LTDA.;991739;b3S;I;2;BELEM;PA;42979;Não;Sim;Sim;7946;NI;42736;S5
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;I;2;PARA DE MINAS;MG;42979;Não;Sim;Sim;194418;NI;42736;S5
COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA   UNICRED DESBRAVADORA SUL;1039011;b3S;I;2;CHAPECO;SC;42979;Não;Sim;Sim;608430;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DAS REGIÕES NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS;1042487;b3S;I;2;BELEM;PA;42979;Não;Sim;Sim;38979;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;I;2;RAUL SOARES;MG;42979;Não;Sim;Sim;216019;NI;42736;S5
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO;1062439;b3S;I;2;RIO VERDE;GO;42979;Não;Sim;Sim;16405;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ;1073966;b3S;I;2;ABELARDO LUZ;SC;42979;Não;Sim;Sim;85392;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE LARANJEIRAS DO SUL - CRESOL LARANJEIRAS DO SUL;1086342;b3S;I;2;LARANJEIRAS DO SUL;PR;42979;Não;Sim;Sim;51174;NI;42736;S5
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;I;2;NITEROI;RJ;42979;Não;Sim;Sim;112693;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;I;2;CERQUILHO;SP;42979;Não;Sim;Sim;2286;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO;1110032;b3S;I;2;GOVERNADOR VALADARES;MG;42979;Não;Sim;Sim;50243;NI;42736;S5
COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA;1151186;b3S;I;2;CAMPINA GRANDE;PB;42979;Não;Sim;Sim;195238;NI;42736;S5
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;I;2;VOLTA GRANDE;MG;42979;Não;Sim;Sim;166389;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;I;2;CURITIBANOS;SC;42979;Não;Sim;Sim;45611;NI;42736;S5
COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA. - SICOOB;1187961;b3S;I;2;BRASILIA;DF;42979;Não;Sim;Sim;156550;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CAPANEMA - CRESOL CAPANEMA;1201006;b3S;I;2;CAPANEMA;PR;42979;Não;Sim;Sim;29007;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;I;2;ITAMARAJU;BA;42979;Não;Sim;Sim;61049;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS MUNICÍPIOS DA REGIÃO METROPOLITANA DA GRANDE VITÓRIA/ES;1235921;b3S;I;2;VITORIA;ES;42979;Não;Sim;Sim;14259;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;I;2;RIO CLARO;SP;42979;Não;Sim;Sim;114287;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;I;2;TOLEDO;PR;42979;Não;Sim;Sim;224564;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;I;2;COTIA;SP;42979;Não;Sim;Sim;12267;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALGAR LTDA. - SICOOB CREDIEMPAR;1296040;b3S;I;2;UBERLANDIA;MG;42979;Não;Sim;Sim;9615;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.;1301541;b3S;I;2;UBERLANDIA;MG;42979;Não;Sim;Sim;1370;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;I;2;VITORIA;ES;42979;Não;Sim;Sim;61440;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS;1330387;b3S;I;2;LARANJEIRAS DO SUL;PR;42979;Não;Sim;Sim;1942;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;I;2;SAO FRANCISCO DE SALES;MG;42979;Não;Sim;Sim;36129;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;I;2;PAPANDUVA;SC;42979;Não;Sim;Sim;267163;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;I;2;BARRA BONITA;SP;42979;Não;Sim;Sim;109445;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GARDÊNIA LTDA. - COOPERGARDÊNIA;1499278;b3S;I;2;POUSO ALEGRE;MG;42979;Não;Sim;Sim;943;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO;1504952;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Sim;8274;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;I;2;IJUI;RS;42979;Não;Sim;Sim;127457;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM;1530136;b3S;I;2;OSASCO;SP;42979;Não;Sim;Sim;8548;NI;42736;S5
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;I;2;PONTA GROSSA;PR;42979;Não;Sim;Sim;4720;NI;42736;S5
SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.;1559914;b3S;I;2;GOVERNADOR VALADARES;MG;42979;Não;Sim;Sim;145590;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS;1566038;b3S;I;2;MANAUS;AM;42979;Não;Sim;Sim;107197;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1572667;b3S;I;2;ERECHIM;RS;42979;Não;Sim;Sim;210107;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;I;2;GOIANIA;GO;42979;Não;Sim;Sim;37773;NI;42736;S5
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;I;2;SAO GONCALO DO SAPUCAI;MG;42979;Não;Sim;Sim;395802;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;I;2;RIO BRANCO;AC;42979;Não;Sim;Sim;59293;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1609345;b3S;I;2;CAMPINA VERDE;MG;42979;Não;Sim;Sim;83027;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;I;2;LAJEADO;RS;42979;Não;Sim;Sim;287725;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;I;2;PRESIDENTE PRUDENTE;SP;42979;Não;Sim;Sim;216841;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;I;2;JOAO MONLEVADE;MG;42979;Não;Sim;Sim;297571;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;I;2;SAO SEBASTIAO DO PARAISO;MG;42979;Não;Sim;Sim;65383;NI;42736;S5
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;BRASILIA;DF;42979;Não;Sim;Sim;2214164;NI;42736;S5
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1664968;b3S;I;2;PORTO VELHO;RO;42979;Não;Sim;Sim;129718;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;I;2;PIRAPORA;MG;42979;Não;Sim;Sim;43454;NI;42736;S5
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;I;2;NOVA SERRANA;MG;42979;Não;Sim;Sim;210734;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;I;2;URUPEMA;SC;42979;Não;Sim;Sim;79046;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI;1699652;b3S;I;2;GUAXUPE;MG;42979;Não;Sim;Sim;23871;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA;1703620;b3S;I;2;BOM DESPACHO;MG;42979;Não;Sim;Sim;107635;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED REGIÃO DA CAMPANHA LTDA - UNICRED REGIÃO DA CAMPANHA;1705236;b3S;I;2;SANTANA DO LIVRAMENTO;RS;42979;Não;Sim;Sim;121853;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.;1709266;b3S;I;2;TEOFILO OTONI;MG;42979;Não;Sim;Sim;30071;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.;1720488;b3S;I;2;GOIANIA;GO;42979;Não;Sim;Sim;91906;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;PATOS DE MINAS;MG;42979;Não;Sim;Sim;383119;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. - UNIPRIME OESTE DO PARANÁ;1736243;b3S;I;2;CASCAVEL;PR;42979;Não;Sim;Sim;499907;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;I;2;DIVINOPOLIS;MG;42979;Não;Sim;Sim;268840;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;I;2;LAGOA DA PRATA;MG;42979;Não;Sim;Sim;156800;NI;42736;S5
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS DE MINAS GERAIS LTDA.;1760242;b3S;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Sim;129764;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;I;2;NOVO HAMBURGO;RS;42979;Não;Sim;Sim;174763;NI;42736;S5
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;I;2;VOLTA REDONDA;RJ;42979;Não;Sim;Sim;4118;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DA REGIÃO DO IGUAÇU - UNIPRIME DO IGUAÇU;1848322;b3S;I;2;PATO BRANCO;PR;42979;Não;Sim;Sim;120905;NI;42736;S5
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES E EMPREGADOS MUNIC PREF MUNIC BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA VESPASIANO SICOOB CREDISERV;1864151;b3S;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Sim;21233;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;I;2;BELO HORIZONTE;MG;42979;Não;Sim;Sim;5410;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO ZERBINI - COOPINCOR;1997612;b3S;I;2;SAO PAULO;SP;42979;Não;Sim;Sim;25655;NI;42736;S5
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES PODER JUDICIÁRIO, TRIBUNAL CONTAS ESTADUAL E SERVIDORES ÓRGÃOS ENTIDADES ÁREA CIÊNCIA TECNOLOGIA NO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;I;2;RIO DE JANEIRO;RJ;42979;Não;Sim;Sim;119618;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;PIMENTA BUENO;RO;42979;Não;Sim;Sim;735502;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO;2024442;b3S;I;2;GUAIRA;SP;42979;Não;Sim;Sim;19655;NI;42736;S5
COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPERAR;2025743;b3S;I;2;ARACI;BA;42979;Não;Sim;Sim;11274;NI;42736;S5
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;I;2;MONTES CLAROS;MG;42979;Não;Sim;Sim;48221;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO LTDA   SICOOB SERTÃO;2057584;b3S;I;2;PINTADAS;BA;42979;Não;Sim;Sim;126167;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE PIRACICABA E REGIÃO;2072790;b3S;I;2;PIRACICABA;SP;42979;Não;Sim;Sim;10834;NI;42736;S5
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;I;2;VILA VELHA;ES;42979;Não;Sim;Sim;10818;NI;42736;S5
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;I;2;PASSOS MAIA;SC;42979;Não;Sim;Sim;292670;NI;42736;S5
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA;2093154;b3S;I;2;FRANCA;SP;42979;Não;Sim;Sim;7611;NI;42736;S5
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL;2104058;b3S;I;2;CACAPAVA;SP;42979;Não;Sim;Sim;7752;NI;42736;S5
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA;2115870;b3S;I;2;ITAPIRA;SP;42979;Não;Sim;Sim;8767;NI;42736;S5
