Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;42979;6591647;0;6591647;2216083;8807730;53266713;723736;0;725043;107947;1556726;5389580;60213018;118982575;0,1095;0,1095;0,1463;0,0554;0,1879
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;42979;8523748;0;8523748;0;8523748;33072125;1441948;99022;9619118;205198;11365285;6054902;50492311;80607963;0,1688;0,1688;0,1688;0,1057;0,0412
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;42979;4084673;0;4084673;2144638;6229311;30571743;467001;5859;131135;0;603996;8308261;39484000;74328311;0,1035;0,1035;0,1578;0,055;0,0298
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;42979;5432275;0;5432275;888288;6320563;28648851;1178370;0;1638;41302;1221310;8334820;38204981;74145540;0,1422;0,1422;0,1654;0,0733;0,0889
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;42979;3512922;0;3512922;1584219;5097141;15654291;1817900;0;7228616;1119861;10166377;2701575;28522243;53850499;0,1232;0,1232;0,1787;0,0652;0,0268
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;42979;3170287;0;3170287;812110;3982397;17550259;138288;0;3652432;1546;3792266;3299751;24642275;34106754;0,1287;0,1287;0,1616;0,093;0,0165
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42979;3126374;0;3126374;505096;3631470;19270424;283568;55059;411114;1189;750930;1273324;21294678;36309307;0,1468;0,1468;0,1705;0,0861;0,0092
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42979;4800511;0;4800511;0;4800511;9710637;415910;0;6458790;642934;7517634;2652849;19881120;31350199;0,2415;0,2415;0,2415;0,1531;0,0237
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42979;1762776;0;1762776;630567;2393343;16956561;40684;0;263673;0;304357;2359044;19619962;25900317;0,0898;0,0898;0,122;0,0681;0,1976
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42979;2358298;0;2358298;457545;2815843;16192924;416397;250570;785587;0;1452554;1575798;19221276;24338326;0,1227;0,1227;0,1465;0,0969;0,0057
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42979;2918862;0;2918862;0;2918862;13555141;1591021;0;878636;63298;2532955;2331875;18419971;22532015;0,1585;0,1585;0,1585;0,1295;0,2909
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42979;2640059;0;2640059;0;2640059;13960776;1514;0;15459;0;16973;3091556;17069305;24964609;0,1547;0,1547;0,1547;0,1058;0,0944
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;42979;2336863;0;2336863;0;2336863;14296714;62217;0;0;1322;63539;1103815;15464068;17832868;0,1511;0,1511;0,1511;0,131;0,0097
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42979;2948923;0;2948923;955960;3904883;12185380;0;0;0;0;0;1220068;13405448;15351256;0,22;0,22;0,2913;0,1921;0,0032
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;42979;5794587;0;5794587;0;5794587;298104;0;0;811280;11541811;12353091;373570;13024765;7208244;0,4449;0,4449;0,4449;0,8039;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42979;2315038;0;2315038;0;2315038;5565245;349618;0;3687877;101221;4138717;1838832;11542794;21048240;0,2006;0,2006;0,2006;0,11;0,0187
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42979;1750049;0;1750049;0;1750049;8294576;67;0;0;0;67;1604741;9899383;11279824;0,1768;0,1768;0,1768;0,1551;0,0516
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42979;2297704;0;2297704;0;2297704;8459130;54753;12975;222119;68883;358730;1078357;9896217;13593055;0,2322;0,2322;0,2322;0,169;0,1412
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42979;1134563;0;1134563;521543;1656105;8741445;27786;0;16111;4474;48371;616461;9406277;15429390;0,1206;0,1206;0,1761;0,0735;0,1835
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42979;2675956;0;2675956;0;2675956;3613754;1093395;24227;1682720;1265784;4066125;1473514;9153394;14137375;0,2923;0,2923;0,2923;0,1893;0,0057
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;42979;1480421;0;1480421;0;1480421;7772243;14904;0;116848;0;131752;1180557;9084552;46127496;0,163;0,163;0,163;0,0321;0,0993
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42979;1061549;0;1061549;330404;1391952;7882110;52702;592;100030;37325;190650;916964;8989724;15346203;0,1181;0,1181;0,1548;0,0692;0,1346
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42979;1554634;0;1554634;33358;1587992;7813048;0;0;0;0;0;1116934;8929982;8282678;0,1741;0,1741;0,1778;0,1877;0,0009
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42979;1344801;0;1344801;0;1344801;5492648;14788;0;1855666;0;1870454;1486039;8849141;20100091;0,152;0,152;0,152;0,0669;0,2029
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;42979;4179722;0;4179722;0;4179722;3310593;1931;0;0;0;1931;4595088;7907613;4747282;0,5286;0,5286;0,5286;0,8804;0,0092
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42979;1474770;0;1474770;0;1474770;3853484;41038;0;2466421;63228;2570687;1096972;7521143;8149976;0,1961;0,1961;0,1961;0,181;0,0177
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42979;1303448;0;1303448;0;1303448;6533965;0;0;0;0;0;725898;7259863;7303219;0,1795;0,1795;0,1795;0,1785;0,0081
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42979;9221;235115;244336;794822;1039158;6284289;57548;0;1640;0;59188;762603;7106080;14379468;0,0013;0,0344;0,1462;0,017;0,0707
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42979;1352292;0;1352292;0;1352292;5597986;158991;5035;345313;0;509338;691898;6799223;8106698;0,1989;0,1989;0,1989;0,1668;0,1589
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42979;1002063;0;1002063;57354;1059418;6258006;194967;0;0;0;194967;340190;6793163;7168079;0,1475;0,1475;0,156;0,1398;0,006
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42979;607220;1178;608398;331757;940155;5542488;927;0;956;0;1883;1109340;6653711;10177711;0,0913;0,0914;0,1413;0,0598;0,2646
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42979;784345;0;784345;31456;815801;5701667;54288;26984;327276;0;408547;454071;6564285;10032386;0,1195;0,1195;0,1243;0,0782;0,2686
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42979;1005477;0;1005477;0;1005477;5699722;82332;0;107912;0;190244;663830;6553796;7528080;0,1534;0,1534;0,1534;0,1336;0,1115
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42979;834953;0;834953;0;834953;4569789;101332;0;1306422;0;1407754;326152;6303694;24289700;0,1325;0,1325;0,1325;0,0344;0,0262
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;42979;1276985;157117;1434101;0;1434101;4650491;13254;0;34249;0;47502;1227434;5925428;38627540;0,2155;0,242;0,242;0,0371;0,0828
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;42979;874372;0;874372;615974;1490346;4786546;76013;0;538303;0;614316;320560;5721422;9066584;0,1528;0,1528;0,2605;0,0964;0,003
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42979;1299489;0;1299489;0;1299489;5086345;4786;0;0;0;4786;542872;5634003;7730015;0,2307;0,2307;0,2307;0,1681;0,1563
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42979;1466130;0;1466130;0;1466130;3557077;25720;0;901814;0;927534;913272;5397883;9188457;0,2716;0,2716;0,2716;0,1596;0,0056
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42979;1293421;0;1293421;0;1293421;3096292;42547;0;1521459;303;1564309;364404;5025005;11500595;0,2574;0,2574;0,2574;0,1125;0,0026
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42979;552468;0;552468;0;552468;4141028;17276;35535;160562;0;213373;296904;4651305;7292027;0,1188;0,1188;0,1188;0,0758;0,0348
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42979;1416736;0;1416736;0;1416736;2922883;89821;0;853499;0;943320;626580;4492782;22176492;0,3153;0,3153;0,3153;0,0639;0,0304
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42979;615823;0;615823;0;615823;4170695;0;0;155;0;155;311659;4482509;0;0,1374;0,1374;0,1374;NI%;0,0021
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42979;897280;0;897280;0;897280;4147403;2252;0;0;0;2252;155311;4304966;5263151;0,2084;0,2084;0,2084;0,1705;0,0085
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42979;888370;0;888370;0;888370;3710335;3680;0;9804;2604;16088;420994;4147417;6671096;0,2142;0,2142;0,2142;0,1332;0,0999
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42979;987854;0;987854;0;987854;3882104;0;0;0;0;0;256882;4138987;5894408;0,2387;0,2387;0,2387;0,1676;0,0094
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42979;805110;0;805110;0;805110;2421796;57216;0;1169256;0;1226471;287576;3935843;6853463;0,2046;0,2046;0,2046;0,1175;0,0022
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42979;531586;0;531586;0;531586;3810140;0;0;0;0;0;32036;3842176;5352676;0,1384;0,1384;0,1384;0,0993;0,0209
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42979;1355869;0;1355869;0;1355869;3198256;0;0;0;0;0;597774;3796030;5653876;0,3572;0,3572;0,3572;0,2398;0,0583
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42979;803123;0;803123;0;803123;2868706;47;12;11452;10;11520;871404;3751630;4992170;0,2141;0,2141;0,2141;0,1609;0,2713
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42979;552738;0;552738;0;552738;2750026;47697;0;669341;0;717038;254821;3721885;5263457;0,1485;0,1485;0,1485;0,105;0,0072
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42979;913113;0;913113;0;913113;2760463;0;0;0;0;0;832180;3592643;2540969;0,2542;0,2542;0,2542;0,3594;0,3009
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42979;760891;0;760891;0;760891;3006846;0;0;0;0;0;436910;3443756;3577157;0,2209;0,2209;0,2209;0,2127;0,0154
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;I;3;SAO PAULO;SP;42979;840855;0;840855;36508;877363;2895079;29544;0;0;0;29544;334360;3258982;2971631;0,258;0,258;0,2692;0,283;0,006
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42979;636690;0;636690;0;636690;2865921;0;0;0;0;0;300254;3166175;4536199;0,2011;0,2011;0,2011;0,1404;0,0062
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42979;523614;0;523614;0;523614;1834328;8614;0;1020937;0;1029552;231936;3095815;7438315;0,1691;0,1691;0,1691;0,0704;0,0452
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42979;787658;0;787658;0;787658;2576001;0;0;0;0;0;496394;3072395;0;0,2564;0,2564;0,2564;NI%;0,0018
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42979;672122;0;672122;0;672122;2626796;24554;978;117984;959;144475;280695;3051966;4202950;0,2202;0,2202;0,2202;0,1599;0,1171
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42979;502605;0;502605;0;502605;2414590;105754;0;220318;0;326072;254137;2994799;3186723;0,1678;0,1678;0,1678;0,1577;0,0673
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42979;681724;0;681724;0;681724;1243797;45123;19765;212460;69164;346513;1368128;2958438;0;0,2304;0,2304;0,2304;NI%;0,2833
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42979;348602;0;348602;0;348602;1951554;200575;76;512476;2681;715808;246657;2914018;3202217;0,1196;0,1196;0,1196;0,1089;0,0339
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;42979;443982;0;443982;0;443982;2431821;471;0;152155;0;152626;289693;2874140;0;0,1545;0,1545;0,1545;NI%;0,0438
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42979;1061890;0;1061890;0;1061890;2851093;NA;NA;NA;NA;NA;NA;2851093;0;0,3725;0,3725;0,3725;NI%;0,0156
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42979;343912;0;343912;0;343912;2541884;5146;2316;24395;2058;33915;243889;2819688;3200431;0,122;0,122;0,122;0,1075;0,0389
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42979;667962;0;667962;0;667962;2215143;0;0;76518;0;76518;493132;2784793;0;0,2399;0,2399;0,2399;NI%;0,0643
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;I;1;ARACAJU;SE;42979;324447;0;324447;91623;416070;2333710;200;91;7262;91;7645;364658;2706013;5016000;0,1199;0,1199;0,1538;0,0647;0,2084
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;42979;291658;101386;393044;0;393044;1825533;150;0;0;0;150;842702;2668385;2565618;0,1093;0,1473;0,1473;0,1532;0,0062
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;I;2;UBERLANDIA;MG;42979;439234;0;439234;0;439234;1629740;0;0;0;0;0;872927;2502667;2283985;0,1755;0,1755;0,1755;0,1923;0,1578
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42979;443510;0;443510;0;443510;2076220;76978;0;70281;0;147259;271339;2494818;4365369;0,1778;0,1778;0,1778;0,1016;0,0009
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42979;292745;0;292745;50859;343603;1946799;0;0;0;0;0;294086;2240885;2082627;0,1306;0,1306;0,1533;0,1406;0,014
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42979;369797;0;369797;0;369797;1828659;12280;1507;49226;1507;64519;345292;2238471;3492327;0,1652;0,1652;0,1652;0,1059;0,0224
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42979;184863;0;184863;96561;281424;1368805;96212;16728;200105;42847;355892;430889;2155587;3080770;0,0858;0,0858;0,1306;0,06;0,2482
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42979;505591;0;505591;0;505591;1091432;14957;0;599719;0;614676;243226;1949333;3152630;0,2594;0,2594;0,2594;0,1604;0,0062
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42979;510124;0;510124;0;510124;1594626;33034;0;0;0;33034;274746;1902406;1716658;0,2681;0,2681;0,2681;0,2972;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42979;584736;0;584736;0;584736;1436717;977;0;233929;0;234906;208172;1879796;3594770;0,3111;0,3111;0,3111;0,1627;0,0074
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42979;103227;0;103227;0;103227;1602431;3501;23995;14295;2;41792;160360;1804584;3298683;0,0572;0,0572;0,0572;0,0313;0,5604
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42979;287710;0;287710;0;287710;1664997;0;0;0;0;0;131219;1796217;2675310;0,1602;0,1602;0,1602;0,1075;0,239
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42979;547408;0;547408;0;547408;1351017;192138;0;35774;0;227911;212400;1791328;1498827;0,3056;0,3056;0,3056;0,3652;0,0059
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42979;261239;0;261239;0;261239;1143487;98096;0;18262;0;116358;527645;1787491;2028844;0,1461;0,1461;0,1461;0,1288;0,0543
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42979;483469;0;483469;1764;485234;1500613;26588;0;0;0;26588;228085;1755286;2439180;0,2754;0,2754;0,2764;0,1982;0,0548
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42979;494716;0;494716;0;494716;1708792;NA;NA;NA;NA;NA;NA;1708792;0;0,2895;0,2895;0,2895;NI%;0,014
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42979;273944;0;273944;0;273944;1584642;0;0;1599;0;1599;102951;1689192;6478791;0,1622;0,1622;0,1622;0,0423;0,1918
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42979;312057;0;312057;4411;316468;1536407;0;0;0;0;0;109538;1645945;2561991;0,1896;0,1896;0,1923;0,1218;0,1661
AGIPLAN - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;42979;271952;0;271952;0;271952;786220;36211;4876;70086;15876;127049;723008;1636277;1083451;0,1662;0,1662;0,1662;0,251;0,0333
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42979;226920;0;226920;0;226920;1418055;0;0;320;0;320;63708;1482082;6545101;0,1531;0,1531;0,1531;0,0347;0,0391
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;42979;709492;0;709492;0;709492;1203603;0;0;0;0;0;252416;1456018;0;0,4873;0,4873;0,4873;NI%;0,046
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;42979;264826;0;264826;0;264826;1270993;0;0;0;0;0;142432;1413425;0;0,1874;0,1874;0,1874;NI%;0,0036
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;42979;575632;0;575632;0;575632;1145283;7375;0;0;0;7375;218793;1371451;0;0,4197;0,4197;0,4197;NI%;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42979;548468;0;548468;0;548468;1218192;0;441;0;0;441;146907;1365541;2977789;0,4016;0,4016;0,4016;0,1842;0,0017
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42979;308015;0;308015;0;308015;1228272;0;0;2934;0;2934;100623;1331829;2093534;0,2313;0,2313;0,2313;0,1471;0,0961
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;42979;230928;0;230928;10409;241337;1210125;0;0;0;0;0;110234;1320358;1945045;0,1749;0,1749;0,1828;0,1187;0,0958
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;42979;541562;0;541562;0;541562;1030096;93;0;45973;9871;55936;226192;1312225;1909938;0,4127;0,4127;0,4127;0,2835;0,0213
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42979;473662;0;473662;0;473662;1001379;3187;0;132346;735;136268;171825;1309472;2344863;0,3617;0,3617;0,3617;0,202;0,0062
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42979;294681;0;294681;0;294681;1090254;0;0;0;0;0;175114;1265369;2248201;0,2329;0,2329;0,2329;0,1311;0,0284
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42979;219340;0;219340;0;219340;1263757;NA;NA;NA;NA;NA;NA;1263757;0;0,1736;0,1736;0,1736;NI%;0,1729
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;42979;307868;0;307868;0;307868;1124687;2049;0;0;0;2049;133025;1259761;1961520;0,2444;0,2444;0,2444;0,157;0,0635
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42979;325140;0;325140;0;325140;1153929;0;0;6137;0;6137;49273;1209339;2425327;0,2689;0,2689;0,2689;0,1341;0,0686
HSBC BI ? PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;42979;1125234;0;1125234;0;1125234;241292;4413;0;520980;0;525393;405994;1172679;1480019;0,9595;0,9595;0,9595;0,7603;0,0093
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;42979;161190;0;161190;0;161190;1022235;31410;0;53195;0;84605;55854;1162694;12394677;0,1386;0,1386;0,1386;0,013;0,0374
