Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42979;155966;3622829;1060554;1402572;-1055;1401517;0;0;0;0;0;3559046;95193;10931;9906035;0;9906035
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42979;148994;902511;3202599;3419166;-570063;2849103;0;0;0;0;0;1391117;303145;219179;9016648;0;9016648
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42979;40299;49529;1270;6624384;-371404;6252980;313;127246;13431;-1488;139502;1744679;28820;1544;8258624;13431;8245193
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;I;2;RIO DE JANEIRO;RJ;42979;566;983249;6909576;0;0;0;0;0;0;0;0;297823;3;276;8191493;0;8191493
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42979;122936;309777;2106921;2038002;-118125;1919878;0;0;0;0;0;2392092;111668;759819;7723090;0;7723090
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42979;25784;463886;18;6890669;-333631;6557038;321;29758;9485;-1301;38264;357315;19816;17326;7479449;9485;7469963
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42979;4253;494826;722988;5862633;-467937;5394696;0;0;0;0;0;643786;68987;119817;7449352;0;7449352
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;42979;0;527427;5172174;130944;-8;130936;0;0;0;0;0;1250513;46;61574;7142670;0;7142670
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;42979;23572;3122827;1100673;1885114;-11065;1874048;0;0;0;0;0;389499;614612;6334;7131566;0;7131566
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42979;106;2754855;783155;1652277;-103079;1549197;0;0;0;0;0;72898;1863476;51566;7075254;0;7075254
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42979;1963;133597;213;6995281;-375547;6619734;0;0;0;0;0;232744;21717;6341;7016308;0;7016308
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42979;92121;623308;1479009;2570394;-183652;2386742;0;55;0;0;55;2240217;103518;20927;6945896;0;6945896
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42979;3218;0;253586;2105797;-677989;1427808;0;0;0;0;0;4119217;14535;903357;6721721;0;6721721
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42979;16;4696174;1277867;40336;-21;40316;0;0;0;0;0;7230;407780;198258;6627641;0;6627641
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42979;156466;954303;872899;3884696;-131909;3752786;0;0;0;0;0;419161;239498;155805;6550919;0;6550919
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42979;8297;2153783;3324411;401850;-53717;348133;0;0;0;0;0;582679;11023;31169;6459496;0;6459496
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42979;16;3651355;2174024;4465;-90;4375;0;0;0;0;0;24139;132261;333647;6319816;0;6319816
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42979;30901;16466;287556;1675135;-257688;1417447;0;0;0;0;0;3864815;16983;4071;5638239;0;5638239
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;42979;26;5048598;284855;0;0;0;0;0;0;0;0;4494;1536;176493;5516001;0;5516001
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42979;574;956509;186992;3684062;-178919;3505143;0;0;0;0;0;142597;4909;683243;5479967;0;5479967
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42979;4970;305764;2352370;2609857;-101794;2508063;0;0;0;0;0;61963;19838;195172;5448141;0;5448141
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42979;9593;572372;90098;4205919;-62878;4143041;829;166769;52484;-1236;218846;325534;21762;11772;5393019;52484;5340534
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42979;390;427265;0;4320997;-149688;4171308;1079;272866;86527;-5820;354653;378587;16333;7629;5356166;86527;5269639
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42979;2617;183399;1192758;3437635;-250356;3187279;0;483;483;0;966;467826;7966;29131;5071943;483;5071460
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42979;17416;505890;1436507;2376575;-66846;2309729;0;0;0;0;0;688383;40421;5122;5003468;0;5003468
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;I;1;ARACAJU;SE;42979;114482;706316;1110704;2044550;-122845;1921705;0;0;0;0;0;589770;379798;95277;4918052;0;4918052
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;42979;4;2777588;1798313;69406;-683;68723;0;0;0;0;0;4629;124;136769;4786149;0;4786149
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;42979;1118;1530362;1337904;2138810;-520703;1618107;0;0;0;0;0;199614;18142;52954;4758200;0;4758200
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42979;1055;237599;130161;3194753;-74963;3119790;0;23;0;0;23;1058090;7463;9370;4563551;0;4563551
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42979;18464;0;0;2203842;-151156;2052686;0;0;0;0;0;26574;2119361;216383;4433468;0;4433468
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42979;43563;303302;1159438;2245253;-45068;2200185;281;0;0;-84;197;556505;74920;80759;4418867;0;4418867
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42979;58641;60806;618274;1147551;-140066;1007485;0;0;0;0;0;2503542;5252;393;4254392;0;4254392
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42979;48767;562487;1455250;358580;-7364;351216;0;0;0;0;0;1265825;32489;4316;3720350;0;3720350
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;42979;0;425694;3095147;60001;-8;59993;0;0;0;0;0;74000;36;49296;3704166;0;3704166
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42979;21171;1304125;1173335;772292;-2730;769561;0;0;0;0;0;394591;635;3429;3666848;0;3666848
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42979;6625;379246;28561;3079566;-220808;2858758;1601;79270;3606;-337;84140;172456;16673;16862;3563321;3606;3559715
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42979;14756;766669;2;992309;-110156;882153;13273;1526318;3735;-48207;1495119;358335;0;0;3517034;3735;3513299
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42979;27912;576866;311683;2400862;-87878;2312984;0;0;0;0;0;171140;98455;8294;3507334;0;3507334
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42979;210;0;665485;2757545;-269231;2488313;0;0;0;0;0;286543;125;29560;3470235;0;3470235
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42979;71504;510874;1595962;614085;-23865;590220;0;0;0;0;0;407640;195420;21248;3392869;0;3392869
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;42979;86;1324787;1662168;60506;-1528;58978;0;0;0;0;0;23123;188245;18531;3275917;0;3275917
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42979;188;277678;364758;1762621;-606157;1156464;0;0;0;0;0;1454459;0;4725;3258272;0;3258272
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42979;66958;626684;856332;605051;-52021;553030;0;0;0;0;0;739954;246652;86066;3175676;0;3175676
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42979;6989;238459;885727;1570831;-96744;1474087;0;0;0;0;0;320996;98043;84134;3108436;0;3108436
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42979;14366;808500;116815;1265325;-23246;1242080;0;0;0;0;0;648801;151168;35031;3016761;0;3016761
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;I;3;SAO PAULO;SP;42979;291;0;2522;2855998;-183331;2672667;0;27340;8778;-46;36072;177386;103138;5226;2997301;8778;2988522
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;42979;300883;1066586;539163;436200;-9020;427180;0;0;0;0;0;597961;41107;10719;2983599;0;2983599
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;42979;117618;1245128;426066;0;0;0;0;0;0;0;0;996443;575;4108;2789938;0;2789938
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42979;50997;167724;662322;390219;-20121;370098;0;0;0;0;0;625426;824571;86300;2787439;0;2787439
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42979;1670;952759;574529;1193208;-63163;1130045;0;0;0;0;0;1835;3977;1602;2666418;0;2666418
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;42979;142;8896;2501258;114924;-1168;113757;0;0;0;0;0;12689;113;7421;2644275;0;2644275
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;42979;36;1584770;763335;43300;-229;43071;0;0;0;0;0;3911;163368;74728;2633219;0;2633219
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;42979;9;8931;759422;7071;-1749;5322;0;0;0;0;0;2081;1808913;29416;2614094;0;2614094
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;42979;3886;215376;48356;2033719;-346940;1686779;210;28186;15856;-2137;42115;540220;48480;2432;2587644;15856;2571788
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;42979;25646;174464;99308;1300892;-506604;794288;0;0;0;0;0;1394775;2169;38993;2529643;0;2529643
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42979;3632;131783;402391;1071374;-37899;1033475;2367;157242;2163;-3394;158378;315267;158509;297050;2500485;2163;2498322
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42979;41988;3745;0;1351128;-81231;1269898;0;0;0;0;0;92404;816022;122994;2347051;0;2347051
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;42979;37;27798;2173999;0;0;0;0;0;0;0;0;1132;119965;13966;2336899;0;2336899
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;I;2;UBERLANDIA;MG;42979;478;501058;67658;1230956;-124910;1106046;0;0;0;0;0;407897;126884;103346;2313367;0;2313367
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42979;15252;0;303056;710132;-40958;669174;0;0;0;0;0;51269;1115906;70390;2225047;0;2225047
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42979;85;2418;537067;1445598;-55291;1390307;0;0;0;0;0;15158;239189;29939;2214164;0;2214164
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42979;8644;484;0;725691;-19507;706183;0;0;0;0;0;23139;1338010;34484;2110945;0;2110945
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42979;19055;64;0;1088165;-47955;1040209;0;0;0;0;0;60713;880160;104496;2104698;0;2104698
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42979;3108;182840;104649;1649880;-52715;1597164;41;5431;963;-42;6393;185355;4105;8457;2092071;963;2091108
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42979;9580;1279;0;1127696;-107778;1019918;0;0;0;0;0;47376;885070;96690;2059913;0;2059913
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;42979;7156;968385;970312;6000;-30;5970;0;0;0;0;0;3392;189;96971;2052374;0;2052374
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42979;6608;429311;754576;349506;-24723;324783;0;0;0;0;0;424672;1882;3213;1945045;0;1945045
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42979;323102;303944;182932;503797;-10245;493552;0;0;0;0;0;584590;28674;16451;1933246;0;1933246
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;42979;7085;12998;386567;611525;-18310;593215;0;0;0;0;0;31457;832361;20873;1884556;0;1884556
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;42979;559;1641570;125774;7203;-37;7166;0;0;0;0;0;3727;79;97821;1876695;0;1876695
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42979;1846;105110;570114;663466;-2484;660982;0;0;0;0;0;528867;288;3463;1870671;0;1870671
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;42979;4;0;666860;1197395;-29526;1167868;0;0;0;0;0;14729;111;1205;1850778;0;1850778
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;42979;15;74001;1737949;0;0;0;0;0;0;0;0;1024;5841;4321;1823151;0;1823151
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;42979;14399;0;211333;641113;-31302;609811;0;0;0;0;0;38140;869900;46959;1790541;0;1790541
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42979;21780;0;301059;951207;-106394;844814;0;0;0;0;0;73309;470611;69195;1780768;0;1780768
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;42979;10;265759;1395137;33544;-66;33478;0;0;0;0;0;34137;52;16140;1744712;0;1744712
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42979;6747;20035;142532;886072;-70662;815410;0;0;0;0;0;50261;598577;77125;1710687;0;1710687
