Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2013;324917380;1169073;11676394;23854677;26084294;7287282;1548676;1;71620396;32314;1821627;2367183;6889607;7970421;19432878;3029572;41543602;114648;2576808;1053669;647935;0;0;0;4393060;568012;12119558;3840873;1193066;11428;0;3;17732938;67658;4943272;8223631;363911;60108;824;0;13659405;347739;1984902;1125051;1685563;939890;2273234;53691;8410071;348969;6099729;14718743;28616542;11089653;12159231;3962619;76995487;53252;4415961;17338184;13250102;1975845;4907782;46443;41987571;421;74184;717467;1734384;293384;13528;67;2833436;45741413
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/09/2013;267946054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74749;10111345;25067370;59147949;52396326;105084550;16063766;267946054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2013;238195703;900042;10821626;15149512;12656202;1846098;476914;8579;41858973;126801;1752687;3414488;5355498;1275121;576910;0;12501505;1013477;10453428;521194;0;0;0;0;11988099;136797;9502962;2456664;61246;706;0;0;12158375;14847;2779383;3907560;3250189;718075;185226;0;10855280;652272;2331410;2552240;2917124;568426;132052;0;9153525;79474;2870253;8644947;17523209;6421955;4236254;283073;40059166;12792;1908167;4001453;638930;140819;289108;0;6991268;10387;450116;3128170;4262436;663597;865828;1052;9381586;83247926
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2013;216508062;617567;9090835;14544135;15427273;3559455;1026415;0;44265678;184465;2063511;4444398;5100913;726701;33106;74;12553169;465577;8615260;2911697;2098;0;0;0;11994633;281906;8919321;980815;1530;0;0;0;10183572;27603;3352785;5378333;6061442;1061499;325890;0;16207551;732550;2109270;2234283;2123546;952943;151944;37;8304573;53031;2622198;7455667;13707125;5079249;3003416;426013;32346700;4206;949600;1410273;276762;833998;1490670;0;4965509;58002;113674;1185019;7027414;3931357;2361390;72652;14749509;60937169
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2013;130392717;2519050;9432382;14595125;26226909;5015518;1067143;0;58856128;583884;390139;468585;1050083;739226;182179;8;3414104;533215;1033531;3507702;37108;40399;0;0;5151955;57123;1386506;76634;0;0;0;0;1520263;208;38826;528925;753295;2827430;6555829;0;10704514;144988;779478;346561;25689;5265;712;0;1302693;265063;1818459;3821728;7572398;5612137;16863206;6605052;42558043;0;0;0;0;0;0;0;0;21448;1195280;1328630;3878028;316836;133868;10928;6885018;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2013;103733609;1292197;6814925;10167625;9818750;1972745;856275;74821;30997338;86573;892744;1924943;2255349;406706;858377;503034;6927727;688681;5100764;1240324;441716;211771;75421;1849;7760527;117917;7301250;2121471;87974;20935;7679;710;9657937;95967;3044500;4004957;3928012;786149;249511;0;12109095;681114;1982238;1876136;2435359;731225;375783;17864;8099719;24438;581808;1753001;2805945;1010986;499052;506;6675736;47;645989;1329733;107796;22812;10423;0;2116800;19066;670673;2580760;3461947;142699;1796106;0;8671251;10717478
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/09/2013;42754618;247184;4447514;4491856;4137965;801539;87381;0;14213440;37003;1378675;1660303;1317972;532559;359696;0;5286209;66748;1678817;190146;195;0;0;0;1935906;3087;1954687;461876;145755;112;34;0;2565550;2649;746732;466088;77883;517;0;0;1293869;21027;47228;8952;1959;0;0;0;79166;34083;909741;2417141;3903070;967298;338037;0;8569371;2420;404431;944516;95010;11108;6771;0;1464255;0;0;28427;105140;13475;0;0;147043;7199812
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/09/2013;41978798;307676;3318022;4586644;3230147;759066;88483;0;12290038;10925;190781;449554;569502;67440;416;0;1288619;88846;1730896;697469;5;16;0;16947;2534179;99415;2428189;420407;22696;1232;1745;1594;2975279;85752;2312647;3053665;1770924;671498;28481;36486;7959452;90888;135799;87563;113650;67265;34295;77;529537;13648;588244;660934;1577800;349867;58124;313;3248930;7477;758754;1314220;176113;12130;1147;0;2269841;3255;330405;812441;430008;5500;0;0;1581609;7301314
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2013;18845350;186360;1343373;1959715;1939682;406559;210475;0;6046164;75726;249233;635762;871776;126273;9;50;1958828;3324;64091;16500;0;0;0;0;83915;9773;116453;5931;0;0;0;0;132156;36495;643256;1034604;999659;539760;690880;0;3944654;1330;60990;38511;3884;205;0;0;104920;6014;352853;883510;1573688;617897;610122;18673;4062757;138;115765;220432;64712;5526;3610;0;410183;0;0;0;0;0;0;0;0;2101773
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/09/2013;13788173;6803;41018;77006;82815;29686;16;0;237343;24229;621299;726682;654649;56760;34;0;2083653;0;0;0;0;0;0;0;0;9819;2033238;449038;121;0;0;0;2492215;0;0;0;0;0;0;0;0;305;74479;7448;10852;3735;513;0;97332;78065;968911;2525605;3979331;1281657;44062;0;8877630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
