Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2013;325104626;5264878;5067035;7226228;14960470;8009050;2426442;0;42954104;1584071;1149535;1970056;2555922;306954;464;0;7567003;481426;885180;1767422;3043390;636373;607;0;6814397;1381043;9186515;23250839;59867535;55342233;90736183;5541994;245306341;675240;5355925;1302372;58179;240;0;0;7391956;719;126072;227649;6843;4507;1806;0;367595;1703485;4127810;3665512;3699037;1312834;172016;22538;14703231;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2013;219377918;229820;3880976;10834244;21907066;10678564;3864054;0;51394723;423218;2893139;7547155;9278163;3638522;1323853;0;25104050;45809;1297736;3453190;5325969;1117710;0;0;11240413;3528;267765;626171;1643816;1584463;6751544;4801024;15678310;1071458;14646897;2273141;8840;14;0;0;18000350;897021;10655165;27209549;21597778;13448097;14451387;915077;89174075;276496;1234686;3118399;925828;401422;316198;27;6273055;2512941
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2013;165412649;103002;1505715;3832042;7741815;3604693;22785;0;16810052;314780;2332014;4418524;4324118;410322;148430;0;11948187;1289605;5189719;12965336;20735304;2427854;4958;0;42612775;44516;449725;1356346;2571544;2357408;8696527;7039765;22515831;3768717;30236166;10026306;143276;5;0;0;44174470;2830;44669;77849;94501;70980;84971;0;375800;1185821;5210084;2647647;4258073;1027888;23359;0;14352871;12622664
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2013;123076267;138060;2471903;6618154;10720546;3860919;522133;0;24331715;640829;4187586;5245426;3984035;562091;164133;27;14784127;555960;3874228;9434167;12087037;1317849;4694;5;27273940;33431;220197;596972;1518662;1378798;4922956;3287132;11958148;2878894;12923440;5271114;122925;936;4;0;21197314;100596;2156660;4848281;3940510;1620653;801890;0;13468591;988686;4685331;1766099;1677783;454368;195678;10388;9778332;284101
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2013;117960197;579529;1452166;3688767;5725778;1903666;397813;6017;13753737;972459;1425949;3207885;4705109;996911;88662;1651;11398624;618229;4476287;10950362;15157756;1933803;6882;4678;33147997;24557;634112;1465544;3070511;2220926;5147924;1836115;14399689;1315703;11296923;2335837;442370;148685;34731;2581;15576830;28834;756186;967924;749597;209736;128444;0;2840719;1828028;5116225;2579585;3010091;1192728;348051;5061;14079770;12762832
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2013;40375895;159918;1024816;2557474;3663215;756442;769;0;8162634;3457;13039;39472;9515;526;6;0;66015;965914;4592092;10845087;13835700;1409768;550;5969;31655079;0;0;0;0;0;0;0;0;120185;115319;26892;28;0;0;0;262424;1902;5255;13114;26184;33401;48577;0;128432;3224;19257;36911;25974;13229;2715;0;101311;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/09/2013;19980889;197704;1876036;4927109;7917447;2581656;238499;84;17738535;14831;4740;7804;9739;601;32;0;37746;49181;159560;342709;266176;16279;0;0;833904;0;6;20;69;92;306;0;493;146598;1058278;0;0;0;0;0;1204876;0;0;0;0;0;0;0;0;3187;20641;56321;76282;8885;18;0;165335;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/09/2013;19700890;8533;91315;245724;412422;81980;2710;112;842796;590183;1483870;2113451;1184653;69202;3;5971;5447333;63479;419542;1043818;1440233;182545;290;0;3149907;5611;79271;189441;481139;253962;1911145;1071009;3991579;344460;2396281;345204;1226;0;0;153;3087325;19764;283076;899719;542165;75;0;0;1744798;174212;549376;603187;43525;16437;32302;18112;1437151;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/09/2013;12838538;13952;64688;159343;272473;63563;506;0;574524;91398;244276;558755;992469;123297;39;0;2010234;1944;7665;21749;26854;4481;8;0;62700;567;9963;23740;61246;56189;205670;141646;499023;822138;6539477;1544838;345579;361;0;0;9252393;0;0;56393;0;0;0;0;56393;53905;203913;68016;57288;32;0;116;383271;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/09/2013;12392683;42509;588708;1617359;2983297;1112204;116957;420;6461454;38327;523412;381149;202723;15248;32286;3;1193148;779;22007;60164;95636;18190;163;0;196939;1494;32695;91362;251295;226488;826985;542495;1972813;28359;45966;9448;2135;0;0;0;85909;23855;98375;490184;234892;153874;223415;0;1224596;107061;615233;185742;204861;88731;55933;263;1257825;0
