Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42248;4449;0;39655;146969;0;191073;89999;0;0;0;0;0;0;8334607;8615679;1705831;27543818;37865328;14190;1041977;38921495
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42248;323279;0;45422;1075349;0;1444049;119389;0;0;190445;0;0;190445;6286303;8040187;3383467;19246711;30670365;9157;1865464;32544986
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42248;348866;5010191;6042953;49906;0;11451916;9162233;0;147328;203543;0;0;350871;6434698;27399718;628;1171041;28571386;0;1184115;29755501
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42248;20145;2653020;17512514;137275;0;20322954;1281980;0;15270;0;0;0;15270;1940058;23560261;0;2282400;25842661;3;887980;26730644
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42248;42463;0;339739;4723746;0;5105948;11219;934060;1569024;2421053;204574;1146;5129857;8313674;18560698;1082912;4453725;24097335;24678;2440814;26562828
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42248;95006;0;8617269;3167614;0;11879889;1568236;1777693;939181;1843549;0;8912;4569335;172223;18189683;17482;4642260;22849425;1652;3602042;26453119
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42248;292173;0;111568;1459519;0;1863260;246469;0;0;0;0;0;0;527;2110256;16831366;5868469;24810090;5460;1472439;26287989
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42248;56660;0;569;44212;0;101441;788490;0;2393808;0;0;0;2393808;15632328;18916068;612362;3569566;23097996;276;1586707;24684979
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42248;0;0;60728;1556436;0;1617165;0;0;0;2712176;0;0;2712176;11970936;16300276;643;3604295;19905215;179543;2958759;23043517
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42248;400893;0;465317;3991348;11122;4868680;690370;643681;346798;3906670;3393254;0;8290403;3136020;16985472;53962;2417756;19457191;18661;2664567;22140418
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42248;102520;0;0;1558802;0;1661322;444998;0;0;32063;0;0;32063;5396524;7534906;2812352;7287635;17634894;759;1293556;18929209
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42248;0;0;0;7912774;0;7912774;518242;0;0;0;0;0;0;37271;8468288;4339332;3257369;16064989;0;2364074;18429063
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42248;1253151;2434748;114398;4994778;0;8797075;5709157;349924;49640;249505;0;0;649069;675293;15830594;0;802136;16632730;1622;1143390;17777742
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42248;49079;0;106140;5482742;0;5637961;125000;86269;448245;1072990;1620052;0;3227556;492190;9482708;385763;4781339;14649810;0;3119596;17769406
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42248;133687;13502;1094485;3702234;2533;4946441;447991;191907;239209;80386;1884398;233;2396133;5324331;13114896;45341;2637257;15797494;28148;971877;16797519
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;11606713;11606713;732;607053;12214498;6148;2205363;14426010
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42248;683783;1637802;84952;6313453;6583;8726573;863234;389363;0;209287;0;0;598650;302772;10491228;0;2032205;12523433;102;1328161;13851695
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42248;0;0;2861569;1315337;0;4176905;0;0;0;1614346;0;0;1614346;0;5791251;0;5753303;11544554;444679;1668480;13657713
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42248;59911;0;330574;101193;0;491678;2202997;1805;481892;4524064;0;1321991;6329751;1530089;10554516;64171;801282;11419968;35647;2183092;13638708
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42248;0;0;2514;166067;0;168581;1151493;0;0;0;0;0;0;871346;2191419;7085334;2343576;11620329;0;1244649;12864978
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42248;537112;290620;249052;6703131;0;7779916;962231;7456;188977;264721;75356;0;536510;4539;9283196;0;2404675;11687871;786;756758;12445415
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42248;730256;558634;27496;1289632;673483;3279501;149985;0;183849;0;0;0;183849;768465;4381801;0;5796396;10178197;0;1895593;12073790
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42248;3454;0;0;471514;0;474968;0;0;600667;306248;0;0;906915;2268184;3650067;726246;5071020;9447332;337;1396042;10843711
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42248;0;0;184300;236992;0;421292;0;0;0;468773;0;0;468773;7475399;8365464;0;733060;9098524;76321;1487639;10662484
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42248;859;0;121871;887588;0;1010319;0;0;0;0;0;0;0;4602430;5612748;415323;3501411;9529482;1415;879480;10410378
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9646633;9646633;0;352683;9999316
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42248;33065;0;358994;1474414;0;1866472;755500;563523;499921;702780;269838;0;2036062;3040470;7698504;263831;739712;8702047;65492;1180818;9948357
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42248;62309;0;62308;1627046;5257;1756921;11570;0;0;0;0;0;0;4316563;6085054;122266;2542242;8749562;3449;786206;9539217
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42248;21;0;0;735932;0;735953;1920621;0;0;0;0;0;0;0;2656573;769209;5057875;8483657;0;588242;9071899
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42248;0;0;0;683186;0;683186;0;0;77889;843770;0;0;921659;4350830;5955675;345;173320;6129341;181539;1295657;7606537
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42248;0;0;0;6437709;0;6437709;0;0;0;0;0;0;0;176863;6614572;0;189596;6804169;0;429696;7233865
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42248;0;0;142270;0;0;142270;0;0;0;780084;0;0;780084;3925961;4848315;0;637621;5485936;13205;1712906;7212047
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42248;37027;0;60444;1183967;0;1281437;80000;236887;1575443;95699;0;0;1908028;753766;4023232;226534;354687;4604453;2433;2167172;6774059
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42248;42526;0;249710;1811770;0;2104006;90460;115324;639498;394698;454933;0;1604452;467209;4266127;281518;1101951;5649596;7115;807078;6463790
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42248;0;0;280484;118267;0;398751;9000;0;0;935014;0;0;935014;3962234;5304998;200;467502;5772700;87493;601198;6461391
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42248;15623;0;252344;2320299;0;2588266;85611;42666;0;1768205;0;0;1810871;141067;4625815;0;85817;4711632;80;1389828;6101540
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42248;11770;0;112207;39248;0;163225;0;0;0;0;0;0;0;4748015;4911240;164;318944;5230348;47987;817750;6096085
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42248;0;0;100000;1367080;0;1467080;2000425;0;126140;221896;0;0;348036;268396;4083938;747712;479912;5311563;1275;658986;5971824
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42248;0;0;0;0;548114;548114;0;0;0;0;0;0;0;0;548114;0;127173;675287;0;5138346;5813633
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42248;0;0;278818;2414366;0;2693184;0;0;0;816384;0;0;816384;1221861;4731428;12559;123313;4867300;10819;578824;5456943
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42248;19;0;0;0;0;19;0;0;0;0;0;0;0;0;19;0;992210;992229;0;4316345;5308574
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42248;671373;776648;179309;2208483;0;3835813;388223;0;0;186320;0;0;186320;934;4411289;0;245351;4656641;0;634163;5290804
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;86;86;0;5115969;5116055;0;155987;5272042
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;4148952;4148952;0;220342;4369294;27444;847938;5244676
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42248;0;0;2367462;42739;0;2410200;0;0;0;17894;0;0;17894;428689;2856784;0;672135;3528919;10419;1431685;4971023
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42248;0;0;110322;0;0;110322;62383;0;0;0;0;0;0;0;172705;0;3139599;3312303;0;1460447;4772751
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42248;0;0;353306;0;0;353306;0;0;0;497517;0;0;497517;249770;1100592;7010;2902600;4010202;0;622512;4632714
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42248;2393;0;63676;558631;0;624700;106561;0;0;0;0;0;0;1298578;2029839;500624;1549770;4080232;243;530660;4611136
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42248;0;0;0;11745;0;11745;0;0;0;0;0;0;0;3393591;3405335;0;198177;3603513;43095;685121;4331729
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42248;106383;0;52094;2233333;0;2391811;260740;121335;48494;64817;318574;0;553220;162437;3368208;2364;253252;3623824;98;685762;4309684
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;3420417;3420417;0;136922;3557339;122;744160;4301620
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;273683;273683;0;3411498;3685181;0;360702;4045884
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42248;0;0;53050;0;0;53050;0;0;0;226156;0;0;226156;2943408;3222614;0;50398;3273012;28621;739397;4041030
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42248;0;0;0;3554235;0;3554235;0;0;0;0;0;0;0;0;3554235;0;246314;3800548;0;222703;4023251
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42248;514005;1075557;99046;1115549;398;2804556;31732;4504;0;135435;0;0;139939;88566;3064793;0;655105;3719898;5;286270;4006174
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42248;283071;0;0;1277867;26699;1587637;0;0;154360;0;0;0;154360;250958;1992954;0;800992;2793946;0;1094219;3888165
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42248;40390;0;14497;1774644;0;1829530;98792;90052;823702;16483;0;0;930238;199263;3057822;23129;176278;3257230;2580;527475;3787285
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42248;416;0;0;3224086;511;3225013;0;0;0;0;0;0;0;139847;3364860;0;177435;3542295;0;235324;3777619
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42248;11089;0;0;333653;0;344742;352776;0;153794;0;0;0;153794;1689137;2540448;504843;151526;3196817;0;448481;3645298
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42248;0;0;100891;1092868;0;1193759;0;0;0;0;0;0;0;262773;1456533;414352;1391903;3262787;0;320131;3582918
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42248;66065;0;4546;194061;0;264672;267872;64100;400133;1029960;529;0;1494722;576140;2603406;14450;185579;2803434;1018;583273;3387725
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583877;583877;0;2795578;3379456
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42248;270;0;2962;75096;0;78327;0;389642;0;394482;0;0;784124;604724;1467175;426;676561;2144162;851;934497;3079510
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42248;1205;0;0;118877;0;120081;0;0;0;0;0;0;0;0;120081;0;2669632;2789713;0;141853;2931565
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42248;232810;0;164679;1563191;33089;1993769;0;0;0;0;0;0;0;25233;2019003;0;126975;2145978;0;699945;2845923
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42248;186;0;28023;290715;0;318924;0;0;0;53149;0;0;53149;1267592;1639664;541156;157803;2338623;13;451706;2790343
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42248;71441;0;19867;754540;34418;880266;1018436;32261;20953;20085;0;0;73298;57625;2029625;0;497576;2527201;0;179868;2707070
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42248;0;0;40960;458829;0;499790;0;0;0;0;0;874315;874315;0;1374104;0;1066013;2440117;581;261035;2701733
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42248;38683;0;57493;866268;0;962444;57015;132072;0;333153;0;0;465225;422067;1906751;5;232390;2139145;1534;483352;2624031
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42248;0;0;106644;0;0;106644;0;0;0;0;0;412794;412794;0;519438;0;1198802;1718240;0;885238;2603478
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2465381;2465381;0;120404;2585785
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42248;126978;0;0;899701;11256;1037936;0;0;128461;0;0;0;128461;93230;1259627;897;952092;2212616;0;353134;2565750
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42248;0;0;397777;133591;0;531368;0;0;0;113344;0;0;113344;22491;667203;0;1040141;1707344;70934;771056;2549333
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42248;11134;0;201276;897915;153;1110478;21998;25203;24647;887;0;0;50737;0;1183212;0;797766;1980978;39;485304;2466321
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42248;0;0;396853;0;0;396853;0;0;0;0;0;3623;3623;0;400476;0;1519267;1919743;0;529269;2449013
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42248;11870;0;43501;951910;0;1007282;0;792358;6786;0;0;0;799143;39248;1845673;0;160704;2006377;0;327097;2333474
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42248;136659;0;126462;742210;0;1005331;4998;43002;0;374508;0;0;417509;108653;1536492;0;335160;1871652;614;398249;2270516
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42248;2966;0;165860;371917;0;540743;114444;129749;78858;4057;0;0;212664;814625;1682477;148767;80837;1912081;2538;350295;2264914
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;1742515;1742515;0;226699;1969214;3366;258460;2231041
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42248;12877;0;25563;950135;0;988574;260858;103492;0;0;0;0;103492;4891;1357815;56812;358309;1772936;0;232907;2005844
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42248;194696;0;0;448245;4473;647414;0;0;0;0;0;0;0;164795;812210;0;679705;1491915;0;338479;1830393
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42248;90425;0;0;519600;0;610025;0;0;0;0;0;0;0;725968;1335993;0;59106;1395099;105;391028;1786232
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42248;0;0;0;860622;387773;1248395;0;0;0;0;0;0;0;3468;1251862;0;61146;1313008;0;415400;1728408
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;1144650;1144650;0;515619;1660269;0;64710;1724979
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42248;216382;0;6212;774062;11785;1008442;0;0;0;0;0;0;0;9599;1018041;0;473021;1491061;0;219908;1710969
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42248;0;0;5421;461424;0;466845;0;0;0;871247;0;0;871247;0;1338091;0;36972;1375064;0;265588;1640651
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;102269;102269;0;43248;145518;0;1445050;1590568
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42248;0;0;487435;67934;0;555369;0;0;0;0;0;0;0;510372;1065741;1971;204454;1272167;20209;294777;1587153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42248;120133;0;0;1043461;18656;1182249;0;0;0;0;0;0;0;18871;1201121;0;119586;1320706;0;244035;1564741
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407979;1407979;0;115818;1523797
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42248;7;0;0;3955;0;3962;0;0;58115;0;0;0;58115;884960;947037;0;66413;1013449;0;506656;1520105
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42248;4406;0;31596;484362;0;520365;465338;35415;45380;0;0;239;81033;0;1066735;7332;130984;1205051;607;312854;1518512
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42248;20164;0;0;13185;0;33349;0;0;0;0;0;0;0;819892;853241;0;367957;1221198;1;288129;1509328
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42248;47;0;0;0;0;47;0;0;0;0;0;0;0;349378;349425;0;56915;406340;0;1054843;1461183
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42248;154241;0;0;762760;8166;925167;0;0;0;0;0;0;0;14327;939494;0;286595;1226089;0;218872;1444962
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42248;0;0;0;1153661;0;1153661;0;0;0;0;0;0;0;28563;1182224;0;90061;1272285;0;166229;1438513
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42248;56131;0;7850;440887;61350;566217;193;0;0;11650;0;0;11650;28391;606451;439;603849;1210739;340;225730;1436808
