Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42248;8594685;1209521;9804206;2062216;11866422;81626738;3265636;0;332745;98436;3696818;3763544;89087101;NA;0,0965;0,1101;0,1332;NA%;0,235
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42248;6828289;0;6828289;4037630;10865919;67386325;718607;0;2551436;23791;3293835;4779884;75460044;NA;0,0905;0,0905;0,144;NA%;0,0419
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42248;7037253;0;7037253;0;7037253;37887582;1275404;62633;7964648;558789;9861474;5260614;53009671;NA;0,1328;0,1328;0,1328;NA%;0,1274
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42248;6056877;0;6056877;1243603;7300480;34109233;924374;0;1465;17045;942884;5835041;40887158;NA;0,1481;0,1481;0,1786;NA%;0,0397
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42248;2641518;0;2641518;2529832;5171350;31179676;915073;7618;100918;0;1023609;6266595;38469881;NA;0,0687;0,0687;0,1344;NA%;0,0438
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42248;3022194;0;3022194;1986450;5008644;24071657;2720643;3114;5671028;1390703;9785488;1998893;35856038;NA;0,0843;0,0843;0,1397;NA%;0,1021
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42248;3784558;0;3784558;0;3784558;18793777;354177;618;6018311;1252777;7625883;1919257;28338918;NA;0,1335;0,1335;0,1335;NA%;0,0321
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42248;2871974;0;2871974;658928;3530901;18002011;169764;0;3245118;0;3414883;2058884;23475777;NA;0,1223;0,1223;0,1504;NA%;0,0169
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42248;2370388;0;2370388;719487;3089875;19968626;1498;46327;415200;0;463025;774932;21206583;NA;0,1118;0,1118;0,1457;NA%;0,0133
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42248;2385119;0;2385119;916469;3301588;18884602;53982;0;318887;0;372869;971467;20228938;NA;0,1179;0,1179;0,1632;NA%;0,1793
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42248;2950050;0;2950050;1034596;3984646;18480859;0;0;0;0;0;1199733;19680592;NA;0,1499;0,1499;0,2025;NA%;0,0089
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42248;1571935;0;1571935;569334;2141269;16308114;750753;171564;411009;0;1333325;982311;18623750;NA;0,0844;0,0844;0,115;NA%;0,0121
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42248;2789886;0;2789886;0;2789886;15397068;2251;0;51709;0;53960;1253983;16705011;NA;0,167;0,167;0,167;NA%;0,0908
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42248;2657108;0;2657108;0;2657108;11872759;400422;0;1276112;2062;1678597;1423015;14974370;NA;0,1774;0,1774;0,1774;NA%;0,0906
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42248;1856163;0;1856163;0;1856163;9975758;149491;0;2997695;0;3147186;841786;13964730;NA;0,1329;0,1329;0,1329;NA%;0,0166
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42248;2205363;0;2205363;0;2205363;12684663;22401;0;0;6716;29117;711980;13425759;NA;0,1643;0,1643;0,1643;NA%;0,0154
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42248;2325891;0;2325891;0;2325891;9502317;309284;126100;1177927;443436;2056747;912365;12471429;NA;0,1865;0,1865;0,1865;NA%;0,0067
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42248;648102;0;648102;669142;1317244;10271067;94335;0;47924;2632;144890;1461538;11877495;NA;0,0546;0,0546;0,1109;NA%;0,1158
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42248;1137222;0;1137222;829417;1966639;10583378;803474;0;7882;0;811356;102389;11497123;NA;0,0989;0,0989;0,1711;NA%;0,3374
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42248;1515116;0;1515116;0;1515116;10209795;89;0;0;0;89;1252051;11461935;NA;0,1322;0,1322;0,1322;NA%;0,0268
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42248;1485741;0;1485741;114691;1600432;10071622;0;0;0;0;0;829827;10901450;NA;0,1363;0,1363;0,1468;NA%;0,0013
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42248;1471063;0;1471063;17486;1488549;6117728;617411;0;2611127;164;3228702;1123149;10469579;NA;0,1405;0,1405;0,1422;NA%;0,0345
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42248;1213303;0;1213303;341192;1554495;9133131;82320;436;106234;7565;196555;698514;10028200;NA;0,121;0,121;0,155;NA%;0,1408
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42248;4316345;0;4316345;0;4316345;856183;0;0;2144315;6120742;8265057;392100;9513340;NA;0,4537;0,4537;0,4537;NA%;0
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42248;2144927;0;2144927;0;2144927;8164119;51096;0;322918;5041;379055;799598;9342773;NA;0,2296;0,2296;0,2296;NA%;0,1114
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42248;1066689;0;1066689;79276;1145965;8176961;5135;126155;318909;0;450198;141037;8768197;NA;0,1217;0,1217;0,1307;NA%;0,0298
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42248;1024671;0;1024671;0;1024671;4233910;1461764;0;2124345;16273;3602382;464037;8300329;NA;0,1234;0,1234;0,1234;NA%;0,0851
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42248;672897;764;673661;405406;1079066;7497475;1993;0;639;0;2631;652090;8152197;NA;0,0825;0,0826;0,1324;NA%;0,201
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42248;1200965;0;1200965;0;1200965;4086264;64922;86312;2373546;119618;2644398;846231;7576893;NA;0,1585;0,1585;0,1585;NA%;0,0131
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42248;1290088;0;1290088;0;1290088;4262385;127630;0;2373340;0;2500970;355880;7119235;NA;0,1812;0,1812;0,1812;NA%;0,0408
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42248;766263;0;766263;801164;1567427;6638711;51160;0;11318;0;62478;313622;7014811;NA;0,1092;0,1092;0,2234;NA%;0,0026
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42248;815965;0;815965;80296;896261;5688938;779314;0;0;0;779314;243202;6711454;NA;0,1216;0,1216;0,1335;NA%;0,0052
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42248;1286351;0;1286351;0;1286351;6117167;0;0;0;0;0;560721;6677887;NA;0,1926;0,1926;0,1926;NA%;0,0118
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42248;1184063;132478;1316540;0;1316540;5673173;25713;0;64014;156;89883;844656;6607712;NA;0,1792;0,1992;0,1992;NA%;0,0766
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42248;1033145;0;1033145;0;1033145;5621067;108462;0;384998;0;493460;416158;6530684;NA;0,1582;0,1582;0,1582;NA%;0,1003
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42248;1980901;0;1980901;0;1980901;5531465;17211;3500;337982;131164;489858;495803;6517126;NA;0,304;0,304;0,304;NA%;0,1925
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42248;781219;0;781219;0;781219;5259022;66512;0;622973;0;689485;216907;6165414;NA;0,1267;0,1267;0,1267;NA%;0,0275
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42248;1134644;0;1134644;0;1134644;4940574;27159;0;69402;0;96561;1032792;6069927;NA;0,1869;0,1869;0,1869;NA%;0,2342
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42248;881658;0;881658;0;881658;4754225;24182;0;90863;0;115045;704931;5574202;NA;0,1582;0,1582;0,1582;NA%;0,0921
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42248;2789289;0;2789289;0;2789289;2836128;0;0;0;0;0;2464149;5300278;NA;0,5263;0,5263;0,5263;NA%;0,0067
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42248;878479;0;878479;0;878479;3294400;22563;0;1212130;0;1234694;189843;4718937;NA;0,1862;0,1862;0,1862;NA%;0,0023
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42248;1211222;0;1211222;0;1211222;3746068;11834;0;26398;25389;63621;664747;4474437;NA;0,2707;0,2707;0,2707;NA%;0,3405
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42248;676833;0;676833;0;676833;4064889;86217;0;0;0;86217;299476;4450581;NA;0,1521;0,1521;0,1521;NA%;0,0044
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42248;556782;0;556782;0;556782;3353528;0;0;19414;0;19414;949357;4322299;NA;0,1288;0,1288;0,1288;NA%;0,0082
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42248;577220;0;577220;0;577220;4202358;0;0;0;0;0;66215;4268573;NA;0,1352;0,1352;0,1352;NA%;0,0304
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42248;422547;0;422547;87314;509862;3971744;17255;10236;91218;0;118709;156850;4247304;NA;0,0995;0,0995;0,12;NA%;0,0228
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42248;1079568;0;1079568;0;1079568;3852721;0;0;0;0;0;210850;4063571;NA;0,2657;0,2657;0,2657;NA%;0,0177
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42248;1448207;0;1448207;0;1448207;3867244;12935;0;0;0;12935;176059;4056238;NA;0,357;0,357;0,357;NA%;0,0249
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42248;839309;0;839309;0;839309;3730906;6174;0;0;0;6174;274443;4011523;NA;0,2092;0,2092;0,2092;NA%;0,004
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42248;564160;0;564160;0;564160;3707433;3807;0;0;0;3807;288402;3999643;NA;0,1411;0,1411;0,1411;NA%;0,0598
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42248;683388;0;683388;25117;708505;3670965;0;0;0;0;0;326524;3997489;NA;0,171;0,171;0,1772;NA%;0,0174
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42248;749438;0;749438;0;749438;3493070;0;0;6359;0;6359;357128;3856557;NA;0,1943;0,1943;0,1943;NA%;0,0677
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42248;638009;0;638009;0;638009;2354940;13418;0;1189400;0;1202819;155065;3712823;NA;0,1718;0,1718;0,1718;NA%;0,051
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42248;449267;0;449267;0;449267;2470263;0;0;780043;0;780043;192729;3443034;NA;0,1305;0,1305;0,1305;NA%;0,0991
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42248;565384;0;565384;0;565384;3116857;12629;0;0;0;12629;265225;3394711;NA;0,1665;0,1665;0,1665;NA%;0,0117
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42248;625331;0;625331;0;625331;3009925;10684;0;2800;0;13484;282875;3306283;NA;0,1891;0,1891;0,1891;NA%;0,1733
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42248;483259;0;483259;12047;495306;2546668;137869;0;316288;0;454157;229472;3230297;NA;0,1496;0,1496;0,1533;NA%;0,0703
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42248;913890;0;913890;0;913890;2538008;0;0;3795;0;3795;640269;3182071;NA;0,2872;0,2872;0,2872;NA%;0,3301
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42248;614182;0;614182;0;614182;2550340;304314;26;51622;4656;360618;169731;3080689;NA;0,1994;0,1994;0,1994;NA%;0,1396
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42248;509009;0;509009;0;509009;2375551;36283;0;539296;0;575579;76812;3027941;NA;0,1681;0,1681;0,1681;NA%;0,0097
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42248;448481;0;448481;0;448481;2743940;48731;0;4075;0;52805;147629;2944375;NA;0,1523;0,1523;0,1523;NA%;0,0008
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42248;885238;0;885238;0;885238;2529821;0;0;0;0;0;276982;2806803;NA;0,3154;0,3154;0,3154;NA%;0,0005
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42248;373722;0;373722;0;373722;2615047;19747;25905;49253;392;95297;66807;2777151;NA;0,1346;0,1346;0,1346;NA%;0,2239
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42248;410065;0;410065;0;410065;2441389;2858;0;0;0;2858;217997;2662243;NA;0,154;0,154;0,154;NA%;0,0126
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42248;1026883;0;1026883;0;1026883;2251587;0;0;0;0;0;373216;2624803;NA;0,3912;0,3912;0,3912;NA%;0,0669
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42248;570776;0;570776;0;570776;2155224;74733;0;70418;0;145152;196586;2496961;NA;0,2286;0,2286;0,2286;NA%;0,0065
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42248;284181;0;284181;104439;388620;2181054;0;0;12211;2;12214;288491;2481759;NA;0,1145;0,1145;0,1566;NA%;0,2476
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42248;317329;0;317329;0;317329;1337258;505249;0;358777;0;864026;183032;2384317;NA;0,1331;0,1331;0,1331;NA%;0,0075
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42248;255677;72995;328671;0;328671;1975736;0;0;0;0;0;368555;2344291;NA;0,1091;0,1402;0,1402;NA%;0,0091
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42248;317115;0;317115;0;317115;2064909;8048;3622;42335;3219;57225;157323;2279457;NA;0,1391;0,1391;0,1391;NA%;0,0314
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42248;391241;0;391241;0;391241;1634141;0;0;656;0;656;626254;2261052;NA;0,173;0,173;0,173;NA%;0,1651
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42248;451504;0;451504;0;451504;1451316;41104;0;600336;0;641439;135358;2228114;NA;0,2026;0,2026;0,2026;NA%;0,005
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42248;699657;0;699657;0;699657;2201900;NA;NA;NA;NA;NA;NA;2201900;NA;0,3178;0,3178;0,3178;NA%;0,0246
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42248;255995;0;255995;63169;319164;2029061;0;0;0;0;0;172601;2201661;NA;0,1163;0,1163;0,145;NA%;0,014
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42248;217853;0;217853;151084;368937;1361883;4225;2391;334418;22800;363835;398874;2124591;NA;0,1025;0,1025;0,1737;NA%;0,1466
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42248;349840;0;349840;0;349840;1764941;34596;0;93555;6991;135142;162884;2062966;NA;0,1696;0,1696;0,1696;NA%;0,0147
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42248;223356;0;223356;73260;296616;1247595;462664;800;188445;2309;654218;109935;2011749;NA;0,111;0,111;0,1474;NA%;0,0629
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42248;588242;0;588242;0;588242;944326;24514;0;621544;0;646057;336010;1926393;NA;0,3054;0,3054;0,3054;NA%;0,0343
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42248;467203;0;467203;0;467203;1586412;8189;0;0;0;8189;95334;1689935;NA;0,2765;0,2765;0,2765;NA%;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42248;304240;0;304240;2242;306482;1444246;106150;0;0;0;106150;105259;1655655;NA;0,1838;0,1838;0,1851;NA%;0,0693
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42248;305139;0;305139;0;305139;1223119;245803;0;0;0;245803;182644;1651566;NA;0,1848;0,1848;0,1848;NA%;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42248;310545;0;310545;0;310545;1308273;0;0;0;0;0;262371;1570644;NA;0,1977;0,1977;0,1977;NA%;0,0255
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42248;265588;0;265588;0;265588;1414319;0;0;0;0;0;140123;1554442;NA;0,1709;0,1709;0,1709;NA%;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42248;702913;0;702913;0;702913;1256903;0;0;0;0;0;170042;1426945;NA;0,4926;0,4926;0,4926;NA%;0,0059
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42248;218131;0;218131;0;218131;872563;66738;0;13394;0;80132;469378;1422072;NA;0,1534;0,1534;0,1534;NA%;0,1027
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42248;383519;0;383519;0;383519;1079607;37;0;164693;6257;170987;114270;1364863;NA;0,281;0,281;0,281;NA%;0,0339
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42248;402717;0;402717;0;402717;1352153;NA;NA;NA;NA;NA;NA;1352153;NA;0,2978;0,2978;0,2978;NA%;0,0171
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42248;255870;0;255870;0;255870;1252786;0;0;0;0;0;49750;1302536;NA;0,1964;0,1964;0,1964;NA%;0,005
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42248;233308;0;233308;0;233308;1183763;0;0;17824;0;17824;64484;1266071;NA;0,1843;0,1843;0,1843;NA%;0,1823
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42248;196999;0;196999;0;196999;1134334;0;0;0;0;0;100401;1234735;NA;0,1595;0,1595;0,1595;NA%;0,2291
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;;C;2;VITORIA;ES;42248;116417;0;116417;0;116417;1092729;0;0;76412;0;76412;60006;1229147;NA;0,0947;0,0947;0,0947;NA%;0,184
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42248;146787;0;146787;0;146787;1096741;0;0;38932;4239;43171;28874;1168785;NA;0,1256;0,1256;0,1256;NA%;0,0302
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42248;196205;0;196205;5605;201811;1056873;0;0;0;0;0;71729;1128602;NA;0,1738;0,1738;0,1788;NA%;0,1864
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42248;251409;0;251409;0;251409;946088;351;0;81131;8300;89782;69590;1105460;NA;0,2274;0,2274;0,2274;NA%;0,44
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42248;174113;0;174113;11388;185501;853450;11088;0;6463;0;17551;208170;1079170;NA;0,1613;0,1613;0,1719;NA%;0,0335
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42248;504132;0;504132;0;504132;952269;49805;0;0;0;49805;67847;1069921;NA;0,4712;0,4712;0,4712;NA%;0,0159
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42248;199231;0;199231;0;199231;900572;0;0;0;0;0;117487;1018058;NA;0,1957;0,1957;0,1957;NA%;0,0785
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42248;391028;0;391028;0;391028;936952;0;1288;0;0;1288;61450;999690;NA;0,3911;0,3911;0,3911;NA%;0,0004
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42248;199206;0;199206;0;199206;917053;0;0;0;0;0;65386;982440;NA;0,2028;0,2028;0,2028;NA%;0,1493
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;;I;2;CAXIAS DO SUL;RS;42248;186876;0;186876;0;186876;899263;0;0;19;0;19;76759;976041;NA;0,1915;0,1915;0,1915;NA%;0,0041
BANIF - PRUDENCIAL;1000080130;b1;;C;3;SAO PAULO;SP;42248;111218;0;111218;0;111218;921504;12465;0;35;0;12500;0;934004;NA;0,1191;0,1191;0,1191;NA%;0,4274
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42248;119428;0;119428;119686;239114;636372;245760;0;0;0;245760;35252;917383;NA;0,1302;0,1302;0,2606;NA%;0,0295
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42248;155155;0;155155;13227;168383;844850;0;0;0;0;0;64514;909364;NA;0,1706;0,1706;0,1852;NA%;0,109
