Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;42248;1403991805;708639938;1330624233;1103096362;73367572;3127655;136633692;0,162;0,1527;5556;1477
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;42248;1209739847;473083700;1101488679;790388625;108251168;5896673;124762890;0,1611;0,2972;3861;929
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;42248;1156131542;666055525;1129036369;993910209;27095173;2742910;80338997;0,1422;0,1342;3405;844
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;42248;938574801;398579225;904781214;614320504;33793587;3124459;98773003;0,1471;0,165;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;42248;875330130;366049187;789083318;634328187;86246812;4119984;93090091;0,1446;0,3862;4635;1231
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;42248;703733156;262249270;643850865;438561558;59882290;1359623;61567603;0,1583;0,1961;2750;1179
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;42248;288390573;75343114;269516364;178535059;18874208;1848047;24468698;0,1382;0,4482;13;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;42248;178675438;70960059;168602772;109959627;10072666;-241496;15677438;0,1325;0,1699;853;459
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42248;145457239;54752956;136739478;114857394;8717762;433104;11866422;0,1332;0,235;109;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42248;110551908;51554781;102774224;67936003;7777684;136935;10865919;0,144;0,0419;107;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42248;81006432;19794933;73665397;36130264;7341035;211035;7037253;0,1328;0,1274;134;18
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42248;65264763;31360043;59149828;50114482;6114936;359331;7300480;0,1786;0,0397;533;205
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42248;48437017;7390324;44851312;24353866;3585705;187514;5008644;0,1397;0,1021;10;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42248;44749912;10161848;41760899;12297056;2989013;113671;3530901;0,1504;0,0169;10;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42248;41524455;13996014;38781928;18778996;2742527;42816;5171350;0,1344;0,0438;303;3
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42248;41115843;1689342;37151778;10895473;3964065;60291;3784558;0,1335;0,0321;8;1
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42248;38921495;3179217;37879518;8615679;1041977;-88542;1024671;0,1234;0,0851;5;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42248;32544986;4862524;30679522;8040187;1865464;123050;1856163;0,1329;0,0166;3;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42248;29755501;14088483;28571386;27399718;1184115;35505;1316540;0,1992;0,0766;5;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42248;26730644;10289220;25842664;23560261;887980;41741;881658;0,1582;0,0921;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42248;26562828;12258380;24122013;18560698;2440814;95041;3089875;0,1457;0,0133;6;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42248;26453119;17705671;22851077;18189683;3602042;44294;3301588;0,1632;0,1793;4;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42248;26287989;555649;24815550;2110256;1472439;16283;1488549;0,1422;0,0345;2;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42248;24684979;16175580;23098272;18916068;1586707;15853;2141269;0,115;0,0121;17;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42248;23043517;19948150;20084759;16300276;2958759;175391;3984646;0,2025;0,0089;1;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42248;22140418;12686338;19475851;16985472;2664567;85564;2657108;0,1774;0,0906;38;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42248;18929209;2121166;17635653;7534906;1293556;65879;1290088;0,1812;0,0408;2;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42248;18429063;95467;16064989;8468288;2364074;126472;2325891;0,1865;0,0067;2;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42248;17777742;4100935;16634352;15830594;1143390;39507;1134644;0,1869;0,2342;135;27
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42248;17769406;7693373;14649810;9482708;3119596;33195;1966639;0,1711;0,3374;23;0
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42248;16797519;7734336;15825642;13114896;971877;24041;1317244;0,1109;0,1158;36;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42248;14426010;12040878;12220646;11606713;2205363;42722;2205363;0,1643;0,0154;3;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42248;13851695;9361941;12523535;10491228;1328161;24339;1554495;0,155;0,1408;118;7
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42248;13657713;11392652;11989233;5791251;1668480;48527;1515116;0,1322;0,0268;1;0
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42248;13638708;7893671;11455616;10554516;2183092;30599;2144927;0,2296;0,1114;46;1
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42248;12864978;0;11620329;2191419;1244649;17484;1200965;0,1585;0,0131;2;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42248;12445415;8398570;11688657;9283196;756758;14104;1079066;0,1324;0,201;195;3
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42248;12073790;3827433;10178197;4381801;1895593;75057;2789886;0,167;0,0908;124;3
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42248;10843711;1901798;9447669;3650067;1396042;15009;781219;0,1267;0,0275;3;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42248;10662484;10318592;9174845;8365464;1487639;60934;1600432;0,1468;0,0013;2;0
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42248;10410378;2989041;9530898;5612748;879480;17395;878479;0,1862;0,0023;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42248;9999316;278120;9646633;0;352683;0;146787;0,1256;0,0302;0;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42248;9948357;4775291;8767539;7698504;1180818;10363;1145965;0,1307;0,0298;12;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42248;9539217;3552354;8753011;6085054;786206;30849;1567427;0,2234;0,0026;1;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42248;9071899;17075;8483657;2656573;588242;17477;588242;0,3054;0,0343;1;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42248;7606537;6438060;6310880;5955675;1295657;62965;1286351;0,1926;0,0118;1;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42248;7233865;3559909;6804169;6614572;429696;11042;305139;0,1848;0;2;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42248;7212047;5690796;5499141;4848315;1712906;25400;1033145;0,1582;0,1003;1;0
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42248;6774059;3757864;4606886;4023232;2167172;35200;1980901;0,304;0,1925;2;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42248;6463790;3166186;5656712;4266127;807078;-46052;509862;0,12;0,0228;7;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42248;6461391;4139898;5860193;5304998;601198;25935;577220;0,1352;0,0304;1;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42248;6101540;3906454;4711712;4625815;1389828;36507;1211222;0,2707;0,3405;2;0
