Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42248;223959;16191456;33289515;48759836;-3061588;45698248;7813;278572;88965;-27836;347512;13678223;713941;498019;110640872;88965;110551908
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42248;707923;16432629;24853185;14039898;-773629;13266269;1027;206904;19980;-5734;222177;21450413;3113363;980454;81026412;19980;81006432
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42248;642892;657965;20040098;29624567;-2047466;27577101;302;124552;62151;-7025;179980;6772371;9145290;311217;65326914;62151;65264763
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42248;1997996;13170825;16984073;7010860;-355128;6655732;0;0;0;0;0;8816064;18132;794196;48437017;0;48437017
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42248;11484;4017152;6809483;6238720;-281476;5957243;0;44834;0;0;44834;27373434;459158;77123;44749912;0;44749912
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42248;258206;11777096;12647823;13195609;-1006284;12189325;0;0;0;0;0;4121032;300922;230050;41524455;0;41524455
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42248;437792;10233078;17399095;960909;-3045;957864;0;0;0;0;0;11887492;79177;121344;41115843;0;41115843
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42248;7754;5059494;4118336;974248;-84298;889950;3098;815723;86416;-20267;884970;27924568;18359;104479;39007911;86416;38921495
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42248;174440;1895220;5646150;3231439;-11230;3220209;0;0;0;0;0;21473965;104183;30819;32544986;0;32544986
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42248;359528;8094061;5885265;13934598;-4779;13929819;0;0;0;0;0;820943;564938;100948;29755501;0;29755501
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42248;7586;6791958;8200030;9224179;-35748;9188431;0;0;0;0;0;1525153;930675;86811;26730644;0;26730644
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42248;44279;6682019;5154921;11513974;-219992;11293981;0;0;0;0;0;3286480;55935;45213;26562828;0;26562828
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42248;99502;1342532;2288252;16602623;-1035320;15567302;714;59420;45566;-3729;101971;5737207;754912;607008;26498685;45566;26453119
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42248;39245;5461172;14526013;555649;-2932;552717;0;0;0;0;0;5515493;140630;52718;26287989;0;26287989
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42248;575718;3482609;1629794;13578718;-420432;13158286;0;0;0;0;0;5809663;1195;27714;24684979;0;24684979
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42248;2525;842220;1043817;19634063;-908121;18725942;2697;183727;64713;-6474;244663;2085629;115239;48194;23108231;64713;23043517
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42248;122311;4811269;1935692;11265290;-570442;10694847;0;0;0;0;0;3666309;667538;242453;22140418;0;22140418
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42248;65729;5685844;3795583;897171;-28598;868573;0;0;0;0;0;8410454;46889;56137;18929209;0;18929209
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42248;155741;9342959;6448633;95467;0;95467;0;0;0;0;0;2370376;233;15653;18429063;0;18429063
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42248;203276;6302840;5689549;3630816;-281715;3349101;289;78737;45131;-4534;119624;1078361;805641;274481;17822873;45131;17777742
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42248;39979;1908758;3329199;7413342;-437492;6975850;0;1727;1526;-3;3251;3183532;404510;1925853;17770932;1526;17769406
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42248;481868;938184;5657806;6279406;-705757;5573650;2149;245163;100891;-18970;329233;3357753;378853;181063;16898410;100891;16797519
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42248;30;537494;1661679;12032779;-387296;11645482;0;0;0;0;0;546703;709;33912;14426010;0;14426010
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42248;153839;1126667;1094745;9361941;-526571;8835370;0;0;0;0;0;1685877;694315;260883;13851695;0;13851695
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42248;15508;384298;26187;11387660;-241937;11145723;92;64683;59836;-431;124180;1807579;173468;40605;13717549;59836;13657713
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42248;5225;682365;4314749;6951383;-131228;6820154;3139;320386;98761;-8193;414094;1091743;107073;302066;13737469;98761;13638708
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42248;5814;2592965;7807726;0;0;0;0;0;0;0;0;2405154;205;53114;12864978;0;12864978
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42248;268989;1977971;785951;8228273;-744979;7483294;0;0;0;0;0;1121647;583704;223860;12445415;0;12445415
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42248;37147;388533;6078039;3788766;-171874;3616891;0;0;0;0;0;1337532;348601;267046;12073790;0;12073790
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42248;41520;2025349;1522216;612004;-543;611461;0;0;0;0;0;6620113;993;22060;10843711;0;10843711
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42248;60726;41667;263;9043722;-365057;8678665;251;32052;5852;-4184;33970;1810960;39416;2670;10668336;5852;10662484
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42248;19648;2154154;1263350;760512;0;760512;0;0;0;0;0;6205930;4212;2572;10410378;0;10410378
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42248;3;1633539;7759320;278120;0;278120;0;0;0;0;0;218641;110;109583;9999316;0;9999316
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42248;123450;444676;3459743;4267187;-166661;4100526;0;0;0;0;0;1397077;388716;34168;9948357;0;9948357
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42248;493231;1545951;729722;3222226;-6951;3215275;0;0;0;0;0;1790069;1759887;5081;9539217;0;9539217
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42248;624395;2074640;1158015;0;0;0;0;0;0;0;0;5194155;363;20330;9071899;0;9071899
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42248;17944;1048674;4013;6267368;-244998;6022370;549;55739;21927;-3231;74984;400003;35933;24543;7628464;21927;7606537
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42248;22100;3491538;1;1296966;-42894;1254072;5922;2136386;3735;-76139;2069904;263697;11733;124557;7237600;3735;7233865
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42248;19063;324494;786921;5689054;-251807;5437248;0;0;0;0;0;527606;9091;107625;7212047;0;7212047
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42248;33766;254422;1915583;2904260;-139861;2764399;0;0;0;0;0;1197402;86450;522037;6774059;0;6774059
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42248;62376;976318;1104082;2892842;-208853;2683989;0;0;0;0;0;1553608;41967;41449;6463790;0;6463790
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42248;8163;684439;1342703;4038335;-70942;3967394;696;160824;67472;-2857;226136;252819;23749;23461;6528864;67472;6461391
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42248;469;1180368;266436;3845679;-96377;3749301;0;0;0;0;0;251543;62856;590566;6101540;0;6101540
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42248;1467;57600;1545;6092732;-213181;5879551;0;0;0;0;0;138446;12860;4617;6096085;0;6096085
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42248;15268;286058;3978703;836390;-27482;808907;0;0;0;0;0;835010;14149;33729;5971824;0;5971824
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42248;25;1977403;799050;1260512;-74849;1185663;0;0;0;0;0;67786;1732972;50732;5813633;0;5813633
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42248;6678;429396;219660;4581838;-108555;4473283;54;1288;338;-103;1578;254807;63490;8389;5457281;338;5456943
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42248;342;896918;4003591;0;0;0;0;0;0;0;0;407643;0;80;5308574;0;5308574
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42248;173865;724842;696456;3354482;-179284;3175197;0;0;0;0;0;260624;142594;117226;5290804;0;5290804
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42248;0;618161;4353783;111298;-34;111265;0;0;0;0;0;131981;34;56818;5272042;0;5272042
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42248;2420;504397;0;4440562;-238075;4202487;2453;262816;122302;-18737;368833;252192;24936;11712;5366977;122302;5244676
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42248;500;187768;1148945;3344561;-214182;3130379;0;664;664;0;1328;464037;13325;25404;4971687;664;4971023
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42248;4417;0;199153;1964715;-566152;1398563;0;0;0;0;0;3114494;7864;48259;4772751;0;4772751
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42248;31672;0;493925;1606975;-323681;1283294;0;0;0;0;0;2811298;7472;5052;4632714;0;4632714
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42248;7159;1040616;881805;279763;-8974;270789;0;0;0;0;0;2405632;174;4960;4611136;0;4611136
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42248;5965;378757;20225;3925173;-218266;3706908;1014;39418;15438;-1710;54160;157952;9152;14047;4347167;15438;4331729
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42248;30466;781467;1068809;1802734;-67433;1735302;163;2357;949;-66;3403;541889;61854;87443;4310633;949;4309684
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42248;751;0;642715;3609098;-198232;3410866;0;0;0;0;0;209815;3725;33747;4301620;0;4301620
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42248;331;2372034;1217214;25588;-261;25327;0;0;0;0;0;18674;184472;227830;4045884;0;4045884
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42248;547;0;3492;3978908;-225249;3753659;0;56546;3646;-212;59981;174324;49716;2957;4044676;3646;4041030
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42248;5;3666430;232326;0;0;0;0;0;0;0;0;3552;1539;119399;4023251;0;4023251
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42248;96768;646771;645176;1969100;-118563;1850538;0;0;0;0;0;407208;261432;98281;4006174;0;4006174
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42248;4275;0;1712121;1991341;-74344;1916997;0;0;0;0;0;43939;47792;163042;3888165;0;3888165
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42248;53753;469229;830254;1381985;-60655;1321330;0;0;0;0;0;829047;184615;99057;3787285;0;3787285
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42248;22;2890905;568619;49354;-113;49240;0;0;0;0;0;6466;134525;127842;3777619;0;3777619
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42248;40628;0;787531;1299740;-42103;1257637;0;0;0;0;0;1550297;8862;344;3645298;0;3645298
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42248;31610;397399;1802740;0;0;0;0;0;0;0;0;1347943;747;2479;3582918;0;3582918
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42248;194041;918360;567635;1200013;-43671;1156342;0;0;0;0;0;456613;87438;7297;3387725;0;3387725
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42248;184;865847;569064;2180028;-481513;1698515;0;0;0;0;0;208562;185;37099;3379456;0;3379456
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42248;2530;93524;695167;1512689;-32594;1480095;1826;158011;2163;-4279;157721;316649;29767;306220;3081673;2163;3079510
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42248;4;1931733;854143;46583;-656;45927;0;0;0;0;0;4150;187;95421;2931565;0;2931565
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42248;24074;0;817163;1886466;-61892;1824574;0;0;0;0;0;17628;13081;149402;2845923;0;2845923
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42248;3590;695260;1094373;197947;-990;196957;0;0;0;0;0;796895;798;2469;2790343;0;2790343
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42248;478146;1119380;315147;299947;-9209;290739;0;0;0;0;0;469769;22815;11075;2707070;0;2707070
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42248;10264;72823;248193;2164829;-301451;1863378;348;13925;7279;-348;21205;346439;143711;2999;2709012;7279;2701733
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42248;34675;522015;84953;1293216;-29267;1263949;0;0;0;0;0;624209;58713;35516;2624031;0;2624031
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42248;485;209910;143265;1627579;-561816;1065762;0;0;0;0;0;1183596;0;460;2603478;0;2603478
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42248;1;439419;1970472;67077;0;67077;0;0;0;0;0;59664;36;49116;2585785;0;2585785
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42248;8566;3720;721544;1515622;-75237;1440385;0;0;0;0;0;243420;80758;67357;2565750;0;2565750
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42248;4694;198410;145143;2048691;-37275;2011416;-138;5528;2803;-202;7991;173396;5916;5169;2552137;2803;2549333
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42248;2625;443176;896896;439037;-35479;403558;0;0;0;0;0;398263;18686;303116;2466321;0;2466321
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42248;10051;221959;17791;1468514;-480467;988048;0;0;0;0;0;1163686;447;47031;2449013;0;2449013
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42248;63;232459;120564;1919758;-60167;1859591;0;0;0;0;0;55887;56400;8509;2333474;0;2333474
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42248;699;547464;76430;1281859;-110255;1171605;0;0;0;0;0;312512;90218;71589;2270516;0;2270516
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42248;3585;806366;565901;698728;-33236;665491;0;0;0;0;0;216705;1086;5779;2264914;0;2264914
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42248;1244;266578;67658;1804551;-52108;1752443;118;6802;1837;-157;8600;117217;13903;5233;2232877;1837;2231041
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42248;46184;266052;909570;499289;-16311;482978;0;0;0;0;0;138510;127967;34582;2005844;0;2005844
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42248;7897;500;0;1201799;-124802;1076997;0;0;0;0;0;39179;618099;87722;1830393;0;1830393
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42248;1969;579035;304361;914961;-22905;892055;0;0;0;0;0;7385;1270;157;1786232;0;1786232
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42248;28;18620;375853;1264755;-33600;1231155;0;0;0;0;0;13773;67517;21461;1728408;0;1728408
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42248;4195;0;528615;18008;-2090;15918;0;0;0;0;0;11905;1152284;12063;1724979;0;1724979
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42248;30824;624;0;943371;-51156;892215;0;0;0;0;0;51938;647548;87820;1710969;0;1710969
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;;I;3;SAO PAULO;SP;42248;2345;569895;0;1064956;-38174;1026782;0;0;0;0;0;41630;0;0;1640651;0;1640651
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42248;78;0;705211;906094;-28022;878072;0;0;0;0;0;5525;92;1590;1590568;0;1590568
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42248;19810;1319;200678;1334614;-30578;1304035;4;19084;13628;-429;32287;39300;2064;1287;1600780;13628;1587153
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42248;15663;0;64783;594463;-52689;541775;0;0;0;0;0;37433;838825;66263;1564741;0;1564741
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42248;53;0;1399106;107613;-570;107043;0;0;0;0;0;12383;118;5094;1523797;0;1523797
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42248;1909;61599;463061;0;0;0;0;0;0;0;0;982168;3110;8257;1520105;0;1520105
FATOR - PRUDENCIAL;1000080350;b1;;C;2;SAO PAULO;SP;42248;439;18997;1088685;101382;-11367;90015;0;0;0;0;0;158681;1313;160382;1518512;0;1518512
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42248;642;324183;67021;1057783;-50025;1007758;0;0;0;0;0;63269;28921;17535;1509328;0;1509328
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42248;0;0;342109;1083600;-34181;1049419;0;0;0;0;0;27801;35802;6052;1461183;0;1461183
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42248;13139;65;0;749000;-44843;704157;0;0;0;0;0;37332;611386;78881;1444962;0;1444962
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42248;60;159210;1046999;118370;-2434;115936;0;0;0;0;0;11566;89087;15656;1438513;0;1438513
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42248;369736;314101;72809;387092;-9481;377611;0;0;0;0;0;242101;36242;24209;1436808;0;1436808
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42248;11846;0;130;410732;-11751;398981;0;0;0;0;0;25236;960062;24897;1421151;0;1421151
BRASIL PLURAL - PRUDENCIAL;1000080941;b1;;C;2;RIO DE JANEIRO;RJ;42248;4818;396297;558096;104827;-821;104006;0;0;0;0;0;258523;32036;56858;1410634;0;1410634
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42248;8322;677039;550331;25550;-477;25073;0;0;0;0;0;2049;106;51906;1314824;0;1314824
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42248;8512;0;0;718830;-58862;659967;0;0;0;0;0;32308;539720;67817;1308325;0;1308325
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42248;40;738260;336284;48600;-180;48420;0;0;0;0;0;2952;117457;53633;1297047;0;1297047
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;42248;10536;327702;523215;235759;-28294;207464;0;0;0;0;0;204222;922;7060;1281122;0;1281122
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42248;1599;5501;307066;526986;-11709;515278;0;0;0;0;0;2539;422692;20980;1275655;0;1275655
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;42248;11056;0;0;586599;-33815;552784;0;0;0;0;0;29368;577876;49370;1220455;0;1220455
