Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON;89280960;b3S;;I;2;CAXIAS DO SUL;RS;42248;2007;0;300;0;0;0;2307;-106;0;0;0;-563;-669;1637;0;0;-149;-108;0;0;1;-5;-261;1376;0;1376;-105;-2;1269;-1465
COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;;I;2;IPATINGA;MG;42248;1853;0;444;0;0;0;2297;-382;0;0;0;-50;-432;1865;192;5;-517;-359;-25;0;174;-330;-860;1006;0;1006;-41;0;965;-736
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;;I;2;FRANCISCO BELTRAO;PR;42248;1703;0;568;0;0;0;2271;-404;-361;0;0;-229;-994;1277;228;79;-319;-216;0;0;88;-122;-262;1015;-4;1011;-3;0;1008;-72
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;;I;2;TENENTE PORTELA;RS;42248;1882;0;379;0;0;0;2261;-737;-207;0;0;-226;-1170;1090;490;13;-500;-377;0;0;6;-318;-685;406;8;414;0;0;414;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;;I;2;SAO SEBASTIAO DO PARAISO;MG;42248;1429;0;783;0;0;0;2213;-977;0;0;0;-35;-1012;1201;120;77;-447;-439;-8;0;20;-69;-745;455;0;456;-6;0;449;0
COOPERATIVA DE CRÉDITO RURAL DO PLANALTO SUL - SICOOB/SC - CREDISSERRANA;3033469;b3S;;I;2;LAGES;SC;42248;1690;0;501;0;0;0;2191;-834;-127;0;0;-11;-972;1219;123;283;-660;-693;-7;0;25;-131;-1060;159;3;162;0;0;162;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES NORTE, NOROESTE E LESTE FLUMINENSE - SICOOB CRED RIO NORTE;2931668;b3S;;I;2;CAMPOS DOS GOYTACAZES;RJ;42248;1783;0;407;0;0;0;2190;-559;-7;0;0;-89;-654;1535;402;111;-825;-772;-8;0;145;-58;-1005;530;-28;503;0;0;503;-230
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;;I;1;NATAL;RN;42248;927;0;1252;0;0;0;2179;0;-40;0;0;-456;-496;1683;1017;0;-869;-590;-129;0;389;-21;-204;1480;29;1509;-334;0;1175;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO LESTE MARANHENSE   SICOOB CENTRO LESTE MARANHANSE;9403026;b3S;;I;2;GRAJAU;MA;42248;1961;0;212;0;0;0;2173;-263;-46;0;0;-93;-402;1771;127;187;-434;-669;-6;0;145;-35;-685;1087;0;1087;-5;0;1082;-418
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ÁREA DE INFORMÁTICA, VESTUÁRIO EM GERAL E PEQ EMPRESÁRIOS MICROEMPRESÁRIOS MICROEMPREENDEDORES REGIÃO METROPOLITANA RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;;I;2;RIO DE JANEIRO;RJ;42248;1342;0;816;0;0;0;2158;-722;0;0;0;-263;-984;1173;121;229;-507;-607;-3;0;42;-37;-763;411;0;411;-4;0;406;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;;I;2;CASCAVEL;PR;42248;1752;0;406;0;0;0;2158;-373;-421;0;0;185;-609;1548;251;120;-655;-619;0;0;89;-297;-1111;437;4;442;-3;0;438;0
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;;I;2;PORTO ALEGRE;RS;42248;0;0;42;0;2115;0;2158;0;0;0;0;0;0;2158;15;0;-491;-654;-99;0;0;-39;-1268;890;0;890;-361;0;528;-72
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL EM PORTO ALEGRE E GRANDE PORTO ALEGRE;3973814;b3S;;I;2;PORTO ALEGRE;RS;42248;2068;0;87;0;0;0;2154;-345;0;0;0;-385;-730;1424;190;0;-850;-733;-3;0;0;-25;-1421;4;0;4;0;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO CAJURU LTDA. - SICOOB CARMOCREDI;65239402;b3S;;I;2;CARMO DO CAJURU;MG;42248;1271;0;866;0;0;0;2137;-889;-21;0;0;-183;-1094;1043;152;211;-663;-456;-12;0;37;-43;-775;268;87;355;-55;0;300;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;;I;2;SAO PAULO;SP;42248;923;0;1186;0;0;0;2109;0;0;0;0;-5;-5;2104;0;0;-231;0;-8;0;0;-702;-940;1164;0;1164;0;0;1164;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;25683475;b3S;;I;2;UBERABA;MG;42248;1439;0;659;0;0;0;2098;-517;-96;0;0;-3;-617;1481;216;213;-636;-454;-25;0;65;-71;-693;788;4;792;-13;-19;760;-69
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;;I;2;PALMEIRAS DE GOIAS;GO;42248;1517;0;575;0;0;0;2092;-324;-139;0;0;44;-418;1674;176;23;-344;-332;-2;0;58;-57;-476;1198;-108;1090;0;0;1090;-644
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DA BRIGADA MILITAR DO RIO GRANDE DO SUL - SICREDI MIL RS;3212823;b3S;;I;2;PORTO ALEGRE;RS;42248;1551;0;536;0;0;0;2086;-828;-20;0;0;-169;-1017;1069;145;14;-469;-264;-6;0;50;-303;-834;236;49;284;-24;0;261;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DE EMPRESAS METALÚRGICAS DO ESTADO DE SÃO PAULO;44401800;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;42248;1793;0;286;0;0;0;2079;0;0;0;0;-122;-122;1957;0;0;-293;-127;-15;0;0;0;-435;1522;0;1522;-3;0;1519;-1451
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SERTÃO PARAIBANO LTDA. - UNICRED ALTO SERTÃO PARAIBANO;9343038;b3S;;I;2;SOUSA;PB;42248;1267;0;799;0;0;0;2066;-846;0;0;0;3;-843;1223;25;133;-504;-378;1;0;31;-154;-847;375;0;375;0;-15;360;0
FOURTRADE COR. DE CAMBIO LTDA - PRUDENCIAL;1000081957;n2;;I;2;RIO DE JANEIRO;RJ;42248;0;0;0;0;2065;0;2065;0;0;0;0;0;0;2065;1413;0;-955;-1694;-245;0;28;0;-1452;613;20;633;-333;0;301;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;;I;2;GUARAMIRIM;SC;42248;1698;0;366;0;0;0;2064;-488;-335;0;0;-309;-1132;932;120;55;-422;-423;-2;0;0;-23;-695;236;-11;225;0;-30;195;0
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;;I;2;PORTO ALEGRE;RS;42248;1698;0;366;0;0;0;2064;-871;0;0;0;-2181;-3052;-988;6;38;-510;-534;-97;0;2;-17;-1112;-2101;-14;-2115;1031;0;-1084;0
PLANNER - PRUDENCIAL;1000080587;n1;;C;2;SAO PAULO;SP;42248;0;0;2621;-565;0;0;2056;-5;0;0;0;-88;-93;1963;8256;2011;-3492;-8663;-955;14;447;-106;-2486;-524;0;-524;60;-147;-611;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;;I;2;CARMO DO RIO CLARO;MG;42248;1247;0;793;0;0;0;2039;-686;-224;0;0;52;-858;1181;139;89;-431;-268;-12;0;36;-34;-481;700;0;700;-24;-19;657;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS;68512748;b3S;;I;2;ESMERALDAS;MG;42248;1706;0;332;0;0;0;2038;-561;-51;0;0;128;-484;1554;198;327;-736;-789;-17;0;75;-143;-1085;469;-2;467;-19;0;448;0
UNICRED PIAUI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  PROFISSIONAIS DA SAÚDE DAS REGIÕES CENTRO E NORTE DO PIAUÍ LTDA;3128973;b3S;;I;2;TERESINA;PI;42248;945;0;1093;0;0;0;2037;-1044;0;0;0;-23;-1067;970;9;50;-471;-311;-21;0;67;-116;-793;177;0;177;0;0;177;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.;1720488;b3S;;I;2;GOIANIA;GO;42248;1460;0;577;0;0;0;2037;-461;-22;0;0;1;-482;1555;208;143;-559;-441;-2;0;23;-57;-684;871;-2;870;-8;0;861;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO;71154256;b3S;;I;2;SACRAMENTO;MG;42248;1416;0;596;0;0;0;2012;-575;-119;0;0;-156;-850;1162;47;9;-233;-227;-5;0;18;-11;-401;761;0;761;-7;0;754;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;;I;2;BOM SUCESSO;MG;42248;1557;0;454;0;0;0;2011;-529;-76;0;0;49;-556;1455;164;353;-728;-726;-23;0;17;-156;-1100;355;0;355;-11;0;344;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;;I;2;CATANDUVA;SP;42248;1846;0;138;0;0;0;1984;1;0;0;0;394;393;2378;0;0;-232;-204;-2;0;54;-64;-448;1930;0;1930;0;0;1930;0
COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE NOVO SARANDI-CREHNOR SARANDI;1869822;b3S;;I;2;SARANDI;RS;42248;1860;0;116;0;0;0;1976;-637;-40;0;0;-398;-1076;900;164;320;-753;-706;-2;0;143;-255;-1090;-189;0;-189;0;0;-189;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;;I;2;RIO BRANCO;AC;42248;1606;0;367;0;0;0;1973;-715;0;0;0;-108;-823;1150;30;43;-383;-315;-3;0;124;-22;-526;624;0;624;-3;-31;590;-146
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ;62562012;b3S;;I;2;SAO PAULO;SP;42248;1849;0;117;0;0;0;1967;0;0;0;0;-9;-9;1957;0;0;-415;-465;-2;0;45;0;-838;1119;0;1119;0;0;1119;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;;I;2;BOA ESPERANCA;MG;42248;1185;0;770;0;0;0;1955;-727;-301;0;0;64;-964;991;104;91;-390;-361;-7;0;39;-23;-547;444;0;444;-10;0;434;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS JURÍDICAS E DOS SERVENTUÁRIOS DE ÓRGÃOS DA JUSTIÇA E AFINS, NO ESTADO DE RONDÔNIA   SICOOB CREDJURD;4751713;b3S;;I;2;PORTO VELHO;RO;42248;1577;0;375;0;0;0;1952;-209;0;0;0;56;-153;1799;23;8;-266;-220;-2;0;82;-47;-421;1378;0;1378;-4;0;1374;-296
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33615055;b3S;;I;2;ANAPOLIS;GO;42248;1356;0;596;0;0;0;1951;-499;-52;0;0;-114;-665;1287;53;96;-728;-581;-10;0;40;-23;-1152;134;0;134;0;0;134;0
ACCIÓN MICROFINANÇAS SCMEPP - PRUDENCIAL;1000083319;n1;;I;3;MANAUS;AM;42248;1930;0;-410;429;0;0;1949;0;0;0;0;0;0;1949;578;0;-2272;-1081;-187;0;0;-283;-3246;-1297;103;-1195;0;0;-1195;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA;3139644;b3S;;I;2;SAO PAULO;SP;42248;1385;0;550;0;0;0;1936;0;0;0;0;-119;-119;1817;108;0;-438;-400;-2;0;0;-82;-814;1003;0;1003;0;0;1003;0
BANCO VIPAL - PRUDENCIAL;1000081531;b2;;I;2;PORTO ALEGRE;RS;42248;1857;0;74;0;0;0;1930;-1135;0;0;0;-2080;-3215;-1285;0;45;-652;-542;-41;0;0;-311;-1501;-2786;91;-2695;547;0;-2148;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71238232;b3S;;I;2;CARMOPOLIS DE MINAS;MG;42248;1189;0;739;0;0;0;1929;-651;-89;0;0;18;-722;1206;134;168;-449;-431;-9;0;12;-31;-606;601;-5;595;-11;-12;572;-74
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DAS ANTAS LTDA;94243839;b3S;;I;2;CASCA;RS;42248;1535;0;387;0;0;0;1922;-806;0;0;0;-92;-899;1024;24;4;-245;-199;1;0;0;-9;-426;597;0;597;0;0;597;0
GOLCRED - PRUDENCIAL;1000080965;n1;;C;2;SAO JOSE;SC;42248;1622;0;293;0;0;0;1915;-239;0;0;0;-879;-1118;797;1784;139;-1671;-823;-229;0;12;-47;-836;-38;0;-38;-125;0;-164;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2282165;b3S;;I;2;VITORIA DA CONQUISTA;BA;42248;1484;0;431;0;0;0;1915;-320;-43;0;0;-515;-877;1038;160;228;-700;-659;-6;0;48;-48;-978;60;-33;27;0;0;27;0
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9552111;b3S;;I;2;GOIANIA;GO;42248;1583;0;331;0;0;0;1914;-482;-58;0;0;-207;-748;1167;49;39;-492;-267;-1;0;89;-56;-641;526;1;525;0;0;525;-153
JSL ARRENDAMENTO MERCANTIL - PRUDENCIAL;1000084480;n1;;I;3;BARUERI;SP;42248;0;1474;434;0;0;0;1909;-2;0;-1160;0;-23;-1186;723;0;17;-1201;-470;-38;0;5;-19;-1705;-982;0;-982;415;0;-568;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;;I;2;SANTO CRISTO;RS;42248;1646;0;254;0;0;0;1899;-829;-113;0;0;-64;-1006;893;224;19;-480;-376;0;0;14;-137;-735;158;81;240;0;-6;234;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS;10319386;b3S;;I;2;DOURADOS;MS;42248;1617;0;235;0;0;0;1852;-498;-45;0;0;-127;-670;1182;116;219;-448;-605;-4;0;41;-133;-814;368;0;368;-5;0;364;0
GRAZZIOTIN FINANCIADORA SA CFI - PRUDENCIAL;1000083481;n1;;I;2;PASSO FUNDO;RS;42248;1850;0;0;0;0;0;1850;-139;0;0;0;-7;-146;1704;0;12;-257;-94;-87;0;42;0;-385;1320;0;1320;-523;0;797;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;;I;2;SAO FRANCISCO DE SALES;MG;42248;1573;0;273;0;0;0;1847;-318;-39;0;0;-446;-803;1044;69;80;-411;-199;-6;0;35;-63;-495;549;6;554;-15;0;539;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA;26359745;b3S;;I;2;IGUATAMA;MG;42248;1304;0;538;0;0;0;1842;-477;-54;0;0;94;-438;1405;95;75;-452;-285;-6;0;11;-187;-749;656;0;656;-18;0;638;-123
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;;I;3;SAO PAULO;SP;42248;0;0;1838;0;0;0;1838;0;0;0;0;0;0;1838;8348;0;-2766;-2348;-581;3228;1315;-755;6441;8279;0;8279;-2437;-552;5289;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA   SICOOB CREDIFORTE;3497143;b3S;;I;2;PORTO VELHO;RO;42248;1777;0;54;0;0;0;1832;-144;-294;0;0;0;-438;1393;14;89;-417;-474;-4;0;21;-47;-818;575;-6;569;-2;-17;550;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO;1110032;b3S;;I;2;GOVERNADOR VALADARES;MG;42248;1018;0;811;0;0;0;1829;-920;0;0;0;-246;-1166;663;85;54;-429;-434;-3;0;0;0;-727;-64;-5;-69;0;0;-69;0
BRX CC LTDA. - PRUDENCIAL;1000082413;n2;;I;2;RIO DE JANEIRO;RJ;42248;0;0;0;0;1828;0;1828;0;0;0;0;0;0;1828;1;0;-208;-225;-91;0;32;-1293;-1783;45;0;45;-15;0;30;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE COLORADO E REGIÃO - SICOOB COLORADO;11610996;b3S;;I;2;COLORADO;PR;42248;1512;0;311;0;0;0;1823;-566;-58;0;0;-220;-844;979;180;215;-413;-682;-11;0;1;-102;-811;167;2;169;-16;0;154;-128
FRENTE CC LTDA. - PRUDENCIAL;1000084387;n2;;I;2;SAO PAULO;SP;42248;0;0;0;0;1819;0;1819;0;0;0;0;0;0;1819;5;0;-543;-924;-85;0;42;-14;-1519;300;20;320;-125;0;195;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS;62795257;b3S;;I;2;SAO PAULO;SP;42248;1106;0;711;0;0;0;1817;0;0;0;0;51;51;1868;8;0;-334;-172;-2;0;25;0;-475;1393;0;1393;0;0;1393;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;;I;2;GOIANIA;GO;42248;1392;0;425;0;0;0;1817;-392;-21;0;0;-317;-730;1086;34;76;-355;-330;-1;0;24;-36;-589;497;-6;491;1;0;491;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU;3921543;b3S;;I;2;SANTALUZ;BA;42248;1693;0;124;0;0;0;1816;-334;-7;0;0;-150;-490;1326;28;187;-390;-523;1;0;1;-321;-1020;306;3;310;0;0;310;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF;74244344;b3S;;I;2;SAO PAULO;SP;42248;1132;0;681;0;0;0;1813;0;0;0;0;-183;-183;1629;0;0;-88;-69;0;0;84;-3;-77;1553;0;1553;0;0;1553;-1448
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS;971300;b3S;;I;2;DOIS VIZINHOS;PR;42248;1309;0;489;0;0;0;1799;-416;-275;0;0;-548;-1239;560;259;59;-326;-233;0;0;48;-89;-282;278;-4;274;-4;-5;265;-76
NOMINAL DTVM LTDA - PRUDENCIAL;1000083869;n2;;I;2;RIO DE JANEIRO;RJ;42248;0;0;1793;0;0;0;1793;0;0;0;0;0;0;1793;5;0;-203;-1321;-83;0;11;0;-1591;202;0;202;-26;0;176;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO WALMART LTDA. - SICOOB COOPERBOM;74026998;b3S;;I;2;SALVADOR;BA;42248;1684;0;107;0;0;0;1792;-116;-208;0;0;-119;-444;1348;69;20;-585;-489;-9;0;9;-57;-1043;305;0;305;-7;0;299;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;;I;2;SAO PAULO;SP;42248;1696;0;82;0;0;0;1778;0;0;0;0;-408;-409;1369;0;0;-84;-81;1;0;63;-106;-209;1161;0;1161;0;-10;1150;0
COOPERATIVA DE CRÉDITO DE LIVRE  ADMISSÃO DE JI-PARANÁ E REGIÃO LTDA. - SICOOB UNIJPR;5007327;b3S;;I;2;JI-PARANA;RO;42248;1468;0;304;0;0;0;1772;-552;0;0;0;-404;-956;817;34;63;-512;-419;-3;0;65;-100;-872;-56;35;-20;-15;0;-35;-56
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE E DOS SERVIDORES PÚBLICOS FEDERAIS E ESTADUAIS DE SALVADOR E REGIÃO METROPOLITANA LTDA. - UNICRED SALVADOR;2245493;b3S;;I;2;SALVADOR;BA;42248;1566;0;206;0;0;0;1772;-53;0;0;0;146;93;1865;18;20;-381;-385;-1;0;257;-98;-570;1295;0;1295;0;0;1295;0
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;;I;2;MONTES CLAROS;MG;42248;1451;0;313;0;0;0;1764;-427;-106;0;0;-182;-715;1049;137;178;-636;-427;-2;0;20;-16;-744;304;-2;303;-5;0;298;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;;I;2;SAO PAULO;SP;42248;1712;0;46;0;0;0;1758;-30;-92;0;0;-299;-421;1337;0;0;-578;-284;0;0;49;0;-813;525;-9;516;0;0;516;0
BOA VIAGEM SCC LTDA. - PRUDENCIAL;1000082080;n2;;I;2;RECIFE;PE;42248;0;0;0;0;1742;0;1742;0;0;0;0;0;0;1742;4;0;-587;-952;-81;0;0;0;-1617;125;74;198;-73;0;125;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;;I;2;RIO VERDE;GO;42248;1383;0;359;0;0;0;1741;-502;0;0;0;-155;-657;1084;69;60;-425;-462;1;0;25;-17;-750;335;0;335;-2;0;333;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;;I;2;VICOSA;MG;42248;1322;0;418;0;0;0;1740;-468;0;0;0;-60;-528;1212;70;7;-288;-257;-7;0;0;-22;-496;715;0;715;-13;0;702;-300
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MANAUS   SICOOB MANAUS;5580585;b3S;;I;2;MANAUS;AM;42248;1519;0;212;0;0;0;1731;-560;-10;0;0;-21;-590;1141;53;73;-566;-425;-3;0;216;-65;-717;423;-3;421;-11;0;410;-102
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE FRANCISCO BELTRÃO-PR E REGIÃO, UNIPRIME FRANCISCO BELTRÃO;2412022;b3S;;I;2;FRANCISCO BELTRAO;PR;42248;697;0;1034;0;0;0;1731;-1042;-3;0;0;-116;-1161;570;14;11;-137;-230;-1;0;7;-2;-338;232;0;232;0;0;232;-172
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;;I;2;VITOR MEIRELES;SC;42248;1393;0;316;0;0;0;1709;-557;-103;0;0;258;-402;1307;65;9;-429;-330;0;0;0;-100;-785;522;-37;485;0;0;485;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE BOA VISTA-CRESOL BOA VISTA;4929712;b3S;;I;2;SAO LOURENCO DO SUL;RS;42248;1089;0;620;0;0;0;1708;-751;-112;0;0;-297;-1161;547;167;4;-420;-296;0;0;0;-136;-681;-134;-99;-233;0;0;-233;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;;I;2;BELO HORIZONTE;MG;42248;1507;0;201;0;0;0;1707;-484;0;0;0;-66;-550;1158;46;104;-293;-257;-11;0;0;-51;-462;696;1;695;-6;0;689;-435
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;;I;2;SANTA ROSA DE LIMA;SC;42248;1062;0;634;0;0;0;1696;-722;-53;0;0;7;-768;928;88;28;-393;-298;0;0;0;-76;-650;277;0;278;0;0;278;0
EURODIVISAS CC LTDA. - PRUDENCIAL;1000084435;n2;;I;3;SAO PAULO;SP;42248;0;0;16;0;1676;0;1692;0;0;0;0;0;0;1692;0;0;-733;-1179;-79;0;12;-76;-2056;-364;0;-364;0;0;-364;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI;3985375;b3S;;I;2;ROLIM DE MOURA;RO;42248;1579;0;101;0;0;0;1681;-301;-2;0;0;-1080;-1383;297;58;13;-506;-353;-3;0;6;-92;-877;-580;1;-580;0;0;-580;-176
CECRISACRED - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DO RAMO DE MATERIAIS DE CONSTRUÇÃO DA REGIÃO DE CRICIÚMA.;3427097;b3S;;I;2;CRICIUMA;SC;42248;1283;0;395;0;0;0;1678;-635;0;0;0;-304;-940;738;100;62;-450;-486;-2;0;1;-50;-826;-88;-7;-95;0;-32;-127;0
UM INVESTIMENTOS S/A CTVM - PRUDENCIAL;1000082561;n2;;I;2;RIO DE JANEIRO;RJ;42248;0;0;973;705;0;0;1678;0;-102;0;0;-43;-145;1533;5942;0;-1995;-6828;-269;0;785;0;-2365;-831;0;-831;0;0;-831;0
