Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;42522;1446930323;690418170;1373831399;1139961125;73098924;4917839;125073657;0,1645;0,1559;5443;1424
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;42522;1258692129;497948916;1131817839;835325512;126874290;9338480;135835372;0,1799;0,2436;3647;930
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;42522;1214147230;691578123;1188251937;1046426550;25895293;1991846;72076198;0,1278;0,1539;3413;835
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;42522;935223082;382813060;898347132;588748748;36875950;-2173927;105390222;0,1607;0,1166;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;42522;916875029;341814958;820501878;603218031;96373151;8257367;102547823;0,176;0,3381;4526;1170
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;42522;655438139;244683831;593322095;431844518;62116044;2624443;61520915;0,1767;0,1746;2764;1196
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;42522;203305592;42365419;182471133;98236749;20834459;1849663;25452344;0,14;0,3767;11;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;42522;149147743;65972766;139245696;105308244;9902046;-739875;14202442;0,1374;0,1401;853;429
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42522;136171486;45221983;126707641;104876132;9463846;830265;12355134;0,1643;0,2595;112;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42522;108103896;46631147;99821477;67262660;8282419;194410;9665099;0,1492;0,0438;95;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42522;81040460;20256793;72788302;43761387;8252157;361719;8029257;0,1353;0,0605;134;16
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42522;67913788;29799870;61468406;51937278;6445381;390113;6657811;0,1677;0,119;537;205
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42522;52168452;7118437;48493977;26496883;3674475;135859;4875978;0,1716;0,0717;10;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42522;42680676;13187646;39645481;15676197;3035195;225564;4648057;0,1257;0,0484;318;2
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42522;40103274;2108502;35740673;17905773;4362601;228673;4322988;0,1841;0,027;8;1
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42522;39117736;12950179;37866322;36542420;1251414;51243;1388129;0,2079;0,0797;5;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42522;38337919;11314926;35548603;16006631;2789316;25323;3334354;0,1249;0,0176;10;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42522;30829568;2552686;29495442;8237965;1334125;-37779;1333573;0,2387;0,0679;5;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42522;30329442;10915889;29234725;26225584;1094717;71662;1087279;0,1511;0,0887;4;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42522;27500894;17907106;24078972;19697510;3421922;-224469;2758732;0,1396;0,1771;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42522;22748879;10415392;20060059;15844149;2688820;195245;3355426;0,1787;0,0115;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42522;20668857;12960648;17813968;14671299;2854890;154459;2851118;0,1774;0,0913;39;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42522;20640432;14119160;18939143;15127185;1701289;93562;2624384;0,1469;0,0078;17;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42522;20580594;3629390;18904493;6369711;1676101;-32514;1609762;0,1409;0,0126;2;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42522;20475143;665043;18698802;5172692;1776341;217615;1703533;0,164;0,0299;2;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42522;19495479;17025077;16874850;12141497;2620629;18558;3572169;0,2126;0,0072;1;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42522;18512495;3859885;17300057;16485260;1212439;84680;1187051;0,1855;0,2257;134;27
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42522;17238384;1269266;15881609;5052984;1356775;53108;1349854;0,2201;0,041;2;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42522;16421544;8598738;13425821;8161384;2995723;35223;1340267;0,1437;0,3911;27;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42522;15546081;12782689;13124558;12480685;2421523;77581;2235686;0,1484;0,0118;3;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42522;13809251;10159192;12581745;10191327;1227506;54443;1338493;0,1303;0,1448;123;7
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42522;13154437;6888975;10946323;10310488;2208114;65792;2196630;0,2481;0,1338;42;1
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42522;13145239;6227609;11916678;8772842;1228561;-340290;1512662;0,1708;0,0962;36;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42522;12849977;3834294;10882204;4223625;1967774;84985;2788651;0,1729;0,0878;124;3
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42522;12310634;334033;9697354;3451140;2613280;122035;2409570;0,301;0,005;2;0
