Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42522;167500;0;297951;4380657;105923;4952031;2125984;0;1085494;3099928;0;37326;4222748;4705867;16006631;2411004;17107792;35525426;23176;2789316;38337919
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42522;2159;0;0;213120;0;215279;600000;0;0;0;0;0;0;7422686;8237965;834234;20401710;29473910;21532;1334125;30829568
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42522;25535;2835087;19554371;169341;0;22584335;1536569;0;66234;0;0;0;66234;2038447;26225584;0;3009104;29234688;37;1094717;30329442
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42522;46349;0;11641724;1902140;0;13590213;2208628;1970681;410883;1383323;0;8173;3773059;125610;19697510;616540;3763895;24077945;1027;3421922;27500894
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42522;62620;0;120866;3572372;0;3755858;74099;931810;1703228;2598615;0;19501;5253154;6761039;15844149;1165805;3020403;20030357;29703;2688820;22748879
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42522;548439;0;377064;3920407;9272;4855182;1139822;542318;467519;3943076;1616611;0;6569523;2106771;14671299;26990;3033377;17731666;82302;2854890;20668857
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42522;26501;0;401;100587;0;127490;590252;0;3009141;0;0;0;3009141;11400302;15127185;245739;3566092;18939016;127;1701289;20640432
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42522;469778;0;204875;1205128;0;1879781;41940;0;0;210590;0;0;210590;4237400;6369711;1108177;11419096;18896984;7509;1676101;20580594
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42522;529027;0;334323;3858136;0;4721485;450944;0;0;0;0;0;0;263;5172692;7967777;5557371;18697840;962;1776341;20475143
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42522;0;0;97406;1091469;0;1188875;0;0;0;2342936;0;0;2342936;8609686;12141497;580650;3980876;16703023;171827;2620629;19495479
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42522;1170669;2429906;101222;5748823;9181;9459800;5838426;344665;71797;275448;0;0;691910;495123;16485260;0;811995;17297255;2802;1212439;18512495
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42522;146059;0;0;1706712;0;1852771;0;0;0;35559;0;0;35559;3164653;5052984;1314204;9513683;15880871;738;1356775;17238384
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42522;41955;0;123500;5186286;0;5351741;130000;85843;157560;925235;947878;0;2116517;563125;8161384;839352;4425086;13425821;0;2995723;16421544
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;12480685;12480685;0;637462;13118147;6411;2421523;15546081
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42522;675958;1594666;101684;6308588;6619;8687515;608895;418114;0;185261;0;0;603375;291542;10191327;0;2390290;12581618;127;1227506;13809251
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42522;22322;0;0;99863;0;122185;2199986;498;262467;4379157;0;1567611;6209732;1778585;10310488;84555;524675;10919719;26604;2208114;13154437
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42522;99872;12601;264992;1723824;1516;2102805;1133777;155500;225617;91800;77433;260;550610;4985650;8772842;291204;2822780;11886826;29852;1228561;13145239
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42522;622465;521216;27911;1240920;580093;2992605;79993;0;367937;0;0;0;367937;783090;4223625;0;6658579;10882204;0;1967774;12849977
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42522;0;0;0;1548591;0;1548591;564319;0;0;0;0;46383;46383;1291847;3451140;3403308;2842906;9697354;0;2613280;12310634
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42522;0;0;2091404;711806;0;2803209;0;0;0;2334988;0;0;2334988;0;5138197;0;4766964;9905162;375263;1751982;12032407
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42522;361736;228784;118811;6839150;0;7548482;960508;61348;240770;193059;71668;0;566845;2933;9078768;47942;1974937;11101647;749;901162;12003558
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10781062;10781062;0;361504;11142566
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42522;0;0;2773;65412;0;68186;503553;0;0;0;0;0;0;1317694;1889433;4560575;2966147;9416154;0;1398561;10814716
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42522;21574;0;0;473750;0;495324;171999;0;683300;268842;0;0;952142;2338507;3957972;492691;4996191;9446854;734;831796;10279384
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42522;0;0;0;147429;0;147429;0;0;0;462817;0;0;462817;6613501;7223747;0;660274;7884021;49884;1476716;9410621
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42522;490;0;60952;395983;0;457425;67000;0;0;0;0;0;0;4773338;5297764;637690;2588364;8523817;4691;836620;9365128
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42522;19227;0;155771;1821997;0;1996995;611609;584429;462496;668704;87106;0;1802735;1652105;6063444;709113;434327;7206884;67083;1165343;8439310
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42522;0;0;263649;1788725;0;2052373;4230234;0;45678;33738;0;5746;85163;252897;6620667;274652;616985;7512304;687;659229;8172220
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42522;51197;0;0;1735465;3;1786665;114060;0;0;0;0;0;0;3294886;5195611;166267;1300784;6662662;3552;845729;7511943
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42522;54845;0;2035;2013847;0;2070727;50001;431107;1710560;171192;0;3029;2315888;388869;4825486;120076;252245;5197808;3140;2207047;7407995
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42522;0;0;50633;0;0;50633;0;0;0;621025;0;0;621025;4193295;4864953;32965;648498;5546416;12305;1614455;7173177
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42522;0;0;0;617280;0;617280;54299;0;108843;222956;0;0;331799;4352139;5355518;3848;142169;5501535;193638;1214820;6909993
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42522;24;0;0;0;0;24;0;0;0;0;0;0;0;0;24;0;1670484;1670509;0;4980460;6650968
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42522;26628;0;95252;2344716;0;2466596;258842;251329;699400;304366;0;0;1255096;203389;4183923;179275;837759;5200957;6788;1013110;6220855
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5987099;5987099;0;161332;6148431
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42522;0;0;0;0;619700;619700;0;149610;0;0;0;0;149610;0;769309;0;151854;921164;0;5117492;6038655
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42522;10854;0;269246;2855797;0;3135897;13338;41941;0;1030816;0;0;1072757;92907;4314899;0;94607;4409506;35;1419476;5829017
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42522;47876;0;0;5135;0;53012;0;0;0;0;0;0;0;4521415;4574426;605;257662;4832693;35252;862798;5730743
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42522;646463;763233;299748;2410681;0;4120124;274567;0;0;242682;0;0;242682;673;4638047;0;254693;4892740;0;753191;5645931
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42522;0;0;310233;114501;0;424734;0;0;0;1056786;0;0;1056786;2897430;4378950;172554;372363;4923867;78515;603450;5605833
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42522;0;0;2503407;33106;0;2536513;0;0;0;19486;0;0;19486;440113;2996112;42788;666756;3705656;7229;1431630;5144515
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42522;0;0;167748;0;0;167748;112570;0;0;0;0;0;0;0;280317;0;3150121;3430438;0;1636550;5066989
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;3940114;3940114;0;175621;4115734;42841;807839;4966414
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42522;85;0;0;4242805;562;4243452;0;0;0;0;0;0;0;156454;4399906;0;189734;4589639;0;258536;4848176
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42522;0;0;45919;2194179;0;2240098;0;0;0;956695;0;0;956695;777738;3974532;74593;133348;4182473;5141;633597;4821211
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42522;0;0;711943;0;0;711943;0;0;0;282065;0;0;282065;0;994007;0;3123927;4117934;0;614909;4732843
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42522;71409;0;80291;2767617;0;2919316;213749;175566;8181;64220;32172;0;280139;99276;3512481;9;289799;3802289;109;717691;4520088
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42522;339536;0;0;1366863;26337;1732735;0;0;404224;0;0;0;404224;294564;2431523;0;856908;3288431;0;1176805;4465236
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;208524;208524;0;3826176;4034701;0;375733;4410434
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42522;0;0;0;3784476;0;3784476;0;0;0;0;0;0;0;0;3784476;0;263784;4048260;0;240943;4289203
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42522;0;0;0;7050;0;7050;0;0;0;0;0;0;0;3358472;3365522;0;151428;3516951;32428;697290;4246669
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42522;0;0;74293;3272579;0;3346872;0;0;0;0;0;0;0;129746;3476618;0;308371;3784988;0;448555;4233543
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42522;511532;1060775;80520;1169409;1212;2823449;46940;15382;0;147451;0;0;162833;90620;3123842;0;706135;3829977;56;285197;4115230
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42522;93215;0;43202;590827;0;727244;679046;38912;536326;709282;217;465;1285202;639598;3331090;3529;185574;3520193;1581;584154;4105928
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;3198377;3198377;0;128879;3327256;148;724240;4051644
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42522;7496;0;115558;1676828;0;1799882;69051;0;0;0;0;0;0;756156;2625089;167248;555172;3347509;19;560306;3907834
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412422;412422;0;3410548;3822970
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42522;30982;0;0;1758555;0;1789537;119399;74548;778148;18480;0;0;871176;47976;2828088;7880;250030;3085998;5970;566483;3658452
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42522;8999;0;0;120613;0;129611;7000;0;502980;0;0;0;502980;1730829;2370420;478092;218835;3067348;0;446146;3513493
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42522;0;0;58320;0;0;58320;0;0;0;250570;0;0;250570;2240155;2549044;6735;108819;2664599;25364;771111;3461074
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42522;301;0;0;139562;0;139863;0;0;0;0;0;0;0;0;139863;0;3099600;3239462;0;149379;3388842
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42522;250002;0;162600;1905899;31002;2349502;0;0;0;0;0;0;0;16096;2365598;0;195063;2560661;0;823953;3384614
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3257779;3257779;0;121160;3378939
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42522;5788;0;86427;661466;0;753681;100500;0;0;77111;0;0;77111;1393676;2324969;202041;188904;2715913;1;515171;3231085
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42522;1019;0;1977;69184;0;72179;0;526011;0;372116;0;0;898127;498197;1468503;888;687730;2157121;1089;1004826;3163036
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42522;0;0;0;0;0;0;0;0;0;0;0;768741;768741;224443;993184;51749;1207194;2252127;0;799250;3051378
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42522;92407;0;7281;713653;54251;867593;968679;23757;36069;0;0;0;59827;38018;1934117;2363;722859;2659339;0;205946;2865285
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42522;25897;0;46181;1221592;0;1293670;4093;1051102;6038;0;0;0;1057140;38430;2393333;3579;121438;2518350;0;338602;2856951
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42522;50981;0;101055;812744;0;964779;187205;177539;0;366826;0;0;544365;373583;2069932;215;247880;2318028;1204;495147;2814378
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42522;156713;0;0;829103;11107;996923;0;0;210669;0;0;0;210669;97374;1304966;593;1029970;2335529;0;344892;2680420
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42522;104335;0;0;951275;0;1055610;0;0;0;0;0;0;0;1078158;2133768;0;88666;2222433;0;453814;2676248
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42522;7069;0;0;337000;0;344069;201266;60689;96034;3997;0;0;160720;1035977;1742032;108877;315287;2166196;680;335122;2501998
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42522;20753;0;0;1033670;0;1054422;344496;125201;9845;0;0;0;135046;0;1533964;133678;448053;2115695;0;376150;2491845
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42522;0;0;14223;556038;0;570261;0;0;0;0;0;948801;948801;0;1519062;0;690924;2209987;2213;250183;2462383
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;42522;0;0;623641;111807;0;735447;0;0;0;126604;0;0;126604;17830;879881;0;628084;1507965;95161;810478;2413604
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42522;0;0;0;990464;0;990464;0;0;0;0;0;0;0;64669;1055133;208980;830566;2094679;0;314199;2408878
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42522;0;0;335076;0;0;335076;0;0;0;0;0;4383;4383;0;339459;0;1428963;1768422;0;548241;2316664
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42522;137645;0;59172;668902;15282;881001;0;128501;0;346769;0;0;475270;143883;1500154;0;343013;1843168;435;419908;2263511
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42522;9637;0;150769;733375;123;893904;11528;24117;0;0;0;0;24117;0;929549;4;775758;1705311;17;496960;2202288
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;1299126;1299126;0;658429;1957555;0;67899;2025454
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;1478881;1478881;0;252451;1731333;2900;276510;2010742
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42522;0;0;0;1638872;0;1638872;0;0;0;0;0;0;0;70957;1709829;0;116913;1826742;0;172730;1999472
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1795931;1795931;0;131267;1927197
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42522;2;0;0;988349;400832;1389183;0;0;0;0;0;0;0;10751;1399935;0;61198;1461132;0;435536;1896668
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42522;214253;0;7513;924726;11857;1158350;0;0;0;0;0;0;0;13320;1171670;0;483791;1655461;0;240090;1895551
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42522;60845;0;4071;406088;95196;566200;6091;0;0;12990;0;0;12990;24408;609689;718;977498;1587905;738;233557;1822200
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42522;124060;0;0;1160710;17306;1302077;0;0;0;0;0;0;0;20354;1322430;0;144456;1466886;0;272933;1739820
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;148106;148106;0;85883;233989;0;1465870;1699858
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42522;191605;0;0;836493;7996;1036094;0;0;0;0;0;0;0;12518;1048612;0;383672;1432285;0;257889;1690174
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42522;0;0;0;113574;0;113574;0;0;0;0;0;0;0;157956;271530;0;1302609;1574138;0;107433;1681571
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42522;252784;0;0;495250;4624;752657;0;0;0;0;0;0;0;154888;907545;0;293873;1201418;0;389915;1591333
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42522;211764;0;0;1052374;66087;1330225;0;0;0;0;0;0;0;0;1330225;0;34233;1364458;0;215217;1579675
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42522;11817;0;0;10477;0;22294;0;0;0;0;0;0;0;847681;869975;0;236073;1106048;3;418159;1524210
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;42522;138806;0;0;991645;7610;1138061;0;0;0;0;0;0;0;40388;1178449;0;154631;1333080;0;186621;1519700
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42522;37;0;0;3103;0;3140;0;0;132383;0;0;0;132383;806746;942268;14288;39009;995566;0;523174;1518740
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;42522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1385670;1385670;0;94933;1480602
