Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44348;NA;NA;NA;NA;141764;606129;0;NA;NA;NA;0;36347;642476;NA;NA%;NA%;0,2207;NA%;0,0536
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44348;88993;0;88993;0;88993;105020;14886;0;32418;0;47304;483439;635763;796561;0,14;0,14;0,14;0,1117;0,1022
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44348;126831;0;126831;0;126831;511953;0;0;0;0;0;119387;631341;850820;0,2009;0,2009;0,2009;0,1491;0,157
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;S4;I;2;CAMBARA;PR;44348;85190;0;85190;5088;90278;597572;0;0;104;0;104;33182;630858;970892;0,135;0,135;0,1431;0,0877;0,1382
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;44348;176004;0;176004;0;176004;588829;0;0;328;0;328;40532;629689;5801445;0,2795;0,2795;0,2795;0,0303;0,1493
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44348;NA;NA;NA;NA;92629;603570;0;NA;NA;NA;0;25127;628697;NA;NA%;NA%;0,1473;NA%;0,0578
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;44348;74785;0;74785;0;74785;557687;0;0;46186;0;46186;24760;628633;2485227;0,119;0,119;0,119;0,0301;0,0297
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;44348;115617;0;115617;0;115617;596678;3;0;263;0;265;31334;628277;968399;0,184;0,184;0,184;0,1194;0,1178
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;S4;I;2;GOIANIA;GO;44348;111262;0;111262;0;111262;596231;3;0;289;0;293;23017;619541;979285;0,1796;0,1796;0,1796;0,1136;0,1237
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;44348;117541;0;117541;0;117541;511273;0;27;2231;24;2282;103269;616823;1026246;0,1906;0,1906;0,1906;0,1145;0,0567
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;44348;NA;NA;NA;NA;167905;583830;0;NA;NA;NA;0;31197;615027;NA;NA%;NA%;0,273;NA%;0,0521
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44348;NA;NA;NA;NA;101334;582263;0;NA;NA;NA;0;22044;604307;NA;NA%;NA%;0,1677;NA%;0,0473
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7599206;b3S;S5;I;2;GOIANIA;GO;44348;NA;NA;NA;NA;154867;578987;0;NA;NA;NA;0;24175;603162;NA;NA%;NA%;0,2568;NA%;0,0497
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;44348;115066;0;115066;0;115066;78761;1460;0;11734;0;13195;509195;601150;599255;0,1914;0,1914;0,1914;0,192;0,0409
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44348;92493;0;92493;0;92493;517270;29;24;12903;21;12977;68483;598729;2639802;0,1545;0,1545;0,1545;0,035;0,276
CREDIARE (COLOMBO);1000085427;n1;S4;C;2;FARROUPILHA;RS;44348;177387;0;177387;0;177387;509682;416;0;0;0;416;84403;594501;NA;0,2984;0,2984;0,2984;NA%;0,0112
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44348;NA;NA;NA;NA;111977;571154;0;NA;NA;NA;0;21407;592561;NA;NA%;NA%;0,189;NA%;0,1436
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;44348;NA;NA;NA;NA;92290;563112;0;NA;NA;NA;0;22620;585732;NA;NA%;NA%;0,1576;NA%;0,088
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44348;NA;NA;NA;NA;137939;549093;0;NA;NA;NA;0;29278;578371;NA;NA%;NA%;0,2385;NA%;0,1361
MONEY PLUS SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;C;2;SAO PAULO;SP;44348;NA;NA;NA;NA;57482;519726;0;NA;NA;NA;0;51973;571698;NA;NA%;NA%;0,1005;NA%;0,0108
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44348;NA;NA;NA;NA;81959;553760;0;NA;NA;NA;0;12258;566018;NA;NA%;NA%;0,1448;NA%;0,0802
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S4;I;2;ARAPOTI;PR;44348;98468;0;98468;0;98468;543334;0;0;390;0;390;19607;563331;987392;0,1748;0,1748;0,1748;0,0997;0,1664
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44348;64599;0;64599;0;64599;543432;0;0;0;0;0;19661;563093;793298;0,1147;0,1147;0,1147;0,0814;0,1841
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44348;NA;NA;NA;NA;101048;530249;0;NA;NA;NA;0;32368;562617;NA;NA%;NA%;0,1796;NA%;0,1658
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;44348;186190;0;186190;0;186190;221552;0;0;0;0;0;338634;560186;NA;0,3324;0,3324;0,3324;NA%;0,0054
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44348;128973;0;128973;0;128973;528716;3;0;253;0;256;30208;559180;849985;0,2306;0,2306;0,2306;0,1517;0,1173
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44348;NA;NA;NA;NA;113668;539417;0;NA;NA;NA;0;11583;551001;NA;NA%;NA%;0,2063;NA%;0,5225
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;44348;86414;0;86414;0;86414;188178;249;0;0;0;249;357405;545833;2156138;0,1583;0,1583;0,1583;0,0401;0,0444
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;44348;102546;0;102546;0;102546;513648;935;4;19993;1667;22599;7932;544180;1396035;0,1884;0,1884;0,1884;0,0735;0,0784
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;44348;NA;NA;NA;NA;116650;510864;0;NA;NA;NA;0;30195;541059;NA;NA%;NA%;0,2156;NA%;0,1762
VIC DTVM S/A - PRUDENCIAL;1000084002;n2;S4;I;2;RIO DE JANEIRO;RJ;44348;129000;0;129000;0;129000;9755;0;0;0;516677;516677;11917;538349;NA;0,2396;0,2396;0,2396;NA%;0,0017
GUIDE;1000084837;n2;S4;C;3;SAO PAULO;SP;44348;43500;0;43500;0;43500;80262;0;0;13896;124;14020;438654;532935;NA;0,0816;0,0816;0,0816;NA%;0,4736
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;S5;I;2;FORTALEZA;CE;44348;NA;NA;NA;NA;131048;494765;0;NA;NA;NA;0;29900;524666;NA;NA%;NA%;0,2498;NA%;0,065
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44348;126864;0;126864;0;126864;458312;0;0;0;0;0;65366;523678;632401;0,2423;0,2423;0,2423;0,2006;0,0313
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44348;NA;NA;NA;NA;76270;496848;0;NA;NA;NA;0;17531;514379;NA;NA%;NA%;0,1483;NA%;0,2481
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44348;NA;NA;NA;NA;102138;492567;0;NA;NA;NA;0;16751;509318;NA;NA%;NA%;0,2005;NA%;0,1098
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44348;NA;NA;NA;NA;100911;479655;0;NA;NA;NA;0;19682;499337;NA;NA%;NA%;0,2021;NA%;0,1448
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;44348;89956;0;89956;0;89956;469742;0;0;270;0;270;28993;499005;844972;0,1803;0,1803;0,1803;0,1065;0,1691
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44348;NA;NA;NA;NA;82594;475847;0;NA;NA;NA;0;19274;495122;NA;NA%;NA%;0,1668;NA%;0,117
STONE SOCIEDADE DE CRÉDITO DIRETO S.A.;34590184;n1;S5;I;2;SAO PAULO;SP;44348;NA;NA;NA;NA;491449;492065;0;NA;NA;NA;0;2636;494701;NA;NA%;NA%;0,9934;NA%;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44348;NA;NA;NA;NA;86482;465233;0;NA;NA;NA;0;22871;488104;NA;NA%;NA%;0,1772;NA%;0,0951
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44348;NA;NA;NA;NA;121328;468768;0;NA;NA;NA;0;17783;486551;NA;NA%;NA%;0,2494;NA%;0,1725
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44348;NA;NA;NA;NA;62678;460328;0;NA;NA;NA;0;24130;484458;NA;NA%;NA%;0,1294;NA%;0,122
BRK S.A. CFI - PRUDENCIAL;1000083601;n1;S4;I;2;SAO PAULO;SP;44348;-13860;3173;-10686;12531;1844;411628;0;0;46375;0;46375;25885;483888;NA;-0,0286;-0,0221;0,0038;NA%;0,2685
ANDBANK - PRUDENCIAL;1000081256;b1;S4;C;3;SAO PAULO;SP;44348;101795;0;101795;0;101795;147092;6915;0;219479;0;226394;110262;483748;451369;0,2104;0,2104;0,2104;0,2255;0,0336
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44348;244702;0;244702;0;244702;396843;0;0;0;0;0;81354;478198;602229;0,5117;0,5117;0,5117;0,4063;0,0009
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;44348;438865;0;438865;0;438865;384116;0;0;0;0;0;93416;477532;NA;0,919;0,919;0,919;NA%;0,0056
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44348;NA;NA;NA;NA;70506;449453;0;NA;NA;NA;0;24887;474340;NA;NA%;NA%;0,1486;NA%;0,1258
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;44348;113548;0;113548;0;113548;443640;0;0;0;0;0;29495;473135;497136;0,24;0,24;0,24;0,2284;0,0057
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44348;NA;NA;NA;NA;105019;449337;0;NA;NA;NA;0;18296;467632;NA;NA%;NA%;0,2246;NA%;0,1187
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44348;NA;NA;NA;NA;68991;444782;0;NA;NA;NA;0;17518;462300;NA;NA%;NA%;0,1492;NA%;0,0481
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44348;137879;0;137879;0;137879;445871;2;0;229;0;232;15002;461104;794956;0,299;0,299;0,299;0,1734;0,064
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;44348;NA;NA;NA;NA;244071;435607;0;NA;NA;NA;0;22676;458283;NA;NA%;NA%;0,5326;NA%;0,0469
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44348;NA;NA;NA;NA;124264;430591;0;NA;NA;NA;0;22231;452822;NA;NA%;NA%;0,2744;NA%;0,0697
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44348;NA;NA;NA;NA;95306;434859;0;NA;NA;NA;0;15737;450596;NA;NA%;NA%;0,2115;NA%;0,2731
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;44348;NA;NA;NA;NA;71671;429395;0;NA;NA;NA;0;15677;445072;NA;NA%;NA%;0,161;NA%;0,0871
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44348;NA;NA;NA;NA;72415;419618;0;NA;NA;NA;0;21692;441310;NA;NA%;NA%;0,1641;NA%;0,2635
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44348;NA;NA;NA;NA;82890;425465;0;NA;NA;NA;0;12931;438396;NA;NA%;NA%;0,1891;NA%;0,0937
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44348;NA;NA;NA;NA;74373;417191;0;NA;NA;NA;0;19418;436609;NA;NA%;NA%;0,1703;NA%;0,1038
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;I;2;CASCAVEL;PR;44348;NA;NA;NA;NA;96999;425404;0;NA;NA;NA;0;8419;433823;NA;NA%;NA%;0,2236;NA%;0,0009
AGORACRED S/A SCFI - PRUDENCIAL;1000083618;n1;S4;I;2;VITORIA;ES;44348;56467;0;56467;0;56467;188694;0;0;0;0;0;244139;432833;NA;0,1305;0,1305;0,1305;NA%;0,0842
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44348;192461;0;192461;0;192461;367182;0;0;0;0;0;63790;430972;508697;0,4466;0,4466;0,4466;0,3783;0
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44348;59328;0;59328;12758;72086;380259;0;0;0;0;0;49334;429593;NA;0,1381;0,1381;0,1678;NA%;0,0797
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44348;NA;NA;NA;NA;109868;410004;0;NA;NA;NA;0;18670;428674;NA;NA%;NA%;0,2563;NA%;0,0434
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44348;NA;NA;NA;NA;57416;401562;0;NA;NA;NA;0;27085;428647;NA;NA%;NA%;0,1339;NA%;0,2536
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44348;NA;NA;NA;NA;113959;401813;0;NA;NA;NA;0;20607;422420;NA;NA%;NA%;0,2698;NA%;0,0919
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44348;NA;NA;NA;NA;109867;394872;0;NA;NA;NA;0;27214;422086;NA;NA%;NA%;0,2603;NA%;0,0773
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44348;NA;NA;NA;NA;122337;398680;0;NA;NA;NA;0;18179;416859;NA;NA%;NA%;0,2935;NA%;0,0758
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;44348;194805;0;194805;0;194805;416019;0;0;0;0;0;0;416019;9538041;0,4683;0,4683;0,4683;0,0204;0,0255
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;44348;90289;0;90289;0;90289;369684;0;0;367;0;367;43225;413277;891476;0,2185;0,2185;0,2185;0,1013;0,0785
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44348;NA;NA;NA;NA;54954;391475;0;NA;NA;NA;0;15092;406566;NA;NA%;NA%;0,1352;NA%;0,2521
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;44348;NA;NA;NA;NA;52948;393351;0;NA;NA;NA;0;9235;402586;NA;NA%;NA%;0,1315;NA%;0,1952
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44348;NA;NA;NA;NA;53763;385472;0;NA;NA;NA;0;15603;401075;NA;NA%;NA%;0,134;NA%;0,1769
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44348;NA;NA;NA;NA;80972;385860;0;NA;NA;NA;0;9485;395345;NA;NA%;NA%;0,2048;NA%;0,0944
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44348;NA;NA;NA;NA;70611;379092;0;NA;NA;NA;0;16200;395293;NA;NA%;NA%;0,1786;NA%;0,1803
AGENCIA FOMENTO GOIAS - PRUDENCIAL;1000081050;n1;S4;C;1;GOIANIA;GO;44348;192004;0;192004;0;192004;343538;0;0;0;0;0;47146;390683;NA;0,4915;0,4915;0,4915;NA%;0,0209
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44348;NA;NA;NA;NA;78659;369377;0;NA;NA;NA;0;20159;389536;NA;NA%;NA%;0,2019;NA%;0,2143
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44348;NA;NA;NA;NA;67670;366540;0;NA;NA;NA;0;22114;388654;NA;NA%;NA%;0,1741;NA%;0,0967
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;44348;94675;0;94675;0;94675;361116;1095;4;15906;1951;18956;7768;387841;1457833;0,2441;0,2441;0,2441;0,0649;0,0033
COOPERATIVA DE CRéDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44348;NA;NA;NA;NA;78843;370621;0;NA;NA;NA;0;15649;386270;NA;NA%;NA%;0,2041;NA%;0,0487
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44348;NA;NA;NA;NA;83137;370770;0;NA;NA;NA;0;15245;386015;NA;NA%;NA%;0,2154;NA%;0,0875
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44348;74884;0;74884;0;74884;347652;2066;0;0;0;2066;34208;383926;352131;0,195;0,195;0,195;0,2127;0,0027
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44348;NA;NA;NA;NA;53776;366162;0;NA;NA;NA;0;17739;383901;NA;NA%;NA%;0,1401;NA%;0,0986
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44348;NA;NA;NA;NA;52112;359129;0;NA;NA;NA;0;23777;382906;NA;NA%;NA%;0,1361;NA%;0,2389
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;44348;NA;NA;NA;NA;65379;369654;0;NA;NA;NA;0;12622;382277;NA;NA%;NA%;0,171;NA%;0,0628
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;44348;NA;NA;NA;NA;83370;355842;0;NA;NA;NA;0;25493;381335;NA;NA%;NA%;0,2186;NA%;0,064
WESTERN UNION - PRUDENCIAL;1000080886;b1;S4;C;3;SAO PAULO;SP;44348;143745;0;143745;0;143745;61531;22360;0;4834;0;27195;290154;378879;160133;0,3794;0,3794;0,3794;0,8977;0,1264
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;44348;NA;NA;NA;NA;202608;358288;0;NA;NA;NA;0;18154;376442;NA;NA%;NA%;0,5382;NA%;0,0311
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44348;NA;NA;NA;NA;50522;355254;0;NA;NA;NA;0;19945;375199;NA;NA%;NA%;0,1347;NA%;0,2567
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44348;237242;0;237242;0;237242;374514;0;0;0;0;0;0;374514;7037191;0,6335;0,6335;0,6335;0,0337;0,0175
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44348;67479;0;67479;0;67479;311933;4;3;511;3;521;59413;371868;1781998;0,1815;0,1815;0,1815;0,0379;0,0347
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44348;NA;NA;NA;NA;79163;340929;0;NA;NA;NA;0;28466;369395;NA;NA%;NA%;0,2143;NA%;0,0696
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44348;NA;NA;NA;NA;59333;359093;0;NA;NA;NA;0;9644;368737;NA;NA%;NA%;0,1609;NA%;0,0668
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44348;NA;NA;NA;NA;75029;344110;0;NA;NA;NA;0;23539;367649;NA;NA%;NA%;0,2041;NA%;0,0699
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44348;NA;NA;NA;NA;44299;346122;0;NA;NA;NA;0;20817;366939;NA;NA%;NA%;0,1207;NA%;0,1519
