Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
AGÊNCIA DE FOMENTO MATO GROSSO - PRUDENCIAL;1000081146;n1;S4;I;1;CUIABA;MT;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41542;41542;0;8682;50224;0;73170;123393
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA MEIO OESTE - CRESOL MEIO OESTE;7946451;b3S;S5;I;2;TANGARA;SC;44348;8710;609;0;64475;0;0;73794;0;0;0;0;0;0;0;3504;77297;0;29971;107268;0;15608;122875
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6833;6833;0;115067;121900
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;44348;54156;0;0;37977;0;63;92196;0;0;0;0;0;0;0;0;92196;0;15867;108063;0;13718;121781
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;44348;12958;917;0;44809;0;0;58683;0;0;0;0;0;0;0;10017;68700;0;38483;107183;0;14081;121264
BCO CEDULA S.A. - PRUDENCIAL;1000081469;b1;S4;I;2;RIO DE JANEIRO;RJ;44348;12751;0;0;66850;0;0;79601;0;0;0;0;0;0;0;0;79601;134;1075;80810;0;39946;120757
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44348;11963;3419;0;48862;0;0;64245;0;0;0;0;0;0;0;0;64245;0;35262;99507;0;21182;120689
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2928;2928;0;117749;120678
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44348;24823;0;0;63027;0;0;87850;0;0;0;0;0;0;0;0;87850;0;10976;98826;0;20353;119180
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44348;22418;0;0;65058;0;74;87550;0;11825;0;0;0;0;11825;0;99375;0;1957;101332;0;17448;118780
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44348;32710;0;0;59925;0;0;92635;0;0;0;0;0;0;0;0;92635;0;8963;101598;0;16971;118569
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS;1155801;b3S;S5;I;2;CURITIBANOS;SC;44348;17714;1231;0;40583;0;0;59528;0;0;0;0;0;0;0;0;59528;0;38579;98106;0;20029;118135
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;44348;16166;4864;0;34458;0;0;55489;0;0;0;0;0;0;0;0;55489;0;47579;103067;0;14461;117528
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PLANALTO SERRANO – CRESOL PLANALTO SERRANO;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44348;15787;1450;0;44105;0;0;61342;0;0;0;0;0;0;0;0;61342;0;37940;99282;0;18231;117513
CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA;5439425;b3S;S5;I;2;RIO BRANCO;AC;44348;37497;0;0;53031;0;0;90529;0;0;0;0;0;0;0;0;90529;0;2357;92886;0;24310;117196
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS;68512748;b3S;S5;I;2;ESMERALDAS;MG;44348;45315;0;0;49408;0;0;94723;0;0;0;0;0;0;0;0;94723;0;4021;98743;0;18424;117167
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA – CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;44348;8659;1537;0;59320;0;0;69516;0;0;0;0;0;0;0;0;69516;0;37289;106805;0;10100;116904
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;44348;28708;0;0;65068;0;175;93951;0;0;0;0;0;0;0;0;93951;0;3783;97734;0;18348;116081
COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71506513;b3S;S5;I;2;ITAPAGIPE;MG;44348;25021;0;0;32373;0;0;57394;0;0;5141;0;0;0;5141;0;62534;0;23466;86000;0;29279;115279
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44348;41049;0;0;53609;0;284;94943;0;0;0;0;0;0;0;0;94943;0;5368;100311;0;14793;115103
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44348;25814;0;0;69095;0;0;94909;0;0;0;0;0;0;0;492;95402;0;2537;97938;0;13348;111287
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;44348;14348;0;0;61073;0;0;75421;0;0;0;0;0;0;0;10669;86090;0;6821;92911;0;17975;110886
COOPERATIVA DE ECONOMIA E CRéDITO MúTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PãO DE AçúCAR E GRUPO ASSAí;46277273;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20659;20659;0;89019;109678
BRL TRUST DTVM SA - PRUDENCIAL;1000084277;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86113;86113;0;22697;108810
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44348;33084;0;0;59792;0;0;92876;0;0;0;0;0;0;0;0;92876;0;7633;100509;0;8222;108731
COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA;4174720;b3S;S5;I;2;MAIRI;BA;44348;50958;0;0;39646;0;0;90604;0;0;0;0;0;0;0;0;90604;0;3772;94377;0;14136;108513
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;S5;I;2;VOTUPORANGA;SP;44348;34539;0;0;40661;0;0;75200;0;1740;0;0;0;0;1740;0;76940;0;14298;91238;0;16981;108219
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;44348;27637;0;0;55729;0;0;83366;0;1590;0;0;0;0;1590;3231;88187;0;3108;91295;0;15774;107069
COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;8253539;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44348;19835;0;0;62074;0;0;81909;0;0;0;0;0;0;0;9820;91729;0;702;92431;0;13446;105877
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9547;9547;0;96299;105846
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;44348;12661;0;0;25163;0;0;37824;0;0;0;0;0;0;0;0;37824;0;8188;46013;0;59506;105519
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;S5;I;2;BOM SUCESSO;MG;44348;32026;0;0;56439;0;643;89108;0;0;1612;0;0;0;1612;0;90719;0;3072;93792;0;11445;105236
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;S4;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77424;77424;0;25640;103064
GREENCRED - COOPERATIVA DE CREDITO;2347114;b3S;S5;I;2;CURITIBA;PR;44348;10951;0;0;50486;0;2949;64386;0;0;0;0;0;0;0;0;64386;0;12667;77053;0;24630;101683
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;44348;65917;0;0;3843;0;9;69769;0;0;0;0;0;0;0;0;69769;0;2285;72054;0;29593;101647
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5321;5321;0;95457;100777
COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. – SICOOBMAIS;26359745;b3S;S5;I;2;IGUATAMA;MG;44348;21710;0;0;39041;0;86;60838;0;0;2480;0;0;0;2480;0;63317;0;14770;78088;0;22681;100769
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2562412;b3S;S5;I;2;PRADOPOLIS;SP;44348;0;0;0;2475;0;0;2475;0;0;0;0;0;0;0;0;2475;0;2962;5437;0;95070;100507
SUMUP SCD;1000085238;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;70650;0;70650;0;0;0;0;0;0;0;0;70650;0;16900;87549;0;12768;100318
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;39231527;b3S;S5;I;2;MACAE;RJ;44348;27503;0;0;53824;0;329;81657;0;0;0;0;0;0;0;0;81657;0;3766;85423;0;14859;100283
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2844024;b3S;S5;I;2;DIONISIO CERQUEIRA;SC;44348;7516;346;0;36169;0;0;44032;0;0;0;0;0;0;0;0;44032;0;39508;83539;0;14456;97995
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL – SICREDI MIL RS;3212823;b3S;S4;I;2;PORTO ALEGRE;RS;44348;10548;0;7867;54104;0;513;73032;0;0;0;0;0;0;0;0;73032;0;8151;81183;0;16203;97387
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;S5;I;2;FLORIANOPOLIS;SC;44348;17583;0;0;57934;0;0;75517;0;0;0;0;0;0;0;7612;83129;0;1869;84997;0;12252;97249
COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;915950;b3S;S5;I;2;SAO PAULO;SP;44348;6446;0;0;21804;0;0;28250;0;0;0;0;0;0;0;4022;32272;0;3222;35494;0;61122;96617
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;44348;12546;741;0;35657;0;0;48945;0;0;0;0;0;0;0;0;48945;0;34478;83423;0;13118;96541
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;S5;I;2;CRUZEIRO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2179;2179;0;94304;96482
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;44348;27100;0;0;14682;0;0;41782;0;0;876;0;0;0;876;13714;56373;0;19296;75669;0;18979;94648
COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;44348;22948;0;0;38445;0;0;61393;0;843;4224;0;0;0;5067;0;66461;0;11000;77461;0;17085;94545
COOPERATIVA DE CRÉDITO RURAL - CREDICANA;44373041;b3S;S5;I;2;ASSIS;SP;44348;11256;0;0;68612;0;0;79868;0;0;0;0;0;0;0;0;79868;0;834;80702;0;13658;94360
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE;9424988;b3S;S5;I;2;ACAILANDIA;MA;44348;44466;0;0;20495;0;0;64961;0;0;0;0;0;0;0;0;64961;0;9674;74635;0;18130;92765
GREEN NET;1000085362;n4;;I;2;CUIABA;MT;44348;0;0;0;0;69746;0;69746;0;0;0;0;0;0;0;0;69746;0;15490;85236;0;7302;92538
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;44348;12306;953;0;40981;0;0;54241;0;0;0;0;0;0;0;0;54241;0;26275;80516;0;11907;92423
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2992;2992;0;89251;92243
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;S5;I;2;MARTINHO CAMPOS;MG;44348;20878;0;0;44924;0;796;66599;0;0;0;0;0;0;0;0;66599;0;8693;75292;0;16360;91651
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ;71069587;b3S;S5;I;2;DORES DO INDAIA;MG;44348;16607;0;0;47018;0;0;63625;0;0;2835;0;0;0;2835;0;66460;0;12359;78819;0;12609;91428
COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO;2448839;b3S;S5;I;2;RIO RUFINO;SC;44348;18907;0;0;39800;0;3;58711;0;0;2135;0;0;0;2135;382;61228;0;15791;77020;0;13161;90181
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49654502;b3S;S5;I;2;CATANDUVA;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10518;10518;0;78902;89420
SICOOB UNISP - COOPERATIVA DE CRÉDITO;74220948;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44348;10046;0;0;68122;0;903;79072;0;0;0;0;0;0;0;0;79072;0;1311;80383;0;8773;89156
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CONCÓRDIA - CRESOL CONCÓRDIA;5425526;b3S;S5;I;2;CONCORDIA;SC;44348;8738;674;0;41056;0;0;50468;0;0;0;0;0;0;0;0;50468;0;29306;79774;0;9141;88915
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA;9576849;b3S;S5;I;2;CERES;GO;44348;38326;0;0;27393;0;0;65719;0;0;0;0;0;0;0;0;65719;0;3880;69599;0;19218;88817
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA – CRESOL ALTERNATIVA;7215632;b3S;S5;I;2;APIUNA;SC;44348;7005;2169;0;39767;0;0;48941;0;0;0;0;0;0;0;0;48941;0;25164;74105;0;14271;88376
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;S5;I;2;PORTO ALEGRE;RS;44348;0;0;0;42098;0;0;42098;0;0;0;0;0;21232;21232;0;63331;0;1777;65107;0;22178;87285
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;10143499;b3S;S5;I;2;JATAI;GO;44348;32736;0;0;37621;0;0;70357;0;0;0;0;0;0;0;0;70357;0;1539;71896;0;15360;87256
CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA LTDA.;3985375;b3S;S5;I;2;ROLIM DE MOURA;RO;44348;31092;0;0;34186;0;0;65279;0;0;0;0;0;0;0;0;65279;0;2553;67831;0;19089;86920
SOLIDEZ CCTVM LTDA. - PRUDENCIAL;1000082925;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328645;328645;0;-242076;86568
COOPERATIVA DE CREDITO , POUPANÇA E INVESTIMENTO DO ESTADO DO PIAUÍ - SICREDI PIAUÍ;3128973;b3S;S5;I;2;TERESINA;PI;44348;16035;0;0;45339;0;129;61503;0;0;0;0;0;0;0;6238;67741;0;6574;74315;0;10812;85127
ELITE - CCVM LTDA - PRUDENCIAL;1000082530;n2;S4;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;56393;56393;130;0;0;0;0;0;0;0;56523;0;10511;67034;0;17940;84975
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS;3941182;b3S;S5;I;2;AGUAS DE LINDOIA;SP;44348;29282;0;0;37214;0;0;66496;0;0;0;0;0;0;0;7000;73496;0;1894;75390;0;9255;84645
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;44348;11591;1370;0;33209;0;0;46170;0;0;0;0;0;0;0;0;46170;0;26103;72273;0;12272;84545
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;73326449;b3S;S5;I;2;CRUZ ALTA;RS;44348;11428;0;0;47316;0;0;58744;0;4906;2162;0;0;0;7068;427;66240;0;4727;70967;0;12907;83874
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DOS CORREIOS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;S5;I;2;BELO HORIZONTE;MG;44348;15947;0;0;38851;0;0;54798;0;0;0;0;0;0;0;0;54798;0;1508;56306;0;27242;83547
COOPERATIVA DE CRÉDITO SICOOB UNIDAS;1042487;b3S;S5;I;2;BELEM;PA;44348;17790;0;0;28024;0;0;45814;0;0;0;0;0;0;0;12511;58325;0;3931;62256;0;21225;83481
COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ;24610065;b3S;S5;I;2;CAMPO GRANDE;MS;44348;10733;0;0;43063;0;11;53807;0;0;0;0;0;0;0;16764;70571;0;2517;73088;0;10239;83327
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7248;7248;0;74918;82166
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;S5;I;2;VITOR MEIRELES;SC;44348;10482;510;0;38445;0;0;49438;0;0;0;0;0;0;0;0;49438;0;22208;71645;0;9961;81606
COOPERATIVA DE CREDITO POTIGUAR - SICOOB POTIGUAR;2382755;b3S;S5;I;2;NATAL;RN;44348;30760;0;0;29810;0;0;60570;0;0;0;0;0;0;0;820;61390;0;3756;65145;0;15981;81127
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;S5;I;2;VICOSA;MG;44348;8397;0;0;41854;0;0;50251;0;0;0;0;0;0;0;0;50251;0;1833;52084;0;28827;80911
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;44348;19601;0;0;43390;0;0;62991;0;2540;430;0;0;0;2969;0;65960;0;3322;69282;0;11512;80793
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA;7412987;b3S;S5;I;2;PINHALZINHO;SC;44348;8890;167;0;33247;0;0;42304;0;0;0;0;0;0;0;0;42304;0;29413;71716;0;8972;80688
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;44348;10088;705;0;37443;0;0;48237;0;0;0;0;0;0;0;5021;53258;0;17237;70495;0;10184;80679
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;44348;12851;0;0;30755;0;0;43606;0;0;0;0;0;0;0;0;43606;0;4544;48150;0;32053;80203
ATRIA S.A. - CFI - PRUDENCIAL;1000083508;n1;S5;I;2;ARAUCARIA;PR;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13883;13883;0;65562;79445
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO;10453077;b3S;S5;I;2;POUSO REDONDO;SC;44348;7069;1813;0;28758;0;0;37640;0;0;0;0;0;0;0;0;37640;0;28565;66205;0;13030;79235
ADVANCED CC LTDA - PRUDENCIAL;1000082004;n2;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73037;73037;0;6191;79228
COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ;3620772;b3S;S5;I;2;FORTALEZA;CE;44348;13652;0;0;47698;0;0;61350;0;0;0;0;0;0;0;0;61350;0;3093;64443;0;14112;78555
COOPERATIVA DE CRÉDITO DOS MILITARES E DA SEGURANÇA PÚBLICA NO DISTRITO FEDERAL LTDA. - SICOOB DFMIL;4649337;b3S;S5;I;2;BRASILIA;DF;44348;15059;0;0;26383;0;1;41443;0;0;0;0;0;0;0;17313;58756;0;3026;61782;0;16494;78275
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;S5;I;2;MONTES CLAROS;MG;44348;36208;0;0;21936;0;0;58145;0;0;0;0;0;0;0;0;58145;0;5663;63808;0;14443;78251
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;51489318;b3S;S5;I;2;SAO PAULO;SP;44348;1162;0;0;61673;0;975;63810;0;0;0;0;0;0;0;0;63810;0;1164;64974;0;12934;77908
COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL;10013534;b3C;S4;I;2;SERRINHA;BA;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74302;74302;0;2990;77292
COOPERATIVA DE CREDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDARIA DE RIO FORTUNA - CRESOL RIO FORTUNA;7958405;b3S;S5;I;2;RIO FORTUNA;SC;44348;10244;707;0;46145;0;0;57096;0;0;0;0;0;0;0;0;57096;0;12787;69884;0;7357;77241
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;S4;I;1;NATAL;RN;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7110;7110;0;18171;25281;0;51535;76816
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;44348;13166;0;0;55480;0;0;68646;0;0;0;0;0;0;0;1486;70132;0;1947;72079;0;4037;76116
MONEYCORP - PRUDENCIAL;1000082028;b2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62069;62069;0;13732;75801
FAIR CC S.A. - PRUDENCIAL;1000081919;n2;S4;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62336;62336;0;13218;75554
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS;4894460;b3S;S5;I;2;BELO HORIZONTE;MG;44348;2;0;0;34519;0;0;34521;0;0;0;0;0;0;0;0;34521;0;3347;37869;0;36651;74519
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;S4;C;2;BELO HORIZONTE;MG;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67370;67370;0;7140;74510
LECCA - PRUDENCIAL;1000080680;n1;S4;C;2;RIO DE JANEIRO;RJ;44348;0;0;0;33421;0;0;33421;0;0;0;0;0;16258;16258;0;49680;0;4147;53827;0;20468;74295
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DO ACRE - SICOOB ACRE;3528402;b3S;S5;I;2;RIO BRANCO;AC;44348;19318;0;0;6533;0;0;25851;0;0;0;0;0;0;0;13296;39147;0;5962;45109;0;27611;72720
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ;62562012;b3S;S5;I;2;SAO PAULO;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;1053;0;71490;72543
COOPERATIVA DE CRéDITO RURAL COM INTERAçãO SOLIDáRIA CENTRO NORTE - CRESOL CENTRO NORTE;5211129;b3S;S5;I;2;MARCELINO RAMOS;RS;44348;5979;850;0;27162;0;0;33991;0;0;0;0;0;0;0;6011;40002;0;24562;64564;0;7865;72429
