Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43252;12867354;428739722;151598857;582133210;-33812531;548320679;172177;255699;140978;-11778;557077;192455404;79162824;34813195;1448515111;140978;1448374133
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43252;25237355;271561026;256008541;449687853;-32467182;417220671;7511828;2533331;1707872;-356297;11396735;207056583;122615293;47253328;1358349532;1707872;1356641660
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43252;9642456;198309544;178894965;685546005;-35672695;649873310;0;0;0;0;0;80674679;142014615;13034453;1272444022;0;1272444022
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43252;15162228;108444418;273745147;338587907;-33161319;305426588;29886;3565990;1572199;-89833;5078242;172154074;80861213;71678143;1032550053;1572199;1030977855
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43252;346;103601786;160407994;315253971;-11960939;303293032;0;0;0;0;0;36380616;217017259;13760100;834461132;0;834461132
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43252;11883220;53294603;183214755;238659152;-16864256;221794897;18028;4712693;2127776;-73869;6784628;157053280;93355501;12637955;740018839;2127776;737891063
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43252;1027464;44291580;38170108;54366288;-2564546;51801742;27914;1565989;753177;-29129;2317951;13143958;7042013;4723699;162518516;753177;161765338
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43252;2698065;49248087;39878413;16825302;-820687;16004615;0;1399;0;0;1399;35836866;2451753;9753936;155873133;0;155873133
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43252;92042;20100735;18768651;44750933;-2848146;41902787;1;242222;590;-1268;241545;12579480;1486257;2305446;97476942;590;97476352
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43252;382351;213649;4055062;0;0;0;0;0;0;0;0;3602295;58451351;11580783;78285491;0;78285491
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43252;668379;1255100;24528099;28840965;-2553487;26287478;297;86569;48563;-4037;131392;8217438;12844097;1505429;75437411;48563;75388848
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43252;932783;18718856;24253710;6847212;-122953;6724259;2382;51897;6404;-499;60184;19842213;2982329;301086;73815420;6404;73809016
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43252;101607;13160630;30500541;9543428;-722717;8820711;0;0;0;0;0;4363641;707329;171686;57826144;0;57826144
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43252;61098;20399316;4567969;9114377;-700;9113677;0;0;0;0;0;1663041;11631828;126953;47563883;0;47563883
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43252;8762;15316985;12561532;3640326;-38775;3601552;0;0;0;0;0;2882450;12478115;174921;47024318;0;47024318
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43252;201255;3341105;8247218;12185857;-548798;11637059;0;0;0;0;0;22746146;270660;140531;46583973;0;46583973
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43252;70349;17538584;14009936;1259215;-3736;1255480;0;0;0;0;0;9940122;109979;109241;43033692;0;43033692
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43252;7034924;7376280;11616757;3790005;-232484;3557522;0;0;0;0;0;9699831;13909;218220;39517444;0;39517444
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43252;30589;5187026;3034804;1141100;-13377;1127723;0;0;0;0;0;25928223;9257;62012;35379634;0;35379634
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43252;33926;5558239;8954896;11149234;-214280;10934954;0;0;0;0;0;5075630;317854;48045;30923545;0;30923545
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43252;8343;1078240;1721055;18235592;-1227153;17008438;8;958;822;-144;1643;5883544;523025;567579;26791868;822;26791046
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43252;325715;2846469;2903269;16518530;-850017;15668514;0;0;0;0;0;4971224;1693;19412;26736296;0;26736296
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43252;144669;5415118;2285465;12045404;-918357;11127047;23259;677598;76703;-11501;766059;5661325;295423;875918;26571024;76703;26494321
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43252;48867;4739235;2091415;649602;0;649602;0;0;0;0;0;17837980;2482;22174;25391756;0;25391756
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43252;185193;8561217;8876794;3605478;-280364;3325114;33;18105;8213;-102;26250;935311;1186715;258166;23354760;8213;23346547
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43252;694897;11277547;7233964;660492;-202;660290;0;0;0;0;0;2927576;215778;59857;23069909;0;23069909
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43252;128456;1554791;9319386;7321687;-425316;6896371;0;56927;33724;-13448;77203;3595344;376609;75634;22023795;33724;21990070
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43252;64402;5449521;2023149;721185;-2123;719062;2007;785697;34393;-22959;799138;11889894;7670;3692;20956528;34393;20922134
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43252;41829;2772820;10905462;2983731;-229915;2753816;0;0;0;0;0;1503654;334725;339299;18651604;0;18651604
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43252;272160;5222901;8269332;2118376;-908;2117468;0;0;0;0;0;2358124;629;15878;18256492;0;18256492
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43252;38;681636;2218800;13819833;-539585;13280248;0;0;0;0;0;665858;46045;27126;16919751;0;16919751
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43252;40083;3466279;1151376;609557;-3814;605743;0;0;0;0;0;11281187;1595;1832;16548094;0;16548094
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43252;25871;1653043;1302191;8841873;-558856;8283017;0;560;560;0;1120;4009911;265680;680079;16220911;560;16220351
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43252;3404;714196;122113;12700849;-713201;11987648;2932;289787;40167;-4418;328467;2424866;51468;21623;15653786;40167;15613619
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43252;144832;1244948;2311303;8623970;-379487;8244483;0;0;0;0;0;1761026;868324;297646;14872562;0;14872562
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43252;7376;874689;4313538;6462671;-125420;6337251;2046;351626;100746;-10784;443634;1608703;45630;342468;13973289;100746;13872543
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43252;15693;6287143;5868322;363232;-3632;359599;0;0;0;0;0;830201;902;22582;13384443;0;13384443
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43252;0;648710;11501172;298621;-318;298303;0;0;0;0;0;254544;42;120282;12823053;0;12823053
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43252;235890;3503808;680957;1534077;-5125;1528952;0;0;0;0;0;5273387;8731;7119;11238843;0;11238843
