Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43252;14872562;8623970;13339413;10881448;1533149;139656;1426861;0,161;0,1012;127;5
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43252;13872543;7872983;11489266;10909061;2383277;62883;2342884;0,1921;0,1449;45;1
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43252;13384443;363232;11656284;5586177;1728159;131948;1720167;0,259;0,0131;4;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43252;12823053;298621;12429149;20371;393904;0;170994;0,153;0,0359;0;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43252;11238843;2103890;9663642;4721094;1575201;-25621;1460111;0,2712;0,0048;2;0
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43252;11072820;8926345;8923194;5744348;2149626;179981;1952635;0,2278;0,0572;3;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43252;9160445;5209353;6944498;6515720;2215947;2153;1228199;0,1511;0,0601;4;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43252;9050419;5750478;8215100;6580137;835319;29231;1028902;0,1611;0,2072;161;79
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43252;8763728;0;8212209;0;551519;54228;NA;NA%;NA%;1;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43252;8589279;3326257;7665263;6303709;924016;10462;746056;0,1135;0,2192;8;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43252;8540580;8222664;6945184;6412261;1595396;53118;1611715;0,1721;0,0019;5;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43252;8268846;7341887;6860613;6491975;1408233;104232;1402206;0,1797;0,0103;2;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43252;8169670;6625463;6005099;1404705;2164570;198562;1309993;0,154;0,0253;2;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43252;7804467;1721545;6834162;5020731;970305;29095;1708682;0,3176;0,002;2;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43252;7789670;0;1962399;43;5827271;62805;5827271;0,4605;0,0001;2;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43252;7664621;1697103;1330096;1224873;6334524;36332;719374;0,2711;0,0326;64;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43252;7403829;4142895;6303593;5915761;1100236;130695;1010649;0,2297;0,0759;117;33
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43252;7201921;68432;6849876;2267024;352045;19938;209937;0,1455;0,0238;0;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43252;7069787;0;5774369;1587055;1295418;87012;752019;0,2063;0,0759;6;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;C;2;SAO PAULO;SP;43252;7069741;4819934;6267048;1237539;802693;-50896;NA;NA%;NA%;1;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43252;6957040;162580;6728239;0;228801;0;133476;0,1688;0,0456;0;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43252;6666673;5484774;4940740;4336423;1725933;60147;1043276;0,164;0,0183;2;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43252;6656849;6443118;5595009;5515707;1061840;75586;1054944;0,1677;0,0008;4;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43252;6500200;6133511;5821035;1479505;679165;115663;674945;0,1331;0,0014;6;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43252;6495831;5289770;5792684;5169614;703147;86373;651401;0,1353;0,012;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43252;6293772;18336;5822446;149422;471325;24693;261963;0,1649;0,1903;0;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43252;6131315;2736372;5150344;4352422;980972;-15487;601390;0,118;0,0198;3;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43252;5871788;4043224;4280867;3513016;1590921;91698;1184122;0,2441;0,0024;5;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43252;5742037;354418;5227248;4833471;514789;-6984;358166;0,1805;0,0513;6;0
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43252;5720236;3496787;4373566;4222514;1346670;104265;827275;0,2206;0,1355;4;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43252;5632283;3390073;5037628;4645601;594656;38842;575076;0,1437;0,008;8;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43252;5628338;808851;4980732;3284065;647605;45730;639710;0,3037;0,0128;2;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43252;5624706;3022207;4172341;3323607;1452365;68456;1447475;0,339;0,0546;0;60
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43252;5429416;2298039;5015332;4410144;414083;30467;435067;0,1513;0,1764;64;12
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43252;5427230;4917784;4540833;4240247;886397;38254;886397;0,1989;0,0109;3;0
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43252;5282189;2827749;4559425;4286647;722764;39354;622611;0,1868;0,1253;18;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43252;5213771;3509720;4563069;4229123;650702;46324;631338;0,1515;0,0021;3;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43252;5094581;2268234;415999;31812;4678582;372252;4656683;0,5431;0,0067;4;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43252;4994504;105680;4788480;16345;206024;7299;109927;0,1176;0,0541;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43252;4909740;2460880;3689300;3364261;1220440;141997;1220163;0,3675;0,0188;0;88
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43252;4726572;0;4469261;4300706;257311;13580;118793;0,1267;0,0231;0;0
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43252;4696787;48462;4388564;1998660;308223;8471;306664;0,2087;0,0119;2;0
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43252;4638192;2876926;3719838;3417750;918354;28069;926426;0,3397;0,0132;36;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43252;4392901;1762197;3366505;2465917;1026396;33422;1026139;0,2852;0,0034;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43252;3871273;67192;3747990;0;123283;1057;61186;0,1479;0,0332;0;0
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43252;3831834;909568;3519332;1489983;312502;17904;346136;0,1571;0,1609;7;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43252;3830769;1688011;3302517;1641265;528252;142682;528139;0,3477;0,0004;2;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43252;3808308;3560541;3134180;1319016;674128;119633;659678;0,1777;0,0008;2;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43252;3556478;30250;3289345;164049;267133;0;247229;0,3347;0,036;0;0
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43252;3383945;3002592;2486284;2355679;897661;62646;885535;0,2581;0,0111;3;0
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43252;3360734;549497;3105910;2231580;254824;23623;245516;0,1834;0,0184;4;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43252;3347600;1872530;2840083;2699651;507517;21082;505517;0,1686;0,0647;11;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43252;3153767;2358220;2446381;2328029;707386;17346;557386;0,1857;0,0518;2;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43252;3065531;457341;2716205;1978992;349325;-17346;232162;0,128;0,0634;6;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43252;3019339;1862122;2596492;1775827;422847;23502;397599;0,1475;0,0355;0;29
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43252;2986505;2062014;2466669;2208727;519836;61307;519836;0,29;0;2;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43252;2961013;628120;2667947;1312705;293066;31016;275443;0,1433;0,0509;15;1
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43252;2920175;43750;2797587;203800;122587;6745;81072;0,1266;0,1859;0;0
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43252;2903004;1202707;2322250;1988397;580755;9772;568305;0,2384;0,0048;2;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43252;2886512;6679;2765883;1935323;120629;17278;115629;0,145;0,273;0;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43252;2746971;1159822;1553331;980786;1193640;108309;840690;0,2095;0,329;7;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43252;2675763;2545122;1735544;1617450;940220;33740;941037;0,3174;0,0051;2;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43252;2659283;1690709;2217379;1795561;441904;25125;355856;0,1293;0,1482;2;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43252;2651756;0;2559898;0;91858;1230;90052;0,1124;0,026;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43252;2614083;1635993;2270828;1564862;343256;27202;326478;0,1599;0,2081;0;81
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43252;2593950;122427;2435342;0;158608;-3724;158068;0,7355;0,0531;0;0
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43252;2569909;558610;2386040;2140052;183869;-118930;-169657;-0,1247;0;17;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43252;2553747;2281710;1990656;477079;563091;1386;392001;0,1116;0,0468;2;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43252;2552046;2152430;2243891;1753860;308155;31410;408831;0,1472;0,0409;6;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43252;2400805;2106792;2088375;1772296;312430;2239;352126;0,1282;0,0042;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43252;2356169;900173;1995416;1773452;360753;33958;347215;0,2462;0,0631;0;42
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43252;2324539;858723;1979930;1935577;344609;32848;344176;0,2396;0,0254;0;34
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43252;2265737;925898;1647377;1581909;618360;58223;617352;0,4864;0,0009;0;45
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43252;2253927;1555878;1733720;1661672;520207;47589;493023;0,286;0,0158;0;5
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43252;2207280;748583;1569530;1462769;637750;44378;636071;0,3935;0,0222;0;27
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43252;2168098;1366828;1607971;1078412;560127;64628;551236;0,2638;0,0446;0;26
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43252;2142442;1309314;1790734;1398869;351708;34611;339660;0,1826;0,1801;0;56
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43252;2044952;561806;1877556;1758493;167396;10245;76950;0,0488;0,0263;7;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;43252;2043705;27694;1996753;7232;46952;326;32468;0,1517;0,0534;0;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;43252;2016959;0;1966957;2632;50003;0;48295;0,2928;0,0399;0;1
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43252;1996460;1198300;1743101;1539671;253359;32480;233489;0,1643;0,1535;0;75
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;43252;1966360;1132798;323053;255559;1643307;44988;356482;0,5167;0,0025;2;0
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;43252;1961677;5290;1847401;0;114276;3433;61917;0,1481;0,3452;0;0
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;43252;1941635;429854;1486321;1328711;455314;7823;452794;0,3549;0,0059;4;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL, AMAZÔNIA OCIDENTAL E MUNICÍPIO DE UBÁ;4243780;b3C;S4;I;2;GOIANIA;GO;43252;1903399;3000;1821818;0;81581;5290;73503;0,1588;0,2399;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43252;1889833;1047399;1505020;1397258;384813;55399;375682;0,3143;0,0471;0;15
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43252;1857050;1557725;1425243;1235467;431807;99571;398896;0,1806;0,128;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43252;1840238;834508;1581178;1342576;259060;26464;253589;0,1845;0,0677;0;31
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43252;1828243;1042089;1468237;1052414;360006;41560;340360;0,2261;0,0728;0;43
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;43252;1823007;465551;1436837;1306888;386170;29058;379100;0,3754;0,0997;0;21
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43252;1799137;1115473;1524714;1068812;274422;27619;270678;0,1704;0,1352;0;56
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43252;1798088;0;737562;0;1060526;34590;1059889;0,4224;0,0091;2;0
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;43252;1764827;4509;1709542;0;55285;0;52222;0,1114;0,1653;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43252;1717482;594292;1370820;980867;346662;40749;340365;0,2591;0,0595;0;15
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43252;1681515;1197872;606531;535083;1074985;1311;505693;0,324;0,0623;1;0
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43252;1659471;1345236;1293809;1236434;365662;42181;317413;0,2133;0,0025;4;0
BANCO CBSS - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43252;1645639;933128;1254310;797257;391328;19355;156352;0,1439;0,0003;2;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;43252;1591111;18090;1472217;1304548;118894;8533;32171;0,1283;0,1543;0;1
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;43252;1573977;524623;1300284;1265632;273693;16880;273622;0,3406;0,0344;0;13
