Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43252;6475931;1156708;7632639;1943831;9576470;51819225;1013899;0;1311181;523;2325603;5639602;59784431;115408140;0,1083;0,1277;0,1602;0,0661;0,208
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43252;8281749;0;8281749;0;8281749;31521855;1593771;113897;18267123;509804;20484595;4722119;56728568;75777032;0,146;0,146;0,146;0,1093;0,0159
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43252;4289280;0;4289280;2261711;6550991;32157644;244225;5217;157867;0;407309;9201449;41766401;82752497;0,1027;0,1027;0,1568;0,0518;0,0232
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43252;5252792;0;5252792;710630;5963422;29009868;1353200;0;3112;38307;1394619;9285522;39690008;78095784;0,1323;0,1323;0,1502;0,0673;0,0549
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43252;4670889;0;4670889;0;4670889;13863942;1725656;20385;11355540;755305;13856886;2862295;30583123;33568553;0,1527;0,1527;0,1527;0,1391;0,0222
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43252;3158219;0;3158219;797424;3955644;20482307;253310;0;4153252;60059;4466621;3629623;28578551;36821486;0,1105;0,1105;0,1384;0,0858;0,0139
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43252;3367454;0;3367454;785755;4153209;23253971;186681;58064;681530;858;927133;1557492;25738596;39069196;0,1308;0,1308;0,1614;0,0862;0,0062
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43252;3585580;0;3585580;1542570;5128151;13546142;2547990;0;5176233;295039;8019262;3511243;25076647;43099487;0,143;0,143;0,2045;0,0832;0,0115
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43252;2625616;0;2625616;1623472;4249088;20203794;460103;473469;1281599;0;2215172;1784573;24203539;31393019;0,1085;0,1085;0,1756;0,0836;0,0034
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43252;3193795;0;3193795;10254;3204048;15644662;1441386;0;1047315;74030;2562731;2082355;20289748;25241805;0,1574;0,1574;0,1579;0,1265;0,2734
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43252;2358881;0;2358881;0;2358881;14156299;733;149054;29820;0;179607;3627269;17963176;27576334;0,1313;0,1313;0,1313;0,0855;0,0668
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43252;2076356;0;2076356;361397;2437753;15313030;34961;0;81825;0;116785;2377962;17807777;25334255;0,1166;0,1166;0,1369;0,082;0,1687
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43252;2570151;0;2570151;0;2570151;14120638;9224;0;0;1324;10548;1211705;15342891;17799316;0,1675;0,1675;0,1675;0,1444;0,008
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43252;2877094;0;2877094;0;2877094;8463538;528719;11745;1188197;3179188;4907849;1556267;14927654;20591087;0,1927;0,1927;0,1927;0,1397;0,0055
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43252;2485451;0;2485451;0;2485451;4082321;1289413;69591;6795199;130;8154332;2078901;14315555;29598146;0,1736;0,1736;0,1736;0,084;0,0241
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43252;2902147;0;2902147;927848;3829995;12532366;0;0;0;0;0;1210813;13743179;15740533;0,2112;0,2112;0,2787;0,1844;0,0014
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43252;5827271;0;5827271;0;5827271;110400;0;0;655111;11472488;12127599;416270;12654270;7789670;0,4605;0,4605;0,4605;0,7481;0,0001
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43252;2342884;0;2342884;0;2342884;10007077;148112;59281;718714;97927;1024034;1165310;12196421;14804922;0,1921;0,1921;0,1921;0,1583;0,1449
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43252;1259802;280702;1540504;688433;2228937;8027732;939263;0;15336;0;954598;828851;9811181;17690770;0,1284;0,157;0,2272;0,0871;0,0229
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43252;1594073;0;1594073;17642;1611715;8164981;0;0;0;0;0;1200269;9365249;8591169;0,1702;0,1702;0,1721;0,1855;0,0019
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43252;1284124;0;1284124;0;1284124;8556407;32030;0;5945;0;37976;653577;9247960;15209241;0,1389;0,1389;0,1389;0,0844;0,1699
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43252;1136578;0;1136578;290283;1426861;7705399;84799;662;92218;40533;218212;939362;8862974;16436863;0,1282;0,1282;0,161;0,0691;0,1012
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43252;1683231;0;1683231;0;1683231;7004448;25331;0;100841;0;126172;1490311;8620932;49214015;0,1952;0,1952;0,1952;0,0342;0,0984
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43252;4656683;0;4656683;0;4656683;3640776;1455;0;0;0;1455;4932682;8574912;5076370;0,5431;0,5431;0,5431;0,9173;0,0067
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43252;1952635;0;1952635;0;1952635;7971496;92;0;0;0;92;600917;8572505;11265079;0,2278;0,2278;0,2278;0,1733;0,0572
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43252;1309993;0;1309993;0;1309993;7891280;6770;0;0;0;6770;608442;8506492;10711566;0,154;0,154;0,154;0,1223;0,0253
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43252;1228199;0;1228199;0;1228199;6420206;105351;0;178909;572356;856617;850721;8127544;9715772;0,1511;0,1511;0,1511;0,1264;0,0601
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43252;1367909;0;1367909;0;1367909;6233449;9667;0;178540;0;188207;1701190;8122846;20447505;0,1684;0,1684;0,1684;0,0669;0,1561
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43252;1402206;0;1402206;0;1402206;6998768;0;0;0;0;0;802846;7801614;8151478;0,1797;0,1797;0,1797;0,172;0,0103
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43252;785332;0;785332;0;785332;4614537;152992;0;1967758;0;2120750;367959;7103246;27133581;0,1106;0,1106;0,1106;0,0289;0,0277
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43252;1720167;0;1720167;0;1720167;2291104;67756;123584;2888822;93372;3173533;1177995;6642633;10287584;0,259;0,259;0,259;0,1672;0,0131
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43252;719804;0;719804;26252;746056;5509749;9804;52301;447757;51223;561085;504165;6574999;9281641;0,1095;0,1095;0,1135;0,0776;0,2192
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43252;1259839;156220;1416059;0;1416059;5013078;16438;0;30074;0;46512;1398999;6458589;47941055;0,1951;0,2193;0,2193;0,0295;0,0884
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43252;569028;1320;570348;458553;1028902;5101854;3072;0;417;0;3489;1283155;6388498;9214096;0,0891;0,0893;0,1611;0,0619;0,2072
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43252;1043276;0;1043276;0;1043276;5511314;106986;0;70875;0;177861;670337;6359512;6903807;0,164;0,164;0,164;0,1511;0,0183
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43252;1054944;0;1054944;0;1054944;5747348;162521;0;0;0;162521;380566;6290435;6773796;0,1677;0,1677;0,1677;0,1557;0,0008
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43252;1395855;0;1395855;0;1395855;3804341;39198;0;1117646;0;1156844;533549;5494734;10677851;0,254;0,254;0,254;0,1307;0,0025
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43252;1460111;0;1460111;0;1460111;3652639;22169;0;846850;0;869019;862754;5384412;9782266;0,2712;0,2712;0,2712;0,1493;0,0048
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43252;931995;0;931995;776687;1708682;4291344;152705;0;598574;0;751279;336928;5379550;9698002;0,1732;0,1732;0,3176;0,0961;0,002
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43252;512706;0;512706;88683;601390;4081352;52573;181507;321183;0;555263;459059;5095674;6116113;0,1006;0,1006;0,118;0,0838;0,0198
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43252;674945;0;674945;0;674945;4728720;0;0;322;0;322;340849;5069892;NA;0,1331;0,1331;0,1331;NA%;0,0014
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43252;851421;0;851421;0;851421;3209615;45528;0;1427342;0;1472870;286798;4969284;14396386;0,1713;0,1713;0,1713;0,0591;0,0021
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43252;1184122;0;1184122;0;1184122;4567700;0;0;0;0;0;282642;4850343;6766408;0,2441;0,2441;0,2441;0,175;0,0024
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43252;651401;0;651401;0;651401;4714086;0;0;0;0;0;100677;4814762;6567855;0,1353;0,1353;0,1353;0,0992;0,012
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43252;1440157;0;1440157;0;1440157;2664916;41202;0;1205645;0;1246847;674899;4586662;13811570;0,314;0,314;0,314;0,1043;0,0197
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43252;886397;0;886397;0;886397;4282606;3537;0;0;0;3537;170233;4456375;5404410;0,1989;0,1989;0,1989;0,164;0,0109
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43252;1010649;0;1010649;0;1010649;3902394;11039;0;13979;2594;27612;470548;4400554;7525089;0,2297;0,2297;0,2297;0,1343;0,0759
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43252;1447475;0;1447475;0;1447475;3600215;0;0;0;0;0;669305;4269520;5869815;0,339;0,339;0,339;0,2466;0,0546
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43252;631338;0;631338;0;631338;3825001;0;0;0;0;0;341876;4166877;5194267;0,1515;0,1515;0,1515;0,1215;0,0021
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43252;840690;0;840690;0;840690;3124853;0;0;0;0;0;888020;4012873;2849939;0,2095;0,2095;0,2095;0,295;0,329
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43252;575076;0;575076;0;575076;3581425;100758;0;17867;0;118625;303072;4003122;6262103;0,1437;0,1437;0,1437;0,0918;0,008
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43252;827275;0;827275;0;827275;2562043;27645;12440;134108;11058;185251;1002115;3749409;5148455;0,2206;0,2206;0,2206;0,1607;0,1355
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43252;659678;0;659678;0;659678;3136899;189;0;0;0;189;574344;3711432;NA;0,1777;0,1777;0,1777;NA%;0,0008
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43252;752019;0;752019;0;752019;926575;162788;16812;276448;403926;859974;1858636;3645185;NA;0,2063;0,2063;0,2063;NA%;0,0759
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43252;1026139;0;1026139;0;1026139;1106439;12008;0;2200207;0;2212215;279357;3598011;3549919;0,2852;0,2852;0,2852;0,2891;0,0034
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43252;392001;0;392001;0;392001;2904991;611;0;179316;0;179926;426448;3511365;NA;0,1116;0,1116;0,1116;NA%;0,0468
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43252;885535;0;885535;0;885535;2954839;0;0;0;0;0;476781;3431620;3377334;0,2581;0,2581;0,2581;0,2622;0,0111
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43252;622611;0;622611;0;622611;2881222;42135;3755;85145;12658;143692;308435;3333349;4970987;0,1868;0,1868;0,1868;0,1252;0,1253
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43252;NA;NA;NA;NA;1220163;3111566;0;NA;NA;NA;0;208296;3319861;NA;NA%;NA%;0,3675;NA%;0,0188
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43252;557386;0;557386;0;557386;2541482;39527;0;0;0;39527;421215;3002224;NA;0,1857;0,1857;0,1857;NA%;0,0518
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43252;505517;0;505517;0;505517;2670377;50855;0;616;0;51471;276460;2998307;3504931;0,1686;0,1686;0,1686;0,1442;0,0647
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43252;911353;0;911353;29684;941037;2601205;43587;0;0;0;43587;320288;2965081;2649896;0,3074;0,3074;0,3174;0,3439;0,0051
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43252;350875;0;350875;84192;435067;2453974;4485;1;17275;6922;28683;393683;2876339;5516023;0,122;0,122;0,1513;0,0636;0,1764
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43252;300500;108330;408831;0;408831;1837135;2287;0;0;0;2287;938576;2777998;2584372;0,1082;0,1472;0,1472;0,1582;0,0409
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43252;355856;0;355856;0;355856;1782512;0;0;0;0;0;969846;2752357;2630260;0,1293;0,1293;0,1293;0,1353;0,1482
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43252;307907;0;307907;44219;352126;2395648;0;0;0;0;0;351434;2747082;2395640;0,1121;0,1121;0,1282;0,1285;0,0042
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43252;926426;0;926426;0;926426;2207108;28687;1156;32180;1156;63180;457097;2727385;4695974;0,3397;0,3397;0,3397;0,1973;0,0132
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43252;397599;0;397599;0;397599;2337973;6932;3119;33173;2773;45998;311659;2695630;3120414;0,1475;0,1475;0,1475;0,1274;0,0355
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43252;719374;0;719374;0;719374;2121841;0;0;0;0;0;531473;2653314;NA;0,2711;0,2711;0,2711;NA%;0,0326
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43252;1059889;0;1059889;0;1059889;756374;8231;0;1266649;0;1274879;477968;2509221;2087769;0,4224;0,4224;0,4224;0,5077;0,0091
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43252;568305;0;568305;0;568305;2088349;113578;0;23756;0;137334;158290;2383973;2395199;0,2384;0,2384;0,2384;0,2373;0,0048
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43252;398896;0;398896;0;398896;1158456;5509;2468;26940;2193;37109;1013314;2208880;1888254;0,1806;0,1806;0,1806;0,2113;0,128
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43252;259802;0;259802;86334;346136;1666557;31278;165;18177;21767;71387;465655;2203599;4114201;0,1179;0,1179;0,1571;0,0631;0,1609
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43252;639710;0;639710;0;639710;1533132;9682;0;322691;0;332374;241199;2106704;5023517;0,3037;0,3037;0,3037;0,1273;0,0128
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43252;549892;0;549892;1345;551236;1845256;25862;0;0;0;25862;218127;2089245;2625700;0,2632;0,2632;0,2638;0,2094;0,0446
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43252;326478;0;326478;0;326478;1885721;0;0;0;0;0;156480;2042201;2942145;0,1599;0,1599;0,1599;0,111;0,2081
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43252;358166;0;358166;0;358166;1059091;12756;0;689858;0;702615;222206;1983912;6709627;0,1805;0,1805;0,1805;0,0534;0,0513
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43252;275443;0;275443;0;275443;1297930;53023;0;39152;0;92176;531976;1922081;3078821;0,1433;0,1433;0,1433;0,0895;0,0509
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43252;336298;0;336298;3362;339660;1727767;0;0;0;0;0;132590;1860357;2654096;0,1808;0,1808;0,1826;0,1267;0,1801
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43252;232162;0;232162;0;232162;1360782;38915;0;96951;26145;162010;290633;1813425;2609541;0,128;0,128;0,128;0,089;0,0634
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43252;519836;0;519836;0;519836;1483561;29229;0;0;0;29229;279843;1792634;1683906;0,29;0,29;0,29;0,3087;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43252;NA;NA;NA;NA;493023;1645164;0;NA;NA;NA;0;78972;1724136;NA;NA%;NA%;0,286;NA%;0,0158
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43252;636071;0;636071;0;636071;1249795;37;0;95735;11581;107352;259482;1616629;2242189;0,3935;0,3935;0,3935;0,2837;0,0222
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43252;347994;0;347994;0;347994;1305469;0;0;0;0;0;295425;1600894;NA;0,2174;0,2174;0,2174;NA%;0,0024
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43252;261963;0;261963;0;261963;1475687;0;0;704;0;704;112315;1588707;6305729;0,1649;0,1649;0,1649;0,0415;0,1903
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43252;262745;0;262745;7933;270678;1458504;0;0;0;0;0;129914;1588418;2245207;0,1654;0,1654;0,1704;0,117;0,1352
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43252;76950;0;76950;0;76950;1212724;3506;0;164;269762;273432;90938;1577094;1732668;0,0488;0,0488;0,0488;0,0444;0,0263
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43252;505693;0;505693;0;505693;1291755;0;0;0;0;0;269257;1561012;NA;0,324;0,324;0,324;NA%;0,0623
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43252;528139;0;528139;0;528139;1211067;18077;0;2752;0;20829;287204;1519099;3913445;0,3477;0,3477;0,3477;0,135;0,0004
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43252;340360;0;340360;0;340360;1383569;0;0;2193;0;2193;119428;1505190;2242388;0,2261;0,2261;0,2261;0,1518;0,0728
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43252;317413;0;317413;0;317413;1320110;0;0;0;0;0;167714;1487824;NA;0,2133;0,2133;0,2133;NA%;0,0025
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43252;306664;0;306664;0;306664;646294;182799;0;400637;0;583435;239790;1469519;3502503;0,2087;0,2087;0,2087;0,0876;0,0119
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43252;209937;0;209937;0;209937;1370814;0;0;133;0;133;71980;1442927;7071763;0,1455;0,1455;0,1455;0,0297;0,0238
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43252;344176;0;344176;0;344176;1232690;0;0;0;0;0;203909;1436600;2463991;0,2396;0,2396;0,2396;0,1397;0,0254
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;43252;560412;0;560412;0;560412;1172585;5077;0;0;0;5077;244218;1421880;NA;0,3941;0,3941;0,3941;NA%;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43252;NA;NA;NA;NA;233489;1344377;0;NA;NA;NA;0;76892;1421269;NA;NA%;NA%;0,1643;NA%;0,1535
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43252;230533;0;230533;0;230533;1104482;1678;0;0;0;1678;304469;1410629;NA;0,1634;0,1634;0,1634;NA%;0,0057
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43252;347215;0;347215;0;347215;1341966;0;0;4517;0;4517;63811;1410294;2592104;0,2462;0,2462;0,2462;0,134;0,0631
