Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB;49906;b1;;C;1;BRASILIA;DF;41334;1058982450;512030518;996554070;824648697;62428380;2619662;113665253;0,1663;0,2471;5396;1588
ITAU;10069;b1;;C;2;SAO PAULO;SP;41334;964877602;371130237;881793673;680197557;83083929;3028999;120186700;0,189;0,4721;3957;886
BRADESCO;10045;b1;;C;2;OSASCO;SP;41334;773624165;297555439;703996290;590716613;69627875;2923442;96394618;0,1558;0,4367;4716;1399
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;41334;731083735;390649602;705651734;614740243;25432000;1310110;56992371;0,142;0,1206;2973;671
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;41334;678175230;251775796;631376219;433320231;46799011;1585237;84288009;0,1506;0,4798;4;0
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;41334;459324606;211582041;395461816;291623034;63862790;640161;67717053;0,2149;0,3365;2712;1366
HSBC;51152;b1;;C;3;CURITIBA;PR;41334;141878467;57941320;131796908;92633213;10081559;259209;12342383;0,1296;0,3323;870;406
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41334;124587242;48555742;117469674;94570371;7117568;258042;9324557;0,1412;0,2326;108;8
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;41334;121919333;56528503;114248561;85666306;7670772;-278145;11430213;0,136;0,025;118;0
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;41334;103617794;12241427;93066692;70911054;10551102;482606;15023150;0,1829;0,3471;10;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41334;62529797;22642981;54766991;26111552;7762806;214677;7692266;0,1421;0,1471;135;17
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41334;47945858;24776308;43165898;32294842;4779960;204695;6306247;0,1996;0,0844;480;226
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41334;46941303;1314372;43461730;25857084;3479573;-20001;3477852;0,1945;0,0219;8;1
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41334;39062348;4560050;35554687;26309279;3507661;87405;4511870;0,1813;0,2736;10;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41334;32388390;11649075;29900650;15555752;2487741;-22184;4933747;0,1666;0,0452;208;5
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41334;32208389;2659120;30694078;8487358;1514311;15683;1514311;0,1413;0,0266;3;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;41334;28101019;19379174;24866226;10070348;3234793;121260;3714102;0,1284;0,051;23;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41334;25369399;21963662;23276152;18026228;2093248;47698;3075461;0,1388;0,0533;1;0
