Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41334;40517;3070377;6334857;15410;0;9461161;7114053;0;5469;0;0;0;5469;3694566;20275249;57;394229;20669535;0;644871;21314406
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41334;123501;0;192538;4208531;66448;4591017;3104930;0;0;559842;0;0;559842;3900932;12156721;656874;5648662;18462257;17047;2610074;21089379
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41334;106832;0;4203709;2742594;0;7053135;1340142;1337904;422051;1588560;584654;0;3933169;202062;12528507;31751;5657371;18217629;2375;2822083;21042088
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41334;16965;1564017;10434004;83024;0;12098011;2154436;0;2400;0;0;0;2400;1070562;15325409;0;888106;16213515;46;534796;16748357
BIC;32119;b1;;C;2;SAO PAULO;SP;41334;254602;15166;435087;6773997;0;7478852;38694;0;419830;226478;928847;101536;1676692;3229655;12423893;3031;2227974;14654898;24663;1935280;16614842
ALFA;51293;b1;;C;2;SAO PAULO;SP;41334;37137;0;1805607;781767;0;2624511;1935511;0;189293;4131356;0;1366429;5687078;1429548;11676647;248757;861324;12786728;12496;1955530;14754753
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41334;53839;0;552825;2754926;0;3361591;52305;171904;926762;1365523;250135;0;2714325;3713212;9841432;155188;2202742;12199363;26039;1756534;13981936
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41334;521388;256114;76559;7136527;0;7990588;1263416;0;182431;146142;44457;0;373031;45419;9672454;4096;2999934;12676483;1237;883193;13560913
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41334;16795;0;112906;823368;0;953069;25011;0;0;99391;0;0;99391;3790282;4867752;884257;6944083;12696092;59987;675483;13431561
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41334;28671;0;1229461;280153;0;1538285;280177;0;1417499;0;0;0;1417499;6236443;9472404;64161;2465899;12002464;0;1086237;13088701
BANESTES;30159;b1;;C;1;VITORIA;ES;41334;1145084;1940486;8250;4328205;0;7422024;3275277;24580;0;150246;0;0;174826;439301;11311428;0;861482;12172911;1690;752410;12927010
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41334;290413;0;121369;2936987;4034;3352803;1184519;129973;198071;2034359;1216708;0;3579112;1018226;9134659;2104;1258803;10395566;8772;2447192;12851531
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41334;542253;506781;2397;798515;815014;2664960;70001;0;0;0;0;0;0;560165;3295126;0;5397524;8692651;0;2008283;10700934
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41334;119061;0;254620;4629920;0;5003601;154820;0;229941;1141203;941805;0;2312948;887754;8359123;26613;909957;9295693;3893;1019308;10318894
PINE;50304;b1;;C;2;SAO PAULO;SP;41334;126396;0;109786;3092962;0;3329144;1954411;8699;313406;591743;248912;0;1162760;1766229;8212545;109705;598168;8920417;58380;1260469;10239267
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41334;37222;0;15203;302983;0;355409;1223947;0;0;0;0;0;0;1427813;3007169;1781629;4093399;8882197;75;1324441;10206714
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41334;0;0;761385;58189;0;819574;0;0;0;329339;0;0;329339;6795437;7944349;0;817675;8762025;95860;1267241;10125125
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;8048110;8048110;0;315114;8363224;1196;1344780;9709200
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41334;0;0;2458234;1161719;0;3619953;0;0;0;138249;0;0;138249;0;3758202;0;4331608;8089810;89955;1377865;9557630
BRB;31976;b1;;C;1;BRASILIA;DF;41334;768683;1298659;110166;4495457;3321;6676285;279331;0;0;171340;0;193;171534;84393;7211542;0;1202793;8414335;158;1004655;9419147
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41334;0;0;78010;2991339;0;3069349;2360232;0;0;0;0;0;0;0;5429582;551838;1630691;7612111;0;1647197;9259307
BES;51482;b2;;C;3;SAO PAULO;SP;41334;0;0;236853;2391128;0;2627981;2526530;393;159974;141246;891298;0;1192911;308053;6655475;256419;345373;7257267;480;644478;7902224
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41334;104;0;83331;600852;0;684287;1300484;0;0;0;115057;0;115057;284045;2383873;280285;4212989;6877147;239;789006;7666392
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41334;169636;0;0;1621559;0;1791195;271296;0;0;0;0;0;0;1259905;3322397;50415;2720530;6093342;318;1105635;7199294
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41334;0;0;119455;203875;0;323331;284999;0;0;0;0;0;0;833273;1441602;774689;3865859;6082150;0;761079;6843228
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41334;0;0;268297;0;0;268297;0;0;0;0;0;0;0;4547139;4815436;0;407384;5222819;12213;581153;5816186
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41334;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1302501;1302502;0;4431508;5734010
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41334;0;0;775236;2107492;0;2882728;50010;0;0;630237;0;0;630237;1258372;4821346;7819;160741;4989906;12652;503500;5506058
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41334;0;0;1043;0;0;1043;0;0;0;0;0;0;0;0;1043;0;5145628;5146671;0;306489;5453160
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41334;0;0;236280;720444;0;956725;0;0;0;0;0;0;0;2569910;3526635;3555;179672;3709862;133300;1017725;4860887
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41334;0;0;0;0;593286;593286;0;0;0;0;0;0;0;0;593286;0;111529;704816;0;3917196;4622012
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41334;883;0;114011;3653859;0;3768753;0;0;0;0;0;0;0;333332;4102085;0;195166;4297250;0;276188;4573439
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41334;99628;0;18261;2036549;0;2154437;33711;94629;25946;57526;0;0;178101;372312;2738561;6806;905095;3650463;1181;707712;4359356
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41334;79355;0;91394;1761155;0;1931904;193228;23881;473663;33055;0;0;530599;718493;3374224;55932;340518;3770674;1031;498446;4270151
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41334;127543;0;18324;2085935;0;2231801;3213;0;152172;12908;0;0;165080;14221;2414315;4485;1454507;3873307;638;306007;4179953
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41334;757604;520765;128477;1841337;0;3248183;0;0;0;169171;0;0;169171;0;3417354;0;209487;3626842;0;435012;4061854
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41334;0;0;60481;0;0;60481;0;0;0;362326;0;0;362326;1409495;1832301;0;376643;2208944;8912;1699276;3917133
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41334;16159;0;106030;1761096;0;1883286;108019;0;0;487654;0;0;487654;52466;2531425;0;73988;2605413;51;1240494;3845957
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41334;0;0;496332;0;0;496332;0;0;0;158081;0;0;158081;2407160;3061573;0;57550;3119123;39002;668544;3826669
ING;51073;b1;;C;3;SAO PAULO;SP;41334;392;0;0;865642;0;866033;650;0;76560;0;0;0;76560;1632777;2576021;39199;308518;2923738;634;807805;3732176
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41334;0;0;233175;161750;0;394925;22004;0;0;588565;0;0;588565;1748205;2753699;26219;569492;3349410;7687;362232;3719329
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41334;12875;0;25134;0;0;38010;0;0;0;0;0;0;0;2830912;2868921;0;134454;3003376;0;507363;3510739
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41334;0;0;55700;52333;0;108033;0;0;0;94845;0;0;94845;2517049;2719927;0;182688;2902615;44007;489482;3436104
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41334;14168;0;75281;1422339;0;1511788;0;24411;56877;608;0;0;81896;4439;1598123;0;1430553;3028676;5139;374592;3408407
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41334;0;0;591315;191603;0;782918;0;0;0;394438;0;0;394438;163020;1340376;0;1190701;2531077;46144;631640;3208861
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41334;596041;853605;107892;876192;325;2434054;3778;0;0;102887;0;0;102887;89170;2629890;0;298399;2928288;130;277790;3206208
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41334;226605;0;0;1041127;52014;1319746;0;0;0;0;0;0;0;981043;2300789;0;42228;2343018;0;835785;3178803
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41334;0;0;260638;0;0;260638;50739;0;0;0;0;0;0;0;311377;0;2222724;2534101;0;641531;3175632
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;2312338;2312338;0;99642;2411979;0;696774;3108754
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41334;6827;0;36453;558137;0;601416;5100;0;198910;0;0;0;198910;15707;821133;49212;270673;1141017;200;1927451;3068668
BBM;30207;b1;;C;2;SALVADOR;BA;41334;78315;0;36098;556666;0;671080;333250;37377;338847;579031;128;0;955383;349504;2309217;7549;194645;2511410;511;545342;3057264
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41334;8469;0;105999;251293;0;365760;0;0;249904;165301;0;0;415205;762513;1543479;34778;688734;2266991;71;765340;3032402
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41334;0;0;0;2583683;0;2583683;0;0;0;0;0;0;0;0;2583683;0;209039;2792722;0;127715;2920437
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41334;120222;0;45150;852599;11575;1029546;78926;0;0;0;0;0;0;676066;1784538;4585;277348;2066471;1830;659985;2728286
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;296;296;0;2496226;2496523;0;131845;2628367
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41334;0;0;429199;0;0;429199;0;0;0;0;0;203549;203549;0;632748;0;1566444;2199192;0;321215;2520407
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41334;0;0;0;688468;0;688468;0;0;0;0;0;0;0;129162;817630;131157;1350975;2299762;0;193403;2493165
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41334;41295;0;195615;674121;0;911031;216346;36856;17884;304975;0;0;359714;248654;1735745;0;137677;1873422;396;442897;2316715
HONDA;51396;b2;;C;3;SAO PAULO;SP;41334;0;0;1523647;9533;0;1533180;0;0;0;230772;0;0;230772;0;1763952;0;82517;1846469;14354;448465;2309288
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41334;136;0;0;1729357;1514;1731008;0;0;0;0;0;0;0;0;1731008;0;233482;1964490;0;125157;2089647
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1886783;1886783;0;106459;1993242
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;166086;166086;0;1565974;1732059;0;235991;1968050
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41334;107;0;224175;191930;0;416212;0;17885;0;384593;0;0;402479;606936;1425627;1703;110481;1537811;2664;405064;1945540
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41334;14628;0;0;280921;0;295549;0;0;317405;0;0;0;317405;903233;1516187;19896;66303;1602387;0;299623;1902010
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41334;109298;0;0;616936;18944;745178;0;0;95125;0;0;0;95125;658690;1498992;270;73423;1572685;0;292680;1865365
BANIF;20255;b1;;C;3;SAO PAULO;SP;41334;15240;0;26931;958323;6;1000500;85021;0;0;23460;0;0;23460;235233;1344213;0;229003;1573216;208;176591;1750015
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41334;96280;0;44489;637904;0;778673;0;0;0;200845;0;0;200845;142413;1121931;0;236875;1358806;1280;339256;1699342
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41334;89981;0;47832;406105;13893;557812;152216;0;0;0;0;0;0;67861;777889;0;737600;1515489;0;141628;1657117
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41334;0;0;90925;0;0;90925;0;0;0;0;0;0;0;0;90925;0;1435586;1526512;0;98087;1624598
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41334;0;0;3625;0;0;3625;0;0;0;0;0;0;0;1360780;1364405;0;69738;1434144;0;156133;1590276
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41334;0;0;307495;0;0;307495;0;0;0;0;0;1746;1746;0;309241;0;827978;1137218;0;425169;1562387
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41334;42483;0;23154;406401;36004;508043;1800;0;1585;10044;0;0;11629;99496;620968;0;720027;1340995;568;184334;1525896
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41334;765;0;0;57400;0;58164;0;0;0;0;0;0;0;0;58164;0;1335292;1393457;0;77879;1471336
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41334;124633;0;93745;732935;31047;982360;0;0;0;0;0;0;0;55118;1037478;0;57237;1094715;0;342067;1436781
OMNI;50940;n1;;C;2;SAO PAULO;SP;41334;0;0;73650;475255;0;548905;5804;0;0;0;0;142196;142196;0;696904;5;569638;1266547;0;153500;1420048
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;24521;24521;0;31717;56237;0;1339888;1396126
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41334;87873;0;0;53505;0;141378;0;0;0;0;0;0;0;791643;933021;0;254701;1187721;3;162193;1349917
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;761247;761247;0;117095;878342;0;437906;1316248
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97791;97791;0;1208362;1306153
FATOR;50122;b1;;C;2;SAO PAULO;SP;41334;4303;0;24955;340803;0;370061;269343;2571;112;0;0;0;2683;0;642087;100105;140397;882589;148;416293;1299030
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41334;0;0;0;0;0;0;0;0;0;0;0;305320;305320;0;305320;0;545822;851142;0;437213;1288355
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41334;916;0;3612;301590;0;306118;25045;16261;0;6872;0;0;23132;146040;500336;34458;275271;810065;1077;470686;1281828
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41334;606;0;79742;185722;0;266071;33694;0;0;0;0;0;0;260622;560387;28278;166417;755082;187;506361;1261630
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41334;0;0;0;536495;360276;896771;0;0;0;0;0;0;0;2153;898924;0;62937;961862;0;287366;1249228
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41334;3614;0;0;0;0;3614;0;0;0;0;0;0;0;181751;185365;0;16234;201600;0;1035604;1237204
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41334;26385;0;15099;463441;0;504925;0;164366;10400;98620;0;0;273386;990;779301;0;168188;947489;0;275982;1223472
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41334;3778;0;0;406695;0;410473;238392;93742;31080;0;0;0;124821;0;773686;13018;148132;934837;0;254729;1189566
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41334;0;0;110985;630712;0;741697;0;0;0;102514;0;0;102514;0;844211;0;18081;862293;0;274975;1137267
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;715648;715648;0;351323;1066971;0;55227;1122197
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41334;67735;0;0;377006;0;444740;0;0;0;0;0;0;0;391950;836691;0;31192;867883;0;234006;1101888
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41334;150855;0;320;399667;16378;567220;0;0;0;0;0;0;0;21224;588444;0;365866;954311;0;128351;1082661
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41334;11657;0;0;554716;0;566373;0;2137;0;0;0;0;2137;213477;781987;0;132243;914231;296;124548;1039075
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41334;1826;0;0;0;0;1826;0;0;0;0;0;0;0;666384;668209;0;312412;980621;0;53321;1033942
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41334;104124;0;0;614357;24623;743105;0;0;0;0;0;0;0;12919;756024;0;69544;825568;0;175179;1000747
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41334;129849;0;0;436421;12909;579178;0;0;0;0;0;0;0;8079;587257;0;232235;819492;0;126913;946405
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41334;192000;0;151;230192;1905;424248;0;0;0;0;0;0;0;68368;492616;0;330368;822984;0;115305;938289
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41334;27236;0;0;384528;279;412044;97933;10233;50217;27189;0;0;87638;98032;695647;16;106576;802240;70;117904;920214
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41334;154089;0;0;536222;63711;754023;0;0;0;0;0;0;0;0;754023;0;24502;778524;0;90306;868831
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;639887;639887;0;10632;650519;837;171261;822617
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;41334;160777;0;0;113366;1500;275644;0;0;0;0;0;0;0;128309;403953;0;279644;683597;0;136472;820070
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41334;0;0;0;0;0;0;0;0;0;0;0;0;0;314728;314728;0;62617;377345;0;442417;819762
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41334;80440;0;2379;382095;24590;489504;0;0;0;0;0;0;0;11009;500512;0;166859;667371;0;150383;817755
BMW;51420;n1;;C;3;SAO PAULO;SP;41334;0;0;92421;242067;0;334487;0;0;0;0;0;0;0;166785;501272;2334;130311;633918;3811;173107;810835
