Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;;I;2;BELO HORIZONTE;MG;41334;2048;0;640;0;0;0;2688;-903;0;0;0;-204;-1107;1581;28;32;-455;-313;-7;0;1;-80;-795;786;0;786;-5;0;781;-200
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;;I;2;SAO PAULO;SP;41334;2527;0;151;0;0;0;2679;0;0;0;0;-26;-26;2652;0;0;-181;-182;-54;0;33;-8;-392;2260;-31;2230;-23;0;2207;-34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;;I;2;FOZ DO IGUACU;PR;41334;2535;0;129;0;0;0;2664;-371;-9;0;0;-667;-1047;1617;236;151;-586;-865;-11;0;0;-55;-1129;488;53;540;-29;0;512;-107
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COFAL;21797311;b3S;;I;2;BELO HORIZONTE;MG;41334;2208;0;451;0;0;0;2659;-696;0;0;0;62;-634;2025;76;78;-717;-381;-9;0;13;-46;-988;1037;49;1086;-20;0;1066;-196
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;;I;2;NITEROI;RJ;41334;2231;0;428;0;0;0;2658;-534;0;0;0;-67;-600;2058;20;4;-727;-582;0;0;19;-29;-1295;763;0;763;0;0;763;-247
BPN BRASIL BANCO MÚLTIPLO S.A.;61033106;b1;;I;3;SAO PAULO;SP;41334;-61;0;2024;-532;1220;0;2651;-1972;-404;0;0;2091;-286;2365;205;23;-2561;-2937;-101;0;1629;-1808;-5551;-3186;-2156;-5342;0;0;-5342;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;;I;2;SAO LOURENCO D'OESTE;SC;41334;1948;0;693;0;0;0;2641;-723;-184;0;0;-228;-1135;1506;132;15;-552;-477;-6;0;12;-92;-967;539;1;538;-6;0;532;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS ? SICOOB CREDICAMPOS SC;78862083;b3S;;I;2;CAMPOS NOVOS;SC;41334;2021;0;597;0;0;0;2618;-668;-382;0;0;-280;-1330;1289;162;156;-587;-685;-9;0;22;-83;-1022;267;4;271;0;0;271;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARAÍSO LTDA. - SICOOB CREDIVAP;22656789;b3S;;I;2;ESPERA FELIZ;MG;41334;2429;0;187;0;0;0;2615;-306;-276;0;0;-308;-890;1725;320;325;-1124;-890;-27;0;6;-128;-1518;207;0;207;-39;0;168;0
COOPERATIVA DE CRÉDITO RURAL DE PITANGUI LTDA-SICOOB CREDICOOP;41931221;b3S;;I;2;PITANGUI;MG;41334;2297;0;317;0;0;0;2614;-447;-67;0;0;-142;-656;1958;70;24;-728;-575;-4;0;2;-57;-1268;690;1;691;-10;0;681;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;;I;2;PORTO VELHO;RO;41334;153;0;2448;0;0;0;2601;-2418;-7;0;0;-28;-2453;148;0;1;-788;-677;-5;0;1811;0;342;490;0;490;0;0;490;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE PANAMBI - SICREDI PANAMBI RS;91983155;b3S;;I;2;PANAMBI;RS;41334;1833;0;742;0;0;6;2581;-586;-176;0;0;-298;-1059;1522;453;130;-796;-543;-9;0;229;-557;-1094;427;-4;423;-52;0;371;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;;I;2;ITAUNA;MG;41334;2362;0;218;0;0;0;2580;-328;-66;0;0;-243;-638;1943;203;367;-1047;-906;-16;0;6;-123;-1515;427;-7;420;-14;0;406;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;;I;2;RIO VERDE;GO;41334;2421;0;159;0;0;0;2580;-198;-204;0;0;-1079;-1480;1100;257;118;-505;-514;-8;0;53;-335;-934;166;0;166;-34;0;132;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49389307;b3S;;I;2;CAPIVARI;SP;41334;1747;0;798;0;0;0;2545;-853;-170;0;0;-436;-1459;1086;7;114;-578;-461;-5;0;0;-45;-967;119;-62;57;0;0;57;-36
NOVO MUNDO CORRETORA DE CÂMBIO S.A.;8609934;n2;;I;2;SAO PAULO;SP;41334;0;0;0;0;2531;0;2531;0;0;0;0;0;0;2531;77;0;-1066;-1236;-134;0;199;-7;-2169;362;0;362;-170;0;192;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;41334;1957;0;564;0;0;0;2521;-343;0;0;0;-315;-658;1864;72;507;-1037;-450;-6;0;14;-114;-1014;849;1964;2813;-660;0;2154;-141
TURMALINA CORRETORA DE CÂMBIO S.A.;10853017;n2;;I;2;SAO PAULO;SP;41334;0;0;0;0;2514;0;2514;0;0;0;0;0;0;2514;106;0;-622;-1307;-129;0;31;-12;-1931;583;0;583;-231;0;352;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARANÉSIA LTDA. - SICOOB RURALCREDI;24048910;b3S;;I;2;GUARANESIA;MG;41334;2315;0;122;0;0;75;2512;-274;-235;0;0;-85;-594;1918;132;94;-716;-673;-11;0;12;-50;-1212;706;-18;688;-12;0;676;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;;I;2;CARMO DO PARANAIBA;MG;41334;2190;0;316;0;0;0;2506;-386;-214;0;0;158;-443;2063;180;176;-636;-419;-17;0;7;-88;-797;1267;1;1268;-27;0;1241;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;;I;2;PARAGOMINAS;PA;41334;2182;0;307;0;0;0;2488;-91;-600;0;0;-1249;-1941;547;448;137;-565;-331;-6;0;592;-1071;-797;-250;893;644;-10;0;633;0
BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;33862244;n2;;I;3;RIO DE JANEIRO;RJ;41334;0;0;2513;-27;0;0;2485;0;0;0;0;0;0;2485;16715;0;-1558;-18940;-1364;0;2488;-5056;-7715;-5230;0;-5230;0;0;-5230;0
COOPERATIVA DE CRÉDITO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;;I;2;POMPEU;MG;41334;2146;0;335;0;0;0;2481;-551;-96;0;0;-589;-1236;1245;100;42;-674;-449;-8;0;1;-69;-1057;188;0;188;-16;0;171;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;;I;2;LAGOA DA PRATA;MG;41334;2052;0;419;0;0;0;2471;-468;-185;0;0;-130;-783;1688;152;30;-804;-651;-7;0;28;-57;-1309;379;0;379;-25;-68;286;0
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;;I;2;BELEM;PA;41334;2218;0;244;0;0;0;2463;-361;0;0;0;174;-187;2276;35;97;-596;-375;-2;0;22;-136;-956;1320;0;1320;0;0;1320;-192
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS CIVIS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4179861;b3S;;I;3;MACEIO;AL;41334;2207;0;254;0;0;0;2461;-402;0;0;0;132;-270;2191;44;88;-513;-277;-8;0;35;-196;-826;1365;0;1365;-4;-42;1319;-286
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI UNIÃO CENTRO NORTE PAULISTA SP;73113243;b3S;;I;2;ARARAQUARA;SP;41334;1931;0;504;0;0;0;2435;-582;-3;0;0;-217;-802;1632;291;65;-587;-409;-12;0;118;-386;-919;713;1;712;-34;0;678;0
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;41334;0;0;2433;0;0;0;2433;0;0;0;0;0;0;2433;2170;0;-1022;-2528;-317;11;1180;-704;-1209;1224;0;1224;-633;0;590;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;;I;2;RIO DE JANEIRO;RJ;41334;2299;0;130;0;0;0;2429;-239;-59;0;0;135;-163;2266;16;17;-668;-420;-4;0;139;-51;-973;1293;1;1294;-3;0;1291;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO;21661202;b3S;;I;2;ENTRE RIOS DE MINAS;MG;41334;2092;0;336;0;0;0;2428;-466;-39;0;0;-98;-603;1825;153;305;-944;-884;-23;0;368;-81;-1107;719;-4;715;-13;-39;663;-90
UM INVESTIMENTOS S/A CORRETORA DE TITULOS E VALORES MOBILIARIOS;33968066;n2;;I;2;RIO DE JANEIRO;RJ;41334;1587;0;423;402;0;0;2412;0;-12;0;0;222;210;2622;13650;0;-3021;-13659;-635;0;1129;-99;-2635;-13;0;-13;0;0;-13;-234
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7599206;b3S;;I;2;GOIANIA;GO;41334;1934;0;479;0;0;0;2412;-455;0;0;0;-292;-748;1665;472;262;-584;-1072;-4;0;28;-68;-965;700;0;700;0;0;700;0
COOPERATIVA DE CRÉDITO RURAL DO SEMIÁRIDO DA BAHIA LTDA. - SICOOB COOPERE;73398646;b3S;;I;2;VALENTE;BA;41334;2055;0;343;0;0;3;2400;-332;-51;0;0;-354;-737;1663;176;376;-740;-960;-12;0;0;-128;-1288;376;4;379;-10;0;370;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.;3730508;b3S;;I;2;GOIANIA;GO;41334;2219;0;177;0;0;0;2396;-232;-187;0;0;-151;-569;1827;69;51;-880;-926;-6;0;5;-44;-1730;97;9;105;-4;0;101;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DOS VALES DO TAQUARI E RIO PARDO LTDA -UNICRED VALES DO TAQUARI E RIO PARDO;1635462;b3S;;I;2;LAJEADO;RS;41334;1934;0;460;0;0;0;2393;-775;0;0;0;17;-758;1635;18;39;-551;-503;0;0;34;-9;-972;663;0;663;0;0;663;-337
GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;33918160;n2;;I;2;SAO PAULO;SP;41334;52;0;2454;-113;0;0;2393;-14;0;0;0;0;-14;2380;11426;3485;-2849;-15491;-1476;-6;378;-218;-4750;-2370;-29;-2399;0;0;-2399;0
F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOB ILIÁRIOS LTDA.;8673569;n2;;I;2;SAO PAULO;SP;41334;0;0;2393;0;0;0;2393;0;0;0;0;0;0;2393;0;0;-232;-2003;-111;0;1;1;-2346;47;0;47;-15;0;32;0
SPINELLI S.A. CORRETORA DE VALORES MOBILIARIOS E CAMBIO;61739629;n2;;I;2;SAO PAULO;SP;41334;120;0;2268;0;0;0;2388;0;0;0;0;0;0;2388;1358;1359;-1978;-3969;-365;0;203;-151;-3542;-1154;0;-1154;0;0;-1154;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;;I;2;PATROCINIO;MG;41334;2202;0;170;0;0;2;2373;-204;-239;0;0;-377;-820;1553;143;138;-621;-473;-47;0;8;-56;-909;644;-1;643;-11;0;633;0
BANCO OURINVEST S.A.;78632767;b2;;I;2;SAO PAULO;SP;41334;33;0;2134;-1;184;0;2350;-1563;0;0;0;-327;-1890;460;7783;3176;-6421;-5470;-1097;0;339;-877;-2568;-2109;-86;-2195;828;0;-1367;0
SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3881423;n1;;I;2;ARARUAMA;RJ;41334;2305;0;32;0;0;0;2337;-639;0;0;0;139;-500;1836;0;0;-161;-169;-82;0;105;0;-307;1529;0;1529;-661;0;868;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORTE DO PARANÁ - SICOOB ALIANÇA;6174009;b3S;;I;2;APUCARANA;PR;41334;2066;0;244;0;0;0;2310;-443;-3;0;0;-151;-596;1714;353;242;-641;-904;-8;0;0;-64;-1022;692;-85;607;0;0;607;-122
MULTIMONEY CORRETORA DE CÂMBIO LTDA;12586596;n2;;I;2;SAO PAULO;SP;41334;0;0;0;0;2286;0;2286;0;0;0;0;1;1;2287;202;7;-1121;-1636;-127;0;3;-2;-2674;-387;0;-387;0;0;-387;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL EM BRASÍLIA LTDA. - SICOOB EXECUTIVO;694877;b3S;;I;2;BRASILIA;DF;41334;2036;0;248;0;0;0;2284;-344;-77;0;0;-342;-763;1521;133;103;-817;-833;-10;0;24;-29;-1427;94;0;94;-6;0;88;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41334;160;0;2118;0;0;0;2278;-2090;0;0;0;10;-2081;197;2;0;-1042;-427;-6;295;2327;-2;1146;1343;-1;1342;0;0;1342;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;;I;2;BRASILIA;DF;41334;2000;0;270;0;0;0;2271;-194;-35;0;0;-998;-1227;1044;77;66;-460;-475;-5;0;4;-19;-812;232;0;232;-6;0;226;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58290800;b3S;;I;2;CRUZEIRO;SP;41334;2176;0;87;0;0;0;2264;0;0;0;0;-178;-178;2086;0;0;-146;-53;-20;0;0;0;-218;1867;1;1868;-2;-18;1848;-741
UNICRED DE NOVA FRIBURGO - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE SAUDE DE NOVA FRIBURGO LTDA;918800;b3S;;I;2;NOVA FRIBURGO;RJ;41334;1719;0;541;0;0;0;2261;-737;0;0;0;-350;-1087;1174;25;13;-482;-458;-4;0;120;-24;-810;364;-9;355;0;0;355;-181
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;;I;2;SAO GOTARDO;MG;41334;2058;0;196;0;0;0;2254;-305;-317;0;0;-67;-690;1565;158;87;-439;-346;-6;0;4;-43;-586;979;6;985;-18;0;966;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8075352;b3S;;I;2;FLORIANOPOLIS;SC;41334;1965;0;289;0;0;0;2254;-498;-104;0;0;-304;-906;1348;323;0;-564;-783;-3;0;19;-38;-1045;303;0;303;0;-51;252;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAUDE E EMPRESÁRIOS DE ARAXA E DO OESTE DE MINAS LTDA. - UNICRED COMERCIO;7791025;b3S;;I;2;ARAXA;MG;41334;1980;0;267;0;0;0;2247;-404;0;0;0;-545;-949;1298;291;181;-842;-1257;-7;0;0;-240;-1874;-576;1;-574;-3;0;-577;-73
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP;57647653;b3S;;I;2;HOLAMBRA;SP;41334;1766;0;475;0;0;0;2241;-501;-94;0;0;-546;-1141;1100;302;129;-803;-573;-7;0;153;-316;-1114;-14;25;11;-13;0;-2;0
COOPERATIVA DE CRÉDITO RURAL E DOS SERVIDORES PÚBLICOS ESTADUAIS DO ESTADO DO TOCANTINS - SICREDI UNIÃO CERRADO;3836609;b3S;;I;2;DIANOPOLIS;TO;41334;2130;0;100;0;0;0;2230;-162;-248;0;0;-557;-967;1263;221;145;-840;-640;-14;0;243;-438;-1321;-59;1;-59;-9;0;-69;0
COOPERATIVA DE CRÉDITO RURAL DE CACOAL LTDA;3612764;b3S;;I;2;CACOAL;RO;41334;2185;0;43;0;0;0;2228;-228;0;0;0;-524;-752;1475;47;4;-402;-343;0;0;5;-27;-715;760;5;765;0;0;765;-98
SICOOB CREDINOVA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE NOVA SERRANA LTDA.;1667766;b3S;;I;2;NOVA SERRANA;MG;41334;1782;0;444;0;0;0;2226;-501;0;0;0;-92;-593;1633;533;112;-590;-883;-9;0;9;-125;-953;680;-8;672;-4;0;668;-144
COOPERATIVA DE CRÉDITO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO;429890;b3S;;I;2;CAMPOS ALTOS;MG;41334;2132;0;89;0;0;0;2221;-161;-374;0;0;-55;-590;1630;180;17;-369;-318;-7;0;0;-17;-514;1116;0;1116;-15;0;1101;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1439107;b3S;;I;2;BARRA BONITA;SP;41334;1881;0;328;0;0;0;2209;0;0;0;0;-7;-7;2202;19;0;-429;-243;-18;0;7;0;-663;1539;-25;1514;-125;0;1389;-750
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;;I;2;PARAISO DO NORTE DO TOCANTINS;TO;41334;2061;0;135;0;0;0;2197;-196;-72;0;0;96;-172;2024;67;59;-594;-615;-5;0;4;-23;-1106;918;5;923;0;0;923;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;;I;2;RIO VERDE;GO;41334;1800;0;395;0;0;0;2195;-417;0;0;0;-58;-475;1720;133;80;-579;-917;-7;0;0;-93;-1382;337;42;379;-6;0;373;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO - SICOOB CREDIÇUCAR;6910457;b3S;;I;2;SANTA CRUZ DAS PALMEIRAS;SP;41334;1952;0;234;0;0;0;2187;-572;0;0;0;-556;-1129;1058;25;52;-514;-496;-4;0;0;-41;-978;80;0;80;0;-11;69;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BOTUVERÁ - CRESOL BOTUVERÁ;8297831;b3S;;I;2;BOTUVERA;SC;41334;1921;0;262;0;0;0;2182;-745;-127;0;0;-975;-1847;335;37;46;-302;-326;0;0;99;-44;-490;-155;1;-154;0;-2;-156;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4355489;b3S;;I;2;FLORIANOPOLIS;SC;41334;1178;0;1001;0;0;0;2179;-1128;0;0;0;-8;-1137;1042;73;11;-418;-433;-1;0;50;-26;-743;299;0;299;-3;0;296;-141
CREDITÁ S/A CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12599971;n1;;I;2;PORTO ALEGRE;RS;41334;2103;0;68;0;0;0;2171;-347;0;0;0;-125;-472;1700;14;9;-339;-174;-94;0;0;0;-585;1115;0;1115;-440;0;675;0
C H B - COMPANHIA HIPOTECARIA BRASILEIRA;10694628;n1;;I;2;NATAL;RN;41334;1367;0;800;0;0;0;2167;-340;0;0;0;-217;-557;1610;579;0;-833;-1680;0;0;731;0;-1204;406;1;407;0;0;407;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE PETRÓPOLIS LTDA. - UNICRED PETRÓPOLIS.;72052004;b3S;;I;2;PETROPOLIS;RJ;41334;1960;0;193;0;0;0;2153;-363;0;0;0;89;-274;1879;31;12;-624;-533;0;0;4;-16;-1126;752;0;752;0;0;752;-38
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP;25353939;b3S;;I;2;ALPINOPOLIS;MG;41334;2060;0;90;0;0;0;2151;-163;-231;0;0;-551;-945;1205;219;140;-760;-458;-11;0;10;-61;-921;285;1;286;-15;0;271;0
BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;51938876;b1;;I;3;SAO PAULO;SP;41334;1143;0;883;0;112;0;2138;0;-176;0;0;-1642;-1818;320;2;1;-415;-679;-59;0;364;0;-786;-466;8;-459;-29;-5;-492;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO PAJEÚ LTDA. - SICOOB CREDIPAJEÚ;3732359;b3S;;I;2;SAO JOSE DO EGITO;PE;41334;2078;0;55;0;0;0;2133;-233;1;0;0;-170;-404;1729;144;325;-892;-669;-16;0;0;-65;-1173;556;-1;555;-12;-29;513;-67
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO OESTE DE MINAS GERAIS LTDA. - SICOOB CREDIOESTE;25420696;b3S;;I;2;ABAETE;MG;41334;1899;0;233;0;0;0;2132;-325;-200;0;0;-393;-918;1214;218;245;-1006;-600;-15;0;0;-46;-1204;10;0;10;-20;0;-9;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;;I;2;BRASILIA;DF;41334;732;0;1382;0;0;0;2113;-2127;0;0;0;15;-2112;2;1;0;-1026;-656;-6;1453;1711;-10;1467;1468;0;1468;0;0;1468;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO - UNICRED SUDESTE;86389236;b3S;;I;2;UBA;MG;41334;1628;0;484;0;0;0;2112;-574;0;0;0;-47;-621;1491;244;73;-677;-908;-5;0;103;-49;-1219;272;2;274;-3;0;271;-36
COOPERATIVA DE CRÉDITO RURAL CAZOLA;315406;b3S;;I;2;LUCELIA;SP;41334;1990;0;112;0;0;0;2101;-802;0;0;0;-1205;-2007;94;5;58;-382;-517;-4;0;0;-366;-1205;-1111;13;-1099;1;0;-1100;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, MINISTÉRIO PÚBLICO E ENSINO SUPERIOR - SICOOB JUDICIÁRIO;37076205;b3S;;I;2;BRASILIA;DF;41334;1967;0;128;0;0;0;2095;-409;-79;0;0;-265;-754;1341;34;123;-764;-740;-5;0;2;-59;-1410;-69;-2;-71;0;0;-71;0
CREDSUPER - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;4138455;b3S;;I;2;NATAL;RN;41334;2065;0;28;0;0;0;2093;-101;-503;0;0;-132;-736;1358;17;16;-270;-216;-1;0;26;-124;-552;805;0;805;-2;0;803;-155
TULLETT PREBON BRASIL S.A. CORRETORA DE VALORES E CAMBIO;61747085;n2;;I;2;SAO PAULO;SP;41334;0;0;1964;119;0;0;2083;0;0;0;0;0;0;2083;11472;220;-1306;-8423;-1228;0;0;-3;732;2814;0;2814;-1047;-482;1286;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DA GRANDE SÃO PAULO - SICREDI GRANDE SÃO PAULO SP;4306351;b3S;;I;2;SAO PAULO;SP;41334;1672;0;397;0;0;0;2069;-562;-3;0;0;-346;-911;1158;121;62;-652;-363;-5;0;64;-379;-1151;7;0;7;-10;0;-3;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAPA LTDA. - SICOOB CREDIEMBRAPA;2338666;b3S;;I;2;BRASILIA;DF;41334;1858;0;200;0;0;0;2058;-356;-39;0;0;-145;-540;1518;55;46;-548;-495;-7;0;0;-28;-976;542;4;546;-8;0;537;-240
