Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;;I;2;GOIANIA;GO;41334;797;0;68;0;0;0;865;-103;0;0;0;-40;-143;722;26;30;-296;-249;1;0;3;-9;-497;225;0;225;1;0;224;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SÃO BERNARDO DO CAMPO - CREDIABC;3612679;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;41334;826;0;33;0;0;0;860;-56;0;0;0;-22;-78;782;0;0;-280;-154;0;0;0;1;-435;347;4;351;0;0;351;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES DE CARGAS FILIADOS AOS SINDICATOS INTEGRANTES DA FETCESP - FEDERAÇÃO DAS EMPRESAS DE TRANSPORTES DE CARGAS DO ESTADO DE SÃO PAULO - SICREDI FETCOOP SP;13081722;b3S;;I;2;SAO PAULO;SP;41334;785;0;68;0;0;0;853;-139;-2;0;0;-105;-246;607;55;55;-360;-140;1;0;32;-139;-498;109;0;109;0;0;109;0
COOPERATIVA DE CRÉDITO RURAL DE SACRAMENTO LTDA - SICOOB CREDICOASA;71154256;b3S;;I;2;SACRAMENTO;MG;41334;644;0;208;0;0;0;852;-140;-40;0;0;-13;-194;658;19;9;-154;-152;-2;0;0;-12;-292;367;1;366;-2;0;364;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL MARTINS-CRESOL PEDRA BRANCA;5070112;b3S;;I;2;CORONEL MARTINS;SC;41334;780;0;71;0;0;0;851;-141;-135;0;0;92;-184;668;3;3;-137;-152;0;0;160;-97;-220;448;-52;396;0;0;396;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS  DA AMAZÔNIA OCIDENTAL LTDA - UNICRED CENTRAL AMAZÔNIA OCIDENTAL;2470935;b3C;;I;2;MANAUS;AM;41334;10;0;838;0;0;0;848;-809;0;0;0;-5;-815;34;0;0;-173;150;0;0;0;0;-23;11;0;11;0;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SATELFORTE DE GOIÂNIA E ENTORNO LTDA.;97360804;b3S;;I;2;GOIANIA;GO;41334;812;0;36;0;0;0;848;-134;-37;0;0;-80;-251;597;35;54;-347;-220;-5;0;11;-14;-486;111;1964;2075;-537;0;1537;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA INDÚSTRIA E DO COMÉRCIO DE BENS E SERVIÇOS DA REGIÃO METROPOLITANA, ZONA DA MATA E AGRESTE DO ESTADO DE PERNAMBUCO LTDA.- UNICRED EMPRESARIAL;7858553;b3S;;I;2;RECIFE;PE;41334;807;0;37;0;0;0;844;-115;-18;0;0;-159;-291;552;59;46;-287;-211;1;0;12;-122;-505;48;0;48;0;0;48;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;;I;2;XAVANTINA;SC;41334;713;0;130;0;0;0;843;-195;-106;0;0;-163;-464;379;76;6;-70;-100;0;0;10;-35;-112;267;3;270;0;0;270;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;;I;2;SANTA ROSA DE LIMA;SC;41334;655;0;187;0;0;0;842;-314;-50;0;0;-107;-470;372;53;15;-234;-267;0;0;4;-60;-490;-117;-5;-122;0;0;-122;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS;2804469;b3S;;I;2;JANAUBA;MG;41334;747;0;93;0;0;0;841;-117;-13;0;0;-53;-182;658;91;205;-424;-382;-8;0;1;-29;-546;112;1;113;0;0;113;0
CECRISACRED - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DO RAMO DE MATERIAIS DE CONSTRUÇÃO DA REGIÃO DE CRICIÚMA.;3427097;b3S;;I;2;CRICIUMA;SC;41334;620;0;219;0;0;0;839;-305;0;0;0;-89;-394;445;38;0;-189;-211;1;0;0;-21;-384;61;0;61;0;-15;46;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71238232;b3S;;I;2;CARMOPOLIS DE MINAS;MG;41334;708;0;131;0;0;0;839;-117;-50;0;0;-36;-203;636;63;123;-296;-300;-4;0;4;-25;-434;202;-2;200;-3;0;196;-45
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER;62284385;b3S;;I;2;SOROCABA;SP;41334;776;0;62;0;0;0;838;0;0;0;0;-24;-24;814;0;0;-61;-203;0;0;0;0;-265;549;0;549;0;0;549;-531
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE COLORADO E REGIÃO - SICOOB COLORADO;11610996;b3S;;I;2;COLORADO;PR;41334;777;0;61;0;0;0;837;-141;-29;0;0;-215;-386;452;69;97;-194;-307;-5;0;0;-36;-376;76;-7;70;-6;0;64;-34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;;I;2;TIROS;MG;41334;664;0;173;0;0;0;836;-147;-106;0;0;-100;-352;484;60;61;-308;-159;-5;0;3;-27;-374;110;0;110;-8;0;101;0
SOCIALCRED S/A   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE;4316357;n1;;I;2;RIO DE JANEIRO;RJ;41334;835;0;1;0;0;0;836;0;-86;0;0;-121;-207;629;112;0;-332;-209;-39;0;0;0;-468;162;0;162;-58;0;104;-91
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;20155248;n2;;I;2;SAO PAULO;SP;41334;0;0;373;182;281;0;836;0;0;0;0;0;0;836;0;0;-708;-610;-49;0;0;-42;-1409;-573;3;-571;0;0;-571;0
BONCRED;51389;n1;;C;2;NOVO HAMBURGO;RS;41334;21;568;242;0;0;0;832;0;-3;-518;0;9;-512;320;0;0;-130;-141;-10;0;71;1;-211;109;0;109;-93;0;16;-50
SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11970623;n1;;I;2;CURITIBA;PR;41334;828;0;0;0;0;0;828;1;0;0;0;-195;-196;632;0;0;-11;-87;-33;0;0;-14;-145;487;0;487;-138;0;349;-93
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;;I;2;SALVADOR;BA;41334;713;0;107;0;0;0;820;-109;0;0;0;-140;-249;571;60;166;-360;-320;-6;0;0;-15;-475;96;0;96;-5;0;92;-75
SICOOB CREDIMONTES - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DE MONTES CLAROS LTDA.;2031139;b3S;;I;2;MONTES CLAROS;MG;41334;709;0;110;0;0;0;820;-81;-21;0;0;28;-73;746;118;115;-488;-332;-1;0;0;-13;-601;145;0;145;1;0;144;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE CURITIBA - SICREDI COPERCREDI PR;9035503;b3S;;I;2;COLOMBO;PR;41334;711;0;109;0;0;0;820;-96;-1;0;0;-173;-270;549;127;62;-262;-288;-3;0;35;-273;-602;-52;3;-49;-4;0;-53;0
COOPERATIVA DE CRÉDITO RURAL DO VALE DO URUPA LTDA - CREDIRON;2049217;b3S;;I;2;OURO PRETO DO OESTE;RO;41334;776;0;42;0;0;0;819;-48;0;0;0;-376;-424;395;27;5;-232;-182;0;0;0;-6;-387;8;0;8;0;0;8;-61
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE;7318874;b3S;;I;2;ASSIS CHATEAUBRIAND;PR;41334;782;0;34;0;0;0;816;-129;-15;0;0;-104;-248;568;76;76;-245;-331;-4;0;0;-20;-448;120;0;119;-5;0;114;-24
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;;I;2;SARANDI;RS;41334;738;0;77;0;0;0;815;-164;-119;0;0;78;-205;611;0;0;-246;-238;0;0;124;-89;-449;162;0;162;0;0;162;0
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DE LEITE DO VALE DO RIO GRANDE LTDA - SICOOB CREDILEITE;86585049;b3S;;I;2;UBERABA;MG;41334;694;0;121;0;0;0;815;-103;0;0;0;-7;-109;706;67;41;-436;-267;-10;0;26;-44;-624;82;2;84;-2;0;82;0
SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17315359;n2;;I;2;BELO HORIZONTE;MG;41334;25;0;685;103;0;0;814;0;0;0;0;0;0;814;1119;623;-626;-474;-164;0;263;-2;737;1551;0;1551;-225;0;1326;-593
COOPERATIVA DE CREDITO MUTUO DOS DESPACHANTES DE TRANSITO DE SANTA CATARINA;4715685;b3S;;I;2;FLORIANOPOLIS;SC;41334;680;0;126;0;0;0;806;-213;-2;0;0;-61;-276;531;88;1101;-446;-739;-6;0;0;-26;-27;503;-8;496;0;0;496;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DA REGIÃO METROPOLITANA DE BELÉM LTDA - SICOOB COOESA;83836114;b3S;;I;2;BELEM;PA;41334;782;0;23;0;0;0;805;-53;-23;0;0;-18;-94;710;40;51;-323;-255;-3;0;0;-30;-521;189;0;189;1;0;188;0
COOPERATIVA DE CRÉDITO RURAL DE SÃO VICENTE DE MINAS LTDA. - SICOOB CREDISAVI;86476199;b3S;;I;2;SAO VICENTE DE MINAS;MG;41334;766;0;39;0;0;0;805;-92;-47;0;0;-191;-330;475;62;114;-296;-292;-4;0;0;-15;-431;44;0;44;-8;0;35;-14
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIBEIRÃO PRETO E REGIÃO - SICOOB COOPERAC;8071414;b3S;;I;2;RIBEIRAO PRETO;SP;41334;710;0;91;0;0;0;801;-127;0;0;0;-79;-206;596;86;69;-234;-311;-2;0;0;-23;-415;180;2;182;-5;-14;162;-33
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;;I;2;PIRAPORA;MG;41334;704;0;95;0;0;0;799;-113;-7;0;0;-77;-197;602;61;96;-335;-290;-7;0;1;-11;-485;117;-14;103;-2;0;101;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;;I;2;PORTO ALEGRE;RS;41334;477;0;319;0;0;0;795;-413;-7;0;0;-34;-454;342;10;2;-132;-20;1;0;10;-98;-228;114;0;114;1;0;113;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VITÓRIA DA CONQUISTA;2833202;b3S;;I;2;VITORIA DA CONQUISTA;BA;41334;693;0;100;0;0;0;792;-111;0;0;0;-40;-151;641;123;3;-148;-337;1;0;1;-12;-370;271;0;271;-1;0;270;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52046299;b3S;;I;2;SAO PAULO;SP;41334;716;0;76;0;0;0;792;0;0;0;0;16;16;808;0;0;-84;-36;1;0;13;-63;-171;637;0;637;0;-11;627;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;;I;2;SAO PAULO;SP;41334;755;0;37;0;0;0;792;0;0;0;0;-68;-68;724;0;0;-169;-70;-3;0;0;0;-241;483;0;483;-1;0;482;-227
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ARATIBA-CRESOL ARATIBA;4565791;b3S;;I;2;ARATIBA;RS;41334;682;0;107;0;0;0;789;-216;-79;0;0;-495;-790;-2;60;1;-161;-139;0;0;20;-59;-278;-280;12;-268;0;0;-268;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO IESA E COMERCIANTES DE VESTUÁRIOS DE ARARAQUARA E REGIÃO - SICOOB IESACRED;53236808;b3S;;I;2;ARARAQUARA;SP;41334;746;0;32;0;0;0;778;-35;0;0;0;-283;-318;460;33;55;-197;-317;-1;0;14;-29;-443;17;0;17;0;0;17;0
COOPERATIVA DE CRÉDITO RURAL ALTO RIO GRANDE LTDA - CREDIGRANDE;25626490;b3S;;I;2;LAVRAS;MG;41334;750;0;29;0;0;0;778;-59;-102;0;0;-341;-502;276;42;88;-334;-337;-3;0;4;-48;-588;-312;0;-312;-3;0;-315;0
COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA - SICOOB CREDICOOPERTRIL;1374196;b3S;;I;2;SAO FRANCISCO DE SALES;MG;41334;672;0;106;0;0;0;778;-102;-40;0;0;34;-108;669;31;40;-242;-165;-16;0;22;-13;-342;327;0;327;-1;1;325;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP;73092827;b3S;;I;2;SAO PAULO;SP;41334;746;0;32;0;0;0;777;-20;0;0;0;17;-2;775;1;5;-281;-266;-1;0;26;-24;-541;234;0;234;0;0;234;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DA EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPEMG;3269540;b3S;;I;2;BELO HORIZONTE;MG;41334;749;0;28;0;0;0;776;-44;-64;0;0;-72;-180;596;18;9;-311;-214;-3;0;1;-15;-516;80;1;82;1;0;81;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;;I;2;GUARAMIRIM;SC;41334;691;0;83;0;0;0;774;-120;-70;0;0;-212;-401;373;69;0;-134;-199;1;0;1;-10;-274;99;0;99;0;-10;89;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS NOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB FEDERAL;37497245;b3S;;I;2;CUIABA;MT;41334;733;0;40;0;0;0;773;-40;-2;0;0;-50;-91;682;98;37;-389;-479;-9;0;58;-11;-697;-15;-15;-30;1;0;-31;0
FOURTRADE CORRETORA DE CÂMBIO LTDA.;40353377;n2;;I;2;RIO DE JANEIRO;RJ;41334;0;0;0;0;770;0;770;0;0;0;0;0;0;770;1210;0;-526;-949;-160;0;8;-1;-419;352;3;354;-116;0;239;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS MALHAS LTDA. - SICOOB CREDMALHAS;3941182;b3S;;I;2;MONTE SIAO;MG;41334;703;0;62;0;0;0;766;-78;-63;0;0;-107;-247;518;22;122;-347;-282;-5;0;0;-19;-509;9;0;9;0;0;9;0
COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;;I;2;RIO DE JANEIRO;RJ;41334;0;0;0;0;765;0;765;0;0;0;0;0;0;765;1;0;-147;-451;-36;0;1;0;-631;134;-2;131;-31;0;100;0
COOPERATIVA DE CRÉDITO RURAL DO EXTREMO OESTE DE SÃO PAULO;5463934;b3S;;I;2;VOTUPORANGA;SP;41334;672;0;93;0;0;0;765;-76;-30;0;0;-82;-188;577;71;44;-178;-248;-3;0;0;-8;-322;255;4;259;0;0;259;0
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES E EMPREGADOS MUNIC PREF MUNIC BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA VESPASIANO SICOOB CREDISERV;1864151;b3S;;I;2;BELO HORIZONTE;MG;41334;712;0;53;0;0;0;765;-57;-4;0;0;-59;-121;644;1;0;-257;-239;-1;0;0;-12;-508;136;0;136;0;0;136;-110
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;;I;2;SERRINHA;BA;41334;699;0;64;0;0;0;763;-105;-19;0;0;-200;-324;439;104;0;-258;-234;0;0;19;1;-370;70;-29;41;0;0;41;-30
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO ZERBINI - COOPINCOR;1997612;b3S;;I;2;SAO PAULO;SP;41334;702;0;60;0;0;0;762;0;0;0;0;-8;-8;754;0;0;-60;-109;0;0;0;0;-169;585;0;585;0;0;585;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FINANCEIRO EM CURITIBA E EM MUNICÍPIOS DA REGIÃO METROPOLITANA;5097757;b3S;;I;2;CURITIBA;PR;41334;714;0;44;0;0;0;758;-121;0;0;0;-45;-166;592;0;0;-239;-98;0;0;0;0;-337;255;-2;254;0;0;254;-85
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ZEMA LTDA.;71378426;b3S;;I;2;ARAXA;MG;41334;607;0;149;0;0;0;756;-98;0;0;0;-4;-103;654;31;9;-234;-317;-1;0;0;-20;-532;121;0;122;-1;0;121;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2446089;b3S;;I;2;CORONEL VIVIDA;PR;41334;555;0;200;0;0;0;756;-289;-167;0;0;-234;-690;66;177;11;-195;-172;0;0;32;-51;-197;-131;0;-131;0;0;-131;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;;I;2;VITOR MEIRELES;SC;41334;695;0;55;0;0;0;750;-190;-128;0;0;-201;-519;231;59;2;-181;-143;0;0;0;-48;-310;-79;5;-74;0;0;-74;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SERTÃO PARAIBANO LTDA. - UNICRED ALTO SERTÃO PARAIBANO;9343038;b3S;;I;2;SOUSA;PB;41334;636;0;112;0;0;0;749;-138;0;0;0;-23;-160;588;38;61;-186;-152;-1;0;11;-102;-332;257;0;257;0;0;257;-54
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;;I;2;GUARANI DAS MISSOES;RS;41334;682;0;62;0;0;0;745;-121;-111;0;0;-191;-422;322;0;4;-113;-137;0;0;148;-33;-131;191;0;191;1;0;190;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.;1709266;b3S;;I;2;TEOFILO OTONI;MG;41334;620;0;120;0;0;0;740;-146;0;0;0;-322;-468;272;28;28;-227;-264;1;0;0;-26;-462;-190;0;-190;0;0;-190;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;;I;2;OURO;SC;41334;657;0;79;0;0;0;736;-198;-89;0;0;-323;-610;127;8;8;-176;-98;0;0;23;-41;-275;-148;0;-149;-4;0;-153;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO MIGUEL DO OESTE;8253539;b3S;;I;2;SAO MIGUEL D'OESTE;SC;41334;691;0;43;0;0;0;734;-169;-52;0;0;-186;-407;327;1;21;-193;-240;0;0;16;-4;-399;-72;1;-71;0;0;-71;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS;4894460;b3S;;I;2;BELO HORIZONTE;MG;41334;667;0;66;0;0;0;733;-106;0;0;0;-28;-134;599;6;0;-137;-104;-1;0;0;0;-235;364;0;364;1;0;363;-113
UNICRED CRATEUS - COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO DE CRATEUS LTDA;68389;b3S;;I;2;CRATEUS;CE;41334;674;0;56;0;0;0;730;-111;-4;0;0;-248;-363;367;13;42;-159;-114;1;0;11;-74;-283;84;0;84;0;0;84;-53
COOPERATIVA DE ECONOMIA E CREDITO MUTUO  DOS CORRETORES DE SEGUROS DE PORTO ALEGRE;2999687;b3S;;I;2;PORTO ALEGRE;RS;41334;574;0;155;0;0;0;729;-152;0;0;0;-20;-172;557;13;48;-213;-167;1;0;15;-56;-361;196;0;196;-2;0;194;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E PROFISSIONAIS LIBERAIS DA REGIÃO DA FRONTEIRA LTDA - UNICRED REGIÃO DA FRONTEIRA;1705236;b3S;;I;2;SANTANA DO LIVRAMENTO;RS;41334;622;0;103;0;0;0;725;-215;-40;0;0;-181;-436;289;45;15;-155;-201;0;0;0;-4;-300;-11;0;-11;0;-12;-23;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO NOROESTE PAULISTA - GRANCRED NOROESTE PAULISTA;3149086;b3S;;I;2;VOTUPORANGA;SP;41334;683;0;39;0;0;0;722;-145;0;0;0;60;-84;637;2;0;-233;-126;1;0;0;-111;-469;168;0;168;0;-15;153;-20
COOPERUFPA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA EDUCAÇÃO NO ESTADO DO PARÁ;83325811;b3S;;I;2;BELEM;PA;41334;644;0;68;0;0;0;712;-4;-11;0;0;-388;-404;308;229;0;-364;-106;-1;0;0;0;-243;65;0;65;-4;0;61;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.;5548335;b3S;;I;2;SAO JOAO DE MERITI;RJ;41334;695;0;17;0;0;0;712;0;0;0;0;-169;-169;543;0;0;-89;-168;0;0;25;0;-232;310;0;310;0;0;310;-127
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES UNIVERSIDADE FEDERAL DO ESPIRITO SANTO - CRED-UFES;27302181;b3S;;I;2;VITORIA;ES;41334;694;0;17;0;0;0;711;-140;0;0;0;-43;-183;529;19;0;-259;-697;-16;0;447;-7;-512;17;0;17;0;0;17;0
COOMAMP COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO MEMBROS DE INSTITUIÇÕES PÚBLICAS CARREIRAS JURÍDICAS E SERVIDORES PÚBLICOS FEDERAIS, ESTADUAIS E MUNICIPAIS EM SÃO LUIS/MA E MUNICÍPIOS CIRCUNVIZINHOS;5545390;b3S;;I;2;SAO LUIS;MA;41334;663;0;46;0;0;0;709;-73;-161;0;0;-97;-331;379;109;6;-183;-175;-7;0;35;-66;-281;98;1;99;-11;0;87;-67
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - COOPSEFES;3639902;b3S;;I;2;VITORIA;ES;41334;608;0;100;0;0;0;708;-36;0;0;0;-99;-135;573;5;27;-113;-385;-4;0;0;1;-471;102;0;102;-2;0;100;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO, DEFENSORES PÚBLICOS E SERVIDORES DO PODER JUDICIÁRIO NO ESTADO DO CEARÁ - COOPERJURIS;8041950;b3S;;I;2;FORTALEZA;CE;41334;683;0;22;0;0;0;705;-60;-285;0;0;-43;-388;317;5;4;-60;-75;0;0;7;-56;-176;142;0;142;0;0;142;-41
COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DA SERRA DA CANTAREIRA - SICOOB CANTAREIRA;49069990;b3S;;I;2;GUARULHOS;SP;41334;570;0;133;0;0;0;703;-107;0;0;0;-93;-200;503;107;113;-507;-305;-3;0;70;-40;-565;-62;0;-62;-7;0;-69;0
DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;62280490;n2;;I;2;SAO PAULO;SP;41334;0;0;398;303;1;0;702;0;0;0;0;0;0;702;25;0;-241;-237;-31;0;3;-4;-486;216;0;216;-80;0;136;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE BAGE LTDA;2463485;b3S;;I;2;BAGE;RS;41334;545;0;156;0;0;0;702;-208;0;0;0;-125;-333;369;11;11;-102;-172;0;0;0;-4;-256;113;0;113;0;0;112;-34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LITORAL SUL DA BAHIA - SICOOB LITORAL SUL;2876918;b3S;;I;2;GANDU;BA;41334;643;0;57;0;0;0;701;-66;-33;0;0;-60;-159;542;80;137;-314;-294;-7;0;0;-30;-428;114;3;117;-6;0;111;0
