Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;41334;NA;NA;10540473;5270237;15023150;49297824;2136719;2909042;19730937;5216925;29993623;2865213;82156659;NA;NA%;NA%;0,1829;NA%;0,3471
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41334;NA;NA;7081632;2242925;9324557;58784534;1590623;165678;2140169;217723;4114193;3132448;66031176;NA;NA%;NA%;0,1412;NA%;0,2326
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41334;NA;NA;7730750;-38484;7692266;43342045;0;39591;5967039;44259;6050889;4730291;54123225;NA;NA%;NA%;0,1421;NA%;0,1471
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41334;NA;NA;4760188;1701563;6306247;26930832;0;0;109415;21641;131056;4539851;31601739;NA;NA%;NA%;0,1996;NA%;0,0844
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41334;NA;NA;2519469;2465124;4933747;24717518;0;3038;97336;0;100374;4796855;29614748;NA;NA%;NA%;0,1666;NA%;0,0452
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;41334;NA;NA;2857722;1161881;3714102;27796829;461716;0;0;0;461716;668711;28927256;NA;NA%;NA%;0,1284;NA%;0,051
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41334;NA;NA;3503769;1011123;4511870;12481396;7190382;0;2593869;158049;9942300;2463467;24887164;NA;NA%;NA%;0,1813;NA%;0,2736
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41334;NA;NA;2093248;982214;3075461;21473369;0;0;0;0;0;691401;22164770;NA;NA%;NA%;0,1388;NA%;0,0533
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41334;NA;NA;3479573;0;3477852;6953429;506168;70186;8298875;879291;9754520;1173466;17881416;NA;NA%;NA%;0,1945;NA%;0,0219
BIC;32119;b1;;C;2;SAO PAULO;SP;41334;NA;NA;1930871;965436;2896307;13770562;484022;0;1710147;26728;2220898;1375937;17367396;NA;NA%;NA%;0,1668;NA%;0,0545
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41334;NA;NA;1610602;803290;2387533;14280575;0;0;456429;0;456429;1950093;16687096;NA;NA%;NA%;0,1431;NA%;0,5109
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41334;NA;NA;1752018;821661;2573679;15242469;0;36618;354882;10336;401836;713955;16358260;NA;NA%;NA%;0,1573;NA%;0,0327
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41334;NA;NA;2603830;129647;2733477;10349643;0;1756;3058873;30477;3091105;1747736;15188485;NA;NA%;NA%;0,18;NA%;0,0332
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41334;NA;NA;1956324;51959;2008283;11706343;0;0;973;0;973;779980;12487295;NA;NA%;NA%;0,1608;NA%;0,065
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41334;NA;NA;2441694;5499;2447192;9306314;415753;0;1178933;138779;1733465;1442615;12482394;NA;NA%;NA%;0,1961;NA%;0,077
ALFA;51293;b1;;C;2;SAO PAULO;SP;41334;NA;NA;1915343;0;1915343;10097179;0;0;130741;7125;137866;759065;10994110;NA;NA%;NA%;0,1742;NA%;0,1171
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41334;NA;NA;1514311;0;1514311;6583092;0;196656;3185942;0;3382598;750562;10716252;NA;NA%;NA%;0,1413;NA%;0,0266
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41334;NA;NA;1262693;149800;1412494;9895956;0;0;0;0;0;588673;10484630;NA;NA%;NA%;0,1347;NA%;0,0027
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41334;NA;NA;2343558;2087950;4431508;3388821;0;0;2853;6752737;6755591;175610;10320022;NA;NA%;NA%;0,4294;NA%;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41334;NA;NA;848351;424441;1272792;9753565;0;0;1227;1961;3188;545606;10302359;NA;NA%;NA%;0,1235;NA%;0,1347
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41334;NA;NA;1082208;545133;1627341;8796058;0;48900;798545;0;847445;549560;10193064;NA;NA%;NA%;0,1597;NA%;0,0089
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41334;NA;NA;1270093;0;1270093;8447019;0;0;0;0;0;1026205;9473224;NA;NA%;NA%;0,1341;NA%;0,1454
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41334;NA;NA;1640679;1198;1641877;4829830;2280252;20960;1206458;186057;3693727;619006;9142563;NA;NA%;NA%;0,1796;NA%;0,0077
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41334;NA;NA;984955;233379;1218334;7968227;0;0;915445;1364;916809;178124;9063160;NA;NA%;NA%;0,1344;NA%;0,1314
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41334;NA;NA;1347076;-2296;1344780;8409195;0;0;0;9088;9088;477582;8895865;NA;NA%;NA%;0,1512;NA%;0,0179
PINE;50304;b1;;C;2;SAO PAULO;SP;41334;NA;NA;1268496;185214;1453710;7307764;140727;306191;667582;0;1114500;75532;8497796;NA;NA%;NA%;0,1711;NA%;0,1085
BRB;31976;b1;;C;1;BRASILIA;DF;41334;NA;NA;1003151;190097;1193248;7573083;0;276;107349;20298;127923;645537;8346543;NA;NA%;NA%;0,143;NA%;0,14
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41334;NA;NA;1323257;52244;1369455;3269756;1342400;43;992630;1517263;3852336;839934;7962027;NA;NA%;NA%;0,172;NA%;0,0354
BANESTES;30159;b1;;C;1;VITORIA;ES;41334;NA;NA;742658;6721;749380;4846679;0;0;72763;0;72763;724500;5643942;NA;NA%;NA%;0,1328;NA%;0,2631
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41334;NA;NA;644871;227271;772835;4515329;0;0;16140;448;16588;220114;4752032;NA;NA%;NA%;0,1626;NA%;0,123
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41334;NA;NA;1015495;-596;1014898;4398791;0;0;0;0;0;337240;4736030;NA;NA%;NA%;0,2143;NA%;0,0046
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41334;NA;NA;710058;-36252;673806;3498673;72095;1764;895264;2109;971231;243941;4713845;NA;NA%;NA%;0,1429;NA%;0,1149
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41334;NA;NA;579065;6061;585125;4483160;0;0;0;0;0;217295;4700455;NA;NA%;NA%;0,1245;NA%;0,0072
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41334;NA;NA;1239775;97;1239871;4163855;0;0;70178;0;70178;422497;4656531;NA;NA%;NA%;0,2663;NA%;0,4782
BES;51482;b2;;C;3;SAO PAULO;SP;41334;NA;NA;644444;18017;662461;3582406;0;0;731039;6581;737620;233071;4553097;NA;NA%;NA%;0,1455;NA%;0,2225
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41334;NA;NA;789006;0;789006;915398;61849;49687;2735673;0;2847210;324527;4087135;NA;NA%;NA%;0,193;NA%;0,075
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41334;NA;NA;668544;0;668544;3852576;0;0;0;0;0;150136;4002712;NA;NA%;NA%;0,167;NA%;0,0034
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41334;NA;NA;538430;15758;554188;3428654;0;0;26755;0;26755;350842;3806250;NA;NA%;NA%;0,1456;NA%;0,1273
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41334;NA;NA;507363;113041;620404;3279252;303752;0;0;0;303752;113681;3696684;NA;NA%;NA%;0,1678;NA%;0,0064
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41334;NA;NA;489457;49104;538561;3469071;0;0;0;0;0;187508;3656579;NA;NA%;NA%;0,1473;NA%;0,0615
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41334;NA;NA;1695012;4247;1249260;2474143;0;0;668452;0;668452;375866;3518461;NA;NA%;NA%;0,3551;NA%;0,021
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41334;NA;NA;497680;1479;499159;3289381;0;0;0;0;0;224299;3513680;NA;NA%;NA%;0,1421;NA%;0,0107
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41334;NA;NA;374592;187296;561887;3153034;0;186;7857;6864;14907;320473;3488414;NA;NA%;NA%;0,1611;NA%;0,1511
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41334;NA;NA;1908383;18282;1926665;1743238;0;128538;967027;2446;1098011;586320;3427569;NA;NA%;NA%;0,5621;NA%;0,0778
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41334;NA;NA;486250;1327;485301;2990998;85783;34478;128916;22658;271835;158545;3421378;NA;NA%;NA%;0,1418;NA%;0,1216
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41334;NA;NA;765330;8053;773382;2582520;0;0;559082;0;559082;164672;3306274;NA;NA%;NA%;0,2339;NA%;0,025
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41334;NA;NA;547800;0;547800;3029528;0;0;0;0;0;249317;3278846;NA;NA%;NA%;0,1671;NA%;0,0012
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41334;NA;NA;677815;-4421;673394;2958897;54571;22768;4842;25999;108180;132091;3199168;NA;NA%;NA%;0,2105;NA%;0,4574
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41334;NA;NA;166257;73266;239524;2844693;0;0;0;0;0;242267;3086960;NA;NA%;NA%;0,0776;NA%;0,4114
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41334;NA;NA;772106;63679;811175;2540842;0;0;0;0;0;258019;2798861;NA;NA%;NA%;0,2898;NA%;0,0745
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41334;NA;NA;696774;0;482774;2619472;0;0;0;0;0;178005;2797477;NA;NA%;NA%;0,1726;NA%;0,0087
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41334;NA;NA;358244;34720;392963;2700621;0;0;0;0;0;66869;2767490;NA;NA%;NA%;0,142;NA%;0,0462
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41334;NA;NA;719259;0;719259;565393;224600;0;1646708;0;1871308;311753;2748454;NA;NA%;NA%;0,2617;NA%;0,0414
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41334;NA;NA;405060;0;405060;2525926;0;0;63;0;63;35439;2561428;NA;NA%;NA%;0,1581;NA%;0,2361
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41334;NA;NA;641489;41;641531;2408722;0;0;0;0;0;117880;2526602;NA;NA%;NA%;0,2539;NA%;0,0107
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41334;NA;NA;442512;18339;460850;2104246;54733;0;67839;16143;138715;169578;2412540;NA;NA%;NA%;0,191;NA%;0,0735
BBM;30207;b1;;C;2;SALVADOR;BA;41334;NA;NA;544901;-156;544744;1732189;196702;0;140291;0;336993;227646;2296827;NA;NA%;NA%;0,2372;NA%;0,1105
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41334;NA;NA;277790;79830;357080;1853199;0;737;34781;33006;68524;281434;2203156;NA;NA%;NA%;0,1621;NA%;0,2309
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41334;NA;NA;435012;0;435008;1987194;0;0;2035;0;2035;181498;2170728;NA;NA%;NA%;0,2004;NA%;0,1354
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41334;NA;NA;652841;79960;732801;1885731;98298;0;58818;0;157116;120170;2163018;NA;NA%;NA%;0,3388;NA%;0,003
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41334;NA;NA;1208308;0;1208308;1053285;0;0;0;0;0;1006547;2059832;NA;NA%;NA%;0,5866;NA%;0,0125
ING;51073;b1;;C;3;SAO PAULO;SP;41334;NA;NA;807805;0;807805;1544703;0;0;337883;0;337883;146331;2028916;NA;NA%;NA%;0,3981;NA%;0,0044
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41334;NA;NA;470362;0;470362;1337591;67156;0;346155;45482;458793;178612;1974996;NA;NA%;NA%;0,2382;NA%;0,0996
HONDA;51396;b2;;C;3;SAO PAULO;SP;41334;NA;NA;447586;0;447586;1861497;0;0;0;0;0;90888;1952385;NA;NA%;NA%;0,2293;NA%;0,0013
BANIF;20255;b1;;C;3;SAO PAULO;SP;41334;NA;NA;172380;83125;255504;1729791;0;0;5164;0;5164;192999;1927955;NA;NA%;NA%;0,1325;NA%;0,0258
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41334;NA;NA;1105587;-99;1105488;1394732;0;0;344731;0;344731;167269;1906732;NA;NA%;NA%;0,5798;NA%;0,0282
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41334;NA;NA;253170;62017;309198;937698;281189;16733;457190;51634;806745;111352;1855795;NA;NA%;NA%;0,1666;NA%;0,0788
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41334;NA;NA;339114;139;339253;1254549;0;0;629;0;629;512835;1768012;NA;NA%;NA%;0,1919;NA%;0,1492
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41334;NA;NA;292680;0;278244;1479961;0;0;4651;0;4651;107721;1592333;NA;NA%;NA%;0,1747;NA%;0,0437
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41334;NA;NA;156133;59879;216012;1548576;0;0;0;0;0;1711;1550287;NA;NA%;NA%;0,1393;NA%;0,0057
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41334;NA;NA;3917906;-710;3917196;1303658;0;0;26567;0;26567;218235;1548460;NA;NA%;NA%;2,5297;NA%;0,0069
FATOR;50122;b1;;C;2;SAO PAULO;SP;41334;NA;NA;416293;0;416293;800863;201067;0;189864;54015;444945;153887;1399695;NA;NA%;NA%;0,2974;NA%;0,3423
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41334;NA;NA;275982;0;275982;1055849;0;0;0;0;0;200915;1256764;NA;NA%;NA%;0,2196;NA%;0,0447
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41334;NA;NA;287343;0;287343;1098292;0;0;0;0;0;0;1208121;NA;NA%;NA%;0,2378;NA%;0,031
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41334;NA;NA;274975;0;274975;1082493;0;0;0;0;0;113197;1195690;NA;NA%;NA%;0,23;NA%;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41334;NA;NA;340992;0;340992;1085602;0;0;0;0;0;0;1194162;NA;NA%;NA%;0,2855;NA%;0,0375
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41334;NA;NA;217771;0;217771;1045524;0;0;0;0;0;113664;1159188;NA;NA%;NA%;0,1879;NA%;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41334;NA;NA;183673;0;183673;838109;27356;0;23642;0;50998;264188;1153296;NA;NA%;NA%;0,1593;NA%;0,1522
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41334;NA;NA;388086;0;388086;1061250;0;0;0;0;0;71979;1133228;NA;NA%;NA%;0,3425;NA%;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41334;NA;NA;299472;151;299623;955534;0;0;74583;0;74583;94010;1124128;NA;NA%;NA%;0,2665;NA%;0,0006
WESTLB;51554;b1;;I;3;SAO PAULO;SP;41334;NA;NA;500616;5745;506361;909409;0;0;61336;0;61336;103532;1074278;NA;NA%;NA%;0,4714;NA%;0,0052
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41334;NA;NA;419854;17152;437006;907829;0;0;46;0;46;161756;1069631;NA;NA%;NA%;0,4086;NA%;0,0016
BR PARTNERS;51822;b2;;C;2;SAO PAULO;SP;41334;NA;NA;121222;0;121222;158203;293813;0;459767;33100;786680;36103;980986;NA;NA%;NA%;0,1236;NA%;0,0063
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41334;NA;NA;171261;0;171261;821947;0;0;10;0;10;86098;908055;NA;NA%;NA%;0,1886;NA%;0,0041
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41334;NA;NA;106530;0;106530;559762;0;0;15735;0;15735;327085;902582;NA;NA%;NA%;0,118;NA%;0,1938
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41334;NA;NA;128351;0;118068;825893;0;0;0;0;0;71381;897274;NA;NA%;NA%;0,1316;NA%;0,22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41334;NA;NA;126913;0;116949;820556;0;0;0;2852;2853;52870;876279;NA;NA%;NA%;0,1335;NA%;0,1393
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41334;NA;NA;235991;0;149311;805050;0;984;731;0;1715;42023;848788;NA;NA%;NA%;0,1759;NA%;0,4843
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41334;NA;NA;161906;0;161906;737020;0;0;0;0;0;88146;825167;NA;NA%;NA%;0,1962;NA%;0,1307
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41334;NA;NA;175179;0;160864;758146;0;0;0;227;227;43624;801998;NA;NA%;NA%;0,2006;NA%;0,1211
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41334;NA;NA;115305;0;106215;721370;0;0;0;0;0;41986;763356;NA;NA%;NA%;0,1391;NA%;0,1205
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41334;NA;NA;436694;5723;292417;675480;0;0;0;0;0;80114;755594;NA;NA%;NA%;0,387;NA%;0,1657
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41334;NA;NA;306489;0;158592;698278;0;0;35441;4949;40390;12654;751323;NA;NA%;NA%;0,2111;NA%;0,0329
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41334;NA;NA;191776;1627;193403;493366;16357;0;151671;0;168028;73893;735288;NA;NA%;NA%;0,263;NA%;0,0045
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41334;NA;NA;150383;0;138235;686724;0;0;0;906;906;43225;730855;NA;NA%;NA%;0,1891;NA%;0,1633
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41334;NA;NA;1035604;0;835604;597021;0;0;0;0;0;130959;727980;NA;NA%;NA%;1,1478;NA%;0,0039
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41334;NA;NA;105303;0;105303;384564;0;0;7670;1199;8868;312355;705788;NA;NA%;NA%;0,1492;NA%;0,1454
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41334;NA;NA;97003;109;97112;388411;166591;18800;4664;2582;192636;60993;642040;NA;NA%;NA%;0,1513;NA%;0,0123
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41334;NA;NA;124547;26229;150776;571260;0;0;0;0;0;66470;637731;NA;NA%;NA%;0,2364;NA%;0,0179
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41334;NA;NA;138702;39310;178013;457101;24758;0;0;0;24758;154940;636800;NA;NA%;NA%;0,2795;NA%;0,0349
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41334;NA;NA;234006;0;234006;560986;0;1352;0;0;1352;41716;604055;NA;NA%;NA%;0,3874;NA%;0,0008
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;41334;NA;NA;63150;5774;68923;521352;0;276;2882;245;3403;75588;600343;NA;NA%;NA%;0,1148;NA%;0,0266
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41334;NA;NA;138920;0;127820;563407;0;0;1;0;1;32030;595438;NA;NA%;NA%;0,2147;NA%;0,0746
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;3;CRUZ ALTA;RS;41334;NA;NA;114883;0;105688;546142;0;0;0;0;0;32149;578291;NA;NA%;NA%;0,1828;NA%;0,0551
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41334;NA;NA;356431;0;356431;174606;0;0;345077;0;345077;48617;568300;NA;NA%;NA%;0,6272;NA%;0,0148
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41334;NA;NA;125157;0;72312;545688;0;0;3956;0;3956;17151;566796;NA;NA%;NA%;0,1276;NA%;0,3217
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;;I;2;NOVA MUTUM;MT;41334;NA;NA;83486;0;76558;532238;0;0;0;0;0;26767;559005;NA;NA%;NA%;0,137;NA%;0,0666
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41334;NA;NA;88634;526;87224;483104;0;0;0;267;267;65112;548483;NA;NA%;NA%;0,159;NA%;0,072
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41334;NA;NA;240913;0;240913;485346;0;0;0;0;0;60209;545554;NA;NA%;NA%;0,4416;NA%;0,0039
