Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/03/2014;9205385;816134;1329820;4902160;1771592;22;385657
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/03/2014;8092817;319293;469702;3791492;3512145;186;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/03/2014;7758635;7330429;222697;134231;70298;982;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/03/2014;7493799;530826;1020744;1706108;4236112;10;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/03/2014;5777702;900080;1001897;1013700;2109236;24;752764
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/03/2014;5766502;256062;469667;3450161;1585686;4926;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/03/2014;5168122;694298;2044494;2184894;244433;3;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/03/2014;4499113;162202;76477;2323538;1936776;120;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/03/2014;4344711;101989;503704;1689252;2049701;66;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/03/2014;4233331;103353;384918;1920773;1824271;17;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/03/2014;4224377;43;1937532;630638;1347984;0;308179
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/03/2014;4205549;131651;24613;573397;422836;0;3053052
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/03/2014;4172328;444649;1621792;1170520;1862;83;933422
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;3908669;227993;298076;573372;2808773;455;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/03/2014;3790119;74457;858684;2297993;558985;1;0
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/03/2014;3651581;713246;523446;1448396;966490;3;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/03/2014;3552361;12563;36310;25620;3477867;0;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/03/2014;3485177;4307;25621;261953;3193296;1;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/03/2014;2993461;1313577;279562;892244;508077;0;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/03/2014;2949120;175450;170151;1269145;1229000;0;105375
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/03/2014;2462771;0;66550;491277;1302274;3;602668
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/03/2014;2444658;237335;2130735;2501;74086;0;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2014;2072457;50946;1293292;398614;20196;0;309409
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/03/2014;2063644;96139;319554;1445922;201673;356;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/03/2014;1994633;0;202351;206721;649449;0;936113
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2014;1987168;301432;416871;1056526;212339;0;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1972342;24754;4455;745556;1197577;1;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2014;1952992;16355;110831;188279;1637386;141;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2014;1790416;304175;455263;955284;75432;262;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1672925;0;518699;509221;644992;13;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/03/2014;1521258;165208;151943;1008892;195141;73;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1463500;782915;75005;167001;438535;45;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/03/2014;1387839;6227;0;1145071;236541;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/03/2014;1258709;173296;38853;323039;723520;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1242062;13564;30081;598258;600156;3;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/03/2014;1231345;405101;219466;160465;446313;0;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1228034;0;0;0;1228034;0;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1212685;73359;37047;174887;927391;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/03/2014;1210135;59867;258760;639050;252458;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1200887;46939;22191;164957;966800;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/03/2014;1199407;777;28749;751597;418283;1;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/03/2014;1171269;246;41030;326843;786799;0;16351
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1019668;52780;88475;328472;549940;1;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1013636;647972;111234;191919;62507;6;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/03/2014;1000158;13633;236690;655958;90193;3684;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/03/2014;930066;28863;187683;576075;137437;9;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2014;860322;133071;198485;467226;61539;1;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/03/2014;848516;16148;199279;151569;481520;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/03/2014;797610;112998;65329;491465;127815;2;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/03/2014;773697;0;562479;179502;31708;8;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/03/2014;772802;21785;85806;545358;119853;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/03/2014;734982;0;1550;39333;694099;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/03/2014;671915;35401;24562;421184;190699;69;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/03/2014;585277;52697;36522;259361;236697;0;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/03/2014;504385;73646;74391;215842;140505;0;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/03/2014;481872;2173;79902;288789;110737;271;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/03/2014;468355;9267;62096;303180;93801;11;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2014;457685;0;6957;208669;242059;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/03/2014;449503;0;0;35781;413721;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2014;425854;17197;32492;300410;75749;7;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/03/2014;424034;22492;64734;138614;198168;25;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/03/2014;421475;0;108118;156791;156566;0;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/03/2014;418786;35168;14228;312812;56567;11;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/03/2014;414909;4288;42921;163714;203985;1;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/03/2014;404591;38009;161200;125692;79691;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/03/2014;393944;28644;52799;312238;0;263;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/03/2014;353952;60807;104729;141290;46847;277;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/03/2014;341416;25684;32928;248523;34282;0;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/03/2014;340169;27219;39316;156164;117470;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/03/2014;338263;100855;52343;87998;97016;51;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/03/2014;317804;113059;33386;85333;85890;136;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/03/2014;314494;18501;42527;234712;18718;36;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/03/2014;312246;37700;53921;106801;113736;88;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/03/2014;284428;107264;43490;94883;38732;58;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/03/2014;283090;38623;54571;94484;95272;140;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;;8;SAO PAULO;SP;01/03/2014;265147;0;0;58900;206247;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/03/2014;259830;50888;42470;165557;901;15;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;258358;1018;6836;203236;47268;1;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/03/2014;254151;36116;61091;154063;2534;347;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/03/2014;245194;38399;40130;114505;52160;0;0
SOCOPA;50328;b1;C;2;;199;SAO PAULO;SP;01/03/2014;242760;51364;59261;13564;118571;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/03/2014;240619;76682;63173;66923;33675;165;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/03/2014;233500;38724;46498;91987;56268;22;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/03/2014;231521;25427;62890;142397;785;22;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;I;2;;14;SAO PAULO;SP;01/03/2014;228974;0;17146;100537;111291;0;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/03/2014;217911;9721;23178;152691;32292;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/03/2014;213141;56285;68196;66838;21743;78;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/03/2014;205665;81680;32458;21572;69906;49;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2014;203709;68279;22373;49884;63094;79;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2014;203551;94208;13972;53382;41931;58;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/03/2014;203297;86052;93684;23249;0;312;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;;9;LONDRINA;PR;01/03/2014;202678;45234;28780;26495;102126;44;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/03/2014;201134;58236;0;32288;110610;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;I;2;;9;PORTO ALEGRE;RS;01/03/2014;196378;196378;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/03/2014;192400;9073;33735;141830;7750;13;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;I;2;;9;RIO DE JANEIRO;RJ;01/03/2014;191787;12606;8105;159614;11460;2;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;;19;BARUERI;SP;01/03/2014;190140;685;3902;74095;111454;4;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;189075;1200;8890;92305;86642;37;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/03/2014;180091;49363;41616;54030;34983;100;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;;14;SAO PAULO;SP;01/03/2014;176053;0;176053;0;0;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/03/2014;168238;11848;1546;3170;151652;22;0
BANCO KEB DO BRASIL S.A.;2318507;b1;I;3;;2;SAO PAULO;SP;01/03/2014;166777;13440;0;110656;42681;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/03/2014;162606;69177;41423;24866;27114;26;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/03/2014;161432;28333;24226;55357;53439;77;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/03/2014;157068;12880;34221;109924;0;44;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/03/2014;153602;139637;13763;178;0;24;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;I;2;;9;GUARATUBA;PR;01/03/2014;149630;64264;20387;30927;34024;28;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;;9;GOIANIA;GO;01/03/2014;146394;11237;4971;27677;102502;7;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/03/2014;142423;34438;44766;50310;12894;15;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/03/2014;140172;5109;2987;132076;0;0;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2014;139176;96379;11749;12499;18525;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/03/2014;137414;28435;32549;48786;27569;74;0
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;b1;I;3;;8;PORTO ALEGRE;RS;01/03/2014;135818;5459;8754;89812;31793;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/03/2014;133767;1252;26021;106483;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;;9;ENCANTADO;RS;01/03/2014;132350;43610;32573;32586;23528;53;0
GOLDMAN SACHS;51585;b2;C;3;;198;SAO PAULO;SP;01/03/2014;129534;0;0;0;129534;0;0
MÁXIMA;50201;b1;C;2;;199;RIO DE JANEIRO;RJ;01/03/2014;127559;5729;26426;87518;7885;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;I;2;;9;TEUTONIA;RS;01/03/2014;125723;48286;25852;28303;23215;65;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;;8;PORTO ALEGRE;RS;01/03/2014;124942;8203;15942;63339;37455;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO FRONTEIRA DO IGUAÇU - SICREDI FRONTEIRA PR/SC;82527557;b3S;I;2;;9;CAPANEMA;PR;01/03/2014;119983;25653;30160;41449;22653;67;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/03/2014;119796;21407;42233;48710;7385;62;0
FATOR;50122;b1;C;2;;199;SAO PAULO;SP;01/03/2014;118522;78280;0;40241;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;;9;TAPEJARA;RS;01/03/2014;118207;30101;27935;31949;28177;44;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/03/2014;117385;16170;29871;40405;30890;50;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/03/2014;116803;24562;43035;45386;3736;83;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/03/2014;116243;12734;25713;46077;31662;57;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/03/2014;111034;17647;18655;47291;27326;114;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;I;2;;9;LAJEADO;RS;01/03/2014;110390;23042;29968;39185;18157;39;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA.;73443863;b3S;I;2;;9;BLUMENAU;SC;01/03/2014;108810;6995;37726;64067;0;23;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/03/2014;108771;26911;12570;14459;54763;69;0
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;I;2;;14;ARAUCARIA;PR;01/03/2014;106487;44;3631;65247;37565;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - UNICRED METROPOLITANA;259231;b3S;I;2;;9;SANTOS;SP;01/03/2014;105929;4011;34372;54995;12531;20;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;;9;PORTO ALEGRE;RS;01/03/2014;103918;7399;30547;65965;0;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;I;2;;9;PELOTAS;RS;01/03/2014;102659;21332;22119;26736;32376;96;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/03/2014;101472;54168;12628;16077;18544;55;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;I;2;;9;FLORIANOPOLIS;SC;01/03/2014;101132;518;21004;65398;14211;0;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5888589;b3S;I;2;;9;CURITIBA;PR;01/03/2014;100335;50907;17081;17044;15268;35;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87781530;b3S;I;2;;9;PASSO FUNDO;RS;01/03/2014;100239;15827;23312;41488;19567;45;0
UNICRED FORTALEZA COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS OU MICROEMPREENDEDORES DAS REGIÕES CENTRO E LESTE DO CEARÁ LTDA.;72257793;b3S;I;2;;9;FORTALEZA;CE;01/03/2014;99703;44486;14320;31626;9255;16;0
