Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/03/2014;353258940;1087339;11164977;24724734;26777430;8762856;2284369;1;74801706;100562;1794324;4636644;4821670;8906791;22832501;3942728;47035220;161899;3145168;1148021;620041;0;0;0;5075130;561801;12292566;3461083;957818;7418;718;409309;17690714;90487;4443187;8154007;316834;42190;281;0;13046986;536233;2969087;1732144;2537407;1012156;5075908;52068;13915003;409736;6399155;15602458;31205469;10875629;14808015;5726839;85027301;69350;7910398;14360598;14492833;3602022;6078316;127082;46640601;9599;115246;881593;2163134;433101;13183;0;3615856;46410423
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/03/2014;285195303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30870;8952014;25887792;66288912;52532437;111345014;20158264;285195303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/03/2014;274234251;835194;10398365;15574235;11936323;1899937;514650;7911;41166615;97510;1186152;4710896;4400122;1125390;435753;0;11955825;932451;9814532;631603;310;0;0;0;11378896;124677;10981305;2008544;53004;1598;0;0;13169129;34473;2645143;3728210;3332638;741208;514652;0;10996324;569202;2433010;2499308;2606261;472397;119107;0;8699285;73330;3470804;8687314;18780068;6660028;5103075;317563;43092181;4558;1753435;3973928;818342;260569;233195;0;7044028;4698;667955;3036777;4711370;564211;1014598;879;10000487;116731482
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/03/2014;233456030;727331;9327277;14898377;14743003;2913886;735697;0;43345572;189375;2116701;4442441;4735444;635338;45716;0;12165015;479249;9006375;3101746;482;0;0;0;12587852;267048;8337701;933146;38339;8538;0;0;9584771;49989;2989163;6272153;5818029;1049982;223508;0;16402824;792023;2479824;2039144;2149605;743624;155817;176;8360214;59191;2827662;6951654;14763696;5109778;3415708;462610;33590298;8121;774617;2749737;210806;1193320;1255640;0;6192242;27788;119404;1392611;7404301;4257892;2679005;117700;15998700;75228542
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/03/2014;143127046;2246534;7180066;18570257;28423427;4343650;696889;0;61460821;415967;251477;660697;1455528;906226;119825;7;3809727;727881;1283358;3810525;26973;37664;0;0;5886402;75173;1412720;99086;0;0;0;0;1586979;2506;307920;303635;759184;5882852;3550080;0;10806177;229180;1192435;415910;30334;9434;6389;0;1883682;248079;2212320;4532145;9331572;6541960;20137002;7618183;50621261;0;0;0;0;0;0;0;0;18496;2283052;2194589;1877086;353177;334538;11060;7071998;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/03/2014;105407980;1185616;7199436;9288043;8955141;1837081;910027;127160;29502504;101121;862206;1853520;2110422;367377;875220;551895;6721760;455512;4774693;1177265;503137;250385;104896;2087;7267975;64239;8824278;2672421;116245;24614;14008;968;11716774;95301;3235666;3820734;4308279;770482;264357;0;12494819;544284;1126647;1467690;2180771;708700;351642;32557;6412291;23996;669544;2080296;3238585;1417537;751438;532;8181929;255;560896;1531450;176368;48427;25265;0;2342661;133627;622492;2980517;3467516;200867;1928575;0;9333594;11433672
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/03/2014;47334495;203710;4839308;5073895;4424439;805234;41412;0;15387997;42687;1356734;1758355;1369219;771653;710828;0;6009476;54383;1901612;101221;130;0;0;0;2057345;2541;2609386;368797;107025;77;91994;0;3179820;5835;713591;698937;77660;0;0;0;1496021;9447;35290;42468;0;0;0;0;87205;41787;967983;2376295;3765099;915624;423059;0;8489846;2006;727969;960644;46143;10804;3878;0;1751444;0;0;101255;143786;5265;0;0;250306;8625034
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/03/2014;43419420;198249;4046460;4528036;3616105;714343;69030;0;13172223;13328;195874;452425;582597;77288;375;0;1321886;76775;1787790;652999;75762;67;0;2705;2596098;102772;2740983;475161;44092;1233;1438;4393;3370072;191804;1673917;3523702;1732983;913929;108964;7616;8152916;120407;86039;64720;93583;74552;57610;1405;498318;20258;623208;736513;1647333;333107;153601;0;3514019;7683;560845;1350662;103531;7154;150;0;2030026;65;466968;797340;327353;6311;0;0;1598037;7165826
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/03/2014;18063236;205910;1108610;1988066;1276112;411021;187995;0;5177714;38188;253305;628970;617712;83373;2;0;1621551;1493;20626;10538;0;0;0;0;32657;348;42428;87787;0;0;0;0;130563;58493;677814;971804;982299;528562;691931;0;3910901;624275;198609;83401;2404;0;0;0;908690;4796;381110;818332;1440380;587056;591779;11369;3834823;2481;59237;217812;126145;31832;11666;0;449173;0;0;0;0;0;0;0;0;1997164
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/03/2014;13454869;196;38514;74027;103132;37529;0;0;253397;18628;379251;677542;555395;35457;32;0;1666304;0;0;0;0;0;0;0;0;4536;1792449;462021;0;0;0;0;2259005;0;0;0;0;0;0;0;0;560;74981;5465;19249;4196;0;0;104449;59392;1006438;2572042;4205827;1264957;63058;0;9171714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
