Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/03/2014;10410952;13864;9179178;436004;590225;51908;33441;21625;18970;65738;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/03/2014;10336732;4014944;5193262;603714;197334;56301;29232;20874;133057;88014;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/03/2014;10336646;4066513;3050725;1031509;944989;248696;287234;109736;59187;152399;385657
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/03/2014;10246949;106686;3740645;5174351;679518;297828;60134;25455;27524;134807;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/03/2014;9263797;9764;4515691;3877472;261662;142980;70487;61537;47985;276219;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/03/2014;9092520;916341;2476329;4977243;235391;97713;18533;6257;3284;53249;308179
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;9029150;988280;5220800;1296830;291218;368917;231699;180735;126323;324349;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/03/2014;8232018;5040754;1377036;808996;382472;219421;76521;55015;47453;224350;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/03/2014;7832855;4900236;2568630;275295;49020;9965;10936;3028;1474;14270;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/03/2014;7583668;833589;5127238;1413014;141656;9949;6479;5355;23273;23116;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/03/2014;7378456;1035950;5562965;337454;104225;63790;37498;50585;34694;151294;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/03/2014;6151790;919250;1711233;1763045;591545;240591;35453;25154;51504;50774;763240
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;01/03/2014;6053450;108061;2388193;1721539;223499;128889;113943;56844;48664;327893;935925
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/03/2014;5680404;389307;2116431;1629710;956182;386695;13837;23096;7778;157366;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/03/2014;5317796;1514375;2203966;1185293;159678;56890;45391;8890;14037;129276;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/03/2014;5305168;0;3793490;427494;592890;247955;25749;25900;20026;171664;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/03/2014;4868188;237859;963359;298366;212317;20286;0;0;0;82949;3053052
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/03/2014;4629476;144930;2788342;1202933;391618;37464;15278;9334;10197;29381;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/03/2014;4418309;1598230;938327;742793;899673;95699;65505;40489;3303;34292;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/03/2014;4300372;2188694;1091516;391552;250670;96933;120377;19977;28031;112623;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/03/2014;3992322;749684;1283687;1327010;435377;63630;28192;19589;17002;68150;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/03/2014;3577148;689945;1336588;751056;591910;52285;26419;26221;13633;89093;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/03/2014;3516110;764165;1214408;1070258;284951;89246;11030;45891;2699;33462;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/03/2014;3485177;1977226;726359;242865;160083;330669;14965;18986;9479;4546;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/03/2014;3440242;19688;3046100;80292;52937;30625;30987;30611;26177;122825;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/03/2014;3406877;0;2695175;105524;91577;88421;62790;58485;50401;254503;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/03/2014;3372833;10916;1790998;514952;767847;100456;39876;27070;27554;93166;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;01/03/2014;3198301;266210;2159309;387853;266324;70662;11407;8396;6370;21769;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/03/2014;3033974;0;2397550;447743;82291;22554;13454;10559;9266;50558;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/03/2014;3014550;82207;1324584;1119535;118304;125486;39908;23315;25709;50128;105375
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/03/2014;2851516;635323;1625389;262078;73162;35717;22296;33037;16738;147776;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/03/2014;2840626;0;2581683;31785;67437;15956;12079;17179;10921;103586;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/03/2014;2635840;551375;1676956;260255;22284;54544;6395;3633;4202;56195;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/03/2014;2463007;1431361;102966;137567;154771;33668;0;0;0;6;602668
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/03/2014;2319968;138542;2009054;30425;76486;9382;6721;10488;6967;31902;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/03/2014;2079448;1713986;23432;565;0;32057;0;0;0;0;309409
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/03/2014;2017292;292239;734378;869099;59410;10094;20284;8200;6763;16824;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/03/2014;1994680;913633;73248;71687;0;0;0;0;0;0;936113
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;1840370;230;1436869;107549;88785;56643;20302;12797;18602;98593;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/03/2014;1814408;0;1354228;342685;72165;15156;6658;4240;3197;16080;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/03/2014;1733209;0;1180928;101762;81296;64629;46229;37304;36579;184481;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1714722;1433;486883;472367;680826;21103;9800;9404;4702;28204;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/03/2014;1623751;651494;559632;244325;84249;41188;5121;2238;9901;25602;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1581204;168604;1252323;32574;65435;15131;9835;8157;6507;22638;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1490199;647879;700286;71194;20258;21035;6268;2904;1545;18830;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/03/2014;1412895;716673;560035;49337;5509;0;62924;5244;9776;3397;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/03/2014;1387839;0;777934;363670;144879;100361;794;199;0;0;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;01/03/2014;1359891;0;354519;524270;361438;44710;6973;16280;7178;44524;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/03/2014;1355204;0;1106760;151116;49303;14933;8003;5337;3973;15779;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/03/2014;1351533;0;892134;80158;71994;50970;32543;25808;25544;172382;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/03/2014;1300269;368054;602496;160848;63523;24114;4057;15584;22908;38686;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/03/2014;1258711;718409;3372;483000;33328;20602;0;0;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/03/2014;1252141;85488;544722;401160;174434;2179;384;651;13380;13393;16351
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/03/2014;1244472;145358;504260;255092;220650;31027;10196;12414;11887;53589;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1242144;839355;332045;21500;0;0;0;47115;0;2129;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1228042;1206795;21248;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/03/2014;1209959;1126649;83310;0;0;0;0;0;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/03/2014;1199407;652867;254196;152584;90193;10107;8507;5532;951;24469;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;01/03/2014;1116442;0;78982;468500;439604;64951;18609;10988;6732;28075;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;01/03/2014;1086633;87175;869030;50332;29765;12673;6277;3649;9928;17807;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/03/2014;1075424;0;676758;43770;74867;41780;37624;32577;20524;147524;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/03/2014;1045281;284444;562481;24145;14689;7097;139801;3613;2293;6718;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/03/2014;1045005;855507;140178;14179;7599;7869;2780;3362;3369;10162;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/03/2014;1003687;217598;278697;268362;129962;103696;2476;337;680;1878;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/03/2014;963081;11759;634152;187545;64872;11637;7084;22324;3449;20257;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/03/2014;963051;0;143412;360803;218628;90259;32549;20894;18417;78089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;01/03/2014;864745;0;284438;449269;57636;25090;6859;14985;3516;22952;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/03/2014;862626;5401;207520;484760;49763;65715;40232;4464;1306;3466;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/03/2014;808208;396322;152641;131972;85212;18236;6498;2295;0;15033;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/03/2014;782769;9773;116940;70281;71128;20413;153575;122483;17983;200194;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/03/2014;780796;267236;159669;184565;86805;17177;8653;23919;9097;23674;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/03/2014;720386;0;280534;363108;36027;18736;3814;4380;1144;12643;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/03/2014;688949;20221;533773;127181;4302;915;587;457;286;1227;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/03/2014;658249;0;190143;149601;238463;52213;11019;3891;1695;11224;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/03/2014;620647;0;513023;52333;22307;9645;3797;3397;2490;13655;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/03/2014;588774;0;123261;147453;228878;45388;14305;6489;3732;19268;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/03/2014;586781;68179;106033;334718;77850;0;0;0;0;1;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/03/2014;585105;29825;349775;164579;23182;9247;6071;805;693;928;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/03/2014;552891;0;34052;149977;315138;30476;1912;3890;7714;9733;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/03/2014;543448;358;109031;266779;114023;14772;6217;5894;5427;20947;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;01/03/2014;542998;0;338025;41562;22979;16633;11733;10683;11818;89565;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/03/2014;536664;0;339464;170332;13998;3169;5292;277;264;3869;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/03/2014;532926;115;483546;12783;8723;1881;12272;1309;1656;10641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/03/2014;531473;0;43980;195389;256691;16148;2981;1756;301;14229;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/03/2014;510299;0;377854;51088;26948;12369;11196;5397;4445;21002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/03/2014;481926;0;96010;167806;184779;13192;7197;2698;1840;8404;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/03/2014;468355;75989;186213;180875;19122;3317;174;619;42;2003;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2014;461329;1585;141654;209207;97383;2544;0;0;0;8956;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/03/2014;455687;0;267260;151765;20847;3490;3714;2062;1483;5065;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/03/2014;454743;0;114388;277352;39076;12013;2214;2117;701;6881;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;;8;SAO PAULO;SP;01/03/2014;449503;113787;335715;0;0;0;0;0;0;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/03/2014;449159;36736;369688;12512;12495;3491;1791;5037;136;7273;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;01/03/2014;442167;386010;19994;39;20;13;36;189;82;35783;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/03/2014;440845;107314;118050;139885;43079;7260;1016;2592;2799;18852;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;01/03/2014;438484;0;226005;147664;39022;15449;1570;383;1108;7283;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/03/2014;437204;0;303805;62347;23685;11059;2937;8159;7113;18101;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/03/2014;430720;70;191763;144116;55511;8651;9326;13387;4476;3420;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;01/03/2014;416205;36830;334888;35121;8571;389;183;0;0;223;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/03/2014;414331;0;102873;194024;97546;8701;2782;1669;1102;5635;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO XINGU - SICREDI ALTO XINGU;33021064;b3S;I;2;;9;CANARANA;MT;01/03/2014;413806;0;21187;136555;215299;19274;5218;4104;1389;10779;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/03/2014;405405;0;79660;118077;172533;16431;5996;2194;867;9647;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/03/2014;401668;0;214153;131434;35184;7201;2615;1983;2891;6206;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/03/2014;397456;0;98812;115245;148860;21056;5693;2714;605;4470;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;01/03/2014;393889;0;210581;150136;21553;5827;535;615;394;4249;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/03/2014;389475;9;213127;127136;18539;14420;2824;6948;2558;3916;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/03/2014;379143;0;340039;23078;12372;1361;466;179;543;1104;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/03/2014;371681;0;57049;251495;37313;14404;1240;920;1563;7698;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/03/2014;370666;822;123872;155935;66329;995;8262;0;0;14451;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/03/2014;362876;0;252754;75495;13609;2135;1663;2681;66;14472;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/03/2014;359595;5453;116173;189446;32872;3267;4554;1424;628;5777;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/03/2014;358213;42;221295;102656;15079;10392;2753;1041;1443;3512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;01/03/2014;357064;0;41723;45372;164617;83967;7756;3160;794;9675;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/03/2014;353225;0;47117;227719;63688;5959;1975;1766;813;4188;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;01/03/2014;347048;0;60742;197412;60778;13786;3120;4036;1166;6008;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;;9;PONTA GROSSA;PR;01/03/2014;338957;0;59989;222385;33772;10041;3028;3375;1091;5276;0
SANTINVEST;50816;n1;C;2;;197;FLORIANOPOLIS;SC;01/03/2014;334171;0;305251;5113;13693;2027;5575;687;413;1412;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;I;2;;9;TRES DE MAIO;RS;01/03/2014;327654;0;69998;81382;110839;46033;12108;3187;515;3591;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/03/2014;326657;0;156733;134258;23722;4374;1976;1848;1040;2705;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/03/2014;325614;1432;318361;3880;0;1906;0;0;32;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/03/2014;323994;0;22369;123629;127079;35046;8245;1686;383;5559;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;I;2;;9;TAPEJARA;RS;01/03/2014;323236;0;54500;110493;134017;10260;4057;1501;1656;6753;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/03/2014;318481;0;83270;80503;123952;19872;5448;1456;514;3468;0
