Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;42795;6164219;0;6164219;1846181;8010400;54362055;467663;0;746360;149087;1363109;5150939;60876103;131134623;0,1013;0,1013;0,1316;0,047;0,1719
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;42795;8525957;0;8525957;0;8525957;34856175;246989;97293;11047583;531825;11923690;5834992;52614857;78399214;0,162;0,162;0,162;0,1088;0,041
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;42795;4075830;0;4075830;2047271;6123101;29898298;320151;6216;109708;0;436076;8012099;38346473;69825304;0,1063;0,1063;0,1597;0,0584;0,0333
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;42795;5149733;0;5149733;888288;6038021;29194752;1224711;0;1757;36242;1262710;7810214;38267676;71881763;0,1346;0,1346;0,1578;0,0716;0,091
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;42795;3256703;0;3256703;1584200;4840903;18018496;477527;0;3982257;640282;5100066;3073705;26192266;65245641;0,1243;0,1243;0,1848;0,0499;0,0455
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;42795;3185128;0;3185128;785882;3971010;17116051;132134;0;4803265;562;4935961;2964763;25016775;28744906;0,1273;0,1273;0,1587;0,1108;0,0144
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42795;3021173;0;3021173;270968;3292140;19061607;232584;148735;539081;0;920400;1094143;21076150;36768957;0,1433;0,1433;0,1562;0,0822;0,0108
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42795;1678386;0;1678386;661461;2339846;18409840;6578;0;490826;0;497403;1774463;20681706;26558706;0,0812;0,0812;0,1131;0,0632;0,2051
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42795;4604032;0;4604032;0;4604032;10014424;544398;0;7093821;294419;7932638;2582624;20529686;27341143;0,2243;0,2243;0,2243;0,1684;0,0247
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42795;1980808;0;1980808;730114;2710922;16486891;157241;372962;781341;0;1311544;1434989;19233424;23962113;0,103;0,103;0,1409;0,0827;0,0062
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42795;2662539;0;2662539;0;2662539;14471130;2253;0;65654;0;67907;2950680;17489717;24205213;0,1522;0,1522;0,1522;0,11;0,0925
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42795;2736631;0;2736631;0;2736631;12041817;517983;0;1299821;56986;1874790;2058404;15975010;21231423;0,1713;0,1713;0,1713;0,1289;0,0915
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42795;2295162;0;2295162;0;2295162;14082859;58410;0;0;10965;69375;1031108;15183342;17672878;0,1512;0,1512;0,1512;0,1299;0,0103
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42795;2726156;0;2726156;956452;3682608;13119788;0;0;0;0;0;1295333;14415121;16524148;0,1891;0,1891;0,2555;0,165;0,004
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42795;5659049;0;5659049;0;5659049;1100734;0;0;1009389;11542102;12551491;353729;14005954;8852738;0,404;0,404;0,404;0,6392;0,0022
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42795;2072074;0;2072074;0;2072074;6260831;679097;0;3521539;0;4200637;1724613;12186080;18378406;0,17;0,17;0,17;0,1127;0,0218
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42795;1049634;0;1049634;387175;1436809;8259398;48642;762;71922;37063;158388;903306;9321092;14689210;0,1126;0,1126;0,1541;0,0715;0,1294
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42795;1617296;0;1617296;0;1617296;7690992;81;0;0;0;81;1515147;9206220;10762365;0,1757;0,1757;0,1757;0,1503;0,0479
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42795;2269794;0;2269794;0;2269794;7697330;34471;0;199425;52596;286492;1045314;9029136;14270634;0,2514;0,2514;0,2514;0,1591;0,1384
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42795;1493459;0;1493459;31584;1525043;7665568;0;0;0;0;0;987280;8652848;8184803;0,1726;0,1726;0,1762;0,1825;0,001
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42795;2217654;0;2217654;0;2217654;4303992;207135;4638;1046363;1503816;2761952;1291816;8357760;12734490;0,2653;0,2653;0,2653;0,1741;0,0084
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42795;956402;0;956402;592441;1548843;8146514;11351;0;51636;0;62987;69901;8279402;14415980;0,1155;0,1155;0,1871;0,0663;0,1988
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42795;-45810;226273;180463;794862;975326;7250340;79680;0;8;0;79688;741133;8071161;13675966;-0,0057;0,0224;0,1208;0,0132;0,1156
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;42795;1382681;0;1382681;0;1382681;6847247;6829;0;136998;0;143827;1037883;8028958;39463234;0,1722;0,1722;0,1722;0,035;0,0706
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42795;1128497;0;1128497;0;1128497;6673793;29104;0;546407;96841;672352;620293;7966439;8081583;0,1417;0,1417;0,1417;0,1396;0,2548
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42795;1199906;0;1199906;0;1199906;6796348;0;0;0;0;0;685539;7481888;7550234;0,1604;0,1604;0,1604;0,1589;0,0069
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;S4;I;2;SAO PAULO;SP;42795;4002315;0;4002315;0;4002315;2954917;0;0;0;0;0;4341989;7296907;0;0,5485;0,5485;0,5485;NI%;0,0082
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42795;1048131;0;1048131;29219;1077350;6054822;58214;106789;473632;0;638636;442486;7135944;9831773;0,1469;0,1469;0,151;0,1066;0,1883
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42795;593472;1128;594600;395085;989685;5929782;3072;0;1219;0;4291;1086395;7020468;10387237;0,0845;0,0847;0,141;0,0572;0,2425
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42795;1448445;0;1448445;0;1448445;4663844;102297;0;1295691;0;1397988;908542;6970375;8053995;0,2078;0,2078;0,2078;0,1798;0,008
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42795;930736;0;930736;57354;988090;6342921;205352;0;0;0;205352;321131;6869404;7342988;0,1355;0,1355;0,1438;0,1268;0,0058
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42795;1253415;0;1253415;0;1253415;5283273;11043;0;146267;0;157310;1402328;6842910;19072557;0,1832;0,1832;0,1832;0,0657;0,2161
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42795;1008707;0;1008707;0;1008707;5811937;130217;0;128986;0;259203;499130;6570270;7392111;0,1535;0,1535;0,1535;0,1365;0,1026
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42795;1417305;0;1417305;0;1417305;3302426;22127;0;1555306;63100;1640533;1011676;5954635;6724749;0,238;0,238;0,238;0,2108;0,0203
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;42795;1230630;146976;1377606;0;1377606;4598608;14650;0;20830;0;35479;1125023;5759111;37099372;0,2137;0,2392;0,2392;0,0371;0,0827
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42795;814587;0;814587;0;814587;4492041;46154;0;728465;0;774618;308463;5575122;15264915;0,1461;0,1461;0,1461;0,0534;0,0271
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42795;816323;0;816323;615655;1431978;4779233;102474;0;182335;0;284809;336860;5400902;10010342;0,1511;0,1511;0,2651;0,0815;0,0035
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42795;1379919;0;1379919;0;1379919;3536757;29479;0;873654;0;903133;607919;5047809;22571304;0,2734;0,2734;0,2734;0,0611;0,031
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42795;1291818;0;1291818;0;1291818;4708076;7577;0;0;0;7577;273217;4988871;7146480;0,2589;0,2589;0,2589;0,1808;0,1535
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42795;510268;0;510268;0;510268;4160727;5457;54476;171503;0;231436;323202;4715364;6780214;0,1082;0,1082;0,1082;0,0753;0,0188
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42795;608627;0;608627;0;608627;3917513;0;0;66464;0;66464;306169;4290147;0;0,1419;0,1419;0,1419;NI%;0,004
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42795;845861;0;845861;0;845861;4059251;4182;0;0;0;4182;158646;4222078;5507280;0,2003;0,2003;0,2003;0,1536;0,008
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;42795;430451;0;430451;0;430451;3129810;462;0;696385;0;696847;335206;4161863;0;0,1034;0,1034;0,1034;NI%;0,1307
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42795;1320609;0;1320609;0;1320609;2582710;248886;0;913124;238;1162249;317800;4062759;7367034;0,3251;0,3251;0,3251;0,1793;0,0365
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42795;976447;0;976447;0;976447;3744931;0;0;0;0;0;254997;3999928;5717312;0,2441;0,2441;0,2441;0,1708;0,011
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42795;799406;0;799406;0;799406;3556808;5951;0;5588;0;11539;401003;3969349;6277140;0,2014;0,2014;0,2014;0,1274;0,0945
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42795;772571;0;772571;0;772571;2981334;3246;26;11565;23;14861;830673;3826868;5072344;0,2019;0,2019;0,2019;0,1523;0,2767
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42795;1245145;0;1245145;0;1245145;3129110;0;0;0;0;0;563853;3692963;5188110;0,3372;0,3372;0,3372;0,24;0,0647
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42795;725375;0;725375;0;725375;3244748;0;0;0;0;0;422548;3667295;3845880;0,1978;0,1978;0,1978;0,1886;0,0163
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42795;1038733;0;1038733;0;1038733;2793323;0;0;0;0;0;816622;3609944;2791904;0,2877;0,2877;0,2877;0,3721;0,2698
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42795;526238;0;526238;0;526238;3494996;0;0;0;0;0;20882;3515878;4993795;0,1497;0,1497;0,1497;0,1054;0,0207
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42795;589729;0;589729;0;589729;2132662;8246;0;1058929;5663;1072838;275679;3481178;11413962;0,1694;0,1694;0,1694;0,0517;0,0375
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42795;794427;0;794427;0;794427;2457000;13868;0;699953;0;713820;280428;3451248;8579172;0,2302;0,2302;0,2302;0,0926;0,0025
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42795;480347;0;480347;0;480347;3017025;8385;0;0;0;8385;394741;3420151;0;0,1404;0,1404;0,1404;NI%;0,0637
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42795;813996;0;813996;36487;850484;3114570;42203;0;0;0;42203;250710;3407483;3227078;0,2389;0,2389;0,2496;0,2522;0,0064
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42795;629998;0;629998;0;629998;1880838;31697;14264;252447;75764;374172;1083646;3338656;0;0,1887;0,1887;0,1887;NI%;0,0856
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42795;653823;0;653823;0;653823;2790300;9776;967;163212;925;174881;269187;3234368;4083121;0,2021;0,2021;0,2021;0,1601;0,1239
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42795;970690;0;970690;0;970690;3101501;NA;NA;NA;NA;NA;NA;3101501;0;0,313;0,313;0,313;NI%;0,0162
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42795;501876;0;501876;0;501876;2562969;83359;0;153541;0;236900;250151;3050020;2987906;0,1645;0,1645;0,1645;0,168;0,0677
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42795;721839;0;721839;0;721839;2544458;0;0;0;0;0;455129;2999586;0;0,2406;0,2406;0,2406;NI%;0,0006
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42795;345724;0;345724;0;345724;1640896;166197;6357;827859;36832;1037245;195845;2873986;2805342;0,1203;0,1203;0,1203;0,1232;0,025
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;42795;315794;0;315794;96932;412725;2362330;88;40;7000;41;7168;358849;2728347;4931696;0,1157;0,1157;0,1513;0,064;0,2126
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42795;611940;0;611940;0;611940;2426675;0;0;0;0;0;298047;2724722;4128901;0,2246;0,2246;0,2246;0,1482;0,0096
OMNI - PRUDENCIAL;1000080460;n1;S4;C;2;SAO PAULO;SP;42795;270693;95033;365726;0;365726;2014065;0;0;0;0;0;671404;2685469;0;0,1008;0,1362;0,1362;NI%;0,0067
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42795;422410;0;422410;0;422410;1670462;0;0;209;0;209;835518;2506189;2274605;0,1685;0,1685;0,1685;0,1857;0,1565
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42795;465757;0;465757;0;465757;1941968;161851;0;150351;0;312201;251975;2506145;4503439;0,1858;0,1858;0,1858;0,1034;0,0006
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42795;502464;0;502464;0;502464;1667577;15610;0;549289;0;564899;227940;2460417;2892325;0,2042;0,2042;0,2042;0,1737;0,0061
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42795;338497;0;338497;0;338497;2161123;4943;2084;22617;1852;31496;230859;2423477;2832433;0,1397;0,1397;0,1397;0,1195;0,0313
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42795;556012;0;556012;0;556012;2048097;3596;0;94724;0;98320;232863;2379281;4659074;0,2337;0,2337;0,2337;0,1193;0,0204
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42795;622802;0;622802;0;622802;1765521;0;0;81824;0;81824;466393;2313738;0;0,2692;0,2692;0,2692;NI%;0,0741
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42795;244731;0;244731;0;244731;2031190;1109;34036;16190;53;51388;169785;2252363;3962286;0,1087;0,1087;0,1087;0,0618;0,2788
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42795;551219;0;551219;0;551219;1610451;21582;0;324214;0;345795;202068;2158314;4096544;0,2554;0,2554;0,2554;0,1346;0,008
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42795;276711;0;276711;51123;327834;1842063;0;0;0;0;0;264871;2106934;1944285;0,1313;0,1313;0,1556;0,1423;0,0227
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42795;173921;0;173921;95345;269266;1091402;49063;15980;287612;47936;400590;555168;2047160;2244079;0,085;0,085;0,1315;0,0775;0,2294
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42795;344954;0;344954;0;344954;1594745;5341;0;3105;0;8446;340590;1943781;3342169;0,1775;0,1775;0,1775;0,1032;0,0226
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42795;456859;0;456859;0;456859;1536284;50714;0;0;0;50714;277668;1864666;1728923;0,245;0,245;0,245;0,2642;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42795;267057;0;267057;0;267057;1546396;0;0;0;0;0;119483;1665880;2515939;0,1603;0,1603;0,1603;0,1061;0,1967
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42795;434618;0;434618;0;434618;1642387;NA;NA;NA;NA;NA;NA;1642387;0;0,2646;0,2646;0,2646;NI%;0,0131
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42795;287875;0;287875;4453;292329;1492954;0;0;0;0;0;96545;1589499;2587160;0,1811;0,1811;0,1839;0,1113;0,1666
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42795;239659;0;239659;0;239659;946109;50652;0;26600;0;77252;520426;1543787;1670533;0,1552;0,1552;0,1552;0,1435;0,0565
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42795;447595;0;447595;1781;449376;1288725;9367;0;0;0;9367;224726;1522818;2202112;0,2939;0,2939;0,2951;0,2033;0,0548
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42795;341321;0;341321;0;341321;1134975;54305;0;114886;6303;175494;184327;1494796;1999748;0,2283;0,2283;0,2283;0,1707;0,0148
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42795;253408;0;253408;0;253408;1339255;0;0;8485;0;8485;96271;1444011;5571679;0,1755;0,1755;0,1755;0,0455;0,2071
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;42795;716232;0;716232;0;716232;1118948;0;0;0;0;0;248964;1367912;0;0,5236;0,5236;0,5236;NI%;0,0463
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42795;181815;0;181815;0;181815;1299407;0;0;2301;0;2301;47004;1348712;5704464;0,1348;0,1348;0,1348;0,0319;0,0473
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42795;506049;0;506049;0;506049;1206350;0;555;0;0;555;134723;1341628;2482103;0,3772;0,3772;0,3772;0,2039;0,0016
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;42795;257300;0;257300;0;257300;1190378;0;0;0;0;0;120958;1311336;0;0,1962;0,1962;0,1962;NI%;0,0038
HSBC - PRUDENCIAL;1000080525;b2;S4;I;3;SAO PAULO;SP;42795;1089534;0;1089534;0;1089534;273100;34868;0;610709;0;645577;381627;1300303;1320538;0,8379;0,8379;0,8379;0,8251;0,01
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;42795;551512;0;551512;0;551512;1108346;1507;0;0;0;1507;177624;1287477;0;0,4284;0,4284;0,4284;NI%;0
AGIPLAN - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;42795;203053;0;203053;0;203053;584547;11978;0;63873;12161;88012;590194;1262752;882638;0,1608;0,1608;0,1608;0,2301;0,0375
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42795;195836;0;195836;0;195836;1256449;NA;NA;NA;NA;NA;NA;1256449;0;0,1559;0,1559;0,1559;NI%;0,1956
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42795;285016;0;285016;0;285016;1126970;0;0;2605;0;2605;90969;1220544;1955651;0,2335;0,2335;0,2335;0,1457;0,1078
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;S4;I;2;LONDRINA;PR;42795;492404;0;492404;0;492404;959636;0;0;28398;12117;40514;203702;1203852;1654315;0,409;0,409;0,409;0,2976;0,0194
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;42795;109988;0;109988;95501;205489;539744;608137;0;0;0;608137;47519;1195400;1059959;0,092;0,092;0,1719;0,1038;0,0208
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;42795;212099;0;212099;10509;222608;1094167;0;0;0;0;0;98785;1192952;1845714;0,1778;0,1778;0,1866;0,1149;0,1041
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;42795;284023;0;284023;0;284023;1059146;1329;0;0;0;1329;125095;1185569;1844423;0,2396;0,2396;0,2396;0,154;0,0682
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42795;524507;0;524507;0;524507;989383;74402;0;82;0;74484;110113;1173979;1278670;0,4468;0,4468;0,4468;0,4102;0,0078
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42795;259436;0;259436;0;259436;934320;0;0;0;0;0;156810;1091131;2004771;0,2378;0,2378;0,2378;0,1294;0,0316
