Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;42795;582764;10652749;26509992;13943388;-1026524;12916864;1314;92085;18854;-4191;108062;22673401;5449844;530051;79423727;18854;79404873
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;42795;810743;636754;22087652;27573480;-2600350;24973130;329;102870;52557;-7117;148639;7085115;11672764;1577343;68992141;52557;68939584
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;42795;157655;8754534;24369192;11764346;-1301823;10462523;0;0;0;0;0;3932168;462349;213367;48351787;0;48351787
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;42795;4436746;20789864;9567874;4673118;-531731;4141387;0;0;0;0;0;8815821;5920;506289;48263902;0;48263902
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;42795;4338;11750002;11043999;9992157;-40545;9951612;0;0;0;0;0;3958801;1096712;107046;37912511;0;37912511
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;42795;68009;11609074;6457679;16702967;-12864;16690103;0;0;0;0;0;1102667;958348;114336;37000216;0;37000216
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;42795;76522;3203110;6770111;8695997;-465800;8230197;0;0;0;0;0;16214940;384703;102334;34981916;0;34981916
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;42795;82439;16639071;8906793;834703;-2051;832652;0;0;0;0;0;7433940;27706;113524;34036125;0;34036125
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;42795;24374;150041;2262625;18993827;-1235665;17758162;53;5930;4956;-274;10665;6187881;663914;616459;27674119;4956;27669163
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;42795;17572;5788446;7919210;10551849;-341512;10210338;0;0;0;0;0;1940803;273642;46375;26196385;0;26196385
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;42795;112090;4522260;2428184;10706035;-643734;10062301;5617;446989;52567;-16595;488577;4295097;442313;250305;22601127;52567;22548560
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;42795;560555;2105755;1931695;13591961;-549668;13042293;0;0;0;0;0;4263237;677;20205;21924417;0;21924417
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;42795;271813;2438980;8128745;6437032;-545938;5891095;665;87628;44144;-3617;128820;4302979;391750;204983;21759164;44144;21715020
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;42795;40170;3899947;3707850;619462;-3176;616287;0;0;0;0;0;13022028;42223;60591;21389096;0;21389096
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;42795;175829;8102929;7365939;3391814;-276971;3114842;78;29546;18199;-987;46836;911105;892430;300853;20910764;18199;20892565
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;42795;112039;4864721;10648486;974510;-2323;972187;0;0;0;0;0;3355105;359186;45258;20356982;0;20356982
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;42795;3;563622;2156526;13481701;-417600;13064101;0;0;0;0;0;635066;14121;29950;16463389;0;16463389
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;42795;4581;642762;174524;13974960;-957985;13016974;1360;171988;43112;-2743;213717;2164212;89563;28740;16335074;43112;16291962
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;42795;1234;4607769;1490149;115305;-8722;106583;3129;935588;59372;-27084;971005;8431540;4396;48370;15661045;59372;15601673
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;42795;34663;771077;2359460;7640908;-475474;7165434;21;1871;1809;-83;3618;3925423;299692;820304;15379670;1809;15377861
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;42795;28770;1472095;8016573;3651508;-248208;3403300;0;0;0;0;0;1419916;283361;313043;14937059;0;14937059
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;42795;160600;795524;1360642;9303583;-563256;8740327;0;0;0;0;0;1808772;703891;270417;13840172;0;13840172
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;42795;115934;2913567;1307823;426765;0;426765;0;0;0;0;0;8021538;1907;22787;12810322;0;12810322
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;42795;15668;3049988;1261439;700450;-78456;621994;0;0;0;0;0;7761352;2838;2029;12715308;0;12715308
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;42795;3656;761895;4312848;6165782;-176272;5989510;5218;381140;117269;-25351;478276;810095;22390;316448;12695119;117269;12577850
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;42795;68407;5340648;4064539;327663;0;327663;0;0;0;0;0;1787363;349;18590;11607560;0;11607560
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;42795;0;975101;9597745;243969;-19;243951;0;0;0;0;0;255261;102;117548;11189709;0;11189709
GMAC - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;42795;12896;198998;347265;8573784;-245922;8327862;0;7382;179;-215;7346;1869674;79043;77412;10920496;179;10920317
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;42795;390338;1508964;1088646;6148893;-723873;5425020;0;0;0;0;0;1216067;398770;265104;10292907;0;10292907
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;42795;140386;2296907;1206395;1814624;-710;1813914;0;0;0;0;0;4183308;108077;11618;9760605;0;9760605
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;42795;11652;1457546;6827846;0;0;0;0;0;0;0;0;698869;1034;28804;9025751;0;9025751
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;42795;303;1948586;6777409;0;0;0;0;0;0;0;0;113764;0;12676;8852738;0;8852738
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;42795;89678;475304;3199967;3430678;-216103;3214574;0;0;0;0;0;1182158;338122;202916;8702720;0;8702720
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;42795;78343;937245;976714;2547016;-422717;2124299;0;0;0;0;0;3151998;89488;816691;8174779;0;8174779
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;42795;79862;52650;1566;6822195;-427144;6395051;82;105276;11661;-1178;115841;1464641;46962;1770;8158343;11661;8146682
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;I;3;SAO PAULO;SP;42795;21305;2412439;1110919;2110874;-7453;2103420;0;0;0;0;0;2020507;396226;7038;8071855;0;8071855
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;42795;17891;368045;1062;7309623;-413187;6896437;330;38418;12540;-1156;50132;369224;17141;17073;7737004;12540;7724464
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;42795;4919;2448242;4135004;434459;-19938;414521;0;0;0;0;0;409991;15252;30606;7458535;0;7458535
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;42795;89266;90221;776391;5993731;-342613;5651118;0;0;0;0;0;546708;56055;117135;7326894;0;7326894
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;42795;1584;153798;27;7158686;-374675;6784011;0;0;0;0;0;220565;28786;5764;7194535;0;7194535
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;42795;0;632846;6062912;92044;-4;92040;0;0;0;0;0;159571;160;60264;7007793;0;7007793
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;42795;48820;890342;950000;2549026;-139706;2409320;0;145;0;0;145;2334441;85856;21708;6740631;0;6740631
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;42795;17;2153498;871018;1723833;-106511;1617322;0;0;0;0;0;67579;1582010;54383;6345827;0;6345827
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;42795;3073;0;241592;2134009;-670182;1463827;0;0;0;0;0;3677601;17854;914367;6318314;0;6318314
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;42795;175430;855921;790277;3691060;-139663;3551397;0;0;0;0;0;402533;289030;141397;6205984;0;6205984
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;42795;19;4412372;923038;76796;-31;76766;0;0;0;0;0;6155;174081;180380;5772810;0;5772810
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;42795;374;1045105;178304;3759817;-186862;3572955;0;0;0;0;0;145312;24787;659510;5626345;0;5626345
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;42795;19019;2771948;2195124;6118;-122;5996;0;0;0;0;0;23167;149988;319357;5484598;0;5484598
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;42795;22043;11057;410331;1636114;-251680;1384434;0;0;0;0;0;3575212;20164;5178;5428420;0;5428420
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;42795;4447;315683;1946976;0;0;0;0;0;0;0;0;2799701;44190;134796;5245792;0;5245792
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;42795;3041;399866;0;4318774;-184112;4134662;466;216104;77638;-7252;286957;403863;7474;6781;5242643;77638;5165005
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;42795;4510;214525;1908570;2673869;-94894;2578975;0;0;0;0;0;48907;50905;189761;4996152;0;4996152
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;42795;3048;596447;176987;3766971;-67161;3699811;300;182908;57924;-2116;239016;298405;17143;12888;5043745;57924;4985821
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;42795;1660;195429;1124119;3377879;-247994;3129885;0;483;483;0;966;402467;9570;31205;4895301;483;4894818
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;42795;24326;568002;1452568;2125377;-49020;2076357;268;563;0;-83;748;599606;45996;83308;4850912;0;4850912
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;42795;69547;1105639;714435;2062698;-136649;1926050;0;0;0;0;0;572278;352964;97476;4838388;0;4838388
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;42795;28;4164330;324593;0;0;0;0;0;0;0;0;3998;1579;167125;4661654;0;4661654
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;42795;15703;161950;2230704;1501288;-52106;1449183;0;0;0;0;0;643734;19650;12245;4533168;0;4533168
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;42795;195150;199999;806183;924223;-96000;828224;0;0;0;0;0;2405624;7121;298;4442600;0;4442600
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;42795;3;2705745;1325599;86289;-864;85425;0;0;0;0;0;4497;197;130829;4252295;0;4252295
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;S4;I;2;SAO PAULO;SP;42795;307;1492795;1079712;2021886;-536717;1485169;0;0;0;0;0;96688;483;47223;4202376;0;4202376
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;42795;994;367962;134930;2968400;-87227;2881172;0;29;0;0;29;718681;41255;11035;4156058;0;4156058
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;42795;23324;703543;2027503;348084;-7009;341075;0;0;0;0;0;975405;32415;4433;4107698;0;4107698
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;42795;9873;1063813;2;941248;-108193;833055;13032;1833959;3735;-73987;1776740;364406;235;0;4048124;3735;4044389
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;42795;14284;0;1777929;2110801;-141815;1968986;0;0;0;0;0;16467;41401;186108;4005174;0;4005174
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;42795;41566;935328;1013481;948441;-73110;875331;0;0;0;0;0;722537;241066;95856;3925165;0;3925165
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;42795;4354;334208;20112;3423624;-239165;3184459;1412;67393;6388;-997;74195;191854;4565;16318;3830066;6388;3823677
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;42795;0;434182;3151278;63043;-36;63007;0;0;0;0;0;72687;90;48705;3769949;0;3769949
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;42795;642;0;638498;3072647;-349835;2722812;0;0;0;0;0;284373;118;30588;3677032;0;3677032
INTERMEDIUM - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;42795;3316;644573;305780;2339172;-100997;2238176;0;0;0;0;0;115452;79431;7798;3394528;0;3394528
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;42795;64149;415766;1630242;637471;-19907;617564;0;0;0;0;0;392243;148650;20105;3288720;0;3288720
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;42795;287;0;116;3115725;-176209;2939517;176;34551;7285;-198;41814;185470;78758;5485;3251448;7285;3244163
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;42795;333;395299;346935;1716722;-544343;1172378;0;0;0;0;0;1326807;0;1537;3243289;0;3243289
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;42795;4988;311173;1677776;634724;-2270;632454;0;0;0;0;0;482124;432;3509;3112455;0;3112455
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;42795;21725;603356;114603;1153992;-21726;1132266;0;0;0;0;0;778777;131233;34152;2816111;0;2816111
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;42795;63;1020487;1482567;76936;-1703;75232;0;0;0;0;0;14848;171215;17529;2781941;0;2781941
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;C;2;SAO PAULO;SP;42795;34035;49064;122859;1272047;-441426;830621;0;0;0;0;0;1472124;1010;261163;2770876;0;2770876
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;S4;I;2;SERTAOZINHO;SP;42795;6361;249299;654948;1429099;-84804;1344295;0;0;0;0;0;292882;139574;77811;2765170;0;2765170
OMNI - PRUDENCIAL;1000080460;n1;S4;C;2;SAO PAULO;SP;42795;2391;269369;31962;2295711;-457216;1838495;278;31239;15831;-2238;45111;501824;74246;2441;2765840;15831;2750010
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;42795;463778;952311;449349;400576;-10961;389616;0;0;0;0;0;442949;28616;10583;2737202;0;2737202
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;42795;7132;179753;490802;1211029;-51994;1159035;1707;144182;2163;-5186;142866;330235;86378;299834;2696034;2163;2693871
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;42795;84;9301;2315290;89869;-883;88986;0;0;0;0;0;12783;260;7524;2434228;0;2434228
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;42795;1521;8807;671867;7991;-2658;5333;0;0;0;0;0;1236;1670905;25300;2384968;0;2384968
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;42795;29819;810497;895275;0;0;0;0;0;0;0;0;565333;286;1986;2303196;0;2303196
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;42795;312;482852;87116;1217442;-118351;1099090;0;0;0;0;0;354208;112488;95978;2232044;0;2232044
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;42795;39534;3570;0;1257255;-83523;1173732;0;0;0;0;0;84440;809862;100648;2211786;0;2211786
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;42795;67;1274741;660077;42600;-213;42387;0;0;0;0;0;2586;155491;69389;2204739;0;2204739
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;42795;2461;452121;550050;1204765;-42213;1162552;0;0;0;0;0;1422;5429;1108;2175143;0;2175143
BONSUCESSO - PRUDENCIAL;1000080422;b1;S4;I;2;BELO HORIZONTE;MG;42795;62556;91850;1054581;219306;-21738;197568;0;0;0;0;0;377927;44486;343535;2172503;0;2172503
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;42795;13995;76;0;1030909;-49927;980982;0;0;0;0;0;53239;998758;95174;2142225;0;2142225
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;42795;54;2306;493179;1432660;-50222;1382438;0;0;0;0;0;14368;186922;27392;2106660;0;2106660
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;42795;13514;0;328017;664555;-44643;619912;0;0;0;0;0;45437;925834;68609;2001323;0;2001323
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;42795;943;150033;92739;1554098;-58734;1495364;62;5803;944;-76;6733;195805;3263;11875;1956755;944;1955811
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;42795;6765;497666;767336;474987;-69734;405253;0;0;0;0;0;261005;1276;5454;1944756;0;1944756
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;42795;25;26496;1756901;0;0;0;0;0;0;0;0;1103;104070;13637;1902231;0;1902231
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;42795;9872;0;0;597960;-13793;584168;0;0;0;0;0;27160;1235350;30716;1887266;0;1887266
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;42795;4527;131200;586217;383043;-1860;381183;0;0;0;0;0;731972;175;4416;1839690;0;1839690
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;42795;11045;797660;916232;6890;-58;6832;0;0;0;0;0;3930;342;75873;1811914;0;1811914
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;42795;6881;607;0;859323;-114967;744355;0;0;0;0;0;49839;906500;94642;1802824;0;1802824
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;42795;0;0;598639;1203632;-21979;1181653;0;0;0;0;0;13412;222;1196;1795121;0;1795121
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;42795;704;1441500;140620;9705;-50;9656;0;0;0;0;0;2387;126;91155;1686148;0;1686148
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;42795;16321;0;658508;857035;-106862;750173;0;0;0;0;0;74056;87585;69371;1656014;0;1656014
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;S4;I;2;LONDRINA;PR;42795;8630;11900;370024;626715;-21501;605214;0;0;0;0;0;1137;632216;21081;1650203;0;1650203
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;42795;6802;12859;135728;825142;-67993;757149;0;0;0;0;0;45366;589394;77526;1624825;0;1624825
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;42795;295493;215904;174556;380145;-13576;366569;0;0;0;0;0;481428;31164;16155;1581267;0;1581267
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;42795;10;256999;1262155;5370;-27;5343;0;0;0;0;0;32455;72;15884;1572917;0;1572917
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;42795;16132;0;221835;539738;-33360;506378;0;0;0;0;0;32940;742525;45435;1565246;0;1565246
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;42795;0;0;331908;1150026;-63577;1086448;0;0;0;0;0;61316;35834;36066;1551572;0;1551572
