Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.;42107706;b3S;S5;I;2;RIO DE JANEIRO;RJ;42795;533;0;93;0;0;0;625;0;0;0;0;12;12;637;0;0;-95;-70;0;0;56;-11;-120;517;0;517;0;0;517;-300
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DO RIO GRANDE DO SUL - SICREDI COOABCRED/RS;19962468;b3S;S5;I;2;PORTO ALEGRE;RS;42795;347;0;277;0;0;0;623;-265;0;0;0;-35;-300;324;102;52;-138;-132;-4;0;7;-138;-250;74;0;74;-3;0;71;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE LENÇÓIS PAULISTA - SICOOB CRED-ACILPA;9004796;b3S;S5;I;2;LENCOIS PAULISTA;SP;42795;389;0;233;0;0;0;622;-163;0;0;0;-60;-223;398;80;82;-199;-218;-3;0;38;-10;-230;169;0;169;-5;0;164;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IPUMIRIM - CRESOL IPUMIRIM;5427501;b3S;S5;I;2;IPUMIRIM;SC;42795;421;0;199;0;0;0;621;-207;-58;0;0;-196;-461;160;39;7;-131;-142;0;0;0;-56;-283;-123;4;-119;0;0;-119;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB COSTA DO DENDÊ;3087263;b3S;S5;I;2;VALENCA;BA;42795;592;0;29;0;0;0;621;-83;-21;0;0;-223;-327;294;10;69;-210;-231;0;0;0;-61;-423;-130;0;-130;0;0;-130;0
COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ;32422628;b3S;S5;I;2;GUACUI;ES;42795;439;0;181;0;0;0;619;-73;0;0;0;-140;-212;407;30;12;-256;-167;-3;0;0;0;-384;24;13;37;0;0;37;-55
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;S5;I;2;SAPIRANGA;RS;42795;570;0;47;0;0;0;617;-57;0;0;0;-163;-220;398;97;38;-65;-106;-2;0;0;-8;-47;350;0;350;-9;0;342;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CIA AÇUCAREIRA VALE DO ROSÁRIO - COOPERVALE;44958981;b3S;S5;I;2;MORRO AGUDO;SP;42795;576;0;40;0;0;0;616;0;0;0;0;-6;-6;611;0;0;-100;-80;1;0;12;-2;-171;440;0;440;0;0;440;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO DE JUIZ DE FORA LTDA. - SICOOB CECREMEC;17502881;b3S;S5;I;2;BELO HORIZONTE;MG;42795;524;0;91;0;0;0;615;-56;-1;0;0;-6;-64;551;19;1;-405;-125;-4;0;22;-13;-505;46;0;46;0;0;46;0
EUROINVEST S/A CCTVM - PRUDENCIAL;1000082781;n2;S4;I;2;RIO DE JANEIRO;RJ;42795;0;0;614;0;0;0;614;0;0;0;0;0;0;614;41;0;-7;-45;-8;0;5;-14;-28;586;0;586;0;0;586;0
COOPERATIVA DE CREDITO RURAL HORIZONTES NOVOS DE CANGUCU - CREHNOR SUL;5132104;b3S;S5;I;2;CANGUCU;RS;42795;534;0;76;0;0;0;610;-74;-25;0;0;-84;-183;427;12;80;-243;-351;-6;0;114;-179;-574;-147;5;-142;0;0;-142;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IBEMA - CRESOL IBEMA;4232022;b3S;S5;I;2;IBEMA;PR;42795;452;0;154;0;0;0;606;-100;-152;0;0;-149;-401;205;68;54;-171;-162;1;0;21;-137;-327;-122;-4;-126;-1;-5;-132;-13
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED;4478231;b3S;S5;I;2;SAO PAULO;SP;42795;289;0;314;0;0;0;603;-62;0;0;0;10;-52;551;0;0;-159;-242;1;0;0;-2;-403;148;0;148;0;-3;145;-113
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM;4804353;b3S;S5;I;2;SAO PAULO;SP;42795;479;0;122;0;0;0;601;0;0;0;0;-158;-158;444;0;0;-154;-64;1;0;49;0;-171;273;0;273;0;0;273;0
GRACO C.C. S.A. - PRUDENCIAL;1000082169;n2;S4;I;2;POA;SP;42795;0;0;0;0;599;0;599;0;0;0;0;-5;-5;594;71;0;-325;-490;-35;0;7;-4;-776;-181;0;-181;0;0;-181;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO EXTREMO NORTE DO ESPÍRITO SANTO   CRESOL EXTREMO NORTE ES;7642803;b3S;S5;I;2;NOVA VENECIA;ES;42795;521;0;77;0;0;0;598;-103;-100;0;0;-267;-471;127;26;94;-218;-268;-1;0;9;-74;-432;-305;-3;-308;0;0;-309;0
HOYA CVC LTDA. - PRUDENCIAL;1000082578;n2;S4;I;2;RIO DE JANEIRO;RJ;42795;0;0;98;0;496;0;594;0;0;0;0;0;0;594;515;0;-1088;-614;-77;0;0;0;-1264;-670;1;-671;0;0;-671;0
COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE BARÃO DE COTEGIPE - CREHNOR NORTE;5996245;b3S;S5;I;2;BARAO DE COTEGIPE;RS;42795;548;0;45;0;0;0;593;-184;-7;0;0;-158;-349;243;11;44;-140;-169;1;0;13;-105;-346;-103;-21;-124;-6;0;-130;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;42795;583;0;2;0;0;0;584;-3;0;0;0;-9;-12;572;2;0;-107;-132;-2;0;0;0;-239;333;0;333;0;0;333;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TEKSID DO BRASIL LTDA., E NEMAK ALUMÍNIO DO BRASIL LTDA.;4249235;b3S;S5;I;2;BETIM;MG;42795;323;0;253;0;0;0;576;1;0;0;0;0;0;576;6;0;-54;-73;0;0;0;0;-121;455;-1;454;0;0;454;-375
FRENTE CC LTDA. - PRUDENCIAL;1000084387;n2;S4;I;2;SAO PAULO;SP;42795;0;0;0;0;576;0;576;0;0;0;0;0;0;576;1;0;-126;-372;-27;0;6;-7;-525;51;3;54;-18;0;36;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS;57545436;b3S;S5;I;2;SANTO ANDRE;SP;42795;569;0;6;0;0;0;575;0;0;0;0;-40;-40;535;2;0;-130;-65;1;0;0;0;-195;340;0;340;0;0;340;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE;4998845;b3S;S5;I;2;ORIXIMINA;PA;42795;480;0;89;0;0;0;569;0;0;0;0;1;1;570;0;0;-46;-142;0;0;0;0;-189;382;0;382;0;0;382;-267
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARCELINO RAMOS-CRESOL MARCELINO RAMOS;5211129;b3S;S5;I;2;MARCELINO RAMOS;RS;42795;323;0;246;0;0;0;569;-277;-27;0;0;-41;-344;225;21;33;-123;-140;0;0;40;-91;-259;-35;-1;-36;0;0;-36;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;S5;I;2;BRASILIA;DF;42795;560;0;2;0;0;0;562;-47;0;0;0;24;-23;539;0;0;-204;-117;0;0;3;0;-318;222;3;225;0;0;225;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE PIRACICABA E REGIÃO;2072790;b3S;S5;I;2;PIRACICABA;SP;42795;369;0;187;0;0;0;556;-177;-4;0;0;-32;-213;343;28;25;-102;-160;-1;0;53;-5;-164;179;0;179;-6;0;173;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TAKATA-PETRI;47944277;b3S;S5;I;2;JUNDIAI;SP;42795;555;0;0;0;0;0;555;0;0;0;0;-19;-19;536;0;0;0;-119;0;0;0;-3;-122;415;0;415;0;-7;408;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA;29341260;b3S;S5;I;2;RIO DE JANEIRO;RJ;42795;517;0;35;0;0;0;552;0;0;0;0;15;15;567;0;0;-180;-91;0;0;56;0;-216;351;3;354;0;0;354;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO ABC - COOPER 7;4414354;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;42795;524;0;27;0;0;0;552;0;-3;0;0;-8;-11;541;39;0;-22;-73;-2;0;0;0;-57;483;0;483;-12;0;471;0
JGP DTVM LTDA. - PRUDENCIAL;1000084284;n2;S4;I;2;RIO DE JANEIRO;RJ;42795;0;0;551;0;0;0;551;0;0;0;0;0;0;551;20357;0;-837;-786;-1379;0;1319;0;18674;19225;0;19225;-7435;-1369;10421;0
OLIVEIRA FRANCO SCVM - PRUDENCIAL;1000082901;n2;S4;I;2;CURITIBA;PR;42795;0;0;467;0;83;0;550;-348;0;0;0;0;-348;202;0;0;-70;-106;-9;0;65;-11;-131;72;-5;67;0;0;67;0
SAGITUR CORRETORA DE CÂMBIO LTDA. - PRUDENCIAL;1000084648;n2;S4;I;2;SAO PAULO;SP;42795;0;0;0;0;550;0;550;0;0;0;0;0;0;550;0;0;-162;-423;0;0;0;0;-584;-35;0;-35;0;0;-35;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA AÇO MINAS GERAIS S.A. - AÇOMINAS E EMPRESAS SUBSIDIÁRIAS EM OURO BRANCO LTDA. - COOPAÇO;17314501;b3S;S5;I;2;OURO BRANCO;MG;42795;148;0;395;0;0;0;543;0;0;0;0;14;14;557;0;0;-245;-126;-1;0;1;0;-372;186;18;204;0;0;204;-173
BPN BRASIL BM S.A. - PRUDENCIAL;1000081490;b1;S4;I;3;SAO PAULO;SP;42795;1924;0;2328;-3977;262;0;536;-2030;-664;0;0;-5073;-7767;-7231;530;11;-2136;-2253;-67;0;2054;-273;-2134;-9365;-140;-9506;0;0;-9506;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG;1918144;b3S;S5;I;2;BELO HORIZONTE;MG;42795;525;0;11;0;0;0;536;-26;0;0;0;-129;-155;381;6;0;-263;-171;1;0;40;1;-388;-8;0;-8;0;0;-8;-12
COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;58022195;b3S;S5;I;2;LENCOIS PAULISTA;SP;42795;422;0;101;0;0;0;523;-71;0;0;0;-95;-166;358;0;0;-227;-158;-2;0;15;0;-372;-14;4;-11;-1;0;-12;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA;57563728;b3S;S5;I;2;SANTO ANDRE;SP;42795;410;0;110;0;0;0;520;-105;0;0;0;14;-91;429;1;0;-154;-94;-1;0;3;-7;-252;177;0;177;0;-20;157;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO METROPOLITANA DE JOÃO PESSOA E LITORAL DA PARAÍBA - SICOOB LITORAL PARAIBANO;23295315;b3S;S5;I;2;JOAO PESSOA;PB;42795;358;0;161;0;0;0;519;-178;0;0;0;-251;-428;91;64;73;-146;-315;-2;0;69;-16;-274;-183;0;-183;0;0;-183;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9488496;b3S;S5;I;2;SAO JOAO DO SUL;SC;42795;373;0;145;0;0;0;518;-188;-26;0;0;-103;-316;202;39;20;-136;-130;0;0;0;-39;-246;-44;-7;-50;0;0;-50;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEMASA - SICOOB CECRESA;512839;b3S;S5;I;2;SANTO ANDRE;SP;42795;439;0;75;0;0;0;514;-22;0;0;0;-2;-24;490;2;2;-153;-173;1;0;5;-2;-319;171;0;171;0;0;171;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMACÊUTICA - COOPERMSD;2814832;b3S;S5;I;2;SAO PAULO;SP;42795;429;0;82;0;0;0;511;0;0;0;0;-1;-1;510;0;0;-98;-76;1;0;0;0;-175;335;0;335;0;-9;326;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A., LTDA;42123000;b3S;S5;I;2;RIO DE JANEIRO;RJ;42795;432;0;75;0;0;0;507;0;0;0;0;-3;-3;504;0;0;-127;-56;1;0;23;0;-161;343;0;343;0;0;343;-232
MAGLIANO S.A. CCVM - PRUDENCIAL;1000082839;n2;S4;I;2;SAO PAULO;SP;42795;0;0;506;0;0;0;506;0;0;0;0;-1;-1;505;1650;434;-1359;-1307;-200;0;29;-17;-770;-265;14;-251;0;0;-251;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;S5;I;2;RIO DE JANEIRO;RJ;42795;502;0;0;0;0;0;502;0;0;0;0;68;68;570;5;0;-384;-187;-2;0;0;-3;-570;1;55;54;0;0;54;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE NOVA ESPERANÇA DO SUDOESTE - CRESOL NOVA ESPERANÇA DO SUDOESTE;7926510;b3S;S5;I;2;NOVA ESPERANCA DO SUDOESTE;PR;42795;377;0;121;0;0;0;498;-96;-111;0;0;-221;-428;70;56;37;-90;-109;1;0;28;-45;-123;-53;-4;-57;-1;0;-58;-18
COOPERATIVA DE CRÉDITO MÚTUO DOS PRAÇAS E OFICIAIS DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO - COOPERACS- SP;7030145;b3S;S5;I;2;SAO PAULO;SP;42795;479;0;16;0;0;0;495;-6;0;0;0;-122;-128;367;10;0;-262;-501;1;0;0;-8;-762;-395;-17;-411;0;0;-411;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO;2475222;b3S;S5;I;2;VITORIA;ES;42795;430;0;63;0;0;0;493;-77;0;0;0;-19;-96;398;1;3;-130;-116;-4;0;11;-1;-236;162;1;163;-19;0;143;-56
GERAL CCVM LTDA - PRUDENCIAL;1000082918;n2;S4;I;2;PORTO ALEGRE;RS;42795;0;0;490;0;0;0;490;-26;0;0;0;0;-26;464;768;0;-464;-757;-93;0;40;-107;-613;-149;2798;2649;-1079;0;1570;-149
CONEXION CC LTDA. - PRUDENCIAL;1000082420;n2;S4;I;2;RIBEIRAO PRETO;SP;42795;0;0;0;0;489;0;490;0;0;0;0;0;0;490;2;0;-112;-460;-23;0;9;0;-584;-95;0;-95;0;0;-95;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;S5;I;2;SAO PAULO;SP;42795;440;0;48;0;0;0;489;0;0;0;0;-59;-59;430;0;0;-262;-91;-1;0;3;-5;-356;74;9;83;-3;-9;72;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS;12272183;b3S;S5;I;2;MACEIO;AL;42795;140;0;346;0;0;0;485;0;0;0;0;-34;-34;451;3;0;-349;-200;-2;0;0;-33;-580;-129;0;-129;0;0;-129;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;S5;I;2;ITATIBA DO SUL;RS;42795;394;0;87;0;0;0;481;-93;-63;0;0;0;-156;326;51;4;-82;-80;0;0;0;-42;-149;176;15;191;0;0;191;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;9463721;b3S;S5;I;2;JACINTO MACHADO;SC;42795;343;0;130;0;0;0;473;-172;-40;0;0;-105;-317;156;23;12;-103;-104;0;0;0;-40;-212;-56;0;-56;0;0;-56;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO CECREB;67087569;b3S;S5;I;2;SAO PAULO;SP;42795;468;0;0;0;0;0;468;0;0;0;0;-12;-12;456;0;0;-138;-63;-1;0;1;0;-201;255;0;255;0;0;255;0
LAMARA SCMEPP LTDA - PRUDENCIAL;1000084394;n1;S5;I;2;FORTALEZA;CE;42795;456;0;11;0;0;0;467;0;0;0;0;-23;-23;445;0;0;-15;-216;-22;0;0;0;-253;192;0;192;-60;0;132;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS;49091119;b3S;S5;I;2;CAJAMAR;SP;42795;422;0;42;0;0;0;464;0;0;0;0;0;0;464;0;0;-22;-108;0;0;0;0;-130;335;0;335;0;0;335;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;S5;I;2;COTIA;SP;42795;375;0;83;0;0;0;459;0;0;0;0;1;1;460;0;0;0;-94;0;0;0;1;-95;365;0;365;0;0;365;-179
ARC CORRETORA CAMBIO S.A. - PRUDENCIAL;1000082066;n2;S4;I;2;SANTOS;SP;42795;0;0;31;0;427;0;459;0;0;0;0;0;0;459;255;0;-370;-251;-43;0;51;0;-359;100;0;100;-39;0;61;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S.A. - UNIDADE PINDAMONHANGABA;60219045;b3S;S5;I;2;PINDAMONHANGABA;SP;42795;308;0;150;0;0;0;458;0;0;0;0;75;75;533;1;0;-109;-87;1;0;8;0;-187;346;0;346;0;0;346;0
PARATI - CFI S.A. - PRUDENCIAL;1000083443;n1;S4;I;2;VITORIA;ES;42795;148;0;310;0;0;0;458;0;0;0;0;-24;-24;434;0;7;-107;-172;-22;0;6;-15;-305;130;0;130;-67;0;63;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA TEREZINHA DO PROGRESSO - CRESOL SANTA TEREZINHA DO PROGRESSO;8652872;b3S;S5;I;2;SANTA TEREZINHA DO PROGRESSO;SC;42795;407;0;49;0;0;0;456;-96;-37;0;0;-43;-176;280;35;12;-108;-121;0;0;0;-31;-214;66;2;68;0;0;68;0
COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM;8240446;b3S;S5;I;2;IBIAM;SC;42795;341;0;113;0;0;0;455;-116;-6;0;0;-101;-223;232;10;39;-127;-188;0;0;2;-2;-267;-35;0;-35;-2;0;-37;0
AG. FOMENTO ESTADO DE RORAIMA - PRUDENCIAL;1000081036;n1;S4;I;1;BOA VISTA;RR;42795;156;0;296;0;0;0;452;0;0;0;0;-77;-77;375;2;0;-1114;-347;-22;0;2;-25;-1504;-1129;754;-375;0;0;-375;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO;57440521;b3S;S5;I;2;SAO PAULO;SP;42795;194;0;253;0;0;0;448;0;0;0;0;0;0;447;0;0;-156;-92;1;0;0;-5;-254;194;0;194;0;0;194;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM LTDA.;991739;b3S;S5;I;2;BELEM;PA;42795;442;0;6;0;0;0;448;0;-13;0;0;-71;-85;363;9;0;-116;-79;0;0;0;-15;-201;161;-1;160;0;0;160;-154
COOPERATIVA DE CRÉDITO RURAL SENHOR DO BONFIM LTDA. - SICOOB BONFIM;4317316;b3S;S5;I;2;SENHOR DO BONFIM;BA;42795;342;0;104;0;0;0;446;-86;0;0;0;-78;-164;282;70;163;-251;-245;-6;0;18;-47;-298;-16;0;-16;-2;0;-18;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;42795;409;0;35;0;0;0;444;-57;0;0;0;-9;-66;378;0;0;-145;-120;1;0;0;0;-266;112;0;112;0;0;112;0
OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;1000084040;n2;S4;I;2;RIO DE JANEIRO;RJ;42795;0;0;444;0;0;0;444;0;0;0;0;0;0;444;10765;0;-3474;-3668;-955;0;300;0;2967;3411;0;3411;-1490;-86;1835;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;S5;I;2;VILA VELHA;ES;42795;361;0;82;0;0;0;443;-148;0;0;0;-21;-170;273;1;0;-115;-51;-4;0;0;0;-170;103;2;106;-6;0;99;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33735192;b3S;S5;I;2;RIO DE JANEIRO;RJ;42795;428;0;9;0;0;0;437;-87;0;0;0;-29;-116;321;0;0;-164;-84;1;0;0;0;-248;72;0;72;0;0;72;0
RB CAPITAL DTVM LTDA. - PRUDENCIAL;1000084174;n2;S4;I;2;SAO PAULO;SP;42795;0;0;433;0;0;0;433;0;0;0;0;0;0;433;185;0;-136;-368;-38;0;22;0;-335;98;0;98;-42;0;56;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA.;18310649;b3S;S5;I;2;JOAO MONLEVADE;MG;42795;388;0;40;0;0;0;429;0;0;0;0;-20;-20;409;3;0;-149;-85;0;0;0;0;-232;177;2;179;-6;0;173;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO HOSPITAL VERA CRUZ E VERA CRUZ ASSOCIAÇÃO DE SAÚDE;44588366;b3S;S5;I;2;CAMPINAS;SP;42795;354;0;70;0;0;0;424;0;0;0;0;25;25;449;20;0;-101;-114;1;0;0;-5;-200;249;0;249;-3;0;245;0
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;S5;I;2;VITORIA;ES;42795;412;0;11;0;0;0;424;0;0;0;0;-35;-35;388;0;0;-247;-110;-2;0;117;0;-242;146;-23;123;1;0;122;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL;92675578;b3S;S5;I;2;PORTO ALEGRE;RS;42795;365;0;58;0;0;0;423;0;0;0;0;4;4;427;0;0;-54;-58;0;0;0;0;-112;315;0;315;-7;0;308;-150
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;S5;I;2;ORLANDIA;SP;42795;412;0;11;0;0;0;423;0;0;0;0;1;1;422;0;0;-34;-80;0;0;0;0;-114;309;0;309;0;0;309;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A. - LTDA. - SICOOB CREDIVALE;20961629;b3S;S5;I;2;ITABIRA;MG;42795;349;0;74;0;0;0;423;-27;0;0;0;-34;-61;362;43;6;-246;-231;-4;0;64;-14;-383;-21;5;-16;1;0;-17;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INTERNATIONAL INDÚSTRIA AUTOMOTIVA DA AMÉRICA DO SUL;59620708;b3S;S5;I;2;SAO PAULO;SP;42795;269;0;151;0;0;0;420;0;0;0;0;-6;-6;414;0;0;-87;-74;0;0;0;0;-162;253;0;253;0;0;253;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED;53505681;b3S;S5;I;2;MATAO;SP;42795;278;0;142;0;0;0;420;0;0;0;0;1;1;421;0;0;-54;-93;0;0;1;0;-147;275;0;275;0;0;275;0
MONOPÓLIO CC - PRUDENCIAL;1000084356;n2;S4;I;2;BELEM;PA;42795;0;0;0;0;417;0;417;0;0;0;0;0;0;417;2;0;-75;-202;-24;0;1;1;-299;118;0;118;-47;0;71;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA;2093154;b3S;S5;I;2;FRANCA;SP;42795;358;0;56;0;0;0;414;-3;0;0;0;-6;-10;404;6;0;-122;-137;0;0;0;1;-254;150;0;150;1;0;150;0
