Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;S5;I;2;SAO PAULO;SP;42795;1843;0;82;0;0;0;1925;-29;0;0;0;-253;-282;1643;0;0;-553;-335;0;0;39;0;-849;794;0;794;0;0;794;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO TRIUNFO - CRESOL SÃO JOÃO DO TRIUNFO;8560508;b3S;S5;I;2;SAO JOAO DO TRIUNFO;PR;42795;1860;0;61;0;0;0;1921;-126;-441;0;0;-1258;-1825;96;107;111;-239;-260;-1;0;30;-184;-435;-339;-7;-346;-2;0;-348;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;S5;I;2;DONA EMMA;SC;42795;1476;0;442;0;0;0;1918;-815;-74;0;0;-385;-1275;643;83;73;-385;-305;0;0;35;-132;-631;12;-6;6;-1;0;5;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;S5;I;2;SEARA;SC;42795;847;0;1065;0;0;0;1912;-934;-120;0;0;-90;-1144;768;85;10;-261;-282;0;0;0;-89;-537;231;0;231;0;0;231;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;42795;1340;0;568;0;0;0;1909;-584;-161;0;0;178;-568;1341;288;125;-647;-458;-18;0;64;-85;-731;609;0;609;-37;-69;503;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA. - CECREF;19402130;b3S;S5;I;2;BELO HORIZONTE;MG;42795;1754;0;155;0;0;0;1909;-439;-203;0;0;-192;-833;1075;85;34;-838;-368;-14;0;302;-101;-900;175;0;175;-3;0;172;0
SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;1000084552;n1;S4;C;2;NOVO HAMBURGO;RS;42795;625;0;1275;0;0;0;1900;-81;0;0;0;-54;-135;1765;4959;0;-1364;-433;-788;0;252;-268;2357;4123;37;4159;-1365;0;2794;-232
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO;1110032;b3S;S5;I;2;GOVERNADOR VALADARES;MG;42795;1213;0;687;0;0;0;1900;-885;0;0;0;-9;-893;1007;135;52;-487;-474;-5;0;0;1;-779;228;-9;219;0;0;219;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;S5;I;2;GOIANIA;GO;42795;1634;0;266;0;0;0;1900;-334;-10;0;0;-1177;-1520;380;63;111;-426;-480;-5;0;167;-190;-760;-380;2;-378;-3;0;-381;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ARATIBA-CRESOL ARATIBA;4565791;b3S;S5;I;2;ARATIBA;RS;42795;1105;0;785;0;0;0;1891;-783;-164;0;0;-247;-1193;698;103;0;-406;-244;0;0;0;-93;-640;58;0;58;0;0;58;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GETULIO VARGAS-CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;42795;1666;0;224;0;0;0;1890;-403;-183;0;0;-481;-1067;823;155;21;-279;-370;0;0;0;-71;-544;279;19;298;0;0;298;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;S5;I;2;OURO;SC;42795;1560;0;288;0;0;0;1849;-569;-58;0;0;-927;-1555;294;35;204;-302;-324;0;0;31;-55;-411;-117;-1;-119;0;0;-119;0
CREFAZ SCMEPP LTDA - PRUDENCIAL;1000083357;n1;S5;I;2;MARINGA;PR;42795;1846;0;0;0;0;0;1847;0;0;0;0;-1;-1;1845;0;182;-74;-1424;-94;0;0;0;-1410;435;-26;409;-141;0;268;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA;19875244;b3S;S5;I;2;TIMOTEO;MG;42795;1221;0;619;0;0;0;1840;-715;0;0;0;35;-680;1160;148;41;-424;-520;-15;0;137;-49;-682;478;-12;467;-9;0;457;-46
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS;62795257;b3S;S5;I;2;SAO PAULO;SP;42795;1185;0;648;0;0;0;1834;0;0;0;0;-43;-43;1790;8;0;-354;-194;-2;0;20;-5;-526;1264;0;1264;0;0;1264;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS METALÚRGICOS DA GRANDE SÃO PAULO - SICOOB METALCRED;4833655;b3S;S5;I;2;SAO PAULO;SP;42795;1594;0;239;0;0;0;1833;-117;0;0;0;-363;-480;1353;20;54;-567;-351;-3;0;57;-23;-814;539;0;539;0;-50;489;0
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;S5;I;2;BELO HORIZONTE;MG;42795;523;0;1305;0;0;0;1828;-869;0;0;0;-161;-1031;797;494;393;-378;-628;-47;0;56;-69;-180;617;0;617;0;0;617;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS  DE NÍVEL SUPERIOR DA SAÚDE DE VITÓRIA LTDA. - UNICRED VITÓRIA;39808449;b3S;S5;I;2;VITORIA;ES;42795;1189;0;635;0;0;0;1825;-602;0;0;0;-12;-613;1212;123;77;-505;-543;-5;0;7;-9;-856;356;0;356;0;0;356;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIO CLARO - SICOOB CREDIACIRC;9527069;b3S;S5;I;2;RIO CLARO;SP;42795;1225;0;595;0;0;0;1819;-638;0;0;0;-253;-891;928;148;117;-421;-404;-5;0;44;-31;-551;378;0;378;-11;0;367;0
LABOR CC - PRUDENCIAL;1000082073;n2;S4;I;2;RECIFE;PE;42795;0;0;0;0;1813;0;1813;0;0;0;0;0;0;1813;195;0;-423;-1238;-101;0;0;0;-1567;246;0;246;-105;0;141;0
COOPERATIVA DE CRÉDITO RURAL DE SÃO VICENTE DE MINAS LTDA. - SICOOB CREDISAVI;86476199;b3S;S5;I;2;SAO VICENTE DE MINAS;MG;42795;1488;0;324;0;0;0;1812;-462;-182;0;0;-260;-903;909;142;169;-523;-564;-9;0;81;-47;-751;158;0;158;-17;0;141;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VITÓRIA DA CONQUISTA;2833202;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;42795;1246;0;555;0;0;0;1801;-565;0;0;0;190;-375;1426;56;26;-262;-490;-1;0;15;-20;-677;749;0;750;0;0;750;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI;3985375;b3S;S5;I;2;ROLIM DE MOURA;RO;42795;1580;0;216;0;0;0;1796;-384;-4;0;0;-323;-711;1084;155;17;-593;-475;0;0;9;-19;-906;178;-2;176;0;0;176;-232
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;42795;1088;0;707;0;0;0;1796;-723;0;0;0;-308;-1031;764;143;116;-278;-316;-6;0;80;-25;-286;478;-41;437;0;0;437;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;S5;I;2;MARTINHO CAMPOS;MG;42795;1299;0;486;0;0;0;1785;-594;-55;0;0;-157;-805;979;151;117;-555;-473;-13;0;131;-91;-732;247;-14;234;-11;0;222;0
GUITTA CC LTDA - PRUDENCIAL;1000082107;n2;S4;I;2;SAO PAULO;SP;42795;0;0;71;0;1710;0;1780;0;0;0;0;0;0;1780;2097;0;-916;-645;-267;0;5;-1683;-1409;371;0;371;0;0;371;-401
TURCAMBIO CC LTDA. - PRUDENCIAL;1000082334;n2;S4;I;2;GAROPABA;SC;42795;0;0;0;0;1779;0;1779;0;0;0;0;0;0;1779;48;45;-434;-1266;-85;0;64;-58;-1688;92;-64;28;-12;0;16;-46
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA;9576849;b3S;S5;I;2;CERES;GO;42795;1081;0;691;0;0;0;1772;-638;0;0;0;-120;-758;1014;36;39;-336;-346;-4;0;0;-16;-627;387;2;389;0;0;389;0
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;S4;I;1;NATAL;RN;42795;721;0;1040;0;0;0;1761;0;-31;0;0;-1089;-1120;641;0;122;-1321;-989;-224;0;3216;-720;86;727;2;729;-669;0;60;0
COOPERATIVA DE CRÉDITO RURAL DE NOVA BRASILÂNDIA D'OESTE LTDA.;5597773;b3S;S5;I;2;NOVA BRASILANDIA;RO;42795;1653;0;90;0;0;0;1743;-403;-9;0;0;-161;-573;1170;62;9;-469;-332;0;0;12;-6;-724;447;11;458;0;0;458;-183
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL;1374196;b3S;S5;I;2;SAO FRANCISCO DE SALES;MG;42795;1347;0;393;0;0;0;1741;-324;-99;0;0;-58;-481;1259;68;70;-419;-239;-6;0;72;-77;-531;728;3;731;-12;-9;710;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;S5;I;2;FLORIANOPOLIS;SC;42795;1375;0;361;0;0;0;1736;-741;1;0;0;-47;-789;947;55;26;-407;-384;-6;0;61;-59;-713;234;-8;226;-1;0;225;0
COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA;7836458;b3S;S5;I;2;BRASILIA;DF;42795;1400;0;327;0;0;0;1727;-446;-59;0;0;-126;-632;1095;214;157;-408;-656;-13;0;254;-3;-455;640;0;640;-10;0;630;0
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA. DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;42795;1352;0;371;0;0;0;1723;-423;-201;0;0;-955;-1579;144;143;13;-385;-443;0;0;0;-147;-819;-675;-9;-684;0;0;-684;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;S5;I;2;PORTO ALEGRE;RS;42795;724;0;993;0;0;0;1718;-1156;-13;0;0;-7;-1177;541;21;4;-217;-37;-1;0;8;-90;-312;229;0;229;-3;0;226;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ACRE   SICOOB ACRE;3528402;b3S;S5;I;2;RIO BRANCO;AC;42795;1652;0;50;0;0;0;1702;-41;-156;0;0;-147;-343;1359;171;62;-466;-591;-16;0;2;-110;-947;411;0;411;-15;0;396;-50
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;42795;1107;0;581;0;0;0;1688;-595;0;0;0;-236;-831;857;122;251;-476;-493;-23;0;59;-36;-597;260;0;260;-3;-26;231;0
COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR;2245493;b3S;S5;I;2;SALVADOR;BA;42795;1205;0;481;0;0;0;1687;-88;0;0;0;143;55;1742;16;18;-422;-426;1;2;150;-148;-811;931;0;931;0;0;931;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS;2804469;b3S;S5;I;2;JANAUBA;MG;42795;1173;0;512;0;0;0;1685;-553;-2;0;0;-161;-716;970;161;299;-547;-641;-8;0;34;-61;-762;207;0;207;-1;0;206;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONCORDIA- CRESOL CONCÓRDIA;5425526;b3S;S5;I;2;CONCORDIA;SC;42795;1213;0;461;0;0;0;1674;-460;-119;0;0;-27;-606;1068;110;11;-261;-262;0;0;0;-56;-458;611;-177;434;0;0;434;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS;4894460;b3S;S5;I;2;BELO HORIZONTE;MG;42795;1387;0;277;0;0;0;1664;-549;0;0;0;-56;-606;1058;33;0;-280;-192;-5;0;0;0;-443;615;0;615;-6;0;609;-225
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS;1667352;b3S;S5;I;2;PIRAPORA;MG;42795;1264;0;395;0;0;0;1660;-462;-26;0;0;-170;-657;1002;198;154;-689;-494;-20;0;54;-90;-887;115;-2;113;-8;0;105;0
COOPERATIVA DE CRÉDITO RURAL DE MAIRI LTDA. - SICOOB COOPEMAR;4174720;b3S;S5;I;2;MAIRI;BA;42795;902;0;755;0;0;0;1656;-456;-3;0;0;-161;-620;1036;187;280;-675;-794;-16;0;31;-57;-1045;-9;0;-9;-6;0;-15;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;71378426;b3S;S5;I;2;ARAXA;MG;42795;981;0;661;0;0;0;1643;-493;0;0;0;-63;-556;1087;57;182;-546;-414;-8;0;21;-28;-735;352;0;351;-3;0;349;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JI - PARANÁ - CRESOL JI - PARANÁ;10520232;b3S;S5;I;2;JI-PARANA;RO;42795;1342;0;297;0;0;0;1639;-241;-354;0;0;-506;-1102;538;91;204;-522;-578;-3;0;33;-146;-921;-384;-9;-393;-2;0;-395;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83836114;b3S;S5;I;2;BELEM;PA;42795;1511;0;125;0;0;0;1636;-316;-130;0;0;-547;-993;643;191;64;-674;-558;-8;0;90;-62;-957;-314;0;-314;-11;0;-325;0
DOMUS CH - PRUDENCIAL;1000081861;n1;S4;I;2;RIO DE JANEIRO;RJ;42795;1500;0;134;0;0;0;1634;-432;0;0;0;-306;-738;896;777;0;-520;-1654;-101;0;63;-87;-1522;-626;12;-614;0;0;-614;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;42795;1194;0;440;0;0;0;1634;-468;-252;0;0;-143;-862;772;135;157;-326;-660;-10;0;85;-27;-647;125;-2;123;-12;-29;82;0
SOL CC - PRUDENCIAL;1000082097;n2;S4;I;2;NATAL;RN;42795;0;0;0;0;1623;0;1623;0;0;0;0;0;0;1623;24;0;-595;-754;0;0;8;0;-1317;306;11;317;0;0;317;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DA REGIÃO DE CARATINGA, MANHUAÇU E CARANGOLA LTDA. - SICOOB PROFISSIONAIS DA SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;42795;976;0;614;0;0;0;1590;-713;-8;0;0;-75;-796;795;92;41;-391;-390;-12;0;155;-11;-517;277;0;277;-7;-17;254;0
COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL;8253539;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;42795;1373;0;217;0;0;0;1590;-757;-143;0;0;-458;-1358;232;1;37;-387;-602;0;0;29;-157;-1079;-847;1;-848;0;0;-848;0
COOPERATIVA DE CREDITO RURAL DE RIO RUFINO - SICOOB/SC CREDIUNIÃO;2448839;b3S;S5;I;2;RIO RUFINO;SC;42795;1370;0;218;0;0;0;1588;-364;-170;0;0;-32;-566;1021;58;90;-387;-309;-4;0;28;-46;-570;452;30;482;-15;0;467;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ - SICOOB CEARÁ;3620772;b3S;S5;I;2;FORTALEZA;CE;42795;1495;0;86;0;0;0;1581;-335;-138;0;0;38;-435;1146;54;80;-424;-512;-3;0;32;-15;-788;358;0;358;-1;0;356;-43
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA ABB - COOPERABB;51010858;b3S;S5;I;2;GUARULHOS;SP;42795;1383;0;192;0;0;0;1575;0;0;0;0;-72;-72;1503;0;0;-165;-118;-10;0;0;-8;-300;1203;0;1203;-5;0;1198;-1069
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, DA EDUCAÇÃO, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE PAULISTA - SICOOB UNIMAIS NORTE PAULISTA;2250781;b3S;S5;I;2;BEBEDOURO;SP;42795;1311;0;260;0;0;0;1572;-492;-56;0;0;-426;-974;597;111;53;-495;-883;1;0;26;-15;-1203;-606;12;-594;-4;0;-598;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR;2924977;b3S;S4;I;2;CURITIBA;PR;42795;840;0;729;0;0;0;1569;-582;-10;0;0;67;-525;1044;196;62;-426;-307;-9;0;33;-186;-636;408;0;408;-25;0;383;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VERE - CRESOL VERE;3348165;b3S;S5;I;2;VERE;PR;42795;926;0;640;0;0;0;1566;-360;-521;0;0;-162;-1043;523;270;51;-181;-175;1;0;37;-74;-73;450;-8;443;-3;0;440;-77
BANCO VIPAL - PRUDENCIAL;1000081531;b2;S4;I;2;PORTO ALEGRE;RS;42795;938;0;623;0;0;0;1561;-886;0;0;0;258;-628;933;0;160;-582;-1110;-38;0;0;-336;-1905;-972;0;-972;0;0;-972;0
CREDITÁ S.A. CFI - PRUDENCIAL;1000083687;n1;S4;I;2;PORTO ALEGRE;RS;42795;1189;0;366;0;0;0;1555;-567;0;0;0;-63;-630;925;3;6;-252;-225;-57;0;0;-1;-528;397;2096;2494;-1122;0;1372;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;S5;I;2;SAO PAULO;SP;42795;1317;0;235;0;0;0;1552;0;0;0;0;-55;-55;1498;0;0;-295;-167;-13;0;0;0;-475;1023;0;1023;-11;0;1012;-707
COOPERATIVA DE CRÉDITO MÚTUO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR.;6078926;b3S;S5;I;2;CURITIBA;PR;42795;663;0;888;0;0;0;1551;-770;-4;0;0;-129;-903;648;217;59;-280;-126;-4;0;10;-138;-262;386;0;386;-11;0;375;0
COOPERATIVA DE CRÉDITO MÚTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAÚDE DE SÃO CARLOS - SICREDI SÃO CARLOS SP;4853988;b3S;S5;I;2;SAO CARLOS;SP;42795;1404;0;146;0;0;0;1550;-312;-5;0;0;-84;-401;1149;127;111;-335;-609;-4;0;13;-230;-926;224;-22;201;0;0;201;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DAS REGIÕES NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS;1042487;b3S;S5;I;2;BELEM;PA;42795;1491;0;55;0;0;0;1546;-138;-3;0;0;-369;-509;1036;403;191;-954;-724;-30;0;122;-105;-1098;-62;2;-60;-17;0;-77;0
COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIAO NO NORDESTE - SICOOB CENTRO NORDESTE;3102185;b3S;S5;I;2;JOAO PESSOA;PB;42795;1442;0;98;0;0;0;1540;-204;0;0;0;-37;-241;1299;110;125;-780;-751;-6;1;96;-62;-1266;32;0;32;0;0;32;0
COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN;4715685;b3S;S5;I;2;FLORIANOPOLIS;SC;42795;1106;0;420;0;0;0;1526;-654;-1;0;0;-119;-774;752;26;1408;-684;-1213;-4;0;70;-47;-444;308;38;346;0;0;346;-83
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE;9639338;b3S;S5;I;2;PRAIA GRANDE;SP;42795;1103;0;415;0;0;0;1518;-467;0;0;0;-370;-837;681;112;87;-315;-401;-3;0;30;-17;-507;175;0;175;-6;0;169;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHAPECO-CRESOL CHAPECÓ;4281182;b3S;S5;I;2;CHAPECO;SC;42795;1205;0;310;0;0;0;1515;-508;-103;0;0;-780;-1391;124;84;17;-284;-317;0;0;0;-83;-583;-460;13;-447;0;0;-447;0
COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VEÍCULOS, PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE CURITIBA E REGIÃO - SICREDI SINCOCRED PR;7070495;b3S;S5;I;2;CURITIBA;PR;42795;845;0;669;0;0;0;1513;-615;-5;0;0;-266;-886;628;264;118;-349;-241;-5;0;18;-217;-412;215;1;216;-7;0;209;0
BCO FICSA S.A. - PRUDENCIAL;1000081737;b1;S4;I;2;SAO PAULO;SP;42795;932;0;575;0;0;0;1507;-1017;0;0;0;252;-765;742;1;0;-462;-2778;0;0;153;-560;-3647;-2905;116;-2790;3356;0;566;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;42795;1210;0;294;0;0;0;1504;-424;-327;0;0;-84;-834;670;55;83;-324;-395;0;0;32;-120;-669;1;4;5;0;-4;1;0
INTL FCSTONE DTVM LTDA. - PRUDENCIAL;1000084088;n2;S4;I;3;SAO PAULO;SP;42795;0;0;643;0;859;0;1502;0;0;0;0;0;0;1502;2794;0;-1240;-1052;-214;0;3;0;291;1794;-60;1733;-819;-265;649;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COOP - COOPERATIVA DE CONSUMO;47074323;b3S;S5;I;2;SANTO ANDRE;SP;42795;1317;0;184;0;0;0;1501;-132;-115;0;0;-67;-314;1188;89;67;-435;-683;-3;0;353;-54;-666;522;-10;512;-4;0;508;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS DE UBERLÂNDIA LTDA.;65308447;b3S;S5;I;2;UBERLANDIA;MG;42795;1403;0;93;0;0;0;1497;-106;-106;0;0;-11;-224;1273;56;54;-512;-446;-3;0;5;-20;-866;407;0;407;-2;0;405;0
BANCO PORTO REAL DE INVEST.S.A - PRUDENCIAL;1000081359;b2;S4;I;2;PORTO REAL;RJ;42795;1268;0;226;0;0;0;1494;-13;0;0;0;310;298;1791;3;0;-714;-195;-71;0;0;0;-977;814;45;859;-168;0;691;0
FAMILIA PAULISTA CI S.A. - PRUDENCIAL;1000083429;n1;S4;I;2;SANTOS;SP;42795;114;0;1371;0;0;0;1484;-426;0;0;0;-1;-427;1057;50;0;-215;-1461;-89;0;738;-17;-994;64;9;73;-28;0;45;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;42795;1165;0;299;0;0;0;1464;-412;0;0;0;-364;-775;689;189;129;-613;-568;-7;0;57;-55;-868;-179;0;-179;-5;0;-185;0
COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DE LEITE DO VALE DO RIO GRANDE LTDA - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;42795;1002;0;455;0;0;0;1456;-331;-11;0;0;-197;-539;917;105;62;-685;-337;-15;0;45;-34;-859;59;-2;56;-4;0;52;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JORGE D'OESTE - CRESOL SAO JORGE D'OESTE;2934201;b3S;S5;I;2;SAO JORGE D'OESTE;PR;42795;1019;0;432;0;0;0;1451;-251;-451;0;0;-345;-1048;403;229;105;-247;-209;-2;0;52;-70;-141;263;-7;256;-2;0;254;-59
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE NOVA PRATA DO IGUACU - CRESOL NOVA PRATA DO IGUACU;3014407;b3S;S5;I;2;NOVA PRATA DO IGUACU;PR;42795;1290;0;161;0;0;0;1451;-114;-314;0;0;-314;-741;710;158;66;-136;-164;-1;0;51;-873;-899;-189;-5;-194;0;1;-195;-49
