cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
b3S;b3S - Cooperativa de Crédito Singulares;set/12;32.046.342;12.153;396.571;965.093;1.484.550;506.265;75.336;209;3.440.178;175.663;1.813.520;3.103.744;3.037.867;721.947;265.165;2.913;9.120.817;9.793;303.140;801.526;1.252.462;227.955;1.538;0;2.596.415;0;0;0;0;0;0;0;0;29.757;88.592;2.191;453;2.841;6;70;123.910;100.142;2.171.483;6.689.408;1.786.558;391.735;315.872;9.217;11.464.415;152.071;2.283.748;1.663.400;545.829;150.600;56.377;448.583;5.300.608;0
b3S%;b3S - Cooperativa de Crédito Singulares;set/12;3,07%;0,25%;1,89%;2,49%;2,07%;1,48%;0,73%;3,68%;1,90%;2,73%;9,23%;10,54%;9,35%;9,07%;11,66%;21,97%;9,28%;0,18%;1,15%;1,25%;1,28%;1,33%;7,40%;0,00%;1,23%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,23%;0,11%;0,01%;0,04%;2,77%;0,01%;0,60%;0,11%;7,80%;13,49%;17,54%;6,75%;2,46%;2,24%;0,90%;10,14%;2,18%;9,11%;9,63%;4,03%;3,73%;6,30%;75,12%;7,75%;0,00%
b3C;b3C - Central e Confederação de Cooperativas de Crédito;set/12;7.185;0;7;9;0;0;0;0;15;2;975;4.960;833;61;0;0;6.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;194;58;0;0;339;0
b3C%;b3C - Central e Confederação de Cooperativas de Crédito;set/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,02%;0,00%;0,00%;0,00%;0,00%;0,01%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
b4;b4 - Banco de Desenvolvimento;set/12;2.647.344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.447;102.750;248.623;668.958;556.350;999.001;0;2.592.129;362;3.394;8.890;19.401;12.846;10.322;0;55.215;0
b4%;b4 - Banco de Desenvolvimento;set/12;0,25%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,28%;0,64%;0,65%;2,53%;3,49%;7,07%;0,00%;2,29%;0,01%;0,01%;0,05%;0,14%;0,32%;1,15%;0,00%;0,08%;0,00%
n1;n1 - Não Bancário de Crédito;set/12;10.513.139;8.939;42.880;99.368;130.451;42.963;3.596;0;328.198;604.798;1.208.164;802.806;118.093;6.128;308;0;2.740.297;50.880;228.276;502.124;573.443;63.545;980;0;1.419.248;16.527;91.854;138.266;313.757;156.795;359.738;68.521;1.145.457;464.112;2.664.844;520.943;10.186;48;0;0;3.660.133;11.104;41.045;67.231;193.166;147.747;203.447;0;663.741;193.607;169.592;134.672;31.193;9.328;16.834;714;555.941;125
n1%;n1 - Não Bancário de Crédito;set/12;1,01%;0,19%;0,20%;0,26%;0,18%;0,13%;0,03%;0,00%;0,18%;9,38%;6,15%;2,73%;0,36%;0,08%;0,01%;0,00%;2,79%;0,95%;0,87%;0,79%;0,59%;0,37%;4,71%;0,00%;0,67%;1,03%;1,06%;0,64%;0,58%;0,32%;0,43%;0,42%;0,49%;3,57%;3,34%;2,49%;0,98%;0,05%;0,00%;0,00%;3,19%;0,86%;0,26%;0,18%;0,73%;0,93%;1,44%;0,00%;0,59%;2,77%;0,68%;0,78%;0,23%;0,23%;1,88%;0,12%;0,81%;0,00%
n2;n2 - Não Bancário de Mercado de Capitais;set/12;15.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.836;15.836;0
n2%;n2 - Não Bancário de Mercado de Capitais;set/12;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,65%;0,02%;0,00%
C;C - Conglomerado;set/12;728.134.371;1.330.750;13.629.920;35.714.217;63.047.535;24.743.967;3.988.339;5.483;142.460.211;4.702.493;14.755.819;24.988.069;27.161.510;6.746.873;1.958.533;10.344;80.323.639;5.123.260;23.707.083;57.637.977;88.212.412;15.392.393;16.827;11.811;190.101.763;106.073;1.397.290;3.328.858;7.654.823;6.289.823;20.887.138;12.029.757;51.693.763;11.637.910;73.180.393;19.164.580;969.015;99.492;40.819;11.571;105.103.780;812.314;12.498.995;28.886.055;20.546.022;13.017.851;10.870.231;1.019.557;87.651.025;5.403.222;18.332.634;11.715.866;9.833.092;2.907.761;623.089;125.753;48.941.416;21.858.773
C%;C - Conglomerado;set/12;69,81%;27,80%;65,04%;92,06%;87,95%;72,26%;38,61%;96,32%;78,79%;72,95%;75,09%;84,86%;83,56%;84,78%;86,13%;78,03%;81,72%;95,32%;90,32%;90,19%;90,43%;89,48%;80,98%;100,00%;90,39%;6,64%;16,13%;15,50%;14,07%;13,03%;24,69%;72,93%;21,95%;89,53%;91,81%;91,66%;93,21%;97,10%;99,99%;99,40%;91,55%;63,23%;77,67%;75,76%;77,68%;81,66%;76,92%;99,05%;77,53%;77,31%;73,11%;67,80%;72,54%;72,08%;69,60%;21,06%;71,52%;100,00%
I;I - Instituição independente;set/12;314.933.482;3.456.119;7.327.038;3.080.462;8.635.100;9.499.883;6.340.763;210;38.339.574;1.743.675;4.895.962;4.459.170;5.344.518;1.211.350;315.454;2.913;17.973.042;251.379;2.539.434;6.269.302;9.338.498;1.809.654;3.952;0;20.212.220;1.491.890;7.268.037;18.141.749;46.738.700;41.995.122;63.709.359;4.465.040;183.809.896;1.360.353;6.529.140;1.742.888;70.617;2.969;6;70;9.706.042;472.377;3.593.115;9.243.489;5.902.623;2.924.497;3.261.705;9.732;25.407.538;1.585.981;6.743.193;5.564.464;3.721.651;1.126.129;272.189;471.439;19.485.045;125
I%;I - Instituição independente;set/12;30,19%;72,20%;34,96%;7,94%;12,05%;27,74%;61,39%;3,68%;21,21%;27,05%;24,91%;15,14%;16,44%;15,22%;13,87%;21,97%;18,28%;4,68%;9,68%;9,81%;9,57%;10,52%;19,02%;0,00%;9,61%;93,36%;83,87%;84,50%;85,93%;86,97%;75,31%;27,07%;78,05%;10,47%;8,19%;8,34%;6,79%;2,90%;0,01%;0,60%;8,45%;36,77%;22,33%;24,24%;22,32%;18,34%;23,08%;0,95%;22,47%;22,69%;26,89%;32,20%;27,46%;27,92%;30,40%;78,94%;28,48%;0,00%
