cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
1;1 - Público;set/12;434.604.228;3.611.336;10.868.293;12.916.450;28.815.818;20.060.642;9.260.855;19;85.533.413;1.543.691;5.638.267;8.648.990;11.739.603;4.351.405;1.526.938;5;33.448.899;99.453;1.221.073;3.236.399;5.145.714;1.200.513;1.763;0;10.904.916;1.475.105;7.371.045;18.468.457;47.646.720;43.007.455;67.990.197;7.033.060;192.992.040;1.525.555;15.065.316;2.529.460;101.192;90;0;0;19.221.611;906.971;9.506.861;22.836.586;17.436.653;11.636.808;11.378.866;1.019.974;74.722.719;1.729.427;5.672.948;5.574.651;3.418.226;1.054.945;241.470;88.963;17.780.629;0
1%;1 - Público;set/12;41,67%;75,44%;51,86%;33,29%;40,20%;58,58%;89,66%;0,34%;47,31%;23,95%;28,69%;29,37%;36,12%;54,68%;67,15%;0,04%;34,03%;1,85%;4,65%;5,06%;5,27%;6,98%;8,49%;0,00%;5,19%;92,31%;85,06%;86,02%;87,60%;89,07%;80,37%;42,64%;81,95%;11,74%;18,90%;12,10%;9,73%;0,09%;0,00%;0,00%;16,74%;70,60%;59,08%;59,89%;65,93%;72,99%;80,52%;99,09%;66,09%;24,74%;22,62%;32,26%;25,22%;26,15%;26,97%;14,90%;25,99%;0,00%
2;2 - Privado Nacional;set/12;420.865.257;775.219;7.993.302;20.542.344;34.451.488;11.414.740;663.922;242;75.841.256;2.410.713;10.397.675;14.459.538;13.647.101;2.430.584;632.526;2.397;43.980.535;4.209.109;17.308.659;41.805.462;65.741.748;11.353.349;11.776;6.367;140.436.468;92.527;700.013;1.624.114;3.799.484;3.256.659;10.857.106;7.319.277;27.649.180;7.818.446;44.058.726;13.734.888;214.433;3.614;42;70;65.830.218;199.289;4.421.070;11.261.432;4.919.174;2.366.462;2.093.553;9.168;25.270.148;2.811.889;13.308.630;7.265.176;6.415.174;1.427.822;230.888;470.057;31.929.636;9.927.816
2%;2 - Privado Nacional;set/12;40,35%;16,19%;38,14%;52,95%;48,06%;33,33%;6,43%;4,25%;41,95%;37,40%;52,91%;49,10%;41,98%;30,54%;27,82%;18,08%;44,74%;78,31%;65,95%;65,42%;67,39%;66,00%;56,67%;53,91%;66,77%;5,79%;8,08%;7,56%;6,99%;6,74%;12,83%;44,37%;11,74%;60,15%;55,27%;65,69%;20,63%;3,53%;0,10%;0,60%;57,34%;15,51%;27,47%;29,53%;18,60%;14,84%;14,81%;0,89%;22,35%;40,23%;53,07%;42,04%;47,33%;35,40%;25,79%;78,71%;46,66%;45,42%
3;3 - Privado com Controle Estrangeiro;set/12;187.598.369;400.314;2.095.363;5.335.885;8.415.330;2.768.467;404.326;5.431;19.425.117;2.491.763;3.615.839;6.338.710;7.119.323;1.176.234;114.523;10.855;20.867.247;1.066.078;7.716.785;18.865.418;26.663.448;4.648.185;7.241;5.444;58.972.599;30.331;594.269;1.378.036;2.947.319;2.020.831;5.749.194;2.142.460;14.862.439;3.654.263;20.585.490;4.643.121;724.007;98.757;40.784;11.571;29.757.993;178.431;2.164.178;4.031.526;4.092.818;1.939.078;659.518;147;13.065.696;2.447.887;6.094.248;4.440.504;3.721.342;1.551.123;422.920;38.172;18.716.195;11.931.082
3%;3 - Privado com Controle Estrangeiro;set/12;17,99%;8,36%;10,00%;13,75%;11,74%;8,08%;3,91%;95,42%;10,74%;38,65%;18,40%;21,53%;21,90%;14,78%;5,04%;81,88%;21,23%;19,84%;29,40%;29,52%;27,33%;27,02%;34,84%;46,09%;28,04%;1,90%;6,86%;6,42%;5,42%;4,19%;6,80%;12,99%;6,31%;28,11%;25,83%;22,21%;69,64%;96,38%;99,90%;99,40%;25,92%;13,89%;13,45%;10,57%;15,47%;12,16%;4,67%;0,01%;11,56%;35,02%;24,30%;25,70%;27,45%;38,45%;47,24%;6,39%;27,35%;54,58%
b1;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;set/12;970.414.318;4.765.546;20.509.247;37.711.565;70.049.180;33.693.071;10.250.170;5.483;176.984.261;5.664.828;16.620.403;25.516.760;29.332.257;7.228.428;2.008.480;10.344;86.381.501;5.123.087;23.025.378;56.108.680;86.965.499;15.319.028;16.676;11.811;186.570.158;1.580.750;8.573.279;21.331.327;54.078.070;48.127.533;84.235.625;16.426.103;234.352.688;12.051.309;75.576.720;19.807.510;987.640;99.572;40.819;11.571;108.575.141;1.058.686;13.347.876;30.112.552;21.877.065;13.817.090;12.344.280;1.020.072;93.577.621;6.604.981;22.546.752;15.391.835;12.816.678;3.812.250;809.628;132.052;62.114.175;21.858.773
b1%;b1 - Banco Comercial, Banco Múltiplo com Carteira Comercial ou Caixa Econômica;set/12;93,03%;99,55%;97,86%;97,21%;97,72%;98,39%;99,24%;96,32%;97,89%;87,88%;84,57%;86,65%;90,24%;90,83%;88,32%;78,03%;87,88%;95,32%;87,73%;87,80%;89,15%;89,05%;80,25%;100,00%;88,71%;98,92%;98,94%;99,35%;99,42%;99,67%;99,57%;99,58%;99,51%;92,71%;94,82%;94,74%;95,00%;97,18%;99,99%;99,40%;94,57%;82,41%;82,95%;78,97%;82,72%;86,67%;87,35%;99,10%;82,77%;94,50%;89,91%;89,07%;94,55%;94,51%;90,43%;22,11%;90,78%;100,00%
b2;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;set/12;27.423.689;231;8.254;18.644;18.455;1.550;0;0;47.134;876;8.721;18.969;16.976;1.659;34;0;47.236;190.879;2.689.723;6.494.949;8.759.506;1.591.519;1.586;0;19.728.162;686;194;1.014;1.696;617;1.134;173;5.514;453.085;1.379.376;576.825;41.353;0;0;0;2.450.639;98.312;428.955;1.011.730;1.922.898;1.029.426;269.336;0;4.760.658;38.182;72.340;81.447;141.446;48.808;2.117;6;384.346;0
b2%;b2 - Banco Múltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de Câmbio;set/12;2,63%;0,00%;0,04%;0,05%;0,03%;0,00%;0,00%;0,00%;0,03%;0,01%;0,04%;0,06%;0,05%;0,02%;0,00%;0,00%;0,05%;3,55%;10,25%;10,16%;8,98%;9,25%;7,63%;0,00%;9,38%;0,04%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;3,49%;1,73%;2,76%;3,98%;0,00%;0,00%;0,00%;2,13%;7,65%;2,67%;2,65%;7,27%;6,46%;1,91%;0,00%;4,21%;0,55%;0,29%;0,47%;1,04%;1,21%;0,24%;0,00%;0,56%;0,00%
