Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/03/2016;225632;5621;4010;0;0;0;235263;-32063;-74929;-3885;0;-86696;-197573;37690;0;2493;-17243;-25935;-9128;0;20075;-21680;-51419;-13728;-9252;-22980;13600;0;-9381;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/03/2016;2287;223734;0;0;0;0;226021;0;-18070;-180694;0;4725;-194039;31981;0;0;0;-6102;-2028;0;5913;-844;-3061;28920;2686;31607;-14209;0;17398;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/03/2016;72841;0;162348;-387878;368827;0;216138;-63073;-41705;0;0;-2309;-107087;109051;47296;279;-48582;-31373;-4681;2425;29297;-55821;-61160;47891;-404;47487;-31874;0;15613;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/03/2016;120813;0;81475;-1611;0;0;200677;-161862;-15013;0;-33173;-26429;-236476;-35799;16175;95;-19977;-15573;-6407;71;117800;-35840;56344;20545;8719;29264;-15857;-5108;8299;-19000
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/03/2016;160030;8796;26375;-909;0;0;194292;-47020;-26298;-7181;0;-30101;-110600;83692;2382;3;-10820;-13051;-6250;0;5951;-12917;-34703;48989;-850;48139;-22788;-1194;24157;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/03/2016;261298;43;6139;-75041;0;0;192439;-76732;-23939;-43;0;-54826;-155540;36899;5376;13472;-4961;-48795;-4694;0;4208;-6389;-41785;-4886;0;-4886;15861;0;10975;0
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/03/2016;133373;0;60673;-6007;0;0;188039;-142324;-18926;0;-3109;-27535;-191894;-3855;6402;657;-23233;-16078;-3254;27079;135994;-128235;-667;-4522;-238;-4760;7802;0;3042;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/03/2016;67658;0;102066;0;0;17805;187530;-101924;0;0;0;-6051;-107975;79555;0;1424;-24581;-10260;-4669;0;2162;-6583;-42507;37048;233;37281;0;0;37281;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/03/2016;190647;0;8030;-24188;0;0;174489;-29126;-797;0;0;-58800;-88723;85766;57840;32487;-7094;-60480;-13463;0;29793;-63524;-24441;61325;0;61325;-26653;-988;33684;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/03/2016;524734;0;360902;-894166;179397;0;170866;-433463;-45103;0;0;-133537;-612103;-441237;66027;27890;-111493;-278822;-26941;809;928530;-160605;445394;4157;-301;3856;4424;-13078;-4799;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/03/2016;102706;392;56223;5439;2017;0;166777;-103866;-2904;-327;0;-4508;-111605;55172;193;5048;-16278;-15226;-3851;-7387;31171;-21826;-28156;27016;4;27020;-14426;-4231;8362;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/03/2016;3745;0;160210;0;0;0;163955;-160210;0;0;0;4;-160206;3749;0;0;-4731;31630;0;13;1084;-31747;-3751;-2;2;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/03/2016;123405;0;38174;0;0;0;161579;-60266;-2664;0;0;-24370;-87300;74279;8486;5537;-20034;-28530;-106;0;513;-3354;-37487;36792;-89;36703;0;-1735;34969;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/03/2016;119861;0;38234;0;0;2257;160352;-70529;-1266;0;0;-14218;-86013;74339;17470;5573;-39238;-28000;-6944;0;1509;-1521;-51153;23187;285;23471;-9924;-1096;12452;-3650
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/03/2016;109204;0;49106;0;0;0;158310;-49346;-19857;0;0;-11695;-80897;77413;1805;296;-18191;-16400;-250;0;1812;-521;-31447;45965;-22;45943;-556;-1587;43800;0
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/03/2016;143503;0;10712;0;0;0;154215;-71951;-538;0;-9;-18857;-91355;62860;1927;1891;-14391;-28729;-4075;-1684;110;-2787;-47738;15122;-1682;13439;-3907;0;9533;-6083
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/03/2016;112509;0;25284;-1951;0;0;135843;-49718;-3822;0;0;-29700;-83239;52604;7353;23422;-26880;-34149;-6620;2542;7342;-3182;-30173;22431;298;22729;-5771;-2419;14539;-4920
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/03/2016;80120;37943;16400;0;0;0;134463;0;-21367;-33618;0;-28402;-83387;51076;4942;12;-13562;-22008;-3850;0;5564;-5781;-34683;16393;-681;15712;-6882;0;8830;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/03/2016;174677;0;36763;-78553;0;0;132888;-29971;-92949;0;-150;-43470;-166539;-33652;6060;2693;-25963;-8250;-5341;0;100906;-29205;40901;7249;51;7301;-7102;0;199;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/03/2016;45572;0;38279;40516;0;0;124367;-100456;-5663;0;-9449;-18274;-133843;-9476;11347;3778;-17596;-20795;-2620;1637;24487;-17437;-17199;-26675;-1846;-28522;9240;-4239;-23520;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/03/2016;118502;0;3163;0;0;0;121665;-2128;-32863;0;0;-58830;-93822;27843;8226;55;-7967;-4580;-4193;0;64319;-59534;-3674;24169;122;24291;-10936;-668;12686;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/03/2016;824;0;117070;0;0;2893;120787;-110187;-4739;0;0;703;-114223;6563;52;0;-6276;-3311;-5;5606;14716;-5185;5598;12161;4;12165;-10;-110;12045;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/03/2016;1408;0;115764;0;0;2139;119311;-117095;-2226;0;0;89;-119233;78;14;0;-3345;-2759;-20;0;9062;-2479;473;551;0;551;0;0;551;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/03/2016;147123;197;23124;-55970;0;0;114473;-111988;-5148;-172;0;-23328;-140637;-26164;1893;15;-5036;-17797;-2338;0;58348;-8204;26880;716;-917;-200;-929;-751;-1881;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/03/2016;0;0;114170;0;0;0;114170;-108357;0;0;0;0;-108357;5813;0;0;-933;-591;-6;2629;2875;-3022;954;6767;6;6773;-2;0;6771;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/03/2016;86064;5051;11189;0;0;0;102304;-577;-38160;-4176;0;-34331;-77244;25060;14;1649;-8971;-11930;-2846;79;3718;-2429;-20716;4344;-121;4223;-2732;-898;593;0
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;;I;2;PORTO ALEGRE;RS;01/03/2016;94583;0;7321;0;0;0;101904;-12366;0;0;-915;-21547;-34828;67077;369;2852;-5048;-38293;-4230;0;6;-396;-44740;22337;-33;22304;-8503;0;13801;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;01/03/2016;0;0;41210;4313;55900;0;101423;-43921;-606;0;0;0;-44527;56896;10645;0;-22029;-5977;-2382;0;29550;-34837;-25029;31867;0;31867;-10736;-891;20240;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;01/03/2016;3670;0;95913;0;0;0;99583;-97428;0;0;0;38;-97391;2192;0;0;-2544;-1111;-15;2001;4970;-1949;1351;3543;0;3543;0;-88;3455;0
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/03/2016;54473;0;52300;-13227;5484;0;99029;-45206;-2;0;0;-1557;-46765;52264;1393;1022;-8779;-37905;-3049;-2314;53736;-24263;-20158;32106;-109;31997;-15027;0;16970;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/03/2016;18529;0;49587;18419;11400;0;97934;-54253;-6521;0;0;-947;-61720;36214;20750;6778;-17852;-24991;-5303;29;2695;-7436;-25329;10885;130;11015;-5010;-1192;4812;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/03/2016;20324;0;12984;-32;62909;0;96185;-5244;-76833;0;0;-584;-82661;13524;37;14;-3075;-2128;-449;0;637;-4716;-9679;3845;-5;3840;-1204;0;2636;0
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/03/2016;79543;0;11729;323;0;0;91596;-25326;0;0;0;-55080;-80406;11190;8803;6021;-4457;-41869;-5261;0;26589;-7198;-17373;-6183;5;-6177;-1943;0;-8120;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/03/2016;55386;8803;34295;-8979;0;0;89505;-30010;-17181;-6569;0;-47838;-101599;-12094;1352;605;-10061;-8562;-2482;0;18712;-1050;-1487;-13581;2085;-11496;3469;0;-8027;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/03/2016;71868;0;16266;0;0;0;88134;-43918;-247;0;0;-11354;-55519;32615;0;0;-9093;-6217;-50;0;680;-803;-15482;17133;-8;17125;0;0;17125;-2722
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;01/03/2016;66673;0;19515;0;0;26;86214;-25564;-7434;0;0;-16095;-49093;37121;11883;5247;-17556;-19328;-357;0;2321;-9898;-27689;9432;-149;9284;-1497;0;7787;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/03/2016;18064;0;81631;-43019;28785;0;85460;-47308;-698464;0;0;-13166;-758937;-673477;7361;60;-22682;-10015;-440;-59;891193;-172172;693244;19767;0;19767;-13206;-582;5979;0
BANCO RODOBENS S.A.;33603457;b1;;I;2;SAO PAULO;SP;01/03/2016;53587;14774;13915;1140;0;0;83417;-34948;-4853;-9826;-9;-11667;-61304;22114;5009;520;-3059;-5075;-2138;12149;2866;-6802;3469;25583;0;25583;-5812;-594;19178;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;01/03/2016;64096;0;18298;334;0;0;82728;-28919;-13123;0;0;-17039;-59081;23647;857;650;-7485;-8632;-42;0;6134;-9810;-18329;5318;-713;4605;-39;0;4566;0
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;01/03/2016;1988;0;77228;0;0;0;79216;-77088;0;0;0;26;-77063;2153;0;0;-4387;18084;0;11;555;-16416;-2152;1;-1;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/03/2016;59558;0;19281;0;0;0;78839;0;-28937;0;0;-34396;-63333;15506;2061;300;-9558;-4927;-2477;0;3305;-13510;-24807;-9301;0;-9301;3931;0;-5370;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;01/03/2016;58269;0;20070;0;0;0;78339;-15304;-15208;0;0;-27606;-58118;20221;8457;3071;-11622;-8653;-211;0;24385;-31718;-16291;3930;-58;3871;-621;0;3250;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/03/2016;24360;0;12533;-11942;50544;0;75494;-16619;-526;0;0;-2681;-19826;55668;12316;343;-29799;-23766;-4306;409;13401;-11268;-42670;12998;1261;14259;-5771;-832;7655;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;01/03/2016;39724;0;31463;0;0;1;71188;-32369;-1856;0;0;-13333;-47558;23629;6253;4923;-13226;-9077;-499;0;2513;-6474;-15586;8044;-166;7877;-441;0;7436;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/03/2016;51686;1164;19505;-1353;0;0;71002;-28488;-785;-1086;0;-4175;-34535;36467;1292;3518;-6578;-6320;-2536;0;1949;-2754;-11429;25038;-266;24772;-8542;-555;15675;-7792
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;01/03/2016;47839;0;18960;0;0;22;66820;-22072;-4985;0;0;-6704;-33761;33059;9835;3453;-13831;-12079;-256;0;1878;-7403;-18404;14655;68;14723;-1168;0;13555;0
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;01/03/2016;47238;0;18993;0;0;0;66231;-45059;0;0;0;-3891;-48950;17281;0;0;-411;-4443;-802;0;1144;-1275;-5787;11494;0;11494;-5230;0;6264;0
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;01/03/2016;57539;0;7995;0;0;0;65534;-34580;0;0;0;-11730;-46310;19224;2846;4401;-7445;-11661;-2105;111;5;-77;-13925;5299;8;5307;-2182;0;3124;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;;I;2;GOIANIA;GO;01/03/2016;53352;0;9499;0;0;0;62851;-20734;-83;0;0;-12288;-33105;29746;1842;1054;-6800;-6591;-194;0;0;-341;-11030;18716;68;18785;-412;0;18372;-6868
