Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/03/2016;390812437;1998100;11292324;22227174;25868987;11914770;1914568;358872;75574794;62817;3297664;3978403;12831252;16867228;25761220;5146422;67945005;210709;2112652;834427;377720;0;0;40240;3575747;432729;7332383;2103511;268729;106378;64455;1523;10309707;319980;7803374;11463329;108808;7464;572;0;19703526;1538654;6405439;7761966;12227736;17986939;9919604;175870;56016208;808070;6744380;13007644;24756123;10327092;17056252;9265118;81964678;127684;2599130;8329866;4052762;1048264;2111621;9072;18278399;44508;378301;1562374;3476398;481849;18809;0;5962238;51482134
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/03/2016;378369847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1731741;16782249;37100848;86583092;66862140;140824594;27466831;377351496;2980;41018;135986;282853;242371;313143;0;1018351;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/03/2016;292563355;962282;8241848;11311740;12733061;2876281;521624;4607;36651444;62074;1880777;4441133;4390273;1042648;38146;0;11855050;1091699;8416205;213884;0;0;0;0;9721789;147607;12355200;3585761;121839;45734;40198;0;16296339;126661;2767400;4300547;3660506;1713955;346414;0;12915483;969601;1558115;2897689;2806981;773721;438016;135;9444258;248467;3225239;7790064;12886629;5357466;4497679;384274;34389819;8054;2279036;3021972;783392;367716;213275;0;6673446;211230;1156742;3224695;4291309;640999;1239079;3531;10767584;143848144
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/03/2016;263385132;1319932;7991536;13741639;13745295;3071992;189149;0;40059543;196412;1698537;3164053;2845882;317189;14656;0;8236728;784434;9621057;1290296;890;19;0;0;11696696;382140;6081851;591462;20754;0;0;0;7076207;61542;5587744;7626463;7451013;2994175;201023;0;23921961;1106942;3871863;3245222;3407182;1098657;433533;5213;13168613;154712;2751495;6755226;13422188;5464703;8012174;855236;37415734;12518;726071;1796122;1505192;1311476;249265;0;5600645;14048;196095;1363030;5507439;2274253;95719;186;9450770;106758235
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/03/2016;192732192;3761126;6230763;16733944;20196157;10215663;0;0;57137653;202295;210121;602273;1226993;365747;580;0;2608010;900768;1220387;3140349;20029;5366;0;0;5286900;141617;1004899;64201;0;0;0;0;1210718;174046;2818928;3362904;5762060;1421524;3000000;0;16539462;3943321;2136644;2801213;2762521;917515;140112;0;12701326;653365;5905385;9377513;19121664;12607922;28647823;8833921;85147594;0;0;0;0;0;0;0;0;228470;4490350;3544296;3093266;378680;365397;68;12100528;0
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/03/2016;122140267;780956;8051046;8377335;8844472;2724818;836948;311938;29927514;87001;848059;1733889;1877346;636304;921369;1701378;7805347;438492;4624916;1177837;337812;147587;54758;44412;6825815;168347;9383208;3800902;195269;555894;30632;2647;14136900;82575;3385900;3798890;2714967;667390;110618;0;10760341;990804;1471113;1960723;2084354;971545;178438;97707;7754684;175560;1149170;2683324;5165231;1442697;1717522;27697;12361202;4405;702330;1447234;262555;57452;76144;4538;2554658;88432;808391;3626733;3081552;200741;1477405;1801;9285054;20728753
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/03/2016;44830192;445968;4038420;4633666;3712263;474165;91000;20;13395502;27609;173862;419643;453551;49326;159;0;1124149;103022;1498773;470784;24677;103;0;640;2098000;36615;3701516;604239;28401;1233;205;461;4372671;494373;1935770;3699217;2340233;60482;0;1135;8531210;279630;131654;245527;103640;67518;93321;1791;923080;12672;290266;678370;1149514;248777;138800;0;2518399;5074;456371;1093059;171187;41775;11089;0;1778555;3972;391126;681981;385683;24687;1234;0;1488684;8599942
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/03/2016;37951822;294843;2870032;3709688;3312655;407385;28185;0;10622788;17778;402758;671183;566362;131714;3312;0;1793106;124825;807946;51682;0;30953;0;0;1015408;47935;2088175;302199;2204;531;43680;0;2484724;32994;1482212;1669138;1410823;1095886;353960;0;6045013;107253;111474;115802;25648;24833;12417;0;397428;45375;732873;1440449;2172840;685859;506823;0;5584218;536;148972;497417;28254;3581;299;0;679059;0;0;154308;261595;0;0;0;415903;8914175
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/03/2016;37880631;583615;282878;527088;448237;180710;547922;0;2570449;0;0;0;0;0;0;0;0;0;0;5502;0;0;0;0;5502;30846;150840;134085;251283;169123;14286;0;750462;133003;101684;682674;575224;79894;60385;0;1632864;121157;3289;5829;13183;9819;1989;0;155265;4264;3096;11242;87372;129494;722974;1526949;2485391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30280698
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/03/2016;15458360;63956;615939;715504;1099336;402935;131937;0;3029608;26218;253272;361655;487497;30955;4184;0;1163781;0;8978;0;0;0;0;0;8978;0;547909;371563;28614;76305;123995;0;1148386;59145;684838;837588;1116388;1394273;13911;0;4106143;21788;178945;1009;1029;1513;4298;0;208582;20281;213932;428022;949197;617159;844535;0;3073127;0;67213;115893;125889;45752;8684;0;363431;0;0;0;0;0;0;0;0;2356323
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/03/2016;15271414;28576;2472391;641107;693750;277324;0;0;4113149;9633;63858;139723;143601;9440;0;0;366255;2180;501003;868225;0;0;0;0;1371408;7368;1586476;386138;4116;0;0;0;1984098;22137;1313203;2417187;1234983;270882;118610;0;5377003;22751;194321;7526;0;0;0;0;224598;61;69501;37874;214192;18456;39764;0;379848;0;528678;892195;34183;0;0;0;1455056;0;0;0;0;0;0;0;0;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/03/2016;13584397;150744;976040;1986165;2447660;501540;24924;0;6087073;3055;22468;46896;49975;5543;218;0;128154;111330;822801;472226;10;3;0;0;1406370;24651;316957;57137;23;0;0;0;398769;50305;526707;687434;16650;8093;0;0;1289189;138184;322230;287545;214617;117757;89876;1463;1171671;32366;138638;361900;656531;267368;290806;0;1747610;14759;81827;118152;74765;36553;49163;176;375394;939;15221;103622;466182;149026;21287;0;756277;223890
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/03/2016;10961726;0;0;0;0;0;0;0;0;0;702;72085;56931;5000;0;0;134719;1996;110723;41214;0;0;0;0;153933;0;230641;108865;0;0;0;0;339506;4510;481634;634368;544193;34515;0;0;1699220;107219;1095549;1336908;1415838;128336;8651;18;4092519;955;134196;277570;376818;172507;106365;0;1068410;0;149444;377686;322602;76708;107114;0;1033555;0;0;0;0;0;0;0;0;2439864
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/03/2016;10905982;3917;44931;127864;218700;55281;14293;0;464986;20010;321669;574460;504487;75852;87;0;1496565;0;0;0;0;0;0;0;0;24388;568550;1117961;41170;7972;19;0;1760060;0;0;0;0;0;0;0;0;0;63228;0;0;0;0;0;63228;150989;854717;2161750;3312798;592286;48603;0;7121143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/03/2016;9198116;0;0;0;0;0;0;0;0;106;16866;49459;4723;1315;696;0;73164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37563;294098;684679;1621866;1090481;1025722;237487;4991896;8061;158110;520160;1171680;1021459;1253240;345;4133056;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/03/2016;9090630;0;29900;0;0;0;0;0;29900;897;2045;4795;5944;54;29;0;13764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32191;29005;0;0;0;0;61197;0;397692;627879;218048;5300;103951;66;1352937;132;34688;94393;229185;155082;160590;0;674070;0;2731153;3861317;349946;9502;6845;0;6958763;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/03/2016;8923685;7727;56944;109587;169975;33395;57;0;377686;10843;104603;222916;264199;57557;70;0;660189;0;0;0;0;0;0;0;0;19800;994375;58718;0;0;0;0;1072893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100075;720207;1908633;3055323;837541;191139;0;6812918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
