Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2014;406875573;2155880;3897135;10538611;21785226;11848054;1246087;0;51470992;1457155;1315692;2806186;3230455;138009;2;1;8947500;345158;1110115;2767112;4073355;638428;986;0;8935154;1668992;9736560;27039816;60394943;47283550;120838458;41089463;308051781;1187479;6477727;1600732;114559;497;0;0;9380994;65659;1127153;897030;295870;246577;159186;0;2791474;1837468;4552967;4066433;3147897;1748782;1839310;104820;17297677;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2014;256806172;205569;4181855;11731825;23628460;12133367;4833055;0;56714130;421449;2832769;7969645;8928027;3259590;1229188;0;24640667;54626;1223460;3212890;4658344;723398;126;0;9872844;8150;388664;862712;2296495;2216867;9996975;9607994;25377857;1102002;16304061;2524228;7479;12;0;0;19937783;939119;12328735;33447400;26234046;17514329;20564210;88092;111115930;254416;1654231;3842673;905632;431541;377294;34;7465821;1681140
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2014;187810647;163413;3129701;8278171;16099311;7135490;146390;0;34952478;669715;3704950;5841949;3462638;221169;101151;0;14001572;854935;4264996;10353921;13895394;1592815;2877;0;30964939;56106;422411;1367257;2612034;2433351;9312464;7931028;24134651;4500255;36954627;12577625;252944;1;0;0;54285452;2710;48950;92599;109927;93742;56548;0;404476;1224341;5419950;2769261;4324313;958852;58986;0;14755702;14311376
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2014;135753140;162838;2989014;7989453;12837167;4443413;546360;0;28968245;676942;4344262;5349453;3218031;293229;8500;13;13890431;373481;3717696;9028607;10522455;1070297;5779;5;24718320;38697;267160;752052;1919257;1766759;6533287;4814566;16091777;3179782;14374631;5964008;190596;1507;9;0;23710534;114991;2779266;6486970;4253983;1925569;835040;71;16395891;1109372;5103664;2078902;2087274;712486;328156;15575;11435428;542515
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2014;119110337;483161;1297809;3296718;4877360;1435284;312112;167;11702610;844656;1218377;2716870;3913920;835622;84802;75;9614321;636120;4732615;11512488;14691937;1779451;9132;1849;33363591;28966;822758;1916501;4021196;2924548;6987697;2755350;19457016;1292296;12158767;2649192;546135;173792;33666;17;16853864;33997;704311;1330162;800998;364158;145165;0;3378792;1639827;5081507;2868600;3214137;1280158;366844;803;14451876;10288266
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2014;36691360;112673;852599;2059569;2658051;558988;7738;0;6249618;7668;19884;63284;20174;188;22;0;111220;878909;4505590;10384152;12686731;1294412;420;0;29750214;0;0;0;0;0;0;0;0;173599;169856;27993;3;0;0;0;371450;406;6282;15793;41670;49966;30422;0;144539;2022;6782;21194;26214;8108;0;0;64320;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/09/2014;19756457;10438;107344;282001;464720;84895;1284;77;950760;564527;1382024;1963908;1135170;89854;12;6297;5141793;50574;308489;736432;915000;128315;318;0;2139128;6605;97476;230484;590134;314970;2412518;1494287;5146475;383737;2562005;404445;150;0;0;40;3350377;20930;306709;900148;289362;3283;0;0;1520432;215078;570053;622967;48853;12506;32459;5578;1507493;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/09/2014;14441742;88045;708258;1919415;3474201;1321241;166444;203;7677806;35037;564561;423705;228965;11434;38314;3;1302019;722;17556;44068;66384;10834;189;0;139754;1680;38271;109179;289965;262217;998015;719477;2418804;31524;65244;5322;0;0;0;0;102090;18487;124695;598579;267080;186362;257735;3746;1456685;106547;624699;223054;239663;88267;62197;156;1344584;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/09/2014;12562314;31101;275607;751627;1379446;672463;119543;0;3229787;7323;12018;25712;15548;77;0;0;60679;214487;698915;1856697;3828559;624365;838;0;7223860;1758;10390;25936;57832;43903;104136;24646;268600;156546;820731;126847;17493;424;52;0;1122094;0;0;0;0;0;0;0;0;10008;52793;109133;248795;85439;138189;12937;657294;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/09/2014;10462227;229080;989343;2316847;3202107;875332;200796;289;7813795;3607;7367;11809;8886;1134;384;0;33187;46012;189283;461548;396665;36262;0;0;1129771;54;495;1145;3387;3785;16250;169;25284;143621;1316137;0;0;0;0;0;1459758;0;0;0;0;0;0;0;0;1;22;108;218;66;16;0;432;0
