Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/12/2018;9504215;302644;1251898;3435423;4063126;322570;501;128053
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/12/2018;9261004;280238;870991;4661700;3448076;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;8761699;931251;77074;839872;6913502;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;8434878;539129;1630500;4781691;1483556;0;2;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;6985146;55029;149883;1001614;1706173;18595;0;4053852
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;6735731;0;16615;533783;6185333;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/12/2018;6013789;447752;337744;2568738;2659550;0;6;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/12/2018;5125946;1682255;786;2440627;1002278;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/12/2018;4950414;94287;316045;2391284;2148799;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;4131222;110569;692261;656778;590223;2043844;394;37154
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/12/2018;4075384;240750;1009846;2421893;400156;2739;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;3971906;354089;319952;1373404;1919950;4511;0;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;3744015;1022212;424359;2082614;214829;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;3548057;287929;42202;403767;2814159;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2018;3458859;7;42861;971501;1794834;0;0;649656
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/12/2018;3266204;55617;592415;2183392;434780;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2018;3182916;3347;79091;1417191;896265;130058;4;656960
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;3158356;96446;68897;196912;2796100;0;1;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;2844092;229960;88575;964265;1377309;45342;13;138627
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;2772068;0;33264;215177;2199642;0;0;323985
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2018;2530266;123731;506470;1564804;335260;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;2247712;2051;16489;419503;1809669;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;2177180;1001;0;166450;2009729;0;0;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/12/2018;2099718;25099;82957;1299759;691903;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;1918910;16055;84332;956777;772405;0;1;89341
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1911150;0;0;56944;1854206;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1877603;21576;8772;433339;1413916;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/12/2018;1820038;132642;495739;961454;230193;0;10;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2018;1753199;462831;27454;102012;1160901;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;1719266;336997;251784;860245;270240;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2018;1710744;24188;123609;149547;1413395;0;6;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2018;1706871;110187;272178;1143191;181307;0;7;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2018;1675397;561411;608470;476532;27884;0;1100;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2018;1625080;60946;366795;888206;308554;566;13;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1580159;187493;172527;704761;515378;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1532605;0;4546;136055;1392004;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1411675;30872;190261;704199;486342;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2018;1357893;30070;181943;973597;172177;0;106;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2018;1349083;86339;125237;830599;306908;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1318902;22591;94304;666096;535910;0;0;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1309924;0;16448;1127998;165478;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2018;1268122;224667;208542;652577;182335;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2018;1221275;0;1001;267160;602326;0;0;350788
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/12/2018;1199214;2479;27374;437442;731918;0;0;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;1184172;326417;162837;533972;160942;0;4;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2018;1176575;113401;138883;660015;264276;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/12/2018;1125226;88482;39156;770181;224124;3283;1;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;1064424;296459;253635;502002;12327;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1047191;0;7377;471115;460759;0;0;107940
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1013519;0;0;0;1013519;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2018;899013;278826;487455;130899;1605;185;43;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2018;892772;78089;208624;430398;175656;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2018;792255;156576;313636;241943;80060;0;40;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2018;781293;34970;136284;571519;38521;0;0;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;770683;44971;90885;468808;166014;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2018;765716;30957;254841;447908;31999;0;10;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/12/2018;754550;30728;87542;549473;86796;0;11;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2018;728460;31812;169474;304837;222333;0;3;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;726520;65710;220136;360881;79793;0;1;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/12/2018;720829;54987;181929;442240;41662;0;11;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2018;712715;147196;350053;208669;6781;0;16;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;701388;166645;112568;347058;75113;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/12/2018;698580;118766;160016;393684;26106;0;8;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;696487;0;8026;237479;450982;0;0;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;695493;62568;48363;109564;474998;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/12/2018;663969;18760;67427;467184;110598;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2018;653426;110503;240256;281819;20834;0;15;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;643430;2285;69975;547264;23906;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;635385;0;3486;112185;519714;0;0;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/12/2018;615098;34687;25457;409631;145323;0;0;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;601900;85960;12133;246376;257431;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2018;581730;89473;276995;193228;22010;0;23;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2018;581180;19458;98731;406204;56779;0;8;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/12/2018;572920;54402;152952;360470;5096;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/12/2018;557435;25859;110103;394830;26642;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2018;551735;57610;210497;176821;106742;0;66;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;536978;0;4781;211874;320322;0;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/12/2018;532975;57688;175087;169095;131064;0;41;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2018;525647;74831;173022;226260;51525;0;9;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;514436;0;0;85397;429039;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2018;463512;61482;219401;169358;13256;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2018;461391;74962;192839;151323;42247;0;22;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2018;439839;27207;71628;333623;7378;0;3;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2018;433314;10760;87936;324317;10301;0;0;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/12/2018;431176;164967;71922;173639;20648;0;0;0
BANCO RIBEIRAO PRETO S.A.;517645;b1;I;2;S4;8;RIBEIRAO PRETO;SP;01/12/2018;429531;22736;60725;199729;146341;0;0;0
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;420246;0;0;102279;317967;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2018;408411;54292;136926;210337;6826;0;31;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/12/2018;399743;27430;144741;220819;6748;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/12/2018;387755;64100;121082;202534;31;0;9;0
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;01/12/2018;385577;19902;4414;96634;264627;0;0;0
BANCO RANDON S.A.;11476673;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/12/2018;375836;1636;26337;256745;91119;0;0;0
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;01/12/2018;362446;0;0;0;362446;0;0;0
INDUSVAL;50531;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;358627;15295;35581;85522;222229;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2018;345825;46948;133847;129423;35598;0;10;0
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/12/2018;334594;7582;79621;222619;24770;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2018;332140;50974;163361;110675;7110;0;20;0
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;01/12/2018;326759;0;11087;138986;176687;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/12/2018;322695;31823;103585;138904;48373;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2018;311700;51144;120499;121105;18940;0;12;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;I;2;S4;9;JOINVILLE;SC;01/12/2018;309676;41459;140479;123209;4516;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2018;308289;61316;104799;139788;2378;0;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;I;2;S5;9;GOIANIA;GO;01/12/2018;308005;22670;75125;199205;11003;0;2;0
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;I;2;S5;9;SANTA MARIA DE JETIBA;ES;01/12/2018;302047;44706;111610;134081;11642;0;8;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/12/2018;295964;27130;76354;150507;41963;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/12/2018;295498;51080;129296;107014;8102;0;6;0
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;I;2;S5;9;CURITIBA;PR;01/12/2018;288848;26737;138772;123330;1;0;7;0
MODAL;51963;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/12/2018;288763;89738;48762;113500;31237;0;0;5526
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/12/2018;280542;58399;92067;114751;15320;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/12/2018;280532;50301;121880;99356;8984;0;11;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/12/2018;277894;62275;56780;114379;44459;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;I;2;S4;9;ENCANTADO;RS;01/12/2018;277501;49164;85556;92097;50675;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;I;2;S4;9;LAJEADO;RS;01/12/2018;261164;19723;94423;127965;19050;0;4;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/12/2018;255323;72419;50882;120794;11225;0;2;0
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;n1;I;3;S4;19;BARUERI;SP;01/12/2018;254427;0;6613;39444;208370;0;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;I;2;S5;9;CAMPINAS;SP;01/12/2018;250942;16120;70317;162355;2150;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;I;2;S4;9;CRICIUMA;SC;01/12/2018;250075;18826;106318;124922;0;0;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;I;2;S5;9;PATOS DE MINAS;MG;01/12/2018;247842;7470;106181;130268;3921;0;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/12/2018;246948;7995;36038;140169;62743;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;10348181;b3S;I;2;S4;9;ITAPEMA;SC;01/12/2018;246194;53959;117866;74349;0;0;20;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2018;245351;167269;68815;9030;232;0;5;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;I;3;S4;19;BARUERI;SP;01/12/2018;245237;3574;25590;73356;142717;0;0;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;I;2;S5;9;CACHOEIRO DE ITAPEMIRIM;ES;01/12/2018;244621;35925;108809;99859;23;0;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;I;2;S4;9;TEUTONIA;RS;01/12/2018;240904;48822;76160;82645;33267;0;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/12/2018;238007;18247;49023;166407;4325;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;I;2;S5;9;CATAGUASES;MG;01/12/2018;233113;24588;54910;142052;11559;0;4;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;I;2;S4;9;SAO JOAO;PR;01/12/2018;231378;32102;83646;110961;4661;0;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/12/2018;224918;93339;65578;65930;66;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2018;219448;31880;101683;85289;580;0;15;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL S.A. - SOCIEDADE DE ARRENDAMENTO MERCANTIL;23511655;n1;I;3;S4;19;SAO PAULO;SP;01/12/2018;217535;0;0;217535;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;I;2;S4;9;SARANDI;RS;01/12/2018;212033;24286;80780;106959;0;0;8;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/12/2018;210879;43004;95591;72279;0;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;I;2;S4;9;MARAU;RS;01/12/2018;208618;36189;80003;92417;0;0;8;0
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;I;2;S5;9;CONCORDIA;SC;01/12/2018;208518;35734;85077;75448;12257;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;I;2;S4;9;PASSO FUNDO;RS;01/12/2018;204008;17731;71661;109583;5026;0;6;0
