Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;01/12/2018;684564202;112831202;492628781;29649606;0;0;22;34920452;0;0;431361;3686366;0;0;10357649;58762;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;01/12/2018;630208603;375696776;62272688;13957144;4506492;64439;4667;89947067;0;39518619;2083972;293381;0;0;3912265;79732;37871362
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;01/12/2018;554859269;244868128;46952289;6770998;2429880;858004;10912416;23608414;38670;208416;421092;37186;0;0;4779;394101;217354895
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;01/12/2018;463031459;238490818;55437036;8028489;2568178;18050;17541255;38712356;1035303;0;1910015;195353;0;41055;0;416879;98636671
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;01/12/2018;304159608;208484296;44500134;5109307;894477;147;135126;18334698;921169;0;514134;305358;0;760;675809;125988;24158206
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/12/2018;296606737;53387032;31963;201467517;7755207;6725899;8214026;1568117;8785812;0;25292;8645871;0;0;0;0;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;01/12/2018;69260629;41060731;336388;1034012;452934;0;9631;17582959;234611;0;31839;123;0;2846;0;1191;8513365
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;01/12/2018;50255587;42712414;701668;374655;52221;70957;428804;4054160;34828;0;0;39357;0;0;241244;5813;1539466
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/12/2018;33342998;24036686;5484765;189454;12573;0;8783;3353198;19905;0;45792;0;0;0;47539;16251;128053
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;21145832;17232580;94017;246696;44453;0;0;3525606;0;0;0;0;0;0;2479;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;20277331;19015997;314606;0;0;0;0;521043;0;0;300503;70381;0;0;41663;13137;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2018;19586427;2162795;67631;2571504;0;209819;0;5516411;0;0;43167;39462;0;0;64083;0;8911556
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;18216597;13345200;2990;52121;137314;0;135698;2541683;625007;222466;119;8110;0;1478;734327;1863;408219
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;17109347;11728838;0;1270;0;0;3877257;1481687;0;0;0;0;0;0;0;20294;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;14323553;9714124;0;1184130;902851;0;0;2291924;7966;0;0;0;0;0;222511;48;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2018;13578611;8809662;54491;3194872;0;0;0;0;570320;0;526995;0;0;3999;418269;2;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;12978938;3051075;0;225942;118909;0;664;6873674;55842;0;0;18883;0;0;697345;1;1936603
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;01/12/2018;12351494;8799902;0;2980;0;0;0;3548476;135;0;0;0;0;0;0;1;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;10579107;10579105;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;01/12/2018;10543329;6220802;24676;968937;0;0;1398730;547187;0;22;1363400;0;0;19006;0;570;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/12/2018;10498467;9114824;178928;302063;242167;0;382539;277871;0;0;0;0;0;0;0;75;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;01/12/2018;9628891;6662667;165367;1474062;945572;0;0;0;381223;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;9033615;2405536;14398;0;0;0;0;1109472;0;1437552;12488;0;0;0;0;317;4053852
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;01/12/2018;8953216;8590215;0;359785;0;0;0;0;3216;0;0;0;0;0;0;0;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;8794868;8043144;0;0;0;0;19660;402768;0;0;0;0;0;0;25779;4553;298963
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;01/12/2018;8547534;7562920;916499;45186;0;0;21417;0;0;0;1242;0;0;0;0;269;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;7690216;7658126;0;0;0;0;0;0;0;0;0;0;0;0;0;32090;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;01/12/2018;7558766;7052902;0;106622;26699;346559;0;0;25984;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;01/12/2018;7463835;6742391;0;174890;0;0;0;430756;16335;0;0;90663;0;0;0;8800;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;7296444;5412932;0;250310;165484;0;3634;1339921;124095;0;0;0;0;0;0;67;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;01/12/2018;7050101;7050101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2018;6656941;6645134;0;0;0;0;0;0;0;0;0;0;0;0;0;11806;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;6169272;6156906;0;0;0;0;0;12365;0;0;0;0;0;0;0;1;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;5973309;3378943;0;0;0;0;0;1231756;0;0;5536;0;0;0;1318367;1552;37154
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2018;5648144;4420259;135932;0;0;0;292654;754014;5303;0;17;0;0;0;0;5197;34769
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;01/12/2018;5413650;5413650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2018;5395263;5254592;0;40307;32446;0;0;59810;8109;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/12/2018;5193284;1747776;116001;1393083;0;0;70;16601;759267;7271;206134;212620;0;10821;723639;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;01/12/2018;4237605;4232425;0;0;390;0;331;0;0;0;4223;0;0;0;0;235;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;4152410;4011040;0;0;0;0;0;0;0;0;0;0;0;0;0;141371;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;01/12/2018;4109360;2452036;525967;39953;2688;0;2470;958098;0;0;13884;0;0;0;112816;1450;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2018;3698667;3698623;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;01/12/2018;3584272;450903;0;0;0;0;7419;2138608;0;0;69;3069;0;0;334549;0;649656
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;3548120;62763;0;0;0;0;0;473736;0;3011611;0;0;0;0;10;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;3460096;464367;0;0;0;63313;0;1399762;0;0;0;1208668;0;0;0;0;323985
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2018;3431536;1520050;0;0;0;0;258563;993001;0;0;0;0;0;0;0;26;659896
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;01/12/2018;3388290;3322380;0;0;0;0;2263;34256;0;0;28710;0;0;0;0;682;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;3344969;1404108;121096;0;0;0;1813623;2912;0;0;0;0;0;0;0;3230;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;01/12/2018;3337503;1617676;0;891386;705821;0;0;0;122620;0;0;0;0;0;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;3207242;754392;0;0;0;0;0;2258366;0;0;0;18981;0;0;175487;17;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;3060313;1310286;13578;24768;0;0;15761;1285840;36535;0;0;24391;0;0;210514;13;138627
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;01/12/2018;2978839;1329413;256375;99827;0;0;624539;580348;14306;421;24918;0;0;0;48657;36;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2018;2864167;2019288;9221;0;0;0;0;835629;0;0;0;0;0;0;0;29;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;2718739;2632069;0;0;0;0;0;0;0;0;0;0;0;0;0;86671;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2018;2640359;2357199;138020;1639;0;0;0;142583;0;0;0;0;0;0;0;918;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2018;2566237;2566237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2478363;2464832;0;0;0;0;0;0;0;0;0;0;0;0;0;13531;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;01/12/2018;2350156;1875883;383222;615;0;0;0;65669;0;0;1489;0;0;0;21020;2258;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2314952;1252674;0;2108;0;0;29227;68463;723558;0;5953;0;0;0;143495;134;89341
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2018;2256058;1422717;32888;406127;35340;0;0;0;304993;0;20318;1127;0;12034;20513;0;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;2248068;1292158;0;0;0;0;45017;910893;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2018;2230155;1272298;1071;2065;0;0;2641;897444;0;0;31743;0;0;0;22881;13;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2208691;2186440;0;0;0;0;0;20912;0;0;0;0;0;0;0;1339;0
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;2177180;916632;0;13755;6602;0;1613;564451;0;0;0;0;0;0;674128;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;2025968;789081;0;0;0;0;0;0;0;0;0;0;0;0;1236887;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;01/12/2018;2023047;1588125;236104;0;0;0;0;197472;0;0;0;0;0;758;0;588;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1911150;661980;0;0;0;0;1170732;78438;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1879612;973426;0;0;0;0;0;906186;0;0;0;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2018;1844456;1478363;0;62713;8657;0;0;254974;15148;0;0;0;0;0;0;24601;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2018;1753199;602184;0;0;0;0;0;1147665;0;0;0;0;0;0;3349;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2018;1728780;1259902;0;240;0;0;150495;317965;0;0;0;0;0;0;0;178;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2018;1671543;1205372;65289;0;0;0;0;400566;0;0;0;0;0;0;0;316;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;01/12/2018;1643947;329474;1314470;0;0;0;0;0;0;0;0;0;0;0;0;3;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2018;1640129;1633790;0;0;0;0;0;0;0;0;0;0;0;0;0;6339;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1616333;1185048;0;219393;0;0;7190;164189;0;0;0;0;0;0;40512;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2018;1603117;52516;1550596;0;0;0;0;0;0;0;0;0;0;0;0;6;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2018;1584177;1584177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1535028;26615;0;0;0;0;0;326966;0;0;0;0;0;0;1181447;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2018;1506622;1485282;0;0;0;0;0;0;0;0;0;0;0;0;0;21340;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2018;1400337;1236653;61180;0;0;0;0;102241;0;0;0;0;0;0;0;264;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2018;1370023;763454;0;0;0;0;0;575069;0;0;31455;0;0;0;0;46;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1318902;825611;0;0;0;0;0;278793;0;214498;0;0;0;0;0;0;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1309924;5434;0;0;0;0;0;0;0;1304490;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2018;1306750;1027785;656;380;0;0;0;277602;249;0;0;0;0;0;0;78;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2018;1281878;872539;43406;193;0;0;0;365516;0;0;0;0;0;0;0;225;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2018;1278403;52504;0;406511;127808;0;0;0;57116;0;0;280471;0;353994;0;0;0
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;01/12/2018;1269058;1255682;0;0;0;0;0;0;0;0;0;0;0;0;0;13376;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2018;1221275;647563;0;0;0;0;0;222924;0;0;0;0;0;0;0;0;350788
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;01/12/2018;1199214;850815;0;0;0;0;0;343400;0;0;0;0;0;0;4999;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;01/12/2018;1152024;118369;776;594101;33178;0;9533;0;36572;0;0;359494;0;0;0;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2018;1140588;1138591;0;0;0;0;0;0;0;0;0;0;0;1957;0;40;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2018;1134738;942490;0;0;0;0;0;192086;0;0;0;0;0;0;0;162;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;1119964;406969;958;0;0;0;0;569858;0;0;18188;0;0;188;123803;1;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;1107544;771666;93695;82193;0;0;4556;42421;12614;1863;41598;42603;0;14289;44;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2018;1083912;817452;25091;0;0;0;0;241203;0;0;0;0;0;0;0;166;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1047191;122566;0;0;0;117070;0;699614;0;0;0;0;0;0;0;0;107940
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2018;1045530;467551;38885;5;0;0;0;538307;0;0;0;0;0;511;0;272;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2018;1042427;346588;96133;0;0;0;33;599496;0;0;0;0;0;0;0;177;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2018;1040240;703290;48677;0;0;0;0;288051;0;0;0;0;0;0;0;221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;01/12/2018;1038154;637702;87;0;0;0;0;400320;0;0;0;0;0;0;0;45;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;01/12/2018;1027175;898841;25310;24920;0;0;78104;0;0;0;0;0;0;0;0;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2018;1019336;965761;0;0;0;0;0;53440;0;0;0;0;0;0;0;134;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1013519;486439;0;0;0;0;0;93070;0;0;0;0;0;0;434010;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;01/12/2018;1007415;543170;101368;0;0;0;7781;355008;0;0;0;0;0;0;0;89;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2018;994190;994179;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/12/2018;989121;387541;0;0;0;0;0;601510;0;0;0;0;0;0;0;71;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2018;975824;634066;7085;0;0;0;0;328178;0;0;0;0;0;6376;3;116;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;01/12/2018;952891;891908;38361;0;0;0;0;22608;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2018;928728;725422;25291;0;0;0;12011;165816;0;0;0;0;0;0;0;188;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;S4;9;ITAQUI;RS;01/12/2018;897653;477300;30428;0;0;0;0;389296;0;0;0;0;0;508;0;121;0
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;01/12/2018;877105;871980;0;0;0;0;0;0;0;0;0;0;0;0;0;5125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95.594.941;b3S;I;2;S4;9;SANTA MARIA;RS;01/12/2018;844226;514976;16626;0;0;0;0;310320;0;0;0;0;0;2117;0;187;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/12/2018;817697;578160;0;0;0;0;73086;166387;0;0;0;0;0;0;0;64;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2018;813970;451801;0;1128;0;0;0;360921;0;0;0;0;0;81;0;37;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2018;803089;496006;133;0;0;0;0;306892;0;0;0;0;0;0;0;58;0
MÁXIMA;50.201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/12/2018;792007;191805;139;0;0;0;210645;235321;0;0;154081;0;0;0;0;16;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;783248;193665;0;53803;0;0;134;452011;5246;0;0;0;0;0;78364;25;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;01/12/2018;772920;658611;139;0;0;0;7849;106179;0;0;0;0;0;0;0;142;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2.015.588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/12/2018;750384;706765;11241;0;0;0;0;32363;0;0;0;0;0;0;0;16;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87.733.770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2018;745756;438690;32651;0;0;0;0;274313;0;0;0;0;0;0;0;102;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37.442.605;b3S;I;2;S4;9;COLIDER;MT;01/12/2018;742352;594803;5068;0;0;0;416;141911;0;0;0;0;0;0;0;154;0
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;723041;94691;0;0;0;0;6270;235739;0;0;0;385964;0;0;0;377;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24.654.881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/12/2018;714483;632772;3717;0;0;0;43048;34840;0;0;0;0;0;0;0;106;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;01/12/2018;711511;209367;0;501832;0;0;0;0;0;0;0;0;0;0;288;24;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/12/2018;709260;528842;14;0;0;0;0;180376;0;0;0;0;0;0;0;29;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3.320.525;b3S;I;2;S5;9;ARAGUARI;MG;01/12/2018;709254;577644;0;0;0;0;0;131593;0;0;0;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3.566.655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/12/2018;699156;496897;6712;0;0;0;89415;106015;0;0;0;0;0;0;0;118;0
