Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/12/2018;296605200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730726;13433902;27187358;63139814;46336277;117712600;27605358;296146036;0;31915;44966;153961;110808;117515;0;459164;0;0;0;0;0;0;0;0;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/12/2018;288537343;600676;5379565;12302601;19226489;5532778;2021401;633245;45696755;359011;2503501;8108406;11909210;9030716;27877060;377011;60164916;123693;1572505;844005;65199;0;0;34786;2640187;125379;4927906;2457007;240912;49446;0;0;7800650;535050;10913120;14094002;4635172;11495331;6259895;0;47932570;1688469;3458789;3528469;3556756;2293804;3068296;962978;18557561;372780;3202035;7601983;12020293;7052355;13815936;7267794;51333177;66065;1880700;5744422;6707519;1259235;1324138;28;16982107;363096;339302;920971;1065079;66514;0;66545;2821507;34607914
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/12/2018;287180175;888269;6794278;13023657;13518797;2457803;476774;0;37159577;14605;609833;1579488;1911985;343920;17467;0;4477298;602401;7700601;173948;0;0;0;0;8476951;60655;11234653;4961463;132168;25214;4374;0;16418526;53872;4226840;4884814;3325430;992404;4869376;0;18352736;706544;2398496;3713776;3491118;1329447;760285;0;12399666;242001;1791638;4523804;7172715;3244593;2320039;326832;19621624;2892;998106;3463463;359765;224099;216814;0;5265140;106159;363210;1334862;1536763;113577;45379;141;3500092;161508565
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/12/2018;271083786;627802;7172062;14722892;14940065;2882921;546421;30;40892194;101375;2023270;3930759;4292764;782980;90332;4;11221485;397643;6101362;1030581;180;0;0;0;7529766;138742;18688872;4513644;95871;7135;1214;0;23445478;182789;7920341;14590075;5345442;3055561;5807747;0;36901956;1397725;3770686;3647156;3288412;1336288;1436831;843435;15720532;41066;2315377;4324639;8228975;4245937;7264726;207107;26627826;12608;632625;2010282;1472198;136311;97542;0;4361566;144328;302511;1179438;3482717;1069834;82899;6503;6268230;98114754
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/12/2018;159919871;2381182;3690508;8488820;15041899;7135945;2164239;6553;38909146;34347;85090;241082;239477;264243;199189;2030;1065459;374846;324380;1180191;1303;0;0;0;1880720;30306;265301;14100;0;0;0;0;309707;83990;1139959;1262541;3941134;6770;0;0;6434395;1600608;879168;1018087;1410664;693194;450271;1157;6053148;285714;4165742;11026233;18707256;12855967;35685124;8410230;91136266;9076;368739;3621381;147980;9980;3401;0;4160558;561411;1746024;3484961;3807134;202105;168723;114;9970472;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/12/2018;128399688;800947;4603071;7343002;7449251;1841748;868409;443598;23350025;53932;1009137;2096576;2702261;602087;151937;478;6616407;299178;3472208;1100700;284053;102863;66041;9264;5334307;74943;17998234;6784946;126218;19236;6879;5660;25016115;136621;5362096;5521935;1685025;510393;3099711;0;16315781;915910;1756901;2093738;2703022;894022;367402;180930;8911925;209006;852312;1630852;2711966;2037556;3458882;599896;11500471;6307;1779516;3097922;362807;118813;64421;0;5429786;60345;360270;1114350;486220;10855;42503;386;2074928;23849943
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/12/2018;49334132;23424;3631313;5137468;4616156;1084018;127036;0;14619415;3436;425774;749314;758205;106643;22994;0;2066365;16556;789265;113820;9582;2428;0;0;931651;1400;5973019;1897661;25404;14;0;0;7897498;11932;2284659;2635131;2207222;551680;1893650;0;9584273;3915;208805;378741;118976;4429;0;0;714866;1148;210377;603568;1049505;491565;162960;0;2519122;885;615956;951769;292036;167789;146155;0;2174590;0;15400;71682;235803;11255;0;0;334140;8492212
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2018;18889440;132304;364665;1006320;994363;296829;1165379;0;3959860;0;0;0;0;0;0;0;0;0;0;10060;0;0;0;0;10060;835;73297;162434;61435;3787;847;0;302635;0;329113;898430;987741;75160;0;0;2290444;402770;28254;234014;207138;5070;464;0;877710;0;22553;51092;143525;152793;958286;1565131;2893380;0;2540;2540;5080;0;0;0;10160;0;0;0;0;0;0;0;0;8545191
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;12743189;28903;875007;1555702;1324346;198258;7212;0;3989427;401;216955;585524;511528;66919;20667;0;1401994;972;101561;52201;0;0;0;0;154733;0;399689;194660;11428;856;0;0;606633;2685;491788;1366840;675995;47960;0;0;2585269;95340;183008;63264;113354;38781;5343;0;499089;42;46813;166145;234774;101340;21866;0;570979;0;136075;397882;277441;86916;100148;0;998462;0;0;0;0;0;0;0;0;1936603
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/12/2018;12624837;13999;364850;562030;896876;116620;31576;0;1985951;13897;212486;450733;453793;44395;20;0;1175324;0;950;0;0;0;0;0;950;36;1716566;310756;68739;73753;17760;0;2187610;28764;741564;985491;929335;258916;8238;0;2952308;1351;7879;81535;30226;28128;68853;674314;892286;4055;110476;320096;617353;350652;159911;0;1562542;0;86500;126528;93922;17894;3557;0;328400;0;0;0;0;0;0;0;0;1539466
