Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;8794868;0;7585340;154264;102555;56714;104415;44293;66304;382019;298963
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/12/2018;8547534;5079039;1314902;945554;553138;176883;69171;76902;79789;252155;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/12/2018;7690216;0;6204857;132231;119111;168461;202968;132286;106635;623667;0
JOHN DEERE;50071;b1;C;3;S4;199;INDAIATUBA;SP;01/12/2018;7558766;620240;2578072;2398602;1566432;115401;86708;18018;19459;155834;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2018;7463835;297741;5904673;818802;321585;55961;53798;2067;1846;7362;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;7296444;1505945;4382094;866731;467098;25342;5130;18182;4426;21498;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/12/2018;7050101;0;6460852;101769;95091;54252;48701;39640;38373;211424;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/12/2018;6656941;99428;5825103;126283;104284;77123;75370;53870;41950;253530;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;6169272;374674;4085046;879238;721016;75028;9315;3722;4178;17056;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;5973309;1204361;3732607;364278;354281;21314;144625;2453;20366;91871;37154
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2018;5648144;691983;3284113;297228;149152;293965;218003;177590;86328;415014;34769
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/12/2018;5413650;0;2979922;1862553;534731;5718;25604;4879;41;202;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2018;5395263;0;3596127;1177063;475182;24714;16349;14164;26225;65440;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/12/2018;5193284;2044439;759881;598401;707828;480748;136049;35928;50024;379985;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S4;8;BELEM;PA;01/12/2018;4237605;0;4051423;11364;26058;9032;10816;22174;19810;86927;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;4152410;0;2812216;142317;135309;117001;119781;113427;102641;609718;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/12/2018;4109360;2108259;955349;413384;190789;123698;50859;48095;56715;162213;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2018;3698667;69;1680731;403886;1251115;134650;55855;34257;25009;113096;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2018;3584272;823510;1389157;573002;111095;0;4722;0;20814;12316;649656
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;3548120;1153768;148970;2057321;109199;0;78861;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;3460096;46933;2511229;0;365831;9404;52478;0;0;150235;323985
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2018;3431536;972146;384973;969596;73654;121748;17696;32324;162207;37295;659896
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/12/2018;3388290;0;3023329;78255;44591;22217;48460;12859;98295;60282;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;3344969;432975;2469797;191074;112852;42999;24987;11882;12792;45610;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/12/2018;3337503;390210;1156930;1138504;417510;184821;10216;6201;4979;28133;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;3207242;0;1937999;856052;331750;30780;19217;1387;1064;28994;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2018;3060313;295882;501858;873927;601126;120425;183122;0;184178;161169;138627
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2018;2978839;256541;1038339;811670;490266;52523;157216;13478;24015;134791;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2018;2864167;174942;1447406;737479;190325;83214;110060;35231;19490;66021;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;2718739;0;1939272;98743;97753;83344;65390;54167;52908;327161;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2018;2640359;0;1718360;425340;176956;94586;46166;52042;26492;100416;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2018;2566237;99108;916976;1440642;96590;11465;172;0;521;763;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2478363;0;655639;777068;364290;194979;61687;45970;41720;337010;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/12/2018;2350156;413954;1003389;569029;230136;51011;20718;5745;24016;32157;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2314952;977610;966736;184325;54833;9925;3284;1490;6891;20517;89341
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/12/2018;2256058;479176;696009;506486;224720;68004;25998;6799;24484;224382;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;2248068;948986;743029;484294;23258;6504;5285;5027;3417;28268;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2018;2230155;0;1120556;611603;292585;87302;42579;24869;6861;43801;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;2208691;0;1023431;112586;153993;227371;121541;65848;83518;420404;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;2177180;2057082;0;99923;0;20175;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;2025968;456409;1064528;243758;0;6319;109827;84577;0;60551;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/12/2018;2023047;241;1034336;599988;227866;73631;18281;14167;8044;46493;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1911150;1721088;70786;0;0;0;0;0;119277;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1879612;1377480;178393;323739;0;0;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/12/2018;1844456;265954;1058711;137644;192909;27639;21344;16950;16450;106854;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2018;1753199;866623;330345;229543;175700;1249;30638;15601;91636;11865;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2018;1728780;92;548359;676719;278085;73457;51812;34262;15364;50630;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/12/2018;1671543;279;614034;671834;258712;62892;16495;6747;8583;31967;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/12/2018;1643947;936696;376264;95743;58750;10991;87507;4430;3653;69912;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2018;1640129;0;879955;99150;93160;82255;100210;77292;61068;247039;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1616333;343884;864430;211118;89897;27633;18530;11147;4828;44866;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2018;1603117;112352;1030642;143187;155013;58295;33086;14714;16633;39196;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/12/2018;1584177;26851;611219;526669;357657;46479;5542;1764;1402;6595;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;1535028;1463304;0;0;0;0;0;0;0;71725;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2018;1506622;0;1124949;55850;40793;50194;39893;28583;26138;140222;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2018;1400337;0;524369;580424;171216;63660;16958;10768;6994;25949;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/12/2018;1370023;124273;564733;378528;120447;68888;47308;18373;40775;6697;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1318902;1212033;59337;44134;0;0;0;0;0;3399;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/12/2018;1309924;0;624999;507360;57185;92595;113;25;0;27646;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/12/2018;1306750;25317;361814;492033;234446;55469;33676;21669;9347;72980;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/12/2018;1281878;1;470203;437847;263923;41328;12442;10970;7099;38066;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/12/2018;1278403;235349;530122;186746;157811;44386;6272;31872;30940;54905;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/12/2018;1269058;0;813682;41734;203429;70236;22513;17289;15599;84575;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2018;1221275;870487;0;0;0;0;0;0;0;0;350788
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/12/2018;1199214;16686;120559;582462;393706;38524;14789;3235;5707;23546;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/12/2018;1152024;162823;727376;149725;67907;12908;6834;3373;2210;18868;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2018;1140588;12833;608090;413040;69408;15124;11417;1925;998;7752;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/12/2018;1134738;357;403439;478595;173913;32908;16226;5261;3607;20434;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;1119964;0;437741;493398;95948;69468;4743;5201;487;12978;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/12/2018;1107544;36472;829416;33904;126512;37624;9662;2464;4397;27092;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/12/2018;1083912;234;484923;415211;116890;25859;12215;5769;5018;17793;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/12/2018;1047191;936234;3017;0;0;0;0;0;0;0;107940
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/12/2018;1045530;93;338377;391416;226756;37852;14459;8147;5959;22470;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/12/2018;1042427;240;344762;412320;182821;61382;16627;9292;3419;11564;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/12/2018;1040240;340;297866;444593;209582;41311;20263;7392;4589;14304;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/12/2018;1038154;20443;202678;300009;296377;84647;17304;13089;23106;80501;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/12/2018;1027175;58408;551026;211455;78495;22035;21758;15400;20336;48262;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/12/2018;1019336;0;837660;58802;39943;18019;9443;8132;6279;41059;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/12/2018;1013519;513716;499803;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/12/2018;1007415;425;206500;440978;257506;44527;8599;9725;13286;25869;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2018;994190;2695;2638;647295;262544;16321;10311;8043;7000;37344;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/12/2018;989121;534;332468;244137;346750;33826;13428;4889;1371;11717;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/12/2018;975824;0;127690;334914;384033;83415;7049;7319;5621;25783;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/12/2018;952891;14912;487038;337515;71750;9896;13399;4230;3009;11141;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/12/2018;928728;218;341283;345800;144785;37337;17025;8833;8926;24522;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/12/2018;897653;2810;234380;406849;125582;91336;12142;5917;3224;15413;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/12/2018;877105;0;513605;33054;34042;30658;28721;28653;34442;173931;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/12/2018;844226;77;249494;377119;123703;27129;13661;7034;11451;34558;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/12/2018;817697;2;214181;250849;233484;49616;17855;27008;6836;17866;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/12/2018;813970;3231;530883;220911;27155;1529;1058;2991;721;25490;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/12/2018;803089;11532;176113;301026;168691;73661;25715;9763;10949;25640;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/12/2018;792007;0;459606;145842;102025;47162;16012;5040;963;15356;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;783248;0;404824;284018;68370;14715;1384;322;7536;2080;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/12/2018;772920;139;180156;354497;118650;57490;12984;7240;11042;30721;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/12/2018;750384;11739;241941;317310;118921;21493;12911;7757;4487;13826;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/12/2018;745756;51;216254;226351;226074;39154;15066;6282;4631;11893;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/12/2018;742352;3;192357;328572;132247;30912;18427;11241;6111;22483;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2018;723041;79734;529205;58090;30893;3206;1276;13429;4724;2484;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/12/2018;714483;92;300630;242260;96973;33486;8011;5278;3866;23886;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/12/2018;711511;184692;142603;195957;126387;12723;9098;1244;860;37946;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/12/2018;709260;10515;112509;239980;129311;44558;25044;39289;43037;65017;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/12/2018;709254;9691;511627;132771;22418;12699;5489;4067;1056;9436;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/12/2018;699156;0;283301;290231;84319;17344;8560;4781;2825;7794;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/12/2018;696487;686944;3477;6067;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/12/2018;670153;205241;223819;161273;26018;4278;6450;2378;1936;38759;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/12/2018;668527;74;380364;104082;68520;52674;20408;9333;12115;20958;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/12/2018;653953;0;438310;75693;88044;21990;3733;1054;19721;5409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/12/2018;650604;3247;91839;415495;101812;10354;8008;8126;8086;3637;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/12/2018;650343;15159;177741;229066;122527;35360;33198;15402;3505;18386;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;01/12/2018;644677;9130;386123;97035;34577;12486;11111;6013;15793;72408;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/12/2018;633306;18674;187318;218986;94981;28430;14041;10341;1770;58765;0
BANCO GUANABARA S.A.;31880826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;01/12/2018;626137;0;37945;332780;199958;30421;3082;10429;1692;9829;0
SOCOPA;50328;b1;C;2;S4;199;SAO PAULO;SP;01/12/2018;620399;0;35739;479686;91629;2724;7497;1078;563;1483;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/12/2018;599731;55;201268;249205;100015;22560;8039;4421;2189;11980;0
BANCO MONEO S.A.;7441209;b2;I;2;S4;8;CAXIAS DO SUL;RS;01/12/2018;587668;45019;206549;201844;58917;16439;19232;22306;475;16888;0
