Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;01/12/2019;5198498;0;0;0;0;0;0;0;0;8;742;1911;3152;890;1;0;6705;484;4295;11288;18792;7562;195;0;42616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19227;39449;1330656;1973153;1361883;397639;0;5122006;9937;5053;12180;0;0;0;0;27171;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;01/12/2019;4853537;831;1422;1679;826;1;0;0;4758;277494;254270;167047;4594;0;0;0;703405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850177;2369297;921582;4317;0;0;0;4145374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/12/2019;4431822;0;0;0;0;0;0;0;0;41;480;2076;2437;484;0;0;5518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21014;157317;1172690;1812653;919787;268353;0;4351815;0;1127;13230;26120;17014;16998;0;74490;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;01/12/2019;4007694;0;0;0;0;0;0;0;0;7;35;29;0;0;0;0;71;61698;617653;1392222;1808084;127962;3;0;4007623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;01/12/2019;3859656;4005;231787;586436;1000711;505314;257475;1;2585729;332;15273;30964;41024;9106;315;0;97014;3487;171380;410609;526181;63444;205;0;1175306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;0;0;0;0;13;118;994;344;140;0;0;0;1596;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/12/2019;3691303;9469;62603;198512;340376;186759;128551;0;926272;13;59;95;147;30;2;0;345;0;0;0;0;0;0;0;0;7907;36867;76435;187410;167517;522044;193656;1191837;117145;729282;13969;232;12;0;0;860639;0;1500;0;0;0;0;0;1500;29779;36450;60581;172220;147113;264089;478;710710;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/12/2019;3625994;14419;169421;435030;622778;258296;49065;0;1549009;85479;306882;586566;367354;137090;9486;0;1492857;22;858;1942;1853;10;0;0;4686;13;314;888;12439;7005;20210;7441;48310;11726;268988;43726;479;0;0;0;324918;5401;1367;20045;7159;8128;0;0;42099;24404;54817;39724;20456;5979;79;0;145459;18656
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;01/12/2019;3515525;14725;284933;756661;1378762;743957;310598;0;3489635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;1486;3893;7832;4994;7109;76;25890;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/12/2019;3442723;0;0;0;0;0;0;0;0;12257;30515;12826;251;0;0;0;55849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457648;2060966;852500;15760;0;0;0;3386873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/12/2019;3240481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10847;131178;689633;1154580;649685;537210;0;3173133;965;2849;12946;25750;17790;7046;1;67347;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;01/12/2019;3045762;0;0;0;0;0;0;0;0;41658;109295;147450;75907;3740;0;0;378050;106067;358038;759562;835111;70618;0;0;2129396;0;0;0;0;0;0;0;0;148775;258263;55118;86;0;0;0;462243;0;0;0;0;0;0;0;0;7625;34838;31733;1878;0;0;0;76073;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2019;3025678;83;2;2;1;0;0;0;87;20336;45380;96212;151495;946;0;0;314369;0;0;0;0;0;0;0;0;10;52;127;338;191;338;82;1138;77951;255870;70758;219;0;0;0;404797;0;4535;26813;22750;0;0;0;54098;28898;189560;764148;1178976;72693;0;16914;2251188;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;01/12/2019;2838191;2;1;3;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665674;988095;991518;40099;0;0;0;2685387;0;0;0;0;0;0;0;0;71490;46652;27262;7392;0;0;0;152797;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;01/12/2019;2693047;7198;73741;281971;519626;310688;134316;0;1327540;4654;42506;74487;74812;20772;188;0;217420;265;3027;8046;14565;3778;12;0;29692;173;5450;15731;41337;40065;168169;133273;404198;12235;360848;15674;3919;0;0;0;392675;5024;9382;73989;46565;7246;845;0;143052;11644;51643;50226;41867;10415;12666;11;178470;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;01/12/2019;2556027;6;301;1042;1698;1;0;0;3046;16245;148952;371216;287378;75131;1380;0;900303;411;14276;38137;64021;11679;10;0;128535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10526;148754;892310;310133;33357;1538;0;1396617;14958;70346;37172;3057;1959;34;0;127526;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;2543141;15844;182234;515620;958162;513072;265901;4;2450838;2;129;358;719;438;306;30;1982;3958;12895;23884;14498;387;0;0;55621;0;45;114;300;302;858;186;1804;82;742;0;0;0;0;0;824;0;0;0;0;0;0;0;0;901;22452;2649;5416;654;0;0;32072;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;01/12/2019;2297998;5197;59843;122832;280297;222675;285360;37;976242;5707;74187;190458;114464;68926;35833;76;489650;0;0;0;0;0;0;0;0;325;6101;13788;36716;34666;140900;110837;343333;33145;233380;68175;502;0;0;0;335202;256;14156;24360;33216;21887;18425;0;112300;3946;16776;16997;2146;1097;309;0;41272;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;01/12/2019;2142867;13;34;77;97;21;0;0;241;814993;771934;553900;1007;0;0;0;2141834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;25;5;0;0;0;0;84;0;0;0;0;0;0;0;0;0;153;359;195;0;0;0;707;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;01/12/2019;2111429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36372;98928;199974;381791;272868;761532;344631;2096097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;356;989;2560;2386;7592;1342;15332;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;01/12/2019;2100781;21;572;1497;1619;23;0;0;3732;15390;208177;491472;582394;80593;24444;177;1402648;627;12123;31515;49045;7670;9;0;100988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17608;102516;235832;198583;28718;10086;70;593413;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/12/2019;1975631;95;10155;26903;51607;30466;4489;0;123715;36;63659;1156599;56731;4860;0;0;1281885;0;0;0;0;0;0;0;0;0;0;0;4855;0;0;0;4855;0;0;0;0;0;0;0;0;54;62;3035;4917;5102;20199;0;33369;4201;19562;74443;214715;24115;1726;0;338761;193047
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/12/2019;1850121;194;9249;24425;53467;32810;23231;0;143376;2925;41416;187340;133761;14405;774;0;380621;333;7875;24794;52581;21840;325;0;107748;0;0;0;0;0;0;0;0;7122;57952;17230;99;0;0;0;82403;3151;24897;620634;46500;12041;1757;0;708980;8334;33183;236402;74361;43011;31701;0;426994;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;01/12/2019;1749532;263;9137;31281;39830;22915;5022;0;108448;11895;177743;395995;604307;364411;86735;0;1641085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;01/12/2019;1740111;1372;27332;77554;145237;98241;93532;0;443268;2754;23726;45104;38604;2868;1989;0;115047;423;5566;15659;30764;5419;6;0;57836;0;0;0;0;0;0;0;0;11030;91948;27153;20;0;0;0;130151;3593;50833;441930;195383;65724;435;0;757898;14819;61889;86209;52558;17421;3014;0;235911;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/12/2019;1665328;1392;26441;64797;107738;51889;10761;0;263018;338355;363315;360171;22822;3;0;0;1084666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78777;209440;14608;2;0;0;0;302826;0;0;0;0;0;0;0;0;10621;1052;2895;251;0;0;0;14819;0
BANCO DIGIO S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;01/12/2019;1608398;1286;20875;53300;90467;31300;2942;0;200169;80610;84303;121249;32074;0;0;0;318236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187272;676821;225506;394;0;0;0;1089993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;01/12/2019;1577339;364;2545;5956;6957;1635;5;0;17461;5491;54385;233073;151024;13598;3171;0;460743;32;678;2342;3745;783;18;0;7598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79966;59428;426424;248673;111626;97208;0;1023325;3175;38125;22680;825;1111;2297;0;68212;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/12/2019;1522630;0;0;0;0;0;0;0;0;13713;52413;143770;162801;85236;52849;42;510824;70;1741;5071;8754;1026;0;0;16662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852;38599;476892;234141;107244;24911;0;883638;4944;35680;19603;27169;13231;10878;0;111505;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/12/2019;1403806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1970;12427;15248;2460;0;0;32176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1488;55067;998255;2683;226;0;0;1057718;4687;57176;157676;73148;11631;9593;0;313912;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/12/2019;1369620;593;3561;9510;6795;451;5;0;20915;277;1749;3417;3455;263;0;0;9161;40071;172494;411567;608867;87769;0;0;1320768;0;0;0;0;0;0;0;0;5591;10450;1468;3;0;0;0;17511;0;0;0;0;0;0;0;0;60;331;818;56;0;0;0;1265;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;01/12/2019;1300046;172;5137;14361;23485;11491;7718;0;62365;2901;41512;104603;114160;11662;47;0;274885;971;11192;32670;60680;13596;42;0;119150;0;0;0;0;0;0;0;0;6366;55167;18550;17;0;0;0;80099;545;46983;378545;80556;27453;4197;0;538279;6269;43892;63942;55196;27598;28369;0;225267;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;01/12/2019;1242395;0;0;0;0;0;0;0;0;0;0;22901;0;0;0;0;22901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119804;914504;154085;31101;0;0;1219494;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;01/12/2019;1215334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21822;133010;338622;633800;88080;0;0;1215334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
