Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/12/2019;4184085;0;132314;332763;472642;3191;0;46746;987656;0;0;0;0;0;0;0;0;177;31185;32257;0;0;0;0;63618;19063;1886556;289318;0;0;0;3172;2198109;9315;173520;175039;142272;12747;0;16842;529736;315;7913;35150;3369;169;0;41325;88241;0;14414;66265;121492;0;0;0;202171;0;0;6196;0;0;0;0;6196;0;0;0;0;0;0;0;0;108359
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/12/2019;4070367;1432;117653;301492;502869;108438;19316;5751;1056950;0;90254;12591;23992;9564;0;0;136401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19112;170108;417549;327430;81986;0;0;1016185;371;12571;201979;348762;60707;15000;0;639390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1221442
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;3985050;0;16497;56205;153427;0;0;0;226130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1049359;2416498;263017;0;0;0;3728874;0;0;0;0;30046;0;0;30046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/12/2019;3955858;12877;423499;751026;617150;60587;0;0;1865139;110;136;355;727;57;0;0;1386;12112;405735;294595;43325;0;0;0;755767;6737;300361;26346;0;0;0;0;333444;4370;315705;323296;112064;15208;0;0;770643;470;75906;54630;8313;2145;1160;0;142622;0;0;0;0;0;0;0;0;0;0;26920;0;0;0;0;26920;0;0;0;0;0;0;0;0;59937
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/12/2019;3839648;0;1404;2008;343;0;0;0;3755;2224;203790;539156;1162064;402419;1650;0;2311303;0;0;0;0;0;0;0;0;0;43770;0;0;0;0;0;43770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4052;140500;391827;728093;215780;569;0;1480821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;3481968;5247;108870;149844;342928;0;0;0;606889;0;0;116843;315848;115848;546103;322644;1417285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20780;883543;91515;71386;0;0;1067223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390571
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/12/2019;3390198;73708;315922;648950;528569;98032;79199;0;1744380;0;0;9885;4103;0;0;0;13988;7;17728;43489;43826;0;0;0;105049;9225;328390;212605;0;0;0;0;550219;29685;167725;367747;97091;267;0;0;662515;8357;17086;24990;45950;43971;65253;0;205607;0;7572;25535;14973;6926;0;0;55006;0;330;0;0;0;0;0;330;0;0;0;0;0;0;0;0;53105
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/12/2019;3339250;0;0;0;0;0;0;0;0;3025;355394;244311;248384;15704;14;0;866831;0;0;0;0;0;0;0;0;0;643713;1815357;0;0;0;0;2459069;0;0;0;0;0;0;0;0;0;839;9767;2559;184;0;0;13349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/12/2019;3230867;68639;191216;249747;298631;55494;5749;0;869476;0;0;0;0;0;0;0;0;921;31098;14831;1335;0;0;0;48185;378;661965;569453;2167;0;0;0;1233962;31232;259133;226131;141318;0;0;0;657814;44158;23639;7468;6532;0;0;0;81797;0;0;0;0;0;0;0;0;1663;33543;90660;13261;0;0;0;139126;0;0;0;0;0;0;0;0;200507
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;2728948;0;55601;218271;90687;46292;0;0;410851;0;0;0;361544;0;0;0;361544;0;0;0;0;0;0;201353;201353;0;215985;23057;0;0;0;0;239041;0;172999;1232247;61657;46243;0;0;1513146;0;1499;1515;0;0;0;0;3013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/12/2019;2502457;0;53549;207295;238768;113383;90;0;613085;800;20449;55297;118107;60360;8357;459;263830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12863;209470;925783;2644;0;0;63;1150823;50;27812;68861;168362;80268;22339;390;368082;0;2418;7437;33619;22070;41093;0;106637;0;0;0;0;0;0;0;0;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/12/2019;2264099;0;4821;45442;30000;60000;0;0;140263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562570;755127;806140;0;0;0;2123837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/12/2019;2153610;9333;107263;261344;264775;21372;1225;0;665312;0;0;0;0;0;0;0;0;7426;173486;0;0;0;0;0;180912;1578;664679;92541;24873;0;0;0;783671;18256;158038;135902;22327;0;0;0;334523;197;1847;13457;15636;12757;8;0;43903;0;645;1227;449;0;0;0;2320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142968
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/12/2019;2075744;0;0;0;0;0;0;0;0;2601;305053;717813;741737;21237;0;0;1788442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;214470;66858;5455;0;0;0;287303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;2033554;0;10207;40364;5007;0;0;0;55578;0;11286;8723;0;0;0;0;20009;0;40589;32693;0;0;0;0;73282;0;37754;0;0;0;0;0;37754;0;573445;878535;394950;0;0;0;1846930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/12/2019;2026118;0;149127;89433;39291;3665;0;0;281516;0;0;0;0;0;0;0;0;0;94033;92535;0;0;0;0;186568;0;391116;105244;102598;0;0;0;598957;0;454898;193196;0;0;0;0;648094;0;201622;106316;1100;1947;0;0;310984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/12/2019;2026055;10783;75578;210536;308855;25040;64722;29295;724810;67;232;610;1062;317;554;0;2842;26;459;1372;3;0;0;0;1861;0;2170;154;0;0;0;0;2323;19780;32803;49140;51419;65973;59348;0;278462;1494;2656;6415;8121;1712;1441;0;21838;13749;42294;64514;174564;140949;399048;88406;923525;119;7320;32302;15404;6640;8610;0;70394;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/12/2019;1923482;0;0;0;0;0;0;0;0;51;1296;4291;9802;1973;0;0;17414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;53674;139568;0;0;0;0;193942;0;0;137047;235434;129660;127423;0;629564;40;78081;195060;418970;194266;89220;0;975636;0;3411;9727;27412;25130;41245;0;106926;0;0;0;0;0;0;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/12/2019;1809979;0;76263;172204;56205;0;0;0;304672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;280;621;0;0;0;1002;0;294615;502412;0;0;0;0;797027;0;0;0;0;0;0;0;0;0;442;1900;20000;0;0;0;22342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684936
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/12/2019;1711844;164;48912;153483;286883;33352;1910;0;524703;2836;80914;213104;325077;112909;29598;0;764438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;1143;2150;3003;1994;0;8887;17332;5777;54508;121920;165068;57102;998;0;405372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/12/2019;1596789;0;6039;40096;17751;5006;0;0;68892;4075;70528;148859;173327;19222;60;0;416071;0;0;0;0;0;0;0;0;404;71130;188961;52911;7258;0;0;320663;3;148302;440572;202093;0;0;0;790971;0;0;0;0;0;0;0;0;74;48;70;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/12/2019;1589593;71558;20738;25871;27159;1070;1373;0;147770;47797;16100;31752;29421;3548;1315;0;129932;3010;0;0;0;0;1055633;0;1058643;142;329;876;649;451;582;0;3030;37010;0;0;0;0;0;0;37010;100257;5129;50721;30046;14733;12321;0;213207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
