Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43709;1529608885;576019706;1391127754;1003541541;138481131;5655200;136754555;0,1541;0,2774;3194;897
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43709;1499244529;626064885;1404780526;1162066660;94464003;4235601;134283463;0,1893;0,139;4425;1001
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43709;1299720335;683186416;1251177828;1067691592;48542507;7336912;102515467;0,2012;0,0996;3375;749
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43709;1127121643;441991930;988743707;777815387;138377936;5841512;134333865;0,1815;0,3374;4600;1426
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43709;834535026;331508369;758282575;535178491;76252451;3700733;76867108;0,1623;0,0989;2741;1446
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43709;750299388;293958159;649379677;274032568;100919711;2702037;187723136;0,3611;0,0453;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43709;190181765;72818247;177376152;154393787;12805613;543475;17508768;0,1533;0,3277;119;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43709;165163771;26515485;144396136;78280081;20767636;1002558;20755428;0,1522;0,4744;14;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43709;100943586;53141829;90798000;66249412;10145586;354938;10383256;0,1566;0,1729;97;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43709;86537798;66798;73584914;10084341;12952884;407656;NA;NA%;NA%;0;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43709;86203739;11316581;76860570;44074393;9343170;393733;9107829;0,1679;0,0144;127;22
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43709;80702434;34647121;72967775;61633588;7734659;291916;6740734;0,1617;0,0653;522;138
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43709;60003255;10501345;54928220;16953980;5075035;349238;8718015;0,1581;0,0265;296;2
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43709;59604604;2214221;54438443;32165439;5166160;149360;5085923;0,1448;0,0181;11;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43709;55310021;8664618;53403403;44761621;1906618;33895;1900463;0,174;0,0965;8;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43709;52444245;10449535;51179196;47609065;1265049;22058;1421777;0,167;0,0923;7;0
