Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43709;866;0;25566;2102789;0;2129222;0;0;0;0;0;0;0;9241710;11370931;404522;36754268;48529721;8773;964339;49502833
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43709;401867;0;18118;4349990;217415;4987391;1268269;0;496969;3023022;0;2028676;5548667;6957308;18761635;3269194;21659427;43690256;17783;4310649;48018688
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43709;2970;0;0;976383;0;979353;5692075;0;0;448398;0;1344667;1793066;6558573;15023067;8276704;15538673;38838444;39815;4193889;43072148
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43709;5628;0;0;292887;0;298514;69374;0;0;33106;0;0;33106;6209014;6610008;554132;33876208;41040349;463;1661595;42702407
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43709;241779;0;320312;4187740;0;4749831;1055107;1303966;2789130;5555034;0;31877;9680008;8630100;24115046;936136;8048020;33099202;24506;3956286;37079995
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43709;939683;0;195102;6203910;13895;7352591;3135089;944861;745721;9984767;22537;0;11697886;1776594;23962159;11204;4923561;28896924;87156;3736700;32720780
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43709;35203;0;0;86387;0;121590;364574;2298704;600010;154846;0;0;3053560;19441697;22981420;396611;5698685;29076716;501;3471930;32549147
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43709;219838;0;0;1868862;0;2088700;262928;0;0;0;0;0;0;4924465;7276092;1079168;22440016;30795276;1236;1516370;32312883
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;2;RIO DE JANEIRO;RJ;43709;0;0;0;0;0;0;19631344;0;0;0;0;0;0;63250;19694594;2862273;7614472;30171338;5491;1615439;31792268
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43709;15220;0;7130328;12155087;0;19300636;251524;371584;1;1500048;0;0;1871633;0;21423793;100514;5307291;26831598;3;4830817;31662418
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43709;0;0;0;347134;0;347134;7088973;0;0;0;0;3993954;3993954;818649;12248709;6574593;8089657;26912959;0;3553141;30466100
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43709;890641;2957068;10517;7836947;7768;11702941;9166681;422784;125962;0;0;0;548746;165486;21583854;0;940221;22524076;4651;1568221;24096947
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43709;971587;582769;48561;1565415;1341016;4509348;164992;0;257649;0;0;0;257649;793617;5725606;0;12834179;18559785;0;2041969;20601754
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;0;0;0;2423474;5474722;7898196;0;0;0;306169;0;87796;393964;362090;8654250;9;10758019;19412278;71154;1081073;20564506
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43709;0;0;557947;7004519;0;7562466;0;0;0;1801309;0;0;1801309;2390512;11754287;6475;4659336;16420098;177126;2972763;19569987
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43709;93610;2984;119761;2707227;0;2923581;4847238;32966;684375;758935;55066;0;1531342;4630526;13932687;18613;3887533;17838832;12657;1662883;19514372
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43709;1013170;0;232035;6217018;0;7462223;1909269;0;0;0;0;0;0;143027;9514519;4336800;2699931;16551249;1078;2840902;19393230
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;C;2;SAO PAULO;SP;43709;0;0;0;0;11489;11489;0;0;0;0;0;0;0;640903;652392;0;15000934;15653326;0;2438181;18091506
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43709;66800;0;137547;9939289;738;10144373;25005;28126;101670;529944;58683;0;718423;538177;11425977;101745;3786347;15314069;0;2774353;18088422
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;13004978;13004978;0;778471;13783449;6132;2845105;16634686
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43709;770396;1961767;0;8300664;4220;11037048;544206;183908;0;10601;0;0;194509;140279;11916042;0;2774837;14690879;85;1717212;16408176
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43709;25983;0;23803;659257;0;709044;1899624;36647;580070;6020806;0;1086824;7724347;1368036;11701050;452326;565803;12719180;20337;2526765;15266282
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43709;0;0;0;0;1683516;1683516;0;0;0;0;0;0;0;0;1683516;0;5917570;7601086;463;7140600;14742149
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43709;5425;0;0;209334;0;214759;89723;0;0;0;0;0;0;4008660;4313142;435411;7525467;12274020;6999;1469220;13750239
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43709;0;0;3629;2140200;0;2143828;411503;0;0;0;0;100612;100612;697667;3353610;6473794;1930380;11757784;0;1824258;13582042
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43709;0;0;1828937;3370667;0;5199604;0;0;0;2103693;0;0;2103693;0;7303298;0;2896104;10199401;144817;2489601;12833819
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43709;246150;0;132179;4986035;6153;5370517;291391;1721251;1626055;58440;0;0;3405745;4;9067657;48442;860887;9976987;13448;2246068;12236504
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43709;0;0;2961334;2282287;0;5243621;0;0;0;652205;0;0;652205;3394207;9290032;3464;593746;9887242;9700;1855324;11752266
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10908215;10908215;0;393923;11302138
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43709;38;0;0;0;0;38;0;0;0;0;0;0;0;0;38;0;3128639;3128677;0;7482657;10611334
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43709;451674;0;0;1345575;0;1797249;0;0;0;0;0;0;0;1337093;3134343;486309;5079926;8700578;4440;1628122;10333140
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43709;100504;0;2042;1913642;0;2016189;0;0;0;0;0;0;0;2799651;4815840;178973;3276880;8271693;3170;1785783;10060646
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43709;121792;0;75922;5405932;0;5603646;417700;291981;199312;19909;0;0;511202;149051;6681600;1921485;621013;9224098;39274;782844;10046216
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43709;7239;0;495180;3060;0;505479;287216;0;0;713495;0;0;713495;0;1506190;0;5931030;7437219;780;2567682;10005682
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43709;294588;199349;52972;6207078;0;6753988;240122;6065;159948;17429;0;0;183442;0;7177552;0;1810244;8987796;361;922852;9911009
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43709;0;0;400000;759449;0;1159449;0;642736;69391;384157;0;0;1096285;5590238;7845973;38990;181800;8066764;208937;1216100;9491800
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43709;1458596;218513;0;2455095;0;4132204;147652;1950526;0;11039;0;12552;1974116;31335;6285308;10816;762002;7058126;6458;2188681;9253265
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43709;0;0;154560;0;1748948;1903507;0;263257;0;0;0;0;263257;0;2166764;0;142563;2309327;0;6755626;9064953
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8762211;8762211;0;228798;8991009
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43709;0;0;985850;288652;0;1274503;99498;223;0;2374726;0;0;2374949;3253962;7002911;158514;596725;7758150;102633;854774;8715557
JOHN DEERE - PRUDENCIAL;1000080343;b1;S3;C;3;INDAIATUBA;SP;43709;134948;0;593437;52990;0;781375;0;0;0;0;0;0;0;6233530;7014905;0;126133;7141038;7926;1309755;8458718
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S3;I;1;BELEM;PA;43709;692620;989970;189562;4286772;0;6158924;53132;0;0;331188;0;0;331188;3969;6547212;0;355028;6902240;0;1366874;8269114
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43709;71600;0;240972;1833260;240;2146072;74893;70656;0;7732;0;0;78389;0;2299353;0;5185057;7484410;2554;510618;7997582
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43709;143244;0;1610;484366;0;629220;500117;75270;1437284;1346169;0;0;2858723;2119730;6107791;168231;517586;6793608;15087;641591;7450286
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43709;0;0;0;0;0;0;0;0;0;1394640;0;0;1394640;177678;1572318;0;4912604;6484922;0;927518;7412440
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;195276;195276;0;6380571;6575848;0;556942;7132790
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43709;85;0;0;1784410;728;1785223;0;0;0;0;0;0;0;25705;1810929;0;4770682;6581611;0;370782;6952393
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43709;108854;0;1707;3879542;0;3990103;76707;134416;184391;11124;0;0;329930;293487;4690227;345470;740032;5775730;8154;1015516;6799400
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43709;0;0;2596153;35746;0;2631900;0;0;0;422524;0;0;422524;773843;3828266;17312;1065060;4910639;14589;1807951;6733179
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43709;34335;0;194090;1528084;0;1756509;457900;0;0;0;0;0;0;2216590;4431000;83561;1405029;5919590;1044;710848;6631482
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43709;0;0;1536090;1865912;0;3402002;0;1255108;0;782557;0;0;2037666;0;5439668;1354;226531;5667553;910;770535;6438998
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43709;0;0;47395;106029;0;153424;0;0;226705;88469;0;0;315174;3219508;3688106;0;736770;4424876;11127;1761225;6197228
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43709;147935;0;23701;2754806;0;2926443;184346;318222;234926;1434818;6280;0;1994246;33341;5138376;224;318469;5457070;894;730793;6188756
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43709;19947;0;0;1024;9380;30351;0;0;0;0;0;0;0;694;31045;0;420813;451858;1004;5703497;6156359
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43709;699801;0;0;1842675;21463;2563940;0;0;1159721;0;0;0;1159721;1346;3725008;0;806748;4531755;0;1624134;6155889
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43709;98;0;60811;563323;0;624232;314213;0;0;0;0;0;0;2617129;3555574;1236394;251231;5043199;0;1108312;6151511
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43709;628387;0;106988;3252526;31203;4019105;0;0;0;0;0;0;0;3140;4022244;0;349684;4371928;0;1493164;5865092
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43709;687935;1408113;142315;2180854;1209;4420425;5662;49021;0;49279;0;0;98300;77193;4601580;0;769786;5371366;11220;422857;5805442
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43709;0;0;0;128411;0;128411;0;0;0;0;0;0;0;4260987;4389398;0;314825;4704224;117988;969356;5791567
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43709;0;0;0;2845;0;2845;0;0;0;0;0;0;0;0;2845;0;5547861;5550706;0;230710;5781416
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43709;4456;0;99369;1705465;0;1809290;119944;22181;0;2173892;0;0;2196072;1621;4126927;0;321475;4448401;0;1279391;5727793
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43709;0;0;0;4863085;0;4863085;0;0;0;0;0;0;0;0;4863085;0;157060;5020146;0;268932;5289078
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43709;0;0;416818;0;0;416818;0;0;0;493973;0;987640;1481613;0;1898430;0;2414638;4313069;0;927837;5240906
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43709;0;0;0;3016;0;3016;0;0;0;0;0;0;0;3194918;3197934;0;163294;3361228;8856;1057680;4427764
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43709;4411;0;0;57275;0;61687;0;154051;27135;0;0;0;181186;1025747;1268620;92406;2367450;3728476;0;605680;4334155
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43709;0;0;0;256300;0;256300;1966776;0;0;865863;0;0;865863;199044;3287982;288133;230899;3807014;643;516372;4324030
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;184874;184874;0;3701010;3885884;0;363663;4249547
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43709;0;0;0;1023591;0;1023591;0;0;0;0;0;0;0;2203543;3227135;0;275320;3502454;1170;479472;3983097
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3704643;3704643;0;122501;3827144
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43709;294165;0;0;1403336;5583;1703084;0;0;619805;0;0;0;619805;2700;2325590;0;910777;3236367;0;550581;3786948
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43709;0;0;202028;0;0;202028;0;0;0;0;0;0;0;2433082;2635111;0;1000462;3635573;0;133820;3769393
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43709;13087;0;0;2052004;14382;2079473;13689;0;0;157344;0;334582;491926;107408;2692496;0;617188;3309684;1291;338046;3649021
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43709;218163;0;0;1129974;0;1348138;1231897;41195;0;0;0;0;41195;0;2621230;39397;604430;3265057;0;352079;3617136
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43709;0;0;0;166634;0;166634;5501;0;0;106004;0;0;106004;187756;465894;938334;1112998;2517227;0;1092799;3610025
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43709;428765;0;136080;1546284;9958;2121086;0;0;0;0;0;0;0;0;2121086;0;1033154;3154240;0;442162;3596402
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43709;0;0;0;5700;0;5700;0;0;0;0;0;0;0;269598;275298;0;3064749;3340048;0;180082;3520130
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43709;68277;0;0;2274514;322;2343113;183022;375529;25041;0;0;0;400570;0;2926706;1911;310462;3239079;0;201952;3441031
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43709;93400;0;74157;1514847;0;1682404;93492;150366;7177;298388;0;0;455931;532653;2764480;424;128040;2892944;1358;525851;3420153
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3175940;3175940;0;134668;3310608
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43709;0;0;0;0;1707;1707;0;0;0;0;0;753176;753176;0;754883;0;1803187;2558070;0;646628;3204699
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43709;0;0;0;0;1743245;1743245;0;0;0;0;0;0;0;0;1743245;0;1330195;3073440;0;120449;3193889
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43709;0;0;979215;0;0;979215;0;0;0;0;0;0;0;1029698;2008913;1554;129625;2140092;4530;1042512;3187134
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43709;376089;0;123941;1550852;4386;2055268;0;0;0;0;0;0;0;0;2055268;0;701218;2756487;0;422509;3178996
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2903897;2903897;0;120744;3024642
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43709;0;0;0;0;1;1;0;0;0;470962;0;0;470962;144337;615300;1008;1867196;2483504;29513;499864;3012881
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43709;407536;0;49042;811666;5354;1273598;0;0;0;0;0;0;0;30980;1304578;0;1011098;2315676;0;653263;2968939
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43709;233960;0;171409;708014;33438;1146821;0;36969;0;487260;0;0;524229;105110;1776160;0;662551;2438711;1077;458875;2898663
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43709;88243;0;2011;1185398;160592;1436245;795;71216;9983;0;0;0;81199;137330;1655569;426;849464;2505460;314;337930;2843704
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43709;607;0;0;195386;36505;232498;0;152684;76204;359671;0;0;588559;176031;997088;32853;586248;1616189;2100;1185947;2804236
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43709;340120;0;0;1864962;31590;2236671;0;0;59821;0;0;0;59821;0;2296492;0;58752;2355244;0;433186;2788430
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43709;0;0;0;0;0;0;0;0;0;0;0;0;0;1870848;1870848;0;144512;2015360;7;743317;2758684
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43709;271122;0;231663;1208429;2759;1713973;0;0;0;0;0;0;0;0;1713973;0;671211;2385184;0;329425;2714609
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43709;327175;0;17686;1604522;12783;1962166;0;0;0;0;0;0;0;0;1962166;0;315171;2277337;0;427125;2704462
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43709;310618;0;0;1638172;5250;1954039;0;0;0;0;0;0;0;0;1954039;0;200376;2154416;0;539938;2694354
