Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/12/2015;30012;347;5945;23718;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;I;2;;9;SANTO ANTONIO DO MONTE;MG;01/12/2015;29497;8238;19359;1896;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE - SICOOB NOROESTE SC;81292278;b3S;I;2;;9;SAO LOURENCO D'OESTE;SC;01/12/2015;29206;11365;9774;8055;0;12;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;I;2;;9;IPATINGA;MG;01/12/2015;29098;4402;18605;6063;0;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;I;2;;9;UNAI;MG;01/12/2015;29026;6239;6865;12100;3814;9;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;I;2;;9;PRIMAVERA DO LESTE;MT;01/12/2015;28841;2291;9828;3602;13117;3;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE CÂNDIDO MOTA E REGIÃO.;66788142;b3S;I;2;;9;CANDIDO MOTA;SP;01/12/2015;28219;4166;12778;8357;2875;44;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;I;2;;9;ITAUNA;MG;01/12/2015;28119;10958;13307;3843;0;11;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS EM TRANSPORTES RODOVIÁRIOS DE FRANCISCO BELTRÃO E REGIÃO - RODOCRÉDITO;10311218;b3S;I;2;;9;FRANCISCO BELTRAO;PR;01/12/2015;28006;7278;17823;2900;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE UMUARAMA - SICOOB ARENITO;7026923;b3S;I;2;;9;UMUARAMA;PR;01/12/2015;27842;4048;14378;9396;1;19;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA;1703620;b3S;I;2;;9;BOM DESPACHO;MG;01/12/2015;27234;9095;10958;7173;0;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;I;2;;9;SAO TIAGO;MG;01/12/2015;26464;6329;12890;7237;0;9;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1152097;b3S;I;2;;9;VOLTA GRANDE;MG;01/12/2015;26125;7658;9876;8568;0;24;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO SÃO FRANCISCO LTDA. - UNICRED VALE DO SÃO FRANCISCO;4237413;b3S;I;2;;9;PETROLINA;PE;01/12/2015;26053;1479;10018;14551;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5158093;b3S;I;2;;9;CARATINGA;MG;01/12/2015;25978;8484;10608;6876;0;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI;5203605;b3S;I;2;;9;BURITIS;RO;01/12/2015;25865;4885;18232;2742;0;5;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;I;2;;9;BELO HORIZONTE;MG;01/12/2015;25616;0;6277;19339;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;I;2;;9;CUIABA;MT;01/12/2015;25525;3110;12393;9915;94;14;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DE FRANCA E REGIÃO SICOOB CRED-ACIF;4013172;b3S;I;2;;9;FRANCA;SP;01/12/2015;25502;3001;11188;11301;0;11;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO LTDA   SICOOB SERTÃO;2057584;b3S;I;2;;9;PINTADAS;BA;01/12/2015;25487;13557;9491;2419;0;20;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41255225;b3S;I;2;;9;CARUARU;PE;01/12/2015;25469;3162;6678;15625;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;I;2;;9;LAJINHA;MG;01/12/2015;25398;6703;13383;5304;0;8;0
COOPERATIVA DE CRÉDITO RURAL DE RIO BRANCO LTDA.;5439425;b3S;I;2;;9;RIO BRANCO;AC;01/12/2015;24921;9908;7472;5057;2479;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79086997;b3S;I;2;;9;CAMBARA;PR;01/12/2015;24725;7672;8769;5825;2414;45;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE;7318874;b3S;I;2;;9;ASSIS CHATEAUBRIAND;PR;01/12/2015;24694;6459;14274;3942;0;19;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ;9512539;b3S;I;2;;9;ITAJAI;SC;01/12/2015;24677;8316;12977;3320;0;64;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;I;2;;9;FORMIGA;MG;01/12/2015;24672;6748;9965;7947;0;11;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE GOIÂNIA LTDA.;4406371;b3S;I;2;;9;GOIANIA;GO;01/12/2015;24591;1267;13740;9568;0;16;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;I;2;;9;MARACAJU;MS;01/12/2015;24377;4300;9463;7243;3334;37;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP;4463602;b3S;I;2;;9;MARILIA;SP;01/12/2015;24329;5201;6635;9441;3015;36;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA ZONA DA MATA MINEIRA E SUL DO ESPÍRITO SANTO;86389236;b3S;I;2;;9;UBA;MG;01/12/2015;24302;3156;9582;11559;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;25528753;b3S;I;2;;9;DIVINOPOLIS;MG;01/12/2015;24158;6961;8641;8547;0;9;0
COOPERATIVA DE CRÉDITO MÚTUO E INVESTIMENTO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP;73113243;b3S;I;2;;9;ARARAQUARA;SP;01/12/2015;24078;5795;9970;6911;1382;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;I;2;;9;ESPUMOSO;RS;01/12/2015;23691;7465;6345;8745;1120;15;0
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;I;2;;9;CASCAVEL;PR;01/12/2015;23415;0;606;3089;19719;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;I;2;;9;ARAXA;MG;01/12/2015;23379;7813;6090;8812;654;11;0
AGÊNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A.;13178690;n1;I;1;;30;RECIFE;PE;01/12/2015;23321;1169;2158;19939;0;56;0
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83315408;b3S;I;2;;9;BELEM;PA;01/12/2015;23168;358;5126;17684;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/12/2015;23053;1041;5412;16420;160;21;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES DO CENTRO OESTE DO BRASIL LTDA;73647935;b3S;I;2;;9;CAMPO GRANDE;MS;01/12/2015;23053;3056;10891;9104;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE GOIANO LTDA.;7502031;b3S;I;2;;9;GOIANESIA;GO;01/12/2015;22971;2167;12284;8512;0;8;0
COOPERATIVA DE CRÉDITO DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26178111;b3S;I;2;;9;LAGOA DA PRATA;MG;01/12/2015;22902;6794;11793;4310;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;I;2;;9;MARECHAL CANDIDO RONDON;PR;01/12/2015;22769;4495;9106;8155;1000;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DO ESTADO DE SÃO PAULO   SICREDI NOROESTE SP;3065046;b3S;I;2;;9;SAO JOSE DO RIO PRETO;SP;01/12/2015;22614;7699;8364;6179;345;28;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;I;2;;9;SANTA CRUZ DAS PALMEIRAS;SP;01/12/2015;22530;8724;10267;3524;5;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;I;2;;9;ITAPIRANGA;SC;01/12/2015;22521;4907;7117;10488;0;8;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;I;2;;9;LAGOA DA PRATA;MG;01/12/2015;22504;7648;9809;5027;0;20;0
COOPERATIVA DE CRÉDITO RURAL DA REGIÃO DA MOGIANA;62109566;b3S;I;2;;9;SAO JOAO DA BOA VISTA;SP;01/12/2015;22437;6531;10551;5328;0;27;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP;7206072;b3S;I;2;;9;ARAPOTI;PR;01/12/2015;22112;6401;8927;6461;272;51;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694389;b3S;I;2;;9;SAO JOSE DO CERRITO;SC;01/12/2015;21904;8029;9089;4771;0;16;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE LIVRE ADMISSÃO DO VALE DO IVAÍ - SICREDI VALE DO IVAÍ PR;81706616;b3S;I;2;;9;JANDAIA DO SUL;PR;01/12/2015;21888;5146;8887;5008;2826;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS - SICOOB UNIAM;1566038;b3S;I;2;;9;MANAUS;AM;01/12/2015;21667;1503;3813;16351;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE;25387655;b3S;I;2;;9;TEOFILO OTONI;MG;01/12/2015;21666;5224;9911;6504;0;27;0
COOPERATIVA DE CRÉDITO RURAL DE PORTO VELHO LTDA. - SICOOB PORTOCREDI;4544165;b3S;I;2;;9;PORTO VELHO;RO;01/12/2015;21427;3214;9652;8557;0;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;I;2;;9;JOAO PINHEIRO;MG;01/12/2015;21300;4326;10751;6217;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;I;2;;9;IBIRAMA;SC;01/12/2015;21245;11423;8350;1421;0;50;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DA REGIÃO DO IGUAÇU - UNIPRIME DO IGUAÇU;1848322;b3S;I;2;;9;PATO BRANCO;PR;01/12/2015;20714;4318;11602;4781;0;12;0
COOPERATIVA DE POUPANCA E CRÉDITO MÚTUO DOS EMPRESÁRIOS E PROFISSIONAIS LIBERAIS DO OESTE PAULISTA - SICOOB PAULISTA;10262276;b3S;I;2;;9;PRESIDENTE PRUDENTE;SP;01/12/2015;20417;3651;11320;5420;0;27;0
ANDBANK;51949;b1;C;3;;199;SAO PAULO;SP;01/12/2015;20182;0;0;20182;0;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DE SÃO PAULO - UNICRED CENTRAL SP;73085573;b3C;I;2;;9;SAO PAULO;SP;01/12/2015;20005;0;0;20005;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6332931;b3S;I;2;;9;RIO VERDE;GO;01/12/2015;19967;3688;5666;8041;2540;32;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO LESTE MARANHENSE   SICOOB CENTRO LESTE MARANHANSE;9403026;b3S;I;2;;9;GRAJAU;MA;01/12/2015;19911;3436;13879;2593;0;3;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;I;2;;9;CABEDELO;PB;01/12/2015;19826;0;7281;12545;0;0;0
BANCO INBURSA DE INVESTIMENTOS S.A.;4866275;b2;I;3;;13;SAO PAULO;SP;01/12/2015;19696;111;429;0;19156;0;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;I;2;;9;PASSO FUNDO;RS;01/12/2015;19644;2286;10169;5651;1538;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;I;2;;9;ARAGUARI;MG;01/12/2015;19627;3146;8930;7548;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE POTIGUAR - UNICRED MOSSORÓ;70027388;b3S;I;2;;9;MOSSORO;RN;01/12/2015;19410;1552;9472;8378;0;8;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB EMPRESARIAL;5856736;b3S;I;2;;9;BRASILIA;DF;01/12/2015;19345;1526;10984;6822;0;13;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;1090027;b3S;I;2;;9;NITEROI;RJ;01/12/2015;19150;327;4123;11961;2737;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;I;2;;9;SAO ROQUE DE MINAS;MG;01/12/2015;19143;4637;8692;5807;0;8;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;I;2;;9;FLORIANOPOLIS;SC;01/12/2015;19063;5869;7644;5544;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS;3047549;b3S;I;2;;9;RIO VERDE;GO;01/12/2015;19000;2007;11621;5366;0;6;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO   UNICRED DE GUARULHOS;2250794;b3S;I;2;;9;GUARULHOS;SP;01/12/2015;18979;848;5450;12675;3;3;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED REGIÃO DA CAMPANHA LTDA - UNICRED REGIÃO DA CAMPANHA;1705236;b3S;I;2;;9;SANTANA DO LIVRAMENTO;RS;01/12/2015;18545;1673;11675;5194;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE;73398646;b3S;I;2;;9;VALENTE;BA;01/12/2015;18480;10732;4415;3303;0;30;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;I;2;;9;RIO DO SUL;SC;01/12/2015;18465;4949;8111;5393;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;I;2;;9;CARMO DO PARANAIBA;MG;01/12/2015;18431;2328;6528;9575;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO E MÉDIO SÃO FRANCISCO LTDA - SICOOB SÃO FRANCISCO.;912488;b3S;I;2;;9;MORADA NOVA DE MINAS;MG;01/12/2015;18243;3528;11677;3020;0;18;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS;10319386;b3S;I;2;;9;DOURADOS;MS;01/12/2015;17961;2936;9124;5893;0;8;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO VALE DAS ANTAS LTDA;94243839;b3S;I;2;;9;CASCA;RS;01/12/2015;17957;3806;8187;5963;0;1;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2173447;b3S;I;2;;9;GUANHAES;MG;01/12/2015;17900;4653;10277;2958;0;12;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO SUL DA BAHIA - UNICRED REGIÃO SUL DA BAHIA;97489280;b3S;I;2;;9;ITABUNA;BA;01/12/2015;17894;2338;7151;8398;0;7;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;I;2;;9;BIRIGUI;SP;01/12/2015;17830;4372;6147;6815;478;18;0
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;I;2;;9;MONTES CLAROS;MG;01/12/2015;17829;2176;7613;8033;0;6;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO PROFISSIONAIS ÁREA DA SAÚDE PEQ EMPRESÁRIOS MICROEMPRESÁRIOS MICROEMPREENDEDORES REGIÃO GRANDE FLORIANÓPOLIS VALE DO ITAJAÍ VALE DO ITAPOCÚ SICOOB MULTICREDI SC;2883398;b3S;I;2;;9;BLUMENAU;SC;01/12/2015;17797;6167;8939;2683;0;8;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1796302;b3S;I;2;;9;NOVO HAMBURGO;RS;01/12/2015;17336;3260;6959;7113;0;4;0
BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;51938876;b1;I;3;;28;SAO PAULO;SP;01/12/2015;17129;0;1286;15026;817;0;0
BARCLAYS;51705;b1;C;3;;199;SAO PAULO;SP;01/12/2015;17075;0;0;0;17075;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS DA REGIÃO DOS CAMPOS GERAIS LTDA.;3234384;b3S;I;2;;9;PONTA GROSSA;PR;01/12/2015;16998;1184;6422;9390;0;2;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO CENTRO LESTE DE RONDÔNIA LTDA - CREDISIS LESTE;3612764;b3S;I;2;;9;CACOAL;RO;01/12/2015;16938;8610;2105;4331;1884;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BRASÍLIA LTDA. - SICOOB BRASILIA;1187961;b3S;I;2;;9;BRASILIA;DF;01/12/2015;16885;1627;6488;8764;2;4;0
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11760553;n1;I;2;;14;DOURADINA;PR;01/12/2015;16648;1283;837;4175;10353;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO CLARO E REGIÃO LTDA. - UNICRED RIO CLARO E REGIÃO;1259518;b3S;I;2;;9;RIO CLARO;SP;01/12/2015;16601;2819;6059;7711;0;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3645752;b3S;I;2;;9;SAO GOTARDO;MG;01/12/2015;16453;4163;6541;5083;666;1;0
AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S.A.;6284531;n1;I;1;;30;CUIABA;MT;01/12/2015;16270;11819;4089;352;0;10;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;I;2;;9;RIO VERDE;GO;01/12/2015;16133;1244;8421;6463;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ORLÂNDIA;53935029;b3S;I;2;;9;ORLANDIA;SP;01/12/2015;15890;3817;2901;9164;0;8;0
AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S.A.;5474540;n1;I;1;;30;PALMAS;TO;01/12/2015;15840;1446;6378;8014;0;1;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;I;2;;9;PITANGUI;MG;01/12/2015;15692;4904;6767;4014;0;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE SUL DA BAHIA LTDA.   SICOOB NORTE SUL;2876918;b3S;I;2;;9;GANDU;BA;01/12/2015;15686;5678;7300;2699;0;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIÃO CENTRO OESTE;26072728;b3S;I;2;;9;ARCOS;MG;01/12/2015;15661;4008;8049;3595;0;10;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO OESTE DE MINAS GERAIS LTDA. - SICOOB CREDIOESTE;25420696;b3S;I;2;;9;ABAETE;MG;01/12/2015;15650;3142;7934;4564;0;9;0
COOPERATIVA DE CRÉDITO RURAL CAZOLA - SICOOB CREDICAZOLA;315406;b3S;I;2;;9;LUCELIA;SP;01/12/2015;15628;1354;8740;5528;0;6;0
COOPERATIVA DE CRÉDITO RURAL DE GUARANI LTDA - SICOOB GUARANICREDI;26014175;b3S;I;2;;9;GUARANI;MG;01/12/2015;15460;2861;8198;4400;0;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;I;2;;9;PARAGOMINAS;PA;01/12/2015;15452;3101;3320;6248;2758;25;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26960328;b3S;I;2;;9;PARAISO DO NORTE DO TOCANTINS;TO;01/12/2015;15444;1778;10251;3410;0;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;I;2;;9;PRIMAVERA DO LESTE;MT;01/12/2015;15440;2684;7840;4905;0;12;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.;1720488;b3S;I;2;;9;GOIANIA;GO;01/12/2015;15200;1295;8637;5264;0;3;0
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;I;2;;14;SAO PAULO;SP;01/12/2015;15168;2323;12140;704;0;0;0
BARIGUI;51774;n1;C;2;;197;CURITIBA;PR;01/12/2015;15156;14774;332;47;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE  ADMISSÃO DE JI-PARANÁ E REGIÃO LTDA. - SICOOB UNIJPR;5007327;b3S;I;2;;9;JI-PARANA;RO;01/12/2015;15082;628;5591;8861;0;2;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ERECHIM - CRESOL ERECHIM;2910987;b3S;I;2;;9;ERECHIM;RS;01/12/2015;15048;4768;6157;4117;0;6;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS;68512748;b3S;I;2;;9;ESMERALDAS;MG;01/12/2015;15007;4265;9113;1623;0;7;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;71432926;b3S;I;2;;9;UBERABA;MG;01/12/2015;14880;1213;5543;8122;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;64276058;b3S;I;2;;9;NANUQUE;MG;01/12/2015;14786;4237;6679;3866;0;4;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA;2641032;b3S;I;2;;9;SANTA MARIA;RS;01/12/2015;14628;2452;8613;3559;0;5;0
