Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/03/2021;471365839;225275;13702431;26790958;38201844;8980894;1436008;140764;89478174;25340;1553864;4201190;6640131;1602847;13865;0;14037236;456818;6877969;28847;0;0;0;0;7363633;62523;16796156;5500235;776732;117246;13181;0;23266074;103219;4830141;7166237;4691983;5379120;4095009;0;26265708;938094;5382826;6863145;5318082;1308698;632741;23793;20467380;79406;1262382;2922839;4720549;1020579;1731243;255429;11992426;2538;1202725;3787472;607926;230838;185893;0;6017391;69844;501559;899679;714885;88449;22274;0;2296690;270181127
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/03/2021;310161521;719113;13298005;24929145;38482631;8912685;2380453;599584;89321615;97920;2969414;6809721;8864691;2077954;169927;18;20989644;213694;4288917;476060;0;0;0;0;4978672;92837;17254599;4974332;26491;2834;0;0;22351093;22723;15337623;13765178;9404411;4191967;3824018;0;46545920;491677;3548902;3508753;1247058;254006;26368;0;9076763;10244;1634937;4359828;7651772;3025118;5093321;134027;21909246;3944;950015;1422853;284986;136921;96347;0;2895066;26055;213934;558221;1885106;302436;30892;2291;3018935;89074565
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/03/2021;280348343;474620;9783172;23582858;34271657;5511595;908369;286071;74818342;48092;2198676;6059619;13705618;11456389;29145359;534288;63148040;129190;1143022;416914;13105;0;0;8303;1710533;206395;5435829;2256802;301604;0;0;3;8200633;408208;7893541;11970746;10941852;4540975;161985;0;35917306;1091852;3798130;6753813;3050247;2144897;4154988;654398;21648325;82196;2087307;6544284;10322683;4102899;13850047;4489108;41478524;30270;600260;1838107;1629425;864093;1208837;0;6170992;75006;75519;288729;354557;18673;0;0;812485;26443164
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/03/2021;274618328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119508;7147196;20528340;47934813;41312944;124960090;31716079;273718971;443;25128;102773;191237;103597;476179;0;899357;0;0;0;0;0;0;0;0;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/03/2021;190880591;442177;6712956;13309976;19802730;4933012;1098519;24556;46323926;104216;1228866;3047942;4800024;1167666;2487520;724254;13560489;209329;2864152;1350889;170730;71108;76506;9035;4751750;63928;22515125;9118756;505388;41968;18512;8638;32272315;51116;3949827;7138359;1981909;3013852;23174;0;16158237;820461;2127533;2617671;3195073;1000224;3075357;33886;12870205;81378;688021;1601685;2693160;558815;283858;355;5907272;3989;1662195;2938739;373072;80099;77100;460;5135653;65705;65303;245509;417030;4065;26318;0;823930;53076814
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/03/2021;179023854;1662994;4938326;16793996;32097976;6810555;1023540;1733;63329120;36923;45943;140589;311058;169918;31612;81;736123;175132;244558;807427;17294;0;0;0;1244411;3774;77086;7946;0;0;0;0;88805;128774;638795;1203219;553248;16419;0;0;2540454;931097;715715;1632520;688297;276693;132823;702;4377847;76347;6279543;10096040;20113327;15757059;38264374;5942370;96529060;10376;762421;1796405;160560;39133;2616;0;2771511;72456;1091196;2834177;3215228;116322;77144;0;7406522;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/03/2021;65726751;54415;5737490;9451580;13757176;3428593;401050;0;32830305;6969;586490;1217641;1200262;216810;12726;0;3240898;16609;588864;65101;1626;0;0;0;672200;7145;4120230;1330319;50114;3;0;0;5507810;757;2347783;2438868;1796542;1165246;748717;0;8497914;40175;521510;1358189;752738;20566;0;0;2693178;676;150353;454289;912277;266338;262768;0;2046701;0;159307;460971;320729;148202;161493;0;1250702;0;5543;23739;76509;6033;0;0;111824;8875219
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/03/2021;50954907;86957;1661355;4095943;5272959;547984;561468;0;12226666;0;2994;14340;2994;0;0;0;20329;0;1418;0;0;0;0;0;1418;115;7870455;2809356;230827;422;139;0;10911315;6916;490916;2555883;2010375;374254;1042;0;5439386;229414;59223;119618;302971;92039;9043;0;812308;479;48566;178721;703050;445992;1540861;1257956;4175625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17367861
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/03/2021;25245879;802;2065549;1606013;2153239;381656;0;0;6207258;0;5644;16112;24759;1875;0;0;48389;0;112250;100965;0;0;0;0;213215;3;6297022;1729484;4337;268;73;0;8031187;0;2565006;3755143;1816812;1034455;0;0;9171415;68210;367783;189540;0;0;0;14;625547;0;20;0;0;0;0;0;20;0;67183;839095;42569;0;0;0;948847;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/03/2021;24100505;25804;1490443;4134674;6016172;855042;2734;1023;12525891;2420;206653;491310;651717;177383;439;32435;1562359;11389;591074;981047;5282;0;0;0;1588793;9181;4675431;702246;61091;3147;0;0;5451096;1465;906293;720117;143079;204;0;0;1771158;24706;9402;11910;9238;1219;0;0;56475;502;21141;48949;63263;15079;2947;0;151881;0;84696;211249;0;0;0;0;295944;0;0;0;0;0;0;0;0;696908
