Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;01/03/2021;11065;0;2552;0;0;0;13617;-3008;-8264;0;0;-31;-11304;2313;0;0;-2936;631;0;0;9757;-9165;-1713;600;0;600;0;-350;250;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;01/03/2021;13044;0;494;0;0;0;13538;-712;-1547;0;0;-2660;-4920;8619;2558;1376;-4059;-3326;-229;0;1127;-569;-3122;5497;110;5607;-165;-42;5400;-250
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;01/03/2021;12483;0;974;0;0;0;13457;-1576;-3199;0;0;-1245;-6020;7438;2146;1061;-3519;-2151;-305;0;1147;-473;-2094;5343;59;5403;-504;-720;4179;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;01/03/2021;11593;0;1792;0;0;0;13385;-1966;-969;0;0;-2185;-5121;8264;1615;566;-3533;-3705;-88;0;1218;-330;-4256;4007;-17;3990;-105;-147;3738;0
ADVANCED CORRETORA DE CÂMBIO LTDA;92856905;n2;S5;I;2;SAO PAULO;SP;01/03/2021;0;0;12;0;13346;0;13358;0;0;0;0;0;0;13358;3532;0;-5151;-10439;-910;0;27;-44;-12986;372;1474;1846;-538;0;1308;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;01/03/2021;12591;0;650;0;0;0;13241;-1691;-1014;0;0;-1123;-3828;9414;634;155;-3184;-2643;-9;0;423;-1760;-6383;3031;3;3034;0;-285;2749;0
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;01/03/2021;20;0;13121;0;0;0;13141;-12587;0;0;0;-55;-12642;499;1295;0;-8233;-2826;-125;6298;5562;-640;1332;1831;7;1838;-255;-1110;474;0
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18810553;n1;S4;I;3;RECIFE;PE;01/03/2021;9133;0;125;3748;0;0;13006;0;-5669;0;0;-1534;-7204;5803;2736;0;-4858;-2188;-563;0;162;-6;-4717;1086;29;1115;-228;0;887;0
NOVA FUTURA CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4257795;n2;S4;I;2;SAO PAULO;SP;01/03/2021;0;0;12787;44;0;0;12831;0;0;0;0;0;0;12831;8741;11087;-2766;-19338;-2724;0;4761;-78;-317;12514;0;12514;-4809;-288;7418;0
CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;26225776;n1;S5;I;2;SANTA CRUZ DO SUL;RS;01/03/2021;12662;0;125;0;0;0;12787;-869;0;0;0;-1393;-2262;10525;0;0;-86;-2125;-572;0;0;-4472;-7255;3270;0;3270;0;-3;3267;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;01/03/2021;11938;0;805;0;0;0;12742;-1786;0;0;0;-1271;-3056;9686;1486;482;-4193;-3976;-29;0;47;-162;-6345;3341;-19;3323;0;0;3323;-535
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5241619;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;01/03/2021;12365;0;362;0;0;0;12726;-1122;-1769;0;0;-434;-3325;9401;2244;916;-2795;-3205;-174;0;1103;-1474;-3384;6018;406;6424;-273;-286;5865;0
BANCO TRICURY S.A.;57839805;b2;S4;I;2;SAO PAULO;SP;01/03/2021;11473;0;1214;0;0;0;12687;-1894;0;0;0;-806;-2699;9987;104;8;-2768;-1901;-610;0;137;-164;-5194;4794;132;4925;-1990;-567;2368;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;01/03/2021;10962;0;1635;0;0;0;12597;-1376;-245;0;0;-3260;-4881;7717;2744;1829;-2348;-3221;-201;0;1055;-1015;-1157;6560;37;6597;0;-214;6384;-290
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;01/03/2021;11564;0;974;0;0;0;12538;-1636;-1331;0;0;-654;-3622;8916;945;748;-3748;-2877;-74;0;1265;-701;-4442;4475;-164;4311;-20;0;4291;-161
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;01/03/2021;11861;0;647;0;0;0;12508;-956;-809;0;0;-3217;-4983;7525;2554;1800;-4772;-4579;-231;0;2113;-1544;-4658;2867;174;3042;-463;-723;1856;0
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122327;n1;S5;I;2;FLORIANOPOLIS;SC;01/03/2021;12310;0;64;0;0;0;12374;-1228;0;0;0;-205;-1433;10941;0;3;-1549;-2500;-484;0;514;-34;-4050;6891;-279;6612;-2608;-283;3722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;01/03/2021;11359;0;987;0;0;0;12346;-1325;-1519;0;0;-1993;-4837;7509;1889;333;-3644;-2596;-158;0;1807;-916;-3284;4225;24;4249;-368;-171;3710;-162
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;01/03/2021;11572;0;755;0;0;0;12327;-1725;-178;0;0;-2054;-3957;8370;4096;2587;-5036;-5246;-484;0;751;-658;-3990;4380;-14;4367;-101;-210;4055;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;01/03/2021;11588;0;730;0;0;0;12318;-2033;-98;0;0;-669;-2800;9518;969;215;-2620;-3646;-26;180;15;-111;-5023;4494;-39;4455;0;0;4455;-293
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;01/03/2021;11671;0;555;0;0;0;12226;-838;-758;0;0;-2300;-3896;8330;1732;1155;-4036;-4196;-19;0;57;-1331;-6639;1692;-8;1684;0;-291;1393;0
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;S4;I;1;RIO DE JANEIRO;RJ;01/03/2021;5155;0;7057;0;0;0;12213;0;-869;0;0;-1330;-2199;10013;3339;0;-6971;-1735;-490;0;128;0;-5729;4284;0;4284;-2135;0;2149;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;01/03/2021;11703;0;507;0;0;0;12210;-1302;-124;0;0;-2873;-4299;7911;2702;1511;-5181;-4823;-189;0;1045;-900;-5835;2076;-19;2057;-118;-89;1850;-181
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;01/03/2021;11118;0;1091;0;0;0;12209;-1623;-471;0;0;-2335;-4429;7779;2149;1829;-4691;-4094;-139;0;1438;-694;-4200;3579;76;3656;-320;-819;2516;-174
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;01/03/2021;11350;0;837;0;0;5;12192;-1103;-1395;0;0;-1573;-4071;8121;888;756;-2369;-2725;-71;0;1226;-437;-2733;5389;-12;5377;-122;-226;5029;0
BANCO FORD S.A.;90731688;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/03/2021;11365;0;776;0;0;0;12141;-4022;0;0;0;3831;-191;11949;0;0;-415;-3563;-364;0;382;-1678;-5638;6311;9;6320;-2831;0;3489;0
BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;20443996;n1;S5;I;2;CERRO LARGO;RS;01/03/2021;11907;0;121;0;1;0;12029;-554;0;0;0;-1140;-1695;10334;0;691;-336;-1806;-558;0;128;-226;-2107;8227;26;8253;-3246;0;5008;0
FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;24537861;n1;S5;I;2;SAO PAULO;SP;01/03/2021;12021;0;1;0;0;0;12022;0;0;0;0;-1199;-1199;10822;1430;0;-1641;-8618;-697;0;1;-10;-9536;1286;0;1286;-974;0;311;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;01/03/2021;10581;0;1433;0;0;0;12014;-1836;-398;0;0;-890;-3124;8890;1563;374;-3727;-3202;-127;0;1552;-347;-3914;4976;0;4976;-180;-165;4630;-160
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;01/03/2021;10879;0;1132;0;0;0;12011;-3252;-476;0;0;-2299;-6028;5983;1191;888;-2342;-2970;-61;0;994;-1011;-3311;2672;-79;2593;-111;0;2482;0
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;01/03/2021;10417;0;1450;0;0;0;11867;-1973;0;0;0;-1796;-3769;8098;1965;41;-3952;-4412;-204;0;1503;-371;-5430;2668;-18;2650;-77;0;2573;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;01/03/2021;11130;0;731;0;0;0;11861;-1256;-542;0;0;-3301;-5098;6762;1358;2235;-3448;-3651;-85;0;1197;-2410;-4804;1958;4;1962;-57;-419;1486;-107
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;01/03/2021;10843;0;812;0;0;0;11655;-1728;0;0;0;-875;-2603;9053;1888;560;-4132;-4630;-26;160;101;-116;-6194;2859;47;2906;-29;0;2877;-27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;01/03/2021;10772;0;856;0;0;0;11628;-1275;-1106;0;0;-1810;-4190;7438;1344;1794;-4335;-3141;-86;0;1009;-1609;-5024;2414;-27;2387;-57;-463;1867;-183
COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;01/03/2021;11024;0;474;0;0;0;11498;-610;-2247;0;0;-1202;-4060;7438;1626;660;-2774;-1798;-140;0;1268;-636;-1793;5645;85;5730;-210;-187;5333;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;01/03/2021;10923;0;543;0;0;0;11466;-868;-589;0;0;-3766;-5223;6243;1596;977;-3219;-3808;-15;0;59;-1015;-5425;819;-1;817;0;-337;480;0
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;01/03/2021;10491;0;950;0;0;0;11441;-1440;-550;0;0;-607;-2598;8844;433;143;-3343;-2241;-25;0;1843;-616;-3806;5038;509;5547;-201;0;5346;0
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;01/03/2021;10422;0;880;0;0;0;11302;-2630;0;0;0;-1462;-4092;7210;328;326;-3407;-2784;-18;0;47;-5;-5514;1696;17;1713;0;0;1713;-56
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;01/03/2021;10055;0;1229;0;0;0;11284;-1362;-1314;0;0;-965;-3642;7642;310;251;-2314;-1866;-17;0;2463;-695;-1868;5774;12;5786;-21;0;5766;0
SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;S5;I;2;SAO PAULO;SP;01/03/2021;11101;0;66;0;0;0;11168;-1295;0;0;0;-3269;-4564;6604;1509;0;-700;-6684;-583;0;977;-343;-5824;780;23;803;-367;0;436;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;01/03/2021;10185;0;967;0;0;0;11152;-1180;-938;0;0;-2792;-4910;6243;2646;1446;-4659;-3835;-216;0;1464;-709;-3864;2378;1;2379;-414;-565;1400;-106
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;01/03/2021;10765;0;356;0;0;0;11122;-571;-4105;0;0;-1126;-5801;5321;1397;1143;-2370;-1445;-3;0;241;-1467;-2504;2817;1;2818;0;-485;2333;0
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7512441;n1;S4;I;2;DOIS IRMAOS;RS;01/03/2021;10741;0;316;0;0;0;11057;-395;0;0;0;-2587;-2982;8076;736;477;-1203;-4538;-596;0;2371;-716;-3469;4606;0;4606;-1256;0;3350;0
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;01/03/2021;9289;0;1662;0;0;0;10951;-2509;0;0;0;-777;-3286;7665;793;333;-2690;-2309;-29;0;195;-594;-4301;3364;-1;3363;0;0;3363;-239
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;01/03/2021;9662;0;1272;0;0;0;10934;-2143;-150;0;0;-691;-2984;7950;936;367;-3731;-2915;-20;0;361;-1368;-6369;1581;1;1582;0;0;1582;0
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;01/03/2021;10096;0;473;0;0;0;10568;-915;-422;0;0;-1869;-3207;7362;1282;1461;-3769;-2961;-84;0;656;-1661;-5076;2286;23;2309;50;0;2359;-179
INTL FCSTONE;52041;b2;S4;C;3;SAO PAULO;SP;01/03/2021;0;0;393;0;10140;0;10533;0;0;0;0;0;0;10533;8296;0;-3770;-2503;-1304;0;25;-1644;-900;9633;417;10050;-4062;-1003;4984;0
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;01/03/2021;9583;0;914;0;0;0;10497;-1136;-350;0;0;-1403;-2889;7609;2301;781;-3995;-3719;-52;0;864;-338;-4159;3450;38;3489;0;0;3489;-97
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;01/03/2021;10040;0;442;0;0;0;10483;-712;0;0;0;-5786;-6498;3985;2376;1653;-2876;-3892;-165;0;1031;-947;-2819;1166;465;1631;-529;0;1102;0
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S4;I;2;SAO PAULO;SP;01/03/2021;9920;0;470;0;0;0;10390;-612;0;0;0;-1147;-1759;8630;274;838;-5049;-4962;-42;0;1551;-1156;-8547;84;10;94;0;0;94;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;01/03/2021;10060;0;281;0;0;0;10341;-703;-78;0;0;-2253;-3034;7307;2245;1929;-3693;-4580;-137;0;1285;-828;-3780;3527;115;3641;-202;0;3440;-91
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;01/03/2021;9728;0;487;0;0;81;10295;-757;-3351;0;0;-269;-4377;5919;1224;856;-2386;-1087;-3;0;83;-1147;-2461;3457;43;3500;-5;-277;3219;0
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11760553;n1;S4;I;2;DOURADINA;PR;01/03/2021;10015;0;194;0;0;0;10209;-516;0;0;0;-1003;-1518;8691;54;0;-403;-1230;-429;0;0;-781;-2790;5901;0;5901;-2344;-27;3531;0
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;S5;I;2;NAO-ME-TOQUE;RS;01/03/2021;10071;0;125;0;0;0;10195;-3322;-4;0;0;-984;-4310;5885;0;6;-446;-369;-344;0;215;0;-938;4947;36;4983;-1984;0;2999;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;01/03/2021;8851;0;1255;0;0;0;10106;-1361;-345;0;0;-585;-2291;7815;1447;264;-3102;-2520;-123;0;427;-517;-4124;3691;106;3797;-279;-255;3263;-63
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;01/03/2021;9121;0;959;0;0;0;10080;-1519;-576;0;0;-4634;-6730;3350;1797;535;-3053;-2730;-193;0;670;-389;-3364;-14;22;9;-256;-8;-255;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS – CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;01/03/2021;8960;0;1104;0;0;0;10064;-1163;-29;0;0;-1745;-2936;7128;1530;658;-2827;-2983;-12;0;37;-1114;-4711;2416;33;2450;0;-210;2239;0
ANDBANK;51949;b1;S4;C;3;SAO PAULO;SP;01/03/2021;3013;0;5193;912;915;0;10032;-699;0;0;0;-75;-774;9259;9525;0;-13535;-20898;-890;-73;9192;-1613;-18293;-9034;3306;-5728;1452;0;-4276;0
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;01/03/2021;87;0;9932;0;0;0;10019;-9420;0;0;0;-44;-9464;555;194;38;-3149;2034;-10;372;0;-6;-526;29;1;28;-28;0;0;0
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;01/03/2021;9210;0;767;0;0;0;9977;-982;-10;0;0;-1705;-2697;7280;1678;1628;-3415;-3090;-114;0;1030;-644;-2926;4354;-309;4045;-106;-257;3681;0
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;01/03/2021;9095;0;877;0;0;0;9972;-975;-1756;0;0;-440;-3171;6801;1377;812;-2806;-2469;-132;0;1206;-281;-2293;4507;-4;4504;-256;-159;4089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;S5;I;2;RIO CLARO;SP;01/03/2021;9534;0;415;0;0;0;9949;-1157;-31;0;0;-1866;-3054;6895;1078;291;-2430;-2744;-71;0;500;-358;-3734;3160;-43;3118;-45;0;3073;-149
PAGSEGURO INTERNET S.A.;8561701;n4;S4;I;2;SAO PAULO;SP;01/03/2021;0;0;9932;0;0;0;9932;0;0;0;0;0;0;9932;1390024;0;-97522;-457095;-151000;617005;50973;-1034115;318270;328202;35396;363598;-57908;-49656;256034;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;01/03/2021;8910;0;994;0;0;0;9904;-800;-58;0;0;-5515;-6373;3531;914;390;-2172;-2044;-57;0;527;-231;-2671;860;30;890;-123;0;767;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;01/03/2021;9517;0;343;0;0;21;9881;-1097;-1617;0;0;-1495;-4210;5671;1193;378;-1393;-1065;-4;0;184;-1141;-1849;3822;124;3947;-61;-173;3712;0
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1664968;b3S;S5;I;2;PORTO VELHO;RO;01/03/2021;9298;0;562;0;0;0;9860;-997;-329;0;0;-3682;-5008;4852;1396;697;-2921;-2682;-123;0;1933;-905;-2605;2248;-17;2231;-264;0;1967;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;01/03/2021;9253;0;588;0;0;0;9841;-1008;-381;0;0;-1886;-3275;6566;2571;208;-3692;-2912;-115;0;928;-702;-3713;2853;3;2856;-69;-341;2445;-121
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;01/03/2021;9137;0;679;0;0;0;9816;-1056;-379;0;0;-12;-1447;8369;1237;523;-4029;-3017;-82;0;631;-338;-5075;3294;-6;3288;-87;-8;3193;0
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;01/03/2021;8786;0;988;0;0;0;9773;-1209;-981;0;0;-1453;-3642;6131;2022;183;-2674;-2592;-58;0;312;-438;-3246;2885;20;2905;-77;0;2827;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;01/03/2021;9366;0;330;0;0;0;9696;-598;-404;0;0;-1544;-2546;7150;976;462;-2796;-2568;-13;0;18;-792;-4712;2438;175;2613;0;-298;2314;0
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA – SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;01/03/2021;8693;0;987;0;0;0;9680;-813;-1752;0;0;-1987;-4552;5128;1800;785;-2970;-2771;-162;0;1878;-558;-1998;3130;-89;3041;-226;-252;2563;-151
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;01/03/2021;38;0;9602;0;0;0;9640;-9326;0;0;0;-5;-9331;309;2;0;-2167;-672;-10;0;3242;-30;365;673;3;677;-2;0;675;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS;1566038;b3S;S5;I;2;MANAUS;AM;01/03/2021;9354;0;261;0;0;0;9615;-499;0;0;0;-1889;-2388;7227;536;349;-1774;-1428;-49;0;1835;-1635;-2167;5060;-13;5047;-154;0;4893;0
JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;4230630;n1;S5;I;2;SAO PAULO;SP;01/03/2021;9337;0;254;0;0;0;9591;0;0;0;0;-2680;-2680;6911;0;0;-2906;-3331;-381;0;33;-72;-6657;254;0;254;-33;0;220;0
MONEYCORP BANCO DE CÂMBIO S.A.;8609934;b2;S4;I;2;SAO PAULO;SP;01/03/2021;0;0;70;0;9442;0;9512;0;0;0;0;0;0;9512;164;0;-3117;-4386;-458;0;0;-1;-7798;1714;0;1714;-528;0;1187;0
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;01/03/2021;8858;0;622;0;0;0;9481;-1485;0;0;0;-2142;-3627;5854;1529;140;-3131;-2228;-22;0;325;-610;-3997;1857;0;1857;0;0;1857;-186
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;01/03/2021;8849;0;572;0;0;0;9421;-1146;-86;0;0;-946;-2178;7243;2117;752;-3325;-2671;-13;0;416;-1318;-4042;3201;111;3312;0;-453;2859;0
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. – SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;01/03/2021;8246;0;1127;0;0;0;9373;-1252;-252;0;0;-1282;-2786;6588;1796;914;-3556;-2785;-133;0;892;-501;-3373;3215;-50;3164;-211;-108;2846;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;01/03/2021;8601;0;714;0;0;0;9316;-1793;0;0;0;-145;-1937;7378;966;116;-2596;-2965;-23;67;31;-781;-5185;2193;-7;2186;-12;0;2174;-230
NECTON INVESTIMENTOS  S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;52904364;n2;S4;I;2;SAO PAULO;SP;01/03/2021;0;0;9202;12;0;0;9214;-1;0;0;0;-2;-3;9211;27163;13027;-18366;-23204;-3931;0;1005;-371;-4677;4534;0;4534;1327;-5615;246;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;01/03/2021;7774;0;1364;0;0;68;9206;-482;-586;0;0;-1116;-2185;7022;458;148;-1642;-1387;-41;0;1187;-317;-1594;5427;18;5446;-98;0;5348;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;I;2;UNIAO DA VITORIA;PR;01/03/2021;9007;0;157;0;0;8;9172;-410;-2428;0;0;-838;-3676;5496;925;1121;-2574;-1768;-4;0;58;-1281;-3523;1972;-27;1946;0;-747;1199;0
