Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/03/2021;612817740;1709408;5179779;13713561;25330742;13988408;11414787;224;71336909;721565;1450408;3336487;4089483;175724;6773;5663;9786104;9479;34794;66759;66657;9310;12;14;187025;887997;14046233;38557364;89656853;73511970;208190970;83494589;508345976;927172;6000637;2049503;180180;26037;25098;0;9208626;87961;1163932;1646857;1212936;381248;296876;0;4789811;1163017;2849135;2151046;1533538;736036;707001;23515;9163288;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/03/2021;406589488;227392;5055967;14735155;32239127;23224093;18304303;2681675;96467712;644562;2861043;8777910;11865024;5962392;3190517;397835;33699281;26159;457276;1233407;1951959;470351;40;100413;4239606;57017;438097;1280891;3435591;3415803;17532609;20090722;46250730;1631237;24261959;5707091;325925;172;0;200200;32126584;1255737;18575208;56455543;50129194;27897818;24809963;237936;179361400;529345;1020862;2874265;2094800;1470198;1894583;129552;10013605;4430569
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/03/2021;352786084;497610;5018889;13122345;22363058;10470460;4579784;2;56052147;173727;2172561;4620840;4636552;916212;71950;0;12591841;249163;2958113;7587552;11484571;2102610;3083;0;24385092;45206;1824211;5244445;12045973;9622641;25094680;8292040;62169194;4335488;51836640;24494954;2072423;48424;98;0;82788027;1703;395594;785337;144106;53788;24338;0;1404865;2262917;8559894;7861015;8103793;2192475;518474;229;29498797;83896122
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/03/2021;265686941;314668;5831533;15722346;28324592;14516699;8067468;693;72778000;760921;5559526;9404045;9119940;1876829;513384;871;27235515;243721;3764053;9530962;13742515;2248228;9026;34;29538539;66746;1891355;5224953;11906200;9340150;24209977;8161519;60800900;3077795;25054120;9139726;1367608;133527;20378;0;38793154;106995;1637729;5517994;5712894;1406467;557970;0;14940049;1080396;5341083;3635379;5102580;2095631;663653;12122;17930843;3669940
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/03/2021;232837903;780100;3648198;9785015;17687946;9497426;6852342;949;48251976;528406;1668813;3518062;4350344;1653561;472697;16407;12208290;623910;6667794;17188644;26116678;5139873;24408;4307;55765613;39548;1375446;4017219;9174800;7245861;18421580;6198313;46472767;1475789;21940145;10316627;953336;255852;132073;42;35073864;32711;1467800;2816474;2391920;1217057;735234;0;8661194;1417270;5281853;5162716;5552999;3325157;2599588;120655;23460238;2943959
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/03/2021;46776230;53667;111174;235925;193026;10041;17;0;603849;35836;150083;461581;463889;174914;17125;0;1303429;621630;5364590;13467120;19380285;2875080;4198;0;41712903;0;0;0;0;0;0;0;0;417858;1777704;812138;59302;0;0;0;3067001;0;1060;455;3446;1390;0;0;6351;988;7181;42005;16362;8704;7347;109;82697;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/03/2021;28358900;118339;860181;2333762;4323238;2348490;1216748;0;11200759;13088;66520;76341;3732;5;0;0;159685;297523;1634685;4003813;5706077;847717;640;0;12490455;755;3570;8946;19334;13947;28070;3952;78574;627101;3110661;395077;9212;415;4;0;4142470;0;0;0;0;0;0;0;0;6201;21027;48524;92057;52389;65264;1494;286957;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/03/2021;28163531;58465;1081659;3032794;6317902;3930018;2562265;35;16983139;31392;428683;954125;265357;52126;18921;11;1750615;85;1409;3857;5828;1334;1;0;12514;3155;67048;158320;409120;382088;1509242;1143560;3672532;69430;1055105;318930;3869;0;0;0;1447334;19526;719945;832515;636484;304190;213792;70368;2796819;80147;919222;177653;164927;79607;78980;40;1500576;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/03/2021;26564738;37372;605500;1645400;3187761;1748233;851754;0;8076021;6214;584820;1208460;1176392;263911;22278;0;3262075;147494;1757376;4543597;6556728;871710;920;0;13877826;0;122;591;1119;895;2286;908;5921;23997;638152;260975;15744;2574;0;0;941442;782;32722;91990;70727;45846;16928;0;258995;4786;74544;58560;1992;0;314;442;140638;1820
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/03/2021;17052574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92268;789570;1685832;1094649;629168;344854;2847;4639187;310686;2574661;4090715;3798444;1323929;312524;2427;12413387;0
