Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2012;242874104;811984;8685413;20583673;21745455;4579422;1348264;1;57754210;14857;1024537;2491035;7857331;9670675;5905237;331480;27295150;15112;33786;136273;0;0;0;0;185171;536464;12089655;3393015;1378705;83034;44;2;17480920;234870;5509016;7759641;379870;98520;516;0;13982434;337684;5425597;11216643;10188094;1115495;186522;1053;28471089;161588;5186288;12759174;18830780;7772716;7355166;1457805;53523518;35166;2564425;4915040;2293345;1039352;1034879;62820;11945027;0;20;3607;0;0;0;0;3628;32232959
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;;4;RIO DE JANEIRO;RJ;01/06/2012;224924657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310157;9535601;20612129;50899096;38460767;84303692;20803215;224924657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2012;210038306;1166867;11894882;16976101;14211202;1876478;705475;0;46831005;157863;1735897;3966007;6058232;1797779;753593;0;14469371;1386005;12405765;650067;166;0;0;0;14442003;189614;8084284;1528435;35968;1803;0;0;9840104;18972;3214307;3817580;960793;319980;205009;0;8536641;830288;2590424;2566532;3285372;862402;79636;192;10214845;91963;4104322;8277917;12917672;4744425;3202743;261493;33600534;9307;1372987;1526811;568626;176716;284709;0;3939155;62411;566263;2265650;2940952;385568;683832;5228;6909904;61254744
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2012;199897898;730597;9089400;14088368;13975366;3473942;1255122;0;42612795;206801;2487559;4991419;5348280;879750;47771;56;13961635;527450;8715316;2306109;793;0;0;0;11549669;396347;9318903;1007836;12163;0;0;0;10735248;27526;4100727;5408332;2042103;933718;358025;0;12870431;668133;1833546;1589387;2132167;729211;121499;807;7074750;39705;3265199;8070111;11308501;4152297;2267504;409555;29512872;13956;961697;1081974;467787;69552;2144377;0;4739343;3440;108438;993868;5424152;3215956;1212225;31287;10989367;55851789
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2012;93709912;1232026;7896356;11572494;10918636;2138071;541306;1906;34300795;120527;1958836;2769096;2239950;332425;468013;529769;8418615;872865;6511075;1543533;191254;97019;41374;0;9257120;119833;3166305;542727;394612;8408;4359;3;4236247;97003;2050088;2369131;574618;232151;206173;0;5529163;1227740;2487211;1934990;2446477;766020;244874;2943;9110255;85701;922594;1394231;2270535;593921;211385;0;5478367;0;621375;742336;82583;6083;7768;0;1460145;9664;732345;2541919;2517801;334866;1029755;0;7166351;8752854
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2012;82083337;979208;27488432;554403;3046034;2110883;175216;0;34354177;305781;2062161;11477;117170;261794;26999;0;2785382;239777;541274;2284564;59599;52153;732;0;3178098;43037;1157680;73594;0;0;0;0;1274311;0;0;0;0;2601160;3380161;0;5981321;57787;251331;43301;1092;0;0;0;353511;182638;3526439;2287001;4825327;3544785;10302339;3619147;28287675;0;0;0;0;0;0;0;0;22895;394806;717486;4391142;250940;80869;10723;5868862;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2012;40224936;181451;5127526;3967601;3266337;921573;157998;0;13622486;42100;1336035;1921885;1724623;396322;457961;0;5878925;55906;1920714;60063;88490;0;0;0;2125172;2647;1373012;277305;74681;24324;90;0;1752058;3673;695118;963889;4881;1406;0;0;1668967;4542;58481;55632;13151;0;0;0;131806;37137;1036351;2310414;4198239;1177837;223842;2664;8986483;320;99898;403682;54990;2566;1925;0;563381;0;2079;59208;55397;0;0;0;116684;5378974
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2012;38023797;166863;3090174;3721561;3185182;526763;22242;0;10712785;10520;225767;515709;620417;104771;438;0;1477622;142332;1864441;912245;66;198;0;0;2919283;48556;2039264;316794;9760;1089;0;0;2415463;0;436029;25341;9283;2197;0;23684;496534;91770;545616;1208874;820603;193255;36489;259;2896866;302;1508713;2860178;1445741;673074;191458;11906;6691371;2306;479659;838088;153875;28993;2147;0;1505068;151;215786;476636;363300;1113;0;0;1056986;7851820
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2012;21613990;114947;1950689;2631579;2766090;401882;116593;0;7981780;48915;278385;670861;985726;277329;53739;49;2315004;4556;102936;27231;0;0;0;0;134722;6016;113206;9689;0;0;0;0;128911;70356;469336;938925;846185;614396;823532;0;3762731;573;51758;113270;56865;4708;0;0;227174;12052;845828;1458992;1465405;621071;617823;22547;5043717;723;83902;216275;148359;8675;1906;0;459841;0;0;0;0;0;0;0;0;1560108
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2012;13288585;2816;38668;93659;92900;10717;120;0;238880;22244;2258507;1434121;776448;92888;347;0;4584555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5147;66241;10341;12636;239;589;0;95193;58687;947432;2415211;3929399;1016618;2610;0;8369958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/06/2012;10893241;58930;1039418;1971213;2202846;468822;94496;0;5835724;2304;39328;71366;83987;17605;11080;0;225669;51560;472512;188150;0;0;0;0;712221;20091;468588;95093;474;0;0;0;584247;8300;314830;617594;4429;0;0;0;945153;20931;291455;649961;187074;102481;83680;0;1335583;261;42489;129896;250009;129597;166517;5810;724579;121;815;15189;42363;17504;16363;0;92355;60;14358;64833;251012;28775;6327;0;365366;72344
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2012;10845173;25408;1437987;1274586;368430;10611;0;0;3117022;1568;73897;74481;77699;1989;0;0;229634;18069;402119;319231;0;0;0;0;739419;4759;405496;66505;8664;0;0;0;485423;96092;1720863;1931976;262753;122760;12675;0;4147118;13343;764734;552444;48024;473;0;0;1379018;9571;91278;245900;133310;22829;2863;0;505751;265;67093;164148;9671;611;0;0;241788;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/06/2012;10724084;127651;2288635;1976277;1549990;220775;10033;0;6173361;6855;84986;223333;240000;22675;0;0;577849;68077;658294;256658;2272;0;0;0;985301;602;44218;10345;117;0;0;0;55282;13848;721275;1151803;105801;2408;626;0;1995761;15865;19489;64110;95864;15150;2404;0;212882;0;0;0;0;0;0;0;0;2752;37520;20937;573;287;0;0;62070;0;0;0;0;0;0;0;0;661578
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2012;8600726;7699;19611;36360;33434;8348;1620;0;107072;25555;323373;337041;514449;176660;240;0;1377318;0;0;0;0;0;0;0;0;10752;691362;5743;0;0;0;0;707858;0;0;0;0;0;0;0;0;901;0;0;0;0;0;0;901;25460;714873;1895797;2896213;823495;51740;0;6407578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2012;8531260;46211;257524;766905;768016;41270;15162;44128;1939216;21240;115634;228000;159354;104713;315864;2971;947777;98509;221255;529679;4828;0;0;0;854272;12437;108323;12522;0;0;0;0;133282;0;0;0;0;0;0;0;0;54895;27991;185601;110450;70898;98175;7173;555183;6708;177683;650473;545028;515637;1673818;252651;3821997;36148;50124;54797;11516;11894;114394;660;279533;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2012;8331687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1222;275694;71415;0;0;0;0;348332;440;39418;2615;3936;0;0;0;46409;4328;559772;661185;268830;45615;0;0;1539730;41786;703766;1092749;673578;73835;2083;0;2587798;354;547467;555511;737216;291888;66039;0;2198475;0;6080;24982;19496;10843;0;0;61400;0;0;0;0;0;0;0;0;1549543
